,seed_repo_owner,seed_repo_name,package_name,package_repo_owner,package_repo_name,package_source
24309,filedag-project,filedag-storage,is-date-object,inspect-js,is-date-object,NPM
24310,filedag-project,filedag-storage,path-exists,sindresorhus,path-exists,NPM
24311,filedag-project,filedag-storage,@babel/plugin-syntax-import-assertions,babel,babel,NPM
24312,filedag-project,filedag-storage,strict-uri-encode,kevva,strict-uri-encode,NPM
24313,filedag-project,filedag-storage,cssnano-util-get-arguments,ben-eb,cssnano,NPM
24314,filedag-project,filedag-storage,postcss-double-position-gradients,csstools,postcss-plugins,NPM
24315,filedag-project,filedag-storage,@testing-library/dom,testing-library,dom-testing-library,NPM
24316,filedag-project,filedag-storage,@xtuc/ieee754,feross,ieee754,NPM
24317,filedag-project,filedag-storage,source-list-map,webpack,source-list-map,NPM
24318,filedag-project,filedag-storage,@babel/code-frame,babel,babel,NPM
24319,filedag-project,filedag-storage,zrender,ecomfe,zrender,NPM
24320,filedag-project,filedag-storage,emitter-component,sindresorhus,component-emitter,NPM
24321,filedag-project,filedag-storage,minimatch,isaacs,minimatch,NPM
24322,filedag-project,filedag-storage,github.com/opentracing/opentracing-go,opentracing,opentracing-go,GO
24323,filedag-project,filedag-storage,axios,axios,axios,NPM
24324,filedag-project,filedag-storage,stream-http,jhiesey,stream-http,NPM
24325,filedag-project,filedag-storage,@babel/plugin-proposal-decorators,babel,babel,NPM
24326,filedag-project,filedag-storage,@types/babel__core,definitelytyped,definitelytyped,NPM
24327,filedag-project,filedag-storage,cssesc,mathiasbynens,cssesc,NPM
24328,filedag-project,filedag-storage,@webassemblyjs/wasm-gen,xtuc,webassemblyjs,NPM
24329,filedag-project,filedag-storage,arr-union,jonschlinkert,arr-union,NPM
24330,filedag-project,filedag-storage,growly,theabraham,growly,NPM
24331,filedag-project,filedag-storage,eslint-plugin-jest,jest-community,eslint-plugin-jest,NPM
24332,filedag-project,filedag-storage,regex-parser,ionicabizau,regex-parser.js,NPM
24333,filedag-project,filedag-storage,is-bigint,inspect-js,is-bigint,NPM
24334,filedag-project,filedag-storage,pump,mafintosh,pump,NPM
24335,filedag-project,filedag-storage,web-streams-polyfill,mattiasbuelens,web-streams-polyfill,NPM
24336,filedag-project,filedag-storage,@types/bonjour,definitelytyped,definitelytyped,NPM
24337,filedag-project,filedag-storage,rc-cascader,react-component,cascader,NPM
24338,filedag-project,filedag-storage,babel-plugin-transform-react-remove-prop-types,oliviertassinari,babel-plugin-transform-react-remove-prop-types,NPM
24339,filedag-project,filedag-storage,postcss-modules-local-by-default,css-modules,postcss-modules-local-by-default,NPM
24340,filedag-project,filedag-storage,function-bind,raynos,function-bind,NPM
24341,filedag-project,filedag-storage,@ant-design/react-slick,ant-design,react-slick,NPM
24342,filedag-project,filedag-storage,error-stack-parser,stacktracejs,error-stack-parser,NPM
24343,filedag-project,filedag-storage,ts-pnp,arcanis,ts-pnp,NPM
24344,filedag-project,filedag-storage,@xtuc/long,dcodeio,long.js,NPM
24345,filedag-project,filedag-storage,common-path-prefix,novemberborn,common-path-prefix,NPM
24346,filedag-project,filedag-storage,object.fromentries,es-shims,object.fromentries,NPM
24347,filedag-project,filedag-storage,github.com/onsi/gomega,onsi,gomega,GO
24348,filedag-project,filedag-storage,@rollup/plugin-replace,rollup,plugins,NPM
24349,filedag-project,filedag-storage,http-deceiver,indutny,http-deceiver,NPM
24350,filedag-project,filedag-storage,minipass,isaacs,minipass,NPM
24351,filedag-project,filedag-storage,camelcase-css,stevenvachon,camelcase-css,NPM
24352,filedag-project,filedag-storage,postcss-unique-selectors,cssnano,cssnano,NPM
24353,filedag-project,filedag-storage,@babel/plugin-transform-shorthand-properties,babel,babel,NPM
24354,filedag-project,filedag-storage,is-regexp,sindresorhus,is-regexp,NPM
24355,filedag-project,filedag-storage,whatwg-mimetype,jsdom,whatwg-mimetype,NPM
24356,filedag-project,filedag-storage,resolve-url,lydell,resolve-url,NPM
24357,filedag-project,filedag-storage,form-data,form-data,form-data,NPM
24358,filedag-project,filedag-storage,redent,sindresorhus,redent,NPM
24359,filedag-project,filedag-storage,@aws-sdk/util-middleware,aws,aws-sdk-js-v3,NPM
24360,filedag-project,filedag-storage,@types/glob,definitelytyped,definitelytyped,NPM
24361,filedag-project,filedag-storage,nanoid,ai,nanoid,NPM
24362,filedag-project,filedag-storage,jsx-ast-utils,jsx-eslint,jsx-ast-utils,NPM
24363,filedag-project,filedag-storage,cosmiconfig-typescript-loader,codex-,cosmiconfig-typescript-loader,NPM
24364,filedag-project,filedag-storage,xml-name-validator,jsdom,xml-name-validator,NPM
24365,filedag-project,filedag-storage,glob,isaacs,node-glob,NPM
24366,filedag-project,filedag-storage,@sinonjs/fake-timers,sinonjs,fake-timers,NPM
24367,filedag-project,filedag-storage,cookie-signature,visionmedia,node-cookie-signature,NPM
24368,filedag-project,filedag-storage,kleur,lukeed,kleur,NPM
24369,filedag-project,filedag-storage,@csstools/postcss-color-function,csstools,postcss-plugins,NPM
24370,filedag-project,filedag-storage,p-locate,sindresorhus,p-locate,NPM
24371,filedag-project,filedag-storage,mobx,mobxjs,mobx,NPM
24372,filedag-project,filedag-storage,text-table,substack,text-table,NPM
24373,filedag-project,filedag-storage,github.com/ipld/go-ipld-prime,ipld,go-ipld-prime,GO
24374,filedag-project,filedag-storage,fast-json-stable-stringify,epoberezkin,fast-json-stable-stringify,NPM
24375,filedag-project,filedag-storage,browserslist,browserslist,browserslist,NPM
24376,filedag-project,filedag-storage,@hapi/address,hapijs,address,NPM
24377,filedag-project,filedag-storage,@types/aria-query,definitelytyped,definitelytyped,NPM
24378,filedag-project,filedag-storage,@types/range-parser,definitelytyped,definitelytyped,NPM
24379,filedag-project,filedag-storage,decimal.js,mikemcl,decimal.js,NPM
24380,filedag-project,filedag-storage,optionator,gkz,optionator,NPM
24381,filedag-project,filedag-storage,prettier-linter-helpers,prettier,prettier-linter-helpers,NPM
24382,filedag-project,filedag-storage,spdx-expression-parse,jslicense,spdx-expression-parse.js,NPM
24383,filedag-project,filedag-storage,uniq,mikolalysenko,uniq,NPM
24384,filedag-project,filedag-storage,rc-util,react-component,util,NPM
24385,filedag-project,filedag-storage,readdirp,paulmillr,readdirp,NPM
24386,filedag-project,filedag-storage,@aws-sdk/middleware-bucket-endpoint,aws,aws-sdk-js-v3,NPM
24387,filedag-project,filedag-storage,bfj,philbooth,bfj,NPM
24388,filedag-project,filedag-storage,http-parser-js,creationix,http-parser-js,NPM
24389,filedag-project,filedag-storage,quick-lru,sindresorhus,quick-lru,NPM
24390,filedag-project,filedag-storage,@babel/helper-function-name,babel,babel,NPM
24391,filedag-project,filedag-storage,@jest/globals,jestjs,jest,NPM
24392,filedag-project,filedag-storage,thunky,mafintosh,thunky,NPM
24393,filedag-project,filedag-storage,@csstools/postcss-hwb-function,csstools,postcss-plugins,NPM
24394,filedag-project,filedag-storage,@babel/plugin-transform-exponentiation-operator,babel,babel,NPM
24395,filedag-project,filedag-storage,acorn-jsx,acornjs,acorn-jsx,NPM
24396,filedag-project,filedag-storage,@aws-sdk/util-create-request,aws,aws-sdk-js-v3,NPM
24397,filedag-project,filedag-storage,mississippi,maxogden,mississippi,NPM
24398,filedag-project,filedag-storage,es-shim-unscopables,ljharb,es-shim-unscopables,NPM
24399,filedag-project,filedag-storage,github.com/klauspost/readahead,klauspost,readahead,GO
24400,filedag-project,filedag-storage,ajv,ajv-validator,ajv,NPM
24401,filedag-project,filedag-storage,glob-to-regexp,fitzgen,glob-to-regexp,NPM
24402,filedag-project,filedag-storage,fsevents,fsevents,fsevents,NPM
24403,filedag-project,filedag-storage,tempy,sindresorhus,tempy,NPM
24404,filedag-project,filedag-storage,@babel/plugin-transform-block-scoping,babel,babel,NPM
24405,filedag-project,filedag-storage,v8-compile-cache,zertosh,v8-compile-cache,NPM
24406,filedag-project,filedag-storage,https-proxy-agent,tootallnate,proxy-agents,NPM
24407,filedag-project,filedag-storage,@istanbuljs/schema,istanbuljs,schema,NPM
24408,filedag-project,filedag-storage,fs-write-stream-atomic,npm,fs-write-stream-atomic,NPM
24409,filedag-project,filedag-storage,content-type,jshttp,content-type,NPM
24410,filedag-project,filedag-storage,kind-of,jonschlinkert,kind-of,NPM
24411,filedag-project,filedag-storage,lodash.templatesettings,lodash,lodash,NPM
24412,filedag-project,filedag-storage,@babel/plugin-proposal-class-static-block,babel,babel,NPM
24413,filedag-project,filedag-storage,buffer-indexof,soldair,node-buffer-indexof,NPM
24414,filedag-project,filedag-storage,set-value,jonschlinkert,set-value,NPM
24415,filedag-project,filedag-storage,opn,sindresorhus,open,NPM
24416,filedag-project,filedag-storage,exec-sh,tsertkov,exec-sh,NPM
24417,filedag-project,filedag-storage,@types/jest,definitelytyped,definitelytyped,NPM
24418,filedag-project,filedag-storage,is-root,sindresorhus,is-root,NPM
24419,filedag-project,filedag-storage,@babel/plugin-transform-react-constant-elements,babel,babel,NPM
24420,filedag-project,filedag-storage,sprintf-js,alexei,sprintf.js,NPM
24421,filedag-project,filedag-storage,test-exclude,istanbuljs,test-exclude,NPM
24422,filedag-project,filedag-storage,update-browserslist-db,browserslist,update-db,NPM
24423,filedag-project,filedag-storage,@babel/helper-skip-transparent-expression-wrappers,babel,babel,NPM
24424,filedag-project,filedag-storage,ssri,npm,ssri,NPM
24425,filedag-project,filedag-storage,raf,chrisdickinson,raf,NPM
24426,filedag-project,filedag-storage,github.com/dgraph-io/ristretto,dgraph-io,ristretto,GO
24427,filedag-project,filedag-storage,@babel/helper-environment-visitor,babel,babel,NPM
24428,filedag-project,filedag-storage,postcss-merge-rules,cssnano,cssnano,NPM
24429,filedag-project,filedag-storage,nth-check,fb55,nth-check,NPM
24430,filedag-project,filedag-storage,spdx-exceptions,kemitchell,spdx-exceptions.json,NPM
24431,filedag-project,filedag-storage,minipass-flush,isaacs,minipass-flush,NPM
24432,filedag-project,filedag-storage,object.hasown,es-shims,object.hasown,NPM
24433,filedag-project,filedag-storage,query-string,sindresorhus,query-string,NPM
24434,filedag-project,filedag-storage,promise,then,promise,NPM
24435,filedag-project,filedag-storage,@types/tapable,definitelytyped,definitelytyped,NPM
24436,filedag-project,filedag-storage,rc-steps,react-component,steps,NPM
24437,filedag-project,filedag-storage,postcss-discard-overridden,cssnano,cssnano,NPM
24438,filedag-project,filedag-storage,jsesc,mathiasbynens,jsesc,NPM
24439,filedag-project,filedag-storage,crypto-browserify,crypto-browserify,crypto-browserify,NPM
24440,filedag-project,filedag-storage,for-each,raynos,for-each,NPM
24441,filedag-project,filedag-storage,go.uber.org/atomic,uber-go,atomic,GO
24442,filedag-project,filedag-storage,xml-js,nashwaan,xml-js,NPM
24443,filedag-project,filedag-storage,@babel/preset-typescript,babel,babel,NPM
24444,filedag-project,filedag-storage,obuf,indutny,offset-buffer,NPM
24445,filedag-project,filedag-storage,is-color-stop,pigcan,is-color-stop,NPM
24446,filedag-project,filedag-storage,stackframe,stacktracejs,stackframe,NPM
24447,filedag-project,filedag-storage,@jridgewell/sourcemap-codec,jridgewell,sourcemap-codec,NPM
24448,filedag-project,filedag-storage,react-scripts,facebook,create-react-app,NPM
24449,filedag-project,filedag-storage,unique-filename,npm,unique-filename,NPM
24450,filedag-project,filedag-storage,native-url,googlechromelabs,native-url,NPM
24451,filedag-project,filedag-storage,glob-parent,gulpjs,glob-parent,NPM
24452,filedag-project,filedag-storage,@typescript-eslint/eslint-plugin,typescript-eslint,typescript-eslint,NPM
24453,filedag-project,filedag-storage,css-tree,csstree,csstree,NPM
24454,filedag-project,filedag-storage,asynckit,alexindigo,asynckit,NPM
24455,filedag-project,filedag-storage,browserify-zlib,devongovett,browserify-zlib,NPM
24456,filedag-project,filedag-storage,acorn,acornjs,acorn,NPM
24457,filedag-project,filedag-storage,safe-regex,davisjam,safe-regex,NPM
24458,filedag-project,filedag-storage,@hapi/hoek,hapijs,hoek,NPM
24459,filedag-project,filedag-storage,global-prefix,jonschlinkert,global-prefix,NPM
24460,filedag-project,filedag-storage,sisteransi,terkelg,sisteransi,NPM
24461,filedag-project,filedag-storage,unicode-canonical-property-names-ecmascript,mathiasbynens,unicode-canonical-property-names-ecmascript,NPM
24462,filedag-project,filedag-storage,postcss-calc,postcss,postcss-calc,NPM
24463,filedag-project,filedag-storage,jest-haste-map,jestjs,jest,NPM
24464,filedag-project,filedag-storage,source-map-resolve,lydell,source-map-resolve,NPM
24465,filedag-project,filedag-storage,prepend-http,sindresorhus,prepend-http,NPM
24466,filedag-project,filedag-storage,move-concurrently,npm,move-concurrently,NPM
24467,filedag-project,filedag-storage,github.com/polydawn/refmt,polydawn,refmt,GO
24468,filedag-project,filedag-storage,@types/scheduler,definitelytyped,definitelytyped,NPM
24469,filedag-project,filedag-storage,css-select,fb55,css-select,NPM
24470,filedag-project,filedag-storage,which-typed-array,inspect-js,which-typed-array,NPM
24471,filedag-project,filedag-storage,@babel/helper-builder-binary-assignment-operator-visitor,babel,babel,NPM
24472,filedag-project,filedag-storage,@babel/plugin-proposal-async-generator-functions,babel,babel,NPM
24473,filedag-project,filedag-storage,@svgr/hast-util-to-babel-ast,gregberge,svgr,NPM
24474,filedag-project,filedag-storage,github.com/libp2p/go-buffer-pool,libp2p,go-buffer-pool,GO
24475,filedag-project,filedag-storage,ast-types-flow,kyldvs,ast-types-flow,NPM
24476,filedag-project,filedag-storage,@aws-sdk/util-utf8-browser,aws,aws-sdk-js-v3,NPM
24477,filedag-project,filedag-storage,espree,eslint,espree,NPM
24478,filedag-project,filedag-storage,is-regex,inspect-js,is-regex,NPM
24479,filedag-project,filedag-storage,anymatch,micromatch,anymatch,NPM
24480,filedag-project,filedag-storage,shebang-command,kevva,shebang-command,NPM
24481,filedag-project,filedag-storage,filelist,mde,filelist,NPM
24482,filedag-project,filedag-storage,@babel/highlight,babel,babel,NPM
24483,filedag-project,filedag-storage,@babel/plugin-syntax-numeric-separator,babel,babel,NPM
24484,filedag-project,filedag-storage,@aws-sdk/util-base64,aws,aws-sdk-js-v3,NPM
24485,filedag-project,filedag-storage,@csstools/postcss-is-pseudo-class,csstools,postcss-plugins,NPM
24486,filedag-project,filedag-storage,@types/istanbul-lib-report,definitelytyped,definitelytyped,NPM
24487,filedag-project,filedag-storage,jest-matcher-utils,jestjs,jest,NPM
24488,filedag-project,filedag-storage,tslib,microsoft,tslib,NPM
24489,filedag-project,filedag-storage,postcss-env-function,csstools,postcss-plugins,NPM
24490,filedag-project,filedag-storage,escape-string-regexp,sindresorhus,escape-string-regexp,NPM
24491,filedag-project,filedag-storage,prelude-ls,gkz,prelude-ls,NPM
24492,filedag-project,filedag-storage,universalify,ryanzim,universalify,NPM
24493,filedag-project,filedag-storage,github.com/cespare/xxhash,cespare,xxhash,GO
24494,filedag-project,filedag-storage,lcid,sindresorhus,lcid,NPM
24495,filedag-project,filedag-storage,damerau-levenshtein,tad-lispy,node-damerau-levenshtein,NPM
24496,filedag-project,filedag-storage,escalade,lukeed,escalade,NPM
24497,filedag-project,filedag-storage,workbox-google-analytics,googlechrome,workbox,NPM
24498,filedag-project,filedag-storage,stream,juliangruber,stream,NPM
24499,filedag-project,filedag-storage,react-dom,facebook,react,NPM
24500,filedag-project,filedag-storage,@babel/plugin-syntax-class-static-block,babel,babel,NPM
24501,filedag-project,filedag-storage,sort-keys,sindresorhus,sort-keys,NPM
24502,filedag-project,filedag-storage,sax,isaacs,sax-js,NPM
24503,filedag-project,filedag-storage,go.uber.org/multierr,uber-go,multierr,GO
24504,filedag-project,filedag-storage,regenerator-runtime,facebook,regenerator,NPM
24505,filedag-project,filedag-storage,@babel/helpers,babel,babel,NPM
24506,filedag-project,filedag-storage,stable,two-screen,stable,NPM
24507,filedag-project,filedag-storage,pretty-format,thejameskyle,pretty-format,NPM
24508,filedag-project,filedag-storage,is-glob,micromatch,is-glob,NPM
24509,filedag-project,filedag-storage,google.golang.org/grpc,grpc,grpc-go,GO
24510,filedag-project,filedag-storage,duplexer,raynos,duplexer,NPM
24511,filedag-project,filedag-storage,@jest/test-result,jestjs,jest,NPM
24512,filedag-project,filedag-storage,postcss-color-gray,postcss,postcss-color-gray,NPM
24513,filedag-project,filedag-storage,schema-utils,webpack,schema-utils,NPM
24514,filedag-project,filedag-storage,source-map-js,7rulnik,source-map-js,NPM
24515,filedag-project,filedag-storage,assert,browserify,commonjs-assert,NPM
24516,filedag-project,filedag-storage,json-schema-traverse,epoberezkin,json-schema-traverse,NPM
24517,filedag-project,filedag-storage,react-is,facebook,react,NPM
24518,filedag-project,filedag-storage,no-case,blakeembrey,change-case,NPM
24519,filedag-project,filedag-storage,rc-menu,react-component,menu,NPM
24520,filedag-project,filedag-storage,@jest/fake-timers,jestjs,jest,NPM
24521,filedag-project,filedag-storage,postcss-clamp,polemius,postcss-clamp,NPM
24522,filedag-project,filedag-storage,has-bigints,ljharb,has-bigints,NPM
24523,filedag-project,filedag-storage,jest-pnp-resolver,arcanis,jest-pnp-resolver,NPM
24524,filedag-project,filedag-storage,strip-comments,jonschlinkert,strip-comments,NPM
24525,filedag-project,filedag-storage,github.com/whyrusleeping/cbor-gen,whyrusleeping,cbor-gen,GO
24526,filedag-project,filedag-storage,iconv-lite,ashtuchkin,iconv-lite,NPM
24527,filedag-project,filedag-storage,util-deprecate,tootallnate,util-deprecate,NPM
24528,filedag-project,filedag-storage,axe-core,dequelabs,axe-core,NPM
24529,filedag-project,filedag-storage,diff,kpdecker,jsdiff,NPM
24530,filedag-project,filedag-storage,@babel/helper-replace-supers,babel,babel,NPM
24531,filedag-project,filedag-storage,@webassemblyjs/helper-module-context,xtuc,webassemblyjs,NPM
24532,filedag-project,filedag-storage,@aws-sdk/util-buffer-from,aws,aws-sdk-js-v3,NPM
24533,filedag-project,filedag-storage,@types/body-parser,definitelytyped,definitelytyped,NPM
24534,filedag-project,filedag-storage,path-is-inside,domenic,path-is-inside,NPM
24535,filedag-project,filedag-storage,@csstools/convert-colors,jonathantneal,convert-colors,NPM
24536,filedag-project,filedag-storage,queue-microtask,feross,queue-microtask,NPM
24537,filedag-project,filedag-storage,define-property,jonschlinkert,define-property,NPM
24538,filedag-project,filedag-storage,object.getownpropertydescriptors,es-shims,object.getownpropertydescriptors,NPM
24539,filedag-project,filedag-storage,@babel/plugin-transform-async-to-generator,babel,babel,NPM
24540,filedag-project,filedag-storage,@babel/plugin-transform-modules-systemjs,babel,babel,NPM
24541,filedag-project,filedag-storage,assign-symbols,jonschlinkert,assign-symbols,NPM
24542,filedag-project,filedag-storage,snapdragon-util,here-be,snapdragon-util,NPM
24543,filedag-project,filedag-storage,nwsapi,dperini,nwsapi,NPM
24544,filedag-project,filedag-storage,postcss-custom-media,csstools,postcss-plugins,NPM
24545,filedag-project,filedag-storage,coa,veged,coa,NPM
24546,filedag-project,filedag-storage,accepts,jshttp,accepts,NPM
24547,filedag-project,filedag-storage,github.com/ipfs/go-ipld-cbor,ipfs,go-ipld-cbor,GO
24548,filedag-project,filedag-storage,@tootallnate/once,tootallnate,once,NPM
24549,filedag-project,filedag-storage,@jest/core,jestjs,jest,NPM
24550,filedag-project,filedag-storage,color-name,colorjs,color-name,NPM
24551,filedag-project,filedag-storage,@types/babel__template,definitelytyped,definitelytyped,NPM
24552,filedag-project,filedag-storage,json-schema,kriszyp,json-schema,NPM
24553,filedag-project,filedag-storage,node-fetch,node-fetch,node-fetch,NPM
24554,filedag-project,filedag-storage,node-libs-browser,webpack,node-libs-browser,NPM
24555,filedag-project,filedag-storage,caniuse-api,nyalab,caniuse-api,NPM
24556,filedag-project,filedag-storage,acorn-walk,acornjs,acorn,NPM
24557,filedag-project,filedag-storage,safe-regex-test,ljharb,safe-regex-test,NPM
24558,filedag-project,filedag-storage,@csstools/selector-specificity,csstools,postcss-plugins,NPM
24559,filedag-project,filedag-storage,semver,npm,node-semver,NPM
24560,filedag-project,filedag-storage,errno,rvagg,node-errno,NPM
24561,filedag-project,filedag-storage,css-prefers-color-scheme,csstools,postcss-plugins,NPM
24562,filedag-project,filedag-storage,postcss-normalize-positions,cssnano,cssnano,NPM
24563,filedag-project,filedag-storage,param-case,blakeembrey,change-case,NPM
24564,filedag-project,filedag-storage,@babel/plugin-syntax-jsx,babel,babel,NPM
24565,filedag-project,filedag-storage,entities,fb55,entities,NPM
24566,filedag-project,filedag-storage,yargs-parser,yargs,yargs-parser,NPM
24567,filedag-project,filedag-storage,fork-ts-checker-webpack-plugin,typestrong,fork-ts-checker-webpack-plugin,NPM
24568,filedag-project,filedag-storage,cache-base,jonschlinkert,cache-base,NPM
24569,filedag-project,filedag-storage,union-value,jonschlinkert,union-value,NPM
24570,filedag-project,filedag-storage,buffer,feross,buffer,NPM
24571,filedag-project,filedag-storage,github.com/ipfs/bbloom,ipfs,bbloom,GO
24572,filedag-project,filedag-storage,is-typedarray,hughsk,is-typedarray,NPM
24573,filedag-project,filedag-storage,estraverse,estools,estraverse,NPM
24574,filedag-project,filedag-storage,minimalistic-crypto-utils,indutny,minimalistic-crypto-utils,NPM
24575,filedag-project,filedag-storage,safe-buffer,feross,safe-buffer,NPM
24576,filedag-project,filedag-storage,@babel/core,babel,babel,NPM
24577,filedag-project,filedag-storage,is-number,jonschlinkert,is-number,NPM
24578,filedag-project,filedag-storage,signal-exit,tapjs,signal-exit,NPM
24579,filedag-project,filedag-storage,jest-environment-jsdom,jestjs,jest,NPM
24580,filedag-project,filedag-storage,sass,sass,dart-sass,NPM
24581,filedag-project,filedag-storage,require-directory,troygoode,node-require-directory,NPM
24582,filedag-project,filedag-storage,readable-stream,nodejs,readable-stream,NPM
24583,filedag-project,filedag-storage,@rollup/plugin-node-resolve,rollup,plugins,NPM
24584,filedag-project,filedag-storage,is-number-object,inspect-js,is-number-object,NPM
24585,filedag-project,filedag-storage,path-parse,jbgutierrez,path-parse,NPM
24586,filedag-project,filedag-storage,is-fullwidth-code-point,sindresorhus,is-fullwidth-code-point,NPM
24587,filedag-project,filedag-storage,has-flag,sindresorhus,has-flag,NPM
24588,filedag-project,filedag-storage,isobject,jonschlinkert,isobject,NPM
24589,filedag-project,filedag-storage,react-app-polyfill,facebook,create-react-app,NPM
24590,filedag-project,filedag-storage,cssnano-preset-default,cssnano,cssnano,NPM
24591,filedag-project,filedag-storage,@types/json5,definitelytyped,definitelytyped,NPM
24592,filedag-project,filedag-storage,eslint-scope,eslint,js,NPM
24593,filedag-project,filedag-storage,@babel/compat-data,babel,babel,NPM
24594,filedag-project,filedag-storage,react-fast-compare,formidablelabs,react-fast-compare,NPM
24595,filedag-project,filedag-storage,@babel/plugin-proposal-dynamic-import,babel,babel,NPM
24596,filedag-project,filedag-storage,define-properties,ljharb,define-properties,NPM
24597,filedag-project,filedag-storage,lodash.sortby,lodash,lodash,NPM
24598,filedag-project,filedag-storage,aproba,iarna,aproba,NPM
24599,filedag-project,filedag-storage,domutils,fb55,domutils,NPM
24600,filedag-project,filedag-storage,loglevel,pimterry,loglevel,NPM
24601,filedag-project,filedag-storage,ms,vercel,ms,NPM
24602,filedag-project,filedag-storage,jest-cli,jestjs,jest,NPM
24603,filedag-project,filedag-storage,is-generator-fn,sindresorhus,is-generator-fn,NPM
24604,filedag-project,filedag-storage,find-cache-dir,sindresorhus,find-cache-dir,NPM
24605,filedag-project,filedag-storage,svgo,svg,svgo,NPM
24606,filedag-project,filedag-storage,postcss-media-minmax,postcss,postcss-media-minmax,NPM
24607,filedag-project,filedag-storage,postcss-normalize-repeat-style,cssnano,cssnano,NPM
24608,filedag-project,filedag-storage,dot-case,blakeembrey,change-case,NPM
24609,filedag-project,filedag-storage,process-nextick-args,calvinmetcalf,process-nextick-args,NPM
24610,filedag-project,filedag-storage,set-blocking,yargs,set-blocking,NPM
24611,filedag-project,filedag-storage,recursive-readdir,jergason,recursive-readdir,NPM
24612,filedag-project,filedag-storage,workbox-build,googlechrome,workbox,NPM
24613,filedag-project,filedag-storage,rc-virtual-list,react-component,virtual-list,NPM
24614,filedag-project,filedag-storage,@nodelib/fs.scandir,nodelib,nodelib,NPM
24615,filedag-project,filedag-storage,@babel/plugin-transform-spread,babel,babel,NPM
24616,filedag-project,filedag-storage,pidtree,simonepri,pidtree,NPM
24617,filedag-project,filedag-storage,worker-rpc,dirtyhairy,worker-rpc,NPM
24618,filedag-project,filedag-storage,@babel/plugin-transform-modules-umd,babel,babel,NPM
24619,filedag-project,filedag-storage,rc-table,react-component,table,NPM
24620,filedag-project,filedag-storage,pnp-webpack-plugin,arcanis,pnp-webpack-plugin,NPM
24621,filedag-project,filedag-storage,css-color-names,bahamas10,css-color-names,NPM
24622,filedag-project,filedag-storage,array.prototype.reduce,es-shims,array.prototype.reduce,NPM
24623,filedag-project,filedag-storage,postcss-modules-values,css-modules,postcss-modules-values,NPM
24624,filedag-project,filedag-storage,clean-stack,sindresorhus,clean-stack,NPM
24625,filedag-project,filedag-storage,react,facebook,react,NPM
24626,filedag-project,filedag-storage,node-int64,broofa,node-int64,NPM
24627,filedag-project,filedag-storage,randomfill,crypto-browserify,randomfill,NPM
24628,filedag-project,filedag-storage,console-browserify,browserify,console-browserify,NPM
24629,filedag-project,filedag-storage,@babel/plugin-transform-property-literals,babel,babel,NPM
24630,filedag-project,filedag-storage,github.com/whyrusleeping/chunker,whyrusleeping,chunker,GO
24631,filedag-project,filedag-storage,diffie-hellman,crypto-browserify,diffie-hellman,NPM
24632,filedag-project,filedag-storage,@babel/parser,babel,babel,NPM
24633,filedag-project,filedag-storage,@babel/plugin-syntax-logical-assignment-operators,babel,babel,NPM
24634,filedag-project,filedag-storage,listr2,listr2,listr2,NPM
24635,filedag-project,filedag-storage,copy-descriptor,jonschlinkert,copy-descriptor,NPM
24636,filedag-project,filedag-storage,@cnakazawa/watch,mikeal,watch,NPM
24637,filedag-project,filedag-storage,is-plain-object,jonschlinkert,is-plain-object,NPM
24638,filedag-project,filedag-storage,github.com/bluele/gcache,bluele,gcache,GO
24639,filedag-project,filedag-storage,concat-map,ljharb,concat-map,NPM
24640,filedag-project,filedag-storage,@webassemblyjs/wasm-opt,xtuc,webassemblyjs,NPM
24641,filedag-project,filedag-storage,char-regex,richienb,char-regex,NPM
24642,filedag-project,filedag-storage,object-hash,puleos,object-hash,NPM
24643,filedag-project,filedag-storage,@typescript-eslint/experimental-utils,typescript-eslint,typescript-eslint,NPM
24644,filedag-project,filedag-storage,import-local,sindresorhus,import-local,NPM
24645,filedag-project,filedag-storage,@babel/plugin-transform-regenerator,babel,babel,NPM
24646,filedag-project,filedag-storage,is-negative-zero,inspect-js,is-negative-zero,NPM
24647,filedag-project,filedag-storage,git-commit-msg-linter,legend80s,commit-msg-linter,NPM
24648,filedag-project,filedag-storage,validate-npm-package-license,kemitchell,validate-npm-package-license.js,NPM
24649,filedag-project,filedag-storage,public-encrypt,crypto-browserify,publicencrypt,NPM
24650,filedag-project,filedag-storage,he,mathiasbynens,he,NPM
24651,filedag-project,filedag-storage,cli-cursor,sindresorhus,cli-cursor,NPM
24652,filedag-project,filedag-storage,pascal-case,blakeembrey,change-case,NPM
24653,filedag-project,filedag-storage,cacache,zkat,cacache,NPM
24654,filedag-project,filedag-storage,sourcemap-codec,rich-harris,sourcemap-codec,NPM
24655,filedag-project,filedag-storage,cssstyle,jsdom,cssstyle,NPM
24656,filedag-project,filedag-storage,get-stream,sindresorhus,get-stream,NPM
24657,filedag-project,filedag-storage,postcss-normalize-timing-functions,cssnano,cssnano,NPM
24658,filedag-project,filedag-storage,make-error,jscommunity,make-error,NPM
24659,filedag-project,filedag-storage,pkg-up,sindresorhus,pkg-up,NPM
24660,filedag-project,filedag-storage,@apideck/better-ajv-errors,apideck-libraries,better-ajv-errors,NPM
24661,filedag-project,filedag-storage,htmlparser2,fb55,htmlparser2,NPM
24662,filedag-project,filedag-storage,rework,reworkcss,rework,NPM
