,name,project_type,category,chain,explorer,contract_type,status,transactions_90D,active_addresses_90D,daily_active_addresses_90D,farcaster_users_90D,transactions_180D,active_addresses_180D,daily_active_addresses_180D,farcaster_users_180D,uuid,recipient,address
198,Kismet Gachapon,App,Frames,Optimism,https://optimistic.etherscan.io/address/0x9d48005c15f7d79221de09fc9677c3b0f3bb81a3,unknown,no_onchain_activity_180D,,,,,,,,,a6dbd777-0437-4832-ad60-cf58d20cfdce,0x58f19e55058057B04feAe2EEA88F90B84b7714Eb,0x9d48005c15f7d79221de09fc9677c3b0f3bb81a3
199,Lagrange,App,Other Category,SwanChain,https://mainnet-explorer.swanchain.io/address/0xdde9e4456a7c822ce3b6452d29e52d9e477e5a0f,swanchain,pending_chain_indexing,,,,,,,,,b549f7dd-8bec-465a-b88a-e85d82e5e11e,0xFf0A5E35E2400d7f0610d8Ae2Eda108366C9a5C2,0xdde9e4456a7c822ce3b6452d29e52d9e477e5a0f
200,Light,App,Other Category,Optimism,https://optimistic.etherscan.io/address/0x0000000000756d3e6464f5efe7e413a0af1c7474,factory_contract,pending_factory_indexing,,,,,,,,,7c519bb4-5e06-403d-92ff-e713860d2c8c,0x4fd9D0eE6D6564E80A9Ee00c0163fC952d0A45Ed,0x0000000000756d3e6464f5efe7e413a0af1c7474
201,LogX,App,DEX,Orderly,https://explorer.orderly.network/address/0x816f722424b49cf1275cc86da9840fbd5a6167e9,orderly,pending_chain_indexing,,,,,,,,,51ed6802-9581-4be5-bc0e-4226d93a0241,0xE46714C0A87E3A1e1E67C6B050b77DcE2614053e,0x816f722424b49cf1275cc86da9840fbd5a6167e9
202,LottoPGF,App,Donations,Base,https://basescan.org/address/0xded85d9e814c4c23d2632511d3be9ac4e49524b0,factory_contract,pending_factory_indexing,,,,,,,,,e889e847-33a4-4363-a002-5770bc036123,0x35267Fa7083Eb6b22104c1bBB2d25ff402B7072A,0xded85d9e814c4c23d2632511d3be9ac4e49524b0
203,MintSwap,App,DEX,Mint,https://explorer.mintchain.io/address/0x9f7bd1ce3412960524e86183b8f005271c09a5e0,mint,pending_chain_indexing,,,,,,,,,eca9c362-f6db-42a6-b4bb-2240104e2af8,0xdBe66793535889268fb707993b636d6144962fF9,0x9f7bd1ce3412960524e86183b8f005271c09a5e0
204,motoDEX,App,Gaming,Kroma,https://kromascan.com/address/0x1c050ea3673fad2ac2f8559c81f2cd23a9ec195e,kroma,pending_chain_indexing,,,,,,,,,2625454f-6714-4b8f-bdda-31b886e25702,0x963D564CA6377Ee5581eE6204A13184bb887bfc8,0x1c050ea3673fad2ac2f8559c81f2cd23a9ec195e
205,Multichain.Storage,App,Other Category,SwanChain,https://mainnet-explorer.swanchain.io/address/0x9b10a384a8508fd9eced992815340f8e00f55e6a,swanchain,pending_chain_indexing,,,,,,,,,09db96df-c12d-40ed-8573-48fd12f417f3,0xE6D4f21aF1483ffe091e0541f23717bCeB509680,0x9b10a384a8508fd9eced992815340f8e00f55e6a
206,NERZO,App,Art NFTs,Mint,https://explorer.mintchain.io/address/0x3c34a3659be90b6517f5cbc365dd84922e11a151,mint,pending_chain_indexing,,,,,,,,,b487b366-6a76-4860-8842-1c419d32fe81,0x1d2a50Ab3252413a63008cb7d7524db4ea99103a,0x3c34a3659be90b6517f5cbc365dd84922e11a151
207,NFTFeed,App,Art NFTs,Kroma,https://kromascan.com/address/0xaf1ff8e04aa97d2c155fba9829cb152169bfd8fd,kroma,pending_chain_indexing,,,,,,,,,9cf6c84e-ef1e-40c7-91eb-2070876ad8eb,0xd1c29F8d87b6b881dF4CD0F7C02F59ED1692f02E,0xaf1ff8e04aa97d2c155fba9829cb152169bfd8fd
208,OmniHub,App,Other Media NFTs,Mint,https://explorer.mintchain.io/address/0xd473b08745288ef9b412a339accfacce5cebdd90,mint,pending_chain_indexing,,,,,,,,,a1f7553b-18c4-4768-9194-f9e19f1de784,0xeD59D863310d387455B5077de2D08055d7E39C61,0xd473b08745288ef9b412a339accfacce5cebdd90
209,OpenALCHI,App,Gaming,Mint,https://explorer.mintchain.io/address/0x7814df368d1bae3ed7b666bbb3e2129b58510702,mint,pending_chain_indexing,,,,,,,,,52edcb9e-1859-4e5a-b123-abefca4bd69c,0xe7ccFBaF5375da67F6609aDa8023B4033e3cA0d0,0x7814df368d1bae3ed7b666bbb3e2129b58510702
210,OpenCover,App,Other Category,Base,https://basescan.org/address/0x8101f97d399e110067ff785b783d61545b5f18d2,unknown,no_onchain_activity_180D,,,,,,,,,eb6218ee-8de5-4348-8d79-30117601812a,0xA71c76409dE10E24ed4fad16c839941CD6D0Cf8F,0x8101f97d399e110067ff785b783d61545b5f18d2
211,Orderly Network,App,DEX,Orderly,https://explorer.orderly.network/address/0x816f722424b49cf1275cc86da9840fbd5a6167e9,orderly,pending_chain_indexing,,,,,,,,,18efb6c8-d437-4a4d-a521-6552edf4ee74,0xc5C10592e6eE2e5aEdd464b3601700c9FB78Ad2F,0x816f722424b49cf1275cc86da9840fbd5a6167e9
212,Pairwise,App,Community & Curation,Optimism,https://optimistic.etherscan.io/address/0xd00b6da2278ce5c8ca18065ccecad3417e77893e,factory_contract,pending_factory_indexing,,,,,,,,,9bf08440-e460-47a9-ad4d-147186967721,0x3EF1b0db4D10d2e3cE06699C0BD4EF0aAf897614,0xd00b6da2278ce5c8ca18065ccecad3417e77893e
213,Party.app + Party Protocol,App,Community & Curation,Base,https://basescan.org/address/0x68e9fc0e4d7af69ba64dd6827bfce5cd230b8f3d,factory_contract,pending_factory_indexing,,,,,,,,,4d3333d7-8b36-44e6-b69d-79cef9768c7a,0xEdDeb6f119cbFE24741a6333Dc69BffFCBD1dCA1,0x68e9fc0e4d7af69ba64dd6827bfce5cd230b8f3d
214,Pin Save,App,Meme Community,Optimism,https://optimistic.etherscan.io/address/0x40f320cd3cd616e59599568c4ea011e2ee49a175,dapp_contract,no_onchain_activity_90D,,,,,,,,,1cda49ae-4a15-4437-a24e-260f4d43cbaa,0x48294a067D1bC5a58BCbAB4b3bE329d078D9E1Af,0x40f320cd3cd616e59599568c4ea011e2ee49a175
215,Polynomial Trade,App,DEX,Polynomial,https://polynomialscan.io/address/0xb43c0899eccf98bc7a0f3e2c2a211d6fc4f9b3fe,polynomial,pending_chain_indexing,,,,,,,,,95b21f64-232d-4507-bc70-d7424f7b700f,0xC1d7d33c5E91C768116466a33a222B8e7606D971,0xb43c0899eccf98bc7a0f3e2c2a211d6fc4f9b3fe
216,Polynomial Trade,App,DEX,Polynomial,https://polynomialscan.io/address/0xe2c5658cc5c448b48141168f3e475df8f65a1e3e,polynomial,pending_chain_indexing,,,,,,,,,dcbaaa8b-e7da-48a1-a5fc-8ee55f4e7650,0x8136Efbaf75D7b13F033573666f393d65Da35953,0xe2c5658cc5c448b48141168f3e475df8f65a1e3e
217,Raffle Base,App,Betting & Prediction Markets,Base,https://basescan.org/address/0x2d5d128710b7bdd531c074be62123827ab8d5d52,unknown,no_onchain_activity_180D,,,,,,,,,14cad899-40f6-478b-8d59-4c465dc20f50,0x34045c937742C8AD6222A10eb21c7CfFF8Bf870E,0x2d5d128710b7bdd531c074be62123827ab8d5d52
218,Raindoge,App,Other Category,Base,https://basescan.org/address/0x1fe75e90c97d24a3912a2e785bc02f89b4442a3e,unknown,no_onchain_activity_180D,,,,,,,,,59931c2c-ea64-4bfa-a3b4-1cc3eabd9f09,0x5ae019F7eE28612b058381f4Fea213Cc90ee88A4,0x1fe75e90c97d24a3912a2e785bc02f89b4442a3e
219,Sablier,App,Payments,Optimism,https://optimistic.etherscan.io/address/0xfcf737582d167c7d20a336532eb8bcca8cf8e350,unknown,no_onchain_activity_180D,,,,,,,,,5b3cbcfd-ba89-4b03-b757-c10dd8f571a4,0x516f949f66E0F4bf8Bd0AC335C377997659fD0Cf,0xfcf737582d167c7d20a336532eb8bcca8cf8e350
220,Scoop3,App,Other Media NFTs,Base,https://basescan.org/address/0x3f5ccf453072c3841dd6a0b531fa5d07c4a401ff,unknown,no_onchain_activity_180D,,,,,,,,,6a33df9a-3761-441f-9f28-1042db9dbc0b,0xDa469A6C78D12996895721fceBA62E510b38FAf3,0x3f5ccf453072c3841dd6a0b531fa5d07c4a401ff
221,Scry,App,Other Category,Optimism,https://optimistic.etherscan.io/address/0x0000000000071821e8033345a7be174647be0706,trace_contract,no_onchain_activity_90D,,,,,,,,,4b8a828b-14c0-47fb-9688-48706601ebc7,0x3363b291a21cC692A5e07C9C63E3DF45F135EFcd,0x0000000000071821e8033345a7be174647be0706
222,/send,App,Payments,Base,https://basescan.org/address/0xe269194e41cd50e2986f82fc23a2b95d8bafed2b,unknown,no_onchain_activity_180D,,,,,,,,,02873c40-7e3f-4f0c-b9ff-ba12466b834c,0x02cdD55Bea4d8Ef7E7dDA6A60305a03dfaB0C128,0xe269194e41cd50e2986f82fc23a2b95d8bafed2b
223,/send,App,Payments,Base,https://basescan.org/address/0xb9310dae45e71c7a160a13d64204623071a8e347,unknown,no_onchain_activity_180D,,,,,,,,,3600073d-fe30-4c55-84b6-5cf388843fd2,0x02cdD55Bea4d8Ef7E7dDA6A60305a03dfaB0C128,0xb9310dae45e71c7a160a13d64204623071a8e347
224,song.camp: mint your music,App,Other Media NFTs,Base,https://basescan.org/address/0x50b1e01fbb9adfdd8aeaead47c1b3d4062af5c08,trace_contract,no_onchain_activity_90D,,,,,,,,,339045ef-ff61-4c5e-be0c-fd092be8f7dd,0xfC4852B5e3aF65058CdfE1D1dce26946c0C1975f,0x50b1e01fbb9adfdd8aeaead47c1b3d4062af5c08
225,StreamNFT,App,Other Category,Base,https://basescan.org/address/0x4cc09d3aab71cdfb652c3cda3c34c157767e35f7,unknown,no_onchain_activity_180D,,,,,,,,,58dccd77-5892-429d-83bf-ac9972153a97,0xF45a5Fdb84e6a887B69F2F5c92fE765433d34CFf,0x4cc09d3aab71cdfb652c3cda3c34c157767e35f7
226,StreamNFT,App,Other Category,Mint,https://explorer.mintchain.io/address/0xc69cbc5b96229f69106f2e912736397c85907e49,mint,pending_chain_indexing,,,,,,,,,c7c34284-ebe9-4a5e-a5de-4a2cd746507b,0xF45a5Fdb84e6a887B69F2F5c92fE765433d34CFf,0xc69cbc5b96229f69106f2e912736397c85907e49
227,Sushiswap,App,DEX,Optimism,https://optimistic.etherscan.io/address/0xfbc12984689e5f15626bad03ad60160fe98b303c,factory_contract,pending_factory_indexing,,,,,,,,,2fa49154-5fd8-46ea-b594-84491efdc590,0x45d2Cc0c0a4641079B3203ED0d3B66456a02d4CF,0xfbc12984689e5f15626bad03ad60160fe98b303c
228,SwanSwap,App,DEX,SwanChain,https://mainnet-explorer.swanchain.io/address/0xc02f1a7c9e7fa9ca0ddec1ae6866c18fa2799a58,swanchain,pending_chain_indexing,,,,,,,,,cffd93db-2896-48f4-a6aa-a288209e05ba,0x812EC7e3f898F3aCAC1e366694d4787657208378,0xc02f1a7c9e7fa9ca0ddec1ae6866c18fa2799a58
229,Test 2,App,Payments,Base,https://basescan.org/address/0x90e1c94ca5e161acb420e59d8be5041db931c9dd,unknown,no_onchain_activity_180D,,,,,,,,,4f7025f1-4a4d-4d8d-9d94-514779ac382f,0x66525057AC951a0DB5C9fa7fAC6E056D6b8997E2,0x90e1c94ca5e161acb420e59d8be5041db931c9dd
230,Testing testing,App,DEX,Base,https://basescan.org/address/0x90e1c94ca5e161acb420e59d8be5041db931c9dd,unknown,no_onchain_activity_180D,,,,,,,,,94685eed-3fee-462f-b141-862a016f363f,0xb1b9FFF08F3827875F91ddE929036a65f2A5d27d,0x90e1c94ca5e161acb420e59d8be5041db931c9dd
231,TLX,App,DEX,Optimism,https://optimistic.etherscan.io/address/0x4a1ee35f7a41b72c65ac429ec92c1221be78404c,dapp_contract,no_onchain_activity_90D,,,,,,,,,ca0f8386-dd66-4486-8a50-060e2beb29aa,0x839d36595175E1F678110d52D8265a2FEa9607bA,0x4a1ee35f7a41b72c65ac429ec92c1221be78404c
232,UNI-Bridge,App,Bridges,Optimism,https://optimistic.etherscan.io/address/0xf9982e648ee8f9e3e9039b0071ba939c3bc19652,unknown,no_onchain_activity_180D,,,,,,,,,c798394d-fb13-4db6-b2a6-11dba0abae2f,0xcDe21819d2bd07A44DE9365523FC870a31f755f1,0xf9982e648ee8f9e3e9039b0071ba939c3bc19652
233,Vault,App,Payments,Base,https://basescan.org/address/0x00000000000052068951aed201da868e29db48ac,factory_contract,pending_factory_indexing,,,,,,,,,ceac6653-ea1d-43b8-9e02-8329e5ee2a90,0x3363b291a21cC692A5e07C9C63E3DF45F135EFcd,0x00000000000052068951aed201da868e29db48ac
234,XO - AI-powered Matchmaking Protocol,App,Community & Curation,Cyber,https://cyberscan.co/address/0x84583e7d2d92d87d5b3bac850ab4bad37ae568e8,cyber,pending_chain_indexing,,,,,,,,,87826993-859c-4365-92f2-39e2032e52ea,0xB819Fd6050D6225785D4D688971b3bF4ACB45252,0x84583e7d2d92d87d5b3bac850ab4bad37ae568e8
