fid,interaction_id,interactions
385571,516028,115
281290,283144,115
642075,296050,115
401441,600229,115
453190,384021,115
330020,247143,115
330083,458956,115
454161,417451,115
421257,454819,115
500428,411120,115
440220,646093,115
9581,472,115
535630,785850,115
492032,378275,115
449748,627459,115
750349,510843,115
516028,2904,115
760821,535436,115
486560,507286,115
452094,669527,115
562503,461134,115
460287,428228,115
475152,264612,115
670068,535436,115
540051,535436,115
522467,261360,115
419350,500205,115
258121,535436,115
519844,318908,115
419350,307726,115
621578,508890,115
460287,248035,115
1068,440352,115
492983,512079,115
525201,535436,115
450859,263664,115
514075,434805,115
383402,474937,115
501732,425933,115
433866,418752,115
6596,557,115
422233,354795,115
548381,597938,115
514927,611765,115
540468,793855,115
417059,482024,115
481404,397392,115
288013,396125,115
549942,408746,115
406863,425429,115
786858,348773,115
443772,712436,115
507511,689915,115
436613,503510,115
439621,778085,115
397392,502568,115
563445,322937,115
13874,234616,115
195775,343997,115
256829,436577,115
600229,291140,115
392118,403958,115
460287,383877,115
406807,406908,115
11124,205622,115
479482,431233,115
385766,269694,115
472896,518694,115
273689,620087,115
528914,274580,115
426178,353603,115
605834,306729,115
563445,286046,115
783797,789606,115
14511,326677,115
707964,535436,115
485999,292132,115
663731,535436,115
465796,535436,115
622955,644823,115
750689,535436,115
523162,535436,115
435716,263574,115
639629,481404,115
502406,423132,115
533005,535436,115
476117,502254,115
816433,260433,115
13728,348773,115
285604,466111,115
401271,402624,115
635893,360196,115
511294,433222,115
477868,535436,115
560695,261360,115
416704,486468,115
276562,263333,115
449044,488178,115
435513,316454,115
397392,328041,115
599177,486468,115
427869,537227,115
327775,499008,115
755833,535436,115
379634,429539,115
400198,497341,115
395549,535436,115
535036,419386,115
518694,531649,115
690212,612972,115
460287,416191,115
514200,501052,115
534279,511421,114
507376,377426,114
522467,498111,114
599742,21114,114
563445,560695,114
601838,535436,114
500268,439396,114
483462,15431,114
443305,499008,114
524265,535436,114
268455,395131,114
618486,690212,114
553423,478077,114
423457,511146,114
415068,388622,114
525389,787999,114
307726,508049,114
417769,388401,114
470945,509955,114
288418,478308,114
482659,535436,114
339515,388881,114
440334,612972,114
554947,535436,114
503862,535436,114
563445,322937,114
224429,395346,114
419350,489600,114
767497,535436,114
10947,11124,114
406863,388881,114
309043,418352,114
341208,477435,114
414004,403507,114
507728,433824,114
423378,293760,114
776123,519236,114
511965,396129,114
505633,456735,114
503240,377769,114
508096,292132,114
536010,472896,114
350766,196045,114
394049,435071,114
510044,7910,114
460752,381793,114
471810,506340,114
649057,269694,114
514203,514136,114
18481,497249,114
688946,710348,114
249455,249122,114
268833,534280,114
419350,391444,114
533842,535436,114
424452,508890,114
341980,307213,114
379750,418752,114
631749,597941,114
382579,394889,114
463466,288013,114
382655,446917,114
277832,440334,114
528145,535436,114
528882,513236,114
669551,535436,114
522131,535436,114
308536,308410,114
311223,470655,114
17855,499687,114
19266,262566,114
446009,535436,114
244114,295868,114
528182,312016,114
621342,14447,114
652399,535436,114
359814,690212,114
419350,470590,114
629672,388485,114
330807,417769,114
427634,754098,114
529082,535436,114
481404,435501,114
477292,470886,114
354919,535436,114
364813,535436,114
368422,418671,114
19379,348773,114
460287,507896,114
705806,535436,114
292345,284291,114
460287,263697,114
350228,403090,114
277066,535436,114
520814,535436,114
453029,419719,114
708420,707904,114
304336,522918,114
473333,535436,114
211447,211443,114
2211,1918,114
492032,380202,114
481404,478308,114
2904,351897,114
375831,401818,114
406863,511950,114
438822,509215,114
513839,407021,114
480498,239748,114
689915,764932,114
524269,448993,114
435513,503208,114
524112,535436,114
215589,2211,114
425933,405979,114
428341,277952,114
498400,404848,114
192631,379673,114
599948,12626,114
437886,278239,114
634599,508857,114
412805,421851,114
552862,535436,114
421924,279477,114
438214,537657,114
250874,237884,114
543820,507286,114
448654,535436,114
436577,252936,114
420055,394819,114
501052,342551,114
275237,304336,114
439718,311933,114
371853,400471,114
518185,757413,114
355066,467671,114
516245,274580,114
652483,509166,114
522820,535436,114
357105,450425,114
524420,535436,114
470188,486435,114
492983,490240,114
379089,302556,114
535545,535436,114
600593,448043,114
488848,401137,114
406863,400471,114
422233,237884,114
463466,406815,114
470188,467833,114
560191,518185,114
416398,314623,114
543820,277832,114
689915,765086,114
510465,428449,114
481476,284679,114
535819,535436,114
508023,343261,114
428352,269694,114
639008,503541,114
429262,309715,114
482024,16719,114
353601,535436,114
601058,444929,114
433866,417203,114
816433,285462,114
525415,535436,114
516359,238853,114
449748,5431,114
431336,417451,114
279037,269694,114
519129,535436,114
601058,311387,114
508926,463031,114
449539,493048,114
268455,436577,114
308588,311933,114
377769,500428,114
239,3,114
517425,508096,114
791627,535436,114
374339,18057,114
10144,3621,114
524162,535436,114
787989,535436,114
405764,399339,114
489326,535436,114
523079,535436,114
324808,256335,114
500428,501169,114
476117,430244,114
512446,463031,114
683227,535436,114
470655,511843,114
430244,579282,114
449882,445335,114
375831,355110,114
514867,611765,114
355110,364883,114
762129,513961,114
511965,394367,114
403619,485965,114
391793,269694,114
423036,597941,114
427042,550563,114
423378,461236,114
544580,535436,114
637069,540468,114
773774,512534,113
499527,453804,113
563445,482887,113
680101,535436,113
353603,291942,113
452010,420035,113
513079,455199,113
685171,19253,113
241763,5431,113
427732,490963,113
488184,535436,113
612196,238853,113
429539,503286,113
310815,328041,113
744745,535436,113
533032,438822,113
440352,16098,113
740848,524269,113
396125,498400,113
420055,450425,113
408838,501701,113
434903,509588,113
492032,307726,113
406815,439396,113
590111,442770,113
518881,309710,113
295169,214569,113
568019,535436,113
1606,602,113
517060,515806,113
535953,291929,113
15131,405533,113
698231,349975,113
237702,644823,113
518286,345685,113
690583,427634,113
434641,503286,113
432671,455837,113
420055,418752,113
629540,269321,113
502935,428352,113
612196,533032,113
370263,265048,113
612340,535436,113
477563,535436,113
786858,546207,113
288013,388302,113
453964,3,113
504228,284460,113
446917,448322,113
384690,535436,113
754098,507511,113
644823,269321,113
511576,764932,113
350228,234616,113
529191,290258,113
349816,349599,113
487297,409513,113
401441,478311,113
447734,380973,113
528914,200375,113
236581,8942,113
401049,496925,113
419871,404330,113
460287,478308,113
488848,419991,113
357554,432952,113
532390,535436,113
476246,448920,113
446852,434202,113
502568,617,113
350766,386770,113
650929,653793,113
502438,502524,113
489600,401441,113
393317,535436,113
608941,423848,113
435513,501244,113
426819,495081,113
429539,600229,113
527019,535436,113
612879,584660,113
460287,481249,113
292132,485999,113
451495,535436,113
292506,14260,113
601058,379089,113
518780,470013,113
514120,612196,113
434641,500710,113
543820,522918,113
482149,7472,113
530762,535436,113
392118,470590,113
419625,443218,113
324808,4271,113
691626,500861,113
425933,508187,113
492358,508642,113
614033,613326,113
368851,535436,113
522385,301772,113
348539,781098,113
488848,498108,113
306729,514136,113
460287,245042,113
405979,531649,113
460287,307182,113
621578,509166,113
789635,537227,113
460287,193928,113
467833,516392,113
332502,368278,113
510956,272116,113
14399,480149,113
246847,406881,113
500537,508096,113
773202,778085,113
712503,535436,113
334811,423873,113
522888,535436,113
563445,482887,113
529804,535436,113
740848,448993,113
329190,498568,113
440220,516505,113
505013,419350,113
474644,409573,113
521958,535436,113
406863,394378,113
612743,535243,113
521795,535436,113
495081,483462,113
504228,535953,113
250202,535436,113
526190,535436,113
679583,535436,113
690314,502254,113
335852,514366,113
277832,690212,113
269991,437719,113
285981,535436,113
313692,535436,113
296623,535436,113
401049,482024,113
417203,433866,113
508096,406493,113
504228,505435,113
532704,535436,113
547421,551501,113
816433,386287,113
535104,535436,113
475152,245124,113
530321,535436,113
507911,380455,113
403958,429539,113
546566,535436,113
771444,752706,113
621418,514203,113
317980,429539,113
639629,508096,113
443863,419625,113
532305,535436,113
535389,20118,113
270005,4482,113
460287,542351,113
448920,457675,113
1068,191503,113
543820,505430,113
508008,343261,113
436577,239748,113
360262,417451,113
342745,535436,113
400437,313956,113
816433,500988,113
416401,443245,113
685171,691553,113
447318,432062,113
245902,417451,113
645999,632206,113
612367,463031,113
264355,535436,113
710099,535436,113
601191,633046,113
305843,288578,113
500376,433824,113
259597,269694,113
522430,535436,113
456735,508096,113
533703,535436,113
472606,453512,113
621342,270005,113
264664,535436,113
629540,218142,113
480609,686665,113
597938,528182,113
524145,535436,113
815877,441135,113
284836,343261,113
501052,307834,113
531787,277560,113
448505,192905,113
516245,479163,113
541583,620087,113
512579,259720,113
460843,192373,113
327381,535436,113
339515,406855,113
522276,535436,113
466111,497116,113
508096,500500,113
401441,391300,113
394889,600229,113
368422,239,113
393317,261360,113
487297,472896,113
532767,535436,113
406921,388881,113
522918,690212,113
368422,408681,113
460287,347712,113
563445,281836,113
419722,379581,112
460287,386287,112
486161,452105,112
528182,242191,112
308045,2904,112
767134,750698,112
492358,316454,112
327687,454819,112
410252,406512,112
476677,478830,112
332262,535436,112
401818,349599,112
777808,507861,112
328146,535436,112
439799,409573,112
482024,261625,112
340099,535436,112
368422,308587,112
380202,420055,112
320215,665530,112
543988,326492,112
685132,382998,112
471502,309639,112
454428,458767,112
298118,535436,112
7910,9353,112
263333,5328,112
512741,553423,112
509852,611765,112
711375,258848,112
791595,281450,112
489600,508994,112
525433,535436,112
690212,505430,112
255347,535436,112
522569,511970,112
500533,360196,112
690212,522918,112
275237,690212,112
368422,199989,112
559849,283144,112
528150,303739,112
397671,273708,112
516028,253127,112
507309,250874,112
535736,269321,112
532738,535436,112
416704,433866,112
435832,302556,112
448920,239748,112
258048,535436,112
444691,450425,112
502908,318908,112
484256,516028,112
401137,435513,112
494766,602,112
307726,328924,112
314464,423457,112
293102,353015,112
15268,348501,112
422480,4877,112
308284,403619,112
309639,462989,112
757535,757413,112
528914,385571,112
525442,535436,112
530826,459198,112
405070,405493,112
333061,298541,112
538690,512942,112
16255,290520,112
417426,690212,112
545157,537227,112
404330,407705,112
524443,535436,112
710348,691155,112
309043,443310,112
368422,312016,112
403958,392118,112
618597,436544,112
377453,685171,112
468545,643204,112
342120,535436,112
801177,526072,112
312316,508756,112
436207,467833,112
487346,448951,112
815837,500500,112
461035,516679,112
754861,276588,112
515286,270005,112
13881,19515,112
339515,394378,112
280346,505430,112
443305,447318,112
424658,234616,112
614127,535436,112
305843,440524,112
406863,392276,112
426349,510260,112
452094,8447,112
528008,535436,112
793855,520185,112
343971,192707,112
11124,6622,112
484493,462329,112
15776,403398,112
436577,346798,112
378055,309242,112
401049,500428,112
690212,618486,112
490415,535436,112
2904,403020,112
500590,499566,112
289236,512133,112
289234,535436,112
460229,266782,112
221578,253127,112
433866,416704,112
284408,4482,112
440334,522918,112
491477,535436,112
348561,431315,112
501794,473065,112
521621,535436,112
399892,417063,112
193159,472,112
585467,387008,112
457216,472931,112
324808,247966,112
401441,291515,112
512741,502524,112
786858,693766,112
492249,281836,112
516505,408746,112
503566,322937,112
448505,362162,112
266626,481476,112
450425,407021,112
390436,441008,112
475285,486278,112
198538,10946,112
7472,502254,112
418270,488848,112
432461,535436,112
472606,481582,112
265185,304616,112
433675,342551,112
196045,386770,112
504131,394027,112
627802,443245,112
405979,416704,112
645361,535436,112
489600,504991,112
501052,509042,112
450425,482887,112
275237,440334,112
439396,448920,112
487876,422910,112
308284,437433,112
690212,275237,112
514200,4567,112
470962,435716,112
632626,535436,112
512751,521405,112
428352,245902,112
514136,621418,112
511576,637966,112
421198,211693,112
492067,354775,112
484690,426875,112
420055,488848,112
434222,459311,112
535953,493452,112
280916,535436,112
387008,602,112
408838,245579,112
605834,360196,112
502908,10095,112
442873,446821,112
379926,15141,112
517199,531649,112
401049,419350,112
3642,2433,112
516536,435660,112
460287,14372,112
480795,592811,112
726029,760564,112
632356,434345,112
18095,535436,112
420880,379089,112
409754,512079,112
523542,523739,112
513471,486435,112
710182,502254,112
648742,472896,112
535953,491255,112
364883,293168,112
460287,802016,112
375536,292506,112
816433,380455,112
253492,535436,112
535572,535436,112
273689,563445,112
644823,354760,112
482024,407655,112
508575,496925,112
786858,281893,112
314720,475326,112
532872,535436,112
503591,500000,112
444033,265323,112
611594,608571,112
416704,414561,112
15997,403517,112
347793,406855,112
450425,558193,112
421163,493739,112
355271,436577,112
481404,452666,112
350698,502524,112
339600,335852,112
511655,409573,112
636183,286404,111
621402,261360,111
420554,191327,111
787544,537717,111
512079,612196,111
6596,602,111
625198,218142,111
403142,396129,111
627802,416401,111
449044,360196,111
279477,421924,111
331026,234616,111
447623,449421,111
6596,2282,111
621471,235512,111
718296,535436,111
612367,486341,111
501868,408746,111
423036,301385,111
15504,283144,111
521086,645767,111
391266,446917,111
265182,357393,111
757477,518185,111
419069,389207,111
310145,440524,111
429539,366037,111
500428,377769,111
481404,535238,111
507231,537227,111
511576,427634,111
429539,611651,111
395053,375831,111
547375,531062,111
517425,403020,111
443863,458191,111
764932,765086,111
557869,481404,111
443245,250874,111
267314,535436,111
404330,500500,111
337090,326040,111
311933,284408,111
580872,535436,111
440092,505078,111
371945,535436,111
638975,535436,111
726029,754098,111
389106,535436,111
354220,397392,111
511842,608081,111
508096,401049,111
218369,421001,111
423036,285462,111
499527,406493,111
516246,612743,111
511146,395500,111
526181,535436,111
607555,607523,111
449748,321969,111
354220,246905,111
535985,535436,111
429539,500710,111
614635,261360,111
475285,533122,111
306729,652483,111
767005,535436,111
200530,2210,111
196464,535436,111
618834,320189,111
346798,248111,111
342085,521128,111
434345,685171,111
330844,330349,111
345484,396136,111
194394,535436,111
21114,4482,111
489023,512251,111
776856,535436,111
481404,563445,111
472931,449096,111
461302,8447,111
411120,288013,111
816433,646093,111
455837,300567,111
4215,14364,111
509042,507376,111
430462,426221,111
348501,382827,111
768869,768445,111
460287,502784,111
407021,453804,111
401049,463466,111
482920,535436,111
535036,499906,111
713598,760564,111
589113,333403,111
443198,513221,111
339515,392276,111
403619,245124,111
435598,435660,111
291140,500428,111
513728,500861,111
443218,512079,111
295169,211246,111
285998,323070,111
322356,403398,111
516679,518218,111
526209,535436,111
253746,249122,111
686181,502254,111
405979,411120,111
786858,707904,111
460287,622603,111
535953,478311,111
625770,354760,111
718636,270138,111
493059,537227,111
514036,499906,111
538087,521630,111
435314,392370,111
419350,406493,111
553423,385419,111
458767,249122,111
430930,403507,111
510956,502908,111
491420,463466,111
401491,418352,111
437559,435716,111
13404,473065,111
485415,284460,111
631196,278120,111
432563,430977,111
324808,266269,111
503435,499008,111
599160,535436,111
434641,503541,111
216548,502586,111
429539,407705,111
261625,461236,111
452015,403507,111
514537,308284,111
13728,261177,111
612196,531062,111
435160,402888,111
460287,389066,111
432811,535436,111
428352,475488,111
443825,397392,111
535036,421765,111
685132,483447,111
512133,426221,111
257541,535436,111
507286,690212,111
511996,483150,111
291140,508096,111
534280,481404,111
346798,473065,111
765086,706087,111
488602,760564,111
508096,456735,111
7097,3621,111
419741,436577,111
481025,535436,111
532515,535436,111
439328,535436,111
307726,411778,111
516216,764932,111
12626,2904,111
494766,422233,111
422334,539,111
321795,195117,111
306346,535436,111
441048,391861,111
420055,489600,111
816433,317501,111
265048,308426,111
450425,482887,111
382827,348501,111
6596,781098,111
460287,789116,111
415337,7143,111
267812,535436,111
435716,419871,111
511498,432563,111
535036,423235,111
460287,524157,111
324808,250243,111
563445,440589,111
354686,535436,111
427634,706087,111
797320,797336,111
296050,642075,111
515806,617,111
289811,333643,111
618575,247143,111
757535,757443,111
458191,454238,111
512187,435660,111
779399,328924,111
481404,430244,111
460287,448951,111
563445,503566,111
704780,535436,111
504711,501087,111
396659,378275,111
618814,436544,111
515494,816799,111
2904,446697,111
466926,466111,111
511543,482968,111
275688,535436,111
14999,12400,111
365633,535436,111
403619,602,111
594572,621487,111
427042,427634,111
424493,426994,111
525467,528487,111
786858,514701,111
636183,381369,111
605371,444929,111
292506,20118,111
328037,535436,111
502729,449014,111
530352,535436,111
500710,434641,111
411120,433866,111
793663,535436,111
454819,327687,111
455119,285462,111
671868,439718,111
414954,428228,111
510465,619684,111
768320,535436,111
301734,259639,111
690212,277832,111
415337,5328,111
351019,333061,111
450425,407021,111
410007,431541,111
522343,535436,111
562382,535436,111
368422,351728,111
514366,354795,111
733239,593985,111
311223,481582,111
375831,360623,111
608640,237884,111
440352,3827,111
528707,292506,111
269856,278690,110
310292,355110,110
403619,466688,110
522654,535436,110
9353,265048,110
632356,505078,110
380400,419350,110
403142,511924,110
345484,396129,110
493452,406493,110
341980,459307,110
516382,535436,110
485354,535436,110
308426,302556,110
652483,507805,110
552706,787999,110
438214,516002,110
535036,270684,110
275486,456735,110
529516,535436,110
586500,543116,110
351662,448307,110
428352,403020,110
498385,433824,110
524598,535436,110
273708,547327,110
553423,499591,110
297057,439610,110
528073,535436,110
463864,251588,110
508096,255345,110
416704,500537,110
511576,507511,110
639629,4482,110
457675,429539,110
195775,535436,110
245579,501244,110
501102,483510,110
524407,535436,110
401049,518780,110
541719,496999,110
332640,535436,110
531649,449096,110
435832,463072,110
514952,611765,110
443627,549754,110
393610,291140,110
318213,278239,110
403619,251596,110
627802,403450,110
278395,535436,110
428687,386491,110
309450,535436,110
394161,472896,110
318908,292506,110
309639,422299,110
258832,535436,110
308410,308536,110
2802,3,110
671876,535436,110
502586,421106,110
710348,685770,110
430977,502254,110
563445,481404,110
14511,332502,110
503666,754597,110
455178,535436,110
514970,611765,110
277296,395131,110
671508,318908,110
662143,535436,110
386139,394357,110
500327,433824,110
563445,440589,110
269405,296315,110
350698,419386,110
467833,461351,110
534275,535436,110
431089,412805,110
14447,308134,110
636604,535436,110
449882,410007,110
500205,462982,110
512741,500268,110
516590,12741,110
409513,488848,110
512251,403507,110
500362,433824,110
416401,414004,110
522505,535436,110
463466,505435,110
423378,360623,110
449882,485882,110
410761,395346,110
430462,508158,110
405733,319999,110
478458,535436,110
493452,419386,110
528914,21114,110
533002,535436,110
5260,13121,110
463851,439799,110
305150,421585,110
419155,360245,110
438835,418456,110
358546,535436,110
403881,781098,110
277832,440523,110
725742,726822,110
372573,511970,110
641107,539,110
261625,247143,110
443863,407705,110
380400,503541,110
342551,354393,110
481404,512731,110
519325,496614,110
324808,311066,110
499906,490963,110
516245,421222,110
532779,535436,110
696506,535436,110
584830,579964,110
584830,584660,110
621391,420554,110
503208,530565,110
428449,509982,110
709194,436577,110
576684,535436,110
251596,309710,110
305843,14351,110
423068,429539,110
324808,192609,110
667676,535436,110
479482,235512,110
535148,535436,110
292132,600229,110
632282,526510,110
354760,403619,110
425933,382579,110
533379,508096,110
440334,505430,110
425933,291140,110
394641,359338,110
752472,522731,110
307726,418681,110
527016,535436,110
533329,438822,110
409513,404627,110
431315,348561,110
524466,498111,110
318181,427349,110
445053,607483,110
520945,535436,110
605326,608571,110
542598,509654,110
625198,429298,110
502290,535232,110
230941,527313,110
389384,375451,110
599948,423311,110
508096,501169,110
690212,359814,110
508762,636449,110
474716,563445,110
531649,211443,110
429529,537227,110
460287,801826,110
514948,611765,110
308587,781098,110
403619,383360,110
525687,535436,110
306729,10636,110
532718,535436,110
601191,553423,110
508158,399339,110
13874,2904,110
786858,310726,110
351662,495427,110
694817,3,110
323063,373025,110
511973,440212,110
348154,15268,110
426819,719498,110
649043,519264,110
458767,781098,110
472643,503372,110
429539,496925,110
610453,535436,110
487297,19299,110
274908,403619,110
479582,327301,110
430484,342551,110
350698,458191,110
428449,619684,110
289811,330563,110
401235,499891,110
307726,425675,110
486468,463466,110
525022,535436,110
291140,496925,110
330428,449539,110
533329,612743,110
396659,501701,110
410948,418681,110
528230,620087,110
786858,358706,110
535036,269321,110
307726,506657,110
500537,503541,110
543820,618486,110
339515,400419,110
816433,449882,110
418752,425675,110
421661,412200,110
580708,535436,110
553423,484256,110
521704,13267,110
525494,535436,110
786858,486283,110
463931,537227,110
433866,448920,110
786858,665993,110
695441,412582,110
15351,323324,110
330428,320215,110
270504,602,110
531649,508642,110
426221,309710,110
301545,343261,110
421222,513839,110
427747,537227,110
595979,420554,110
486435,433983,110
293159,535436,109
688946,768869,109
505078,440092,109
786858,526049,109
424604,535436,109
613381,13505,109
368422,394023,109
460287,428148,109
449044,335897,109
14554,331026,109
817623,521142,109
635814,412043,109
423378,332502,109
439699,435037,109
7715,3,109
486560,359814,109
475285,521334,109
501794,501246,109
616506,535436,109
689915,760564,109
14537,335503,109
327775,424711,109
547421,550515,109
738846,535436,109
726029,764932,109
523298,535436,109
488734,535436,109
427634,765086,109
523756,535436,109
559033,535436,109
460666,644583,109
452094,247018,109
4463,10144,109
690212,304336,109
816433,498568,109
595886,433756,109
14199,447323,109
604284,535436,109
503362,429539,109
368422,240969,109
508642,503711,109
535953,508096,109
511661,511798,109
709194,193928,109
401491,378422,109
279424,535436,109
420374,403398,109
514897,611765,109
505013,496925,109
511498,502254,109
816433,247653,109
433866,401441,109
709430,535436,109
726822,685171,109
401271,501799,109
481404,475152,109
481404,690314,109
530755,535436,109
528149,239748,109
368422,346080,109
816432,734400,109
318665,602,109
408622,505001,109
560270,535436,109
489600,419350,109
443772,434026,109
14349,392746,109
525602,535436,109
516420,382803,109
392118,499591,109
463466,504991,109
538690,563445,109
243818,283056,109
323459,535436,109
512482,518129,109
323021,15983,109
636432,457191,109
475152,435501,109
516720,211693,109
502528,400074,109
9353,246847,109
675076,445335,109
307726,477741,109
608041,261360,109
436577,256931,109
406863,406855,109
816433,407704,109
403517,376224,109
800586,513474,109
502333,508096,109
443310,283144,109
387008,8447,109
285900,14351,109
499442,360822,109
475293,259720,109
537227,507239,109
503566,505435,109
786858,437220,109
403142,511914,109
351708,535436,109
382827,426338,109
511553,335897,109
711156,258848,109
10636,306729,109
719464,535436,109
407655,309043,109
402660,481632,109
511655,20118,109
398438,648468,109
481578,535436,109
15997,326040,109
354220,332316,109
496148,535436,109
636449,789606,109
481404,407705,109
816433,406564,109
621418,508890,109
307726,292345,109
462989,402010,109
419722,309639,109
421222,292132,109
236581,436577,109
798496,251588,109
649057,500861,109
233294,351827,109
484336,309242,109
397488,502438,109
411120,419350,109
502333,503541,109
326677,332502,109
686665,423769,109
473065,535208,109
528914,403619,109
307726,482887,109
482024,472330,109
11782,449014,109
355110,458767,109
455119,477292,109
511908,452105,109
445335,398824,109
505013,443218,109
482887,416704,109
433866,512741,109
20146,3642,109
542585,318908,109
379750,378275,109
512741,419350,109
448307,349975,109
553423,443355,109
349816,340986,109
418352,421198,109
501832,483322,109
629540,190218,109
563445,273689,109
524374,535436,109
542351,320215,109
332633,371303,109
370988,385419,109
516034,535036,109
449044,417063,109
525907,535436,109
682753,535436,109
688404,255500,109
485999,486468,109
537227,788563,109
248216,18085,109
309043,278406,109
500235,403020,109
525101,535436,109
608640,449748,109
528242,402888,109
395131,268455,109
460287,754507,109
786858,408783,109
429539,425933,109
316088,12626,109
488602,515105,109
16255,15129,109
7097,269694,109
244479,402635,109
257353,535436,109
511576,607999,109
726029,765086,109
489360,535436,109
483652,409513,109
18241,535436,109
492372,509513,109
419386,488848,109
620300,487225,109
420055,435513,109
337056,408746,109
517425,440766,109
387202,273147,109
525818,535436,109
503510,436613,109
248216,7791,109
377025,439610,109
500500,397290,109
200530,423457,109
488848,407705,109
460287,482196,109
757506,560191,109
5328,263333,109
635879,218142,109
786858,428517,109
524190,535436,109
478823,397145,109
563445,273689,109
322937,388302,109
786858,15056,109
601058,462989,109
553423,508575,109
218369,483510,109
772353,535436,109
479862,535436,109
348376,217261,109
531062,247143,109
481404,436577,109
481404,481394,109
542598,404923,109
649057,239748,109
380287,382857,109
452094,354795,109
460287,364953,109
563445,481404,109
816433,537379,109
528593,535436,109
237884,420540,109
523561,756126,109
315676,302556,109
401773,508381,109
543746,535436,109
515756,286402,109
423378,246905,108
431541,14511,108
527115,353704,108
397488,288013,108
482024,461302,108
423244,301772,108
770412,757325,108
10144,4463,108
254730,535436,108
508096,397488,108
508756,312316,108
531241,535436,108
537379,316454,108
527720,563445,108
316097,248611,108
414955,3,108
525464,535436,108
372573,511945,108
618363,535436,108
432671,425913,108
789588,789606,108
505435,508096,108
607936,531143,108
327165,436577,108
689915,507511,108
416704,288013,108
706235,535436,108
448502,493739,108
789588,783797,108
513839,404515,108
504228,499527,108
534280,268567,108
613799,472896,108
296687,273442,108
467833,448502,108
620087,273689,108
340897,281429,108
403020,412843,108
816433,733071,108
349816,357606,108
440523,507286,108
507194,447786,108
323250,535436,108
430767,510465,108
432892,380202,108
471160,234616,108
419386,508187,108
509047,377731,108
816106,398438,108
308045,250874,108
500500,508096,108
275237,543820,108
614273,266782,108
486560,277832,108
368345,460847,108
429539,483322,108
276896,535436,108
518694,261177,108
716336,535436,108
284460,292345,108
215589,466111,108
413614,396484,108
530826,449539,108
816433,236636,108
407121,726271,108
534280,500789,108
511241,528149,108
474224,448502,108
514764,627306,108
535036,514036,108
505078,408285,108
551112,597938,108
612367,608081,108
440523,304336,108
501052,483150,108
288204,294370,108
533316,535436,108
330083,431336,108
328137,535436,108
514845,535436,108
450425,322937,108
15268,378422,108
612367,436577,108
439012,443036,108
528027,535436,108
714218,800641,108
488522,537227,108
611291,460843,108
276290,535436,108
384669,535436,108
410252,272116,108
354760,514366,108
537946,292506,108
460287,325157,108
315676,379089,108
528230,261360,108
643204,296687,108
408928,535436,108
474514,508394,108
421851,419829,108
440220,478308,108
677433,535436,108
368422,510364,108
454563,508096,108
294370,269694,108
355066,403157,108
377453,270228,108
263507,535436,108
460287,250664,108
445210,445359,108
397392,348569,108
481625,481632,108
475152,477292,108
440334,275237,108
422334,2,108
368422,15069,108
525668,535436,108
540384,535436,108
534038,535436,108
311223,341980,108
816433,509624,108
435832,342202,108
528590,535436,108
368422,11528,108
346978,535436,108
430862,611765,108
366017,448505,108
531649,450425,108
512874,307726,108
327454,535436,108
195117,8332,108
448920,535953,108
368422,4877,108
786858,249629,108
394641,399875,108
677500,508744,108
518218,436544,108
516420,459311,108
396125,411778,108
381369,418270,108
535736,535036,108
793855,540468,108
528823,730208,108
460287,430922,108
535851,456722,108
601200,488302,108
816433,504678,108
503566,443863,108
460287,13640,108
524089,535436,108
489600,420055,108
224429,307834,108
488475,535436,108
332469,12626,108
9353,234327,108
591439,584660,108
507511,764932,108
508994,500707,108
249232,340986,108
516034,472896,108
752816,535436,108
765916,535243,108
382579,416704,108
435832,433756,108
374339,269387,108
710165,535436,108
460287,324395,108
2139,602,108
518694,392267,108
492358,510260,108
341980,431286,108
485415,501701,108
524273,535436,108
415531,535436,108
614311,611291,108
505435,417203,108
692587,425633,108
540468,618801,108
419350,406952,108
403142,396136,108
392597,398824,108
414004,502908,108
514036,19328,108
385436,334811,108
402888,391793,108
298587,552706,108
270138,368412,108
449658,455097,108
486468,500537,108
527216,535436,108
504598,535436,108
439370,436577,108
618834,237884,108
522467,337961,108
517425,409573,108
399884,401049,108
621391,435501,108
421335,507145,108
411120,291929,108
429539,434641,108
339317,535436,108
288204,243300,108
314532,423457,108
614311,419578,108
461236,445335,108
599742,449748,108
243300,390829,108
760564,713598,108
389234,399875,108
368422,4926,108
533142,535436,108
421851,408285,108
436456,435832,108
516256,517425,108
403398,348501,108
786858,699664,108
298587,289860,108
460653,440766,108
522467,521334,108
405979,600229,108
482887,291929,108
531547,797633,108
440352,436577,108
488848,423518,108
602,253127,108
764932,689915,108
484756,535436,108
422310,563445,108
550563,430472,108
7061,781098,108
502908,405979,108
650631,393942,108
416401,242661,108
436577,8942,108
412843,15513,108
355110,337090,108
508756,343942,108
627802,250664,108
210136,535436,108
501701,323144,108
211734,19129,108
606245,535436,108
467833,396659,108
617,510364,108
280075,535436,108
502438,406493,108
396125,480609,108
245902,314532,108
601045,444929,108
411449,411475,108
431541,410007,108
503179,535436,108
304336,507286,108
757506,757477,108
767134,493739,108
816433,675076,108
600593,320215,108
631032,438444,108
599742,236636,108
505435,382579,108
733239,616814,108
501006,440766,108
270008,535436,108
460287,642075,108
247794,535436,108
637966,427634,108
786858,510651,108
