transaction_date,address,cnt,total_transferred,direction,total_transferred_in_tokens,net_transferred,net_transferred_in_tokens
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,8809815213349019767,8809.81521334902
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,380,302177816170036876,in,302.17781617003686,9111993029519056643,9111.993029519055
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,9112788535139286614,9112.788535139289
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,9113584040759516585,9113.584040759515
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,9114379546379746556,9114.379546379749
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,9115171962283291335,9115.171962283292
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,9115967467903521306,9115.967467903522
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,9116759883807066085,9116.759883807066
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,737,586151694575340179,in,586.1516945753401,-8743832495327145352,9702.911578382404
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,-8743036989706915381,9703.707084002635
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,-8742244573803370602,9704.49949990618
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,-8741449068183140631,9705.29500552641
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,-8740656652279595852,9706.087421429957
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,-8739864236376051073,9706.8798373335
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,-8739068730755821102,9707.675342953731
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,342,271991858634890666,in,271.99185863489066,-8467076872120930436,9979.667201588622
