project_id,project_name,first_commit_date,last_commit_date,repos,stars,forks,contributors,contributors_6_months,new_contributors_6_months,avg_fulltime_devs_6_months,avg_active_devs_6_months,commits_6_months,issues_opened_6_months,issues_closed_6_months,pull_requests_opened_6_months,pull_requests_merged_6_months,project_id_1,num_contracts,first_txn_date,total_txns,total_l2_gas,total_users,txns_6_months,l2_gas_6_months,users_6_months,new_user_count,active_users,high_frequency_users,more_active_users,less_active_users,multi_project_users
VpXWqmz8M_bqmL65kWSthkK1E0YcabU51ZK2StFkck0=,Stacktical (DSLA Protocol),2018-10-25 16:56:47.000000 UTC,2024-02-27 01:57:42.000000 UTC,14.0,42.0,11.0,10.0,1.0,0.0,0.0,0.1666666666666666,4.0,,,,,VpXWqmz8M_bqmL65kWSthkK1E0YcabU51ZK2StFkck0=,38.0,2022-10-01,70.0,96324518.0,5.0,,,,,,,,,
0OTVwCJ1lCdWaFr8GuhHBrBWeZPhaiOFEmn7AApen_E=,Battledogs,2023-05-13 13:13:51.000000 UTC,2024-02-01 09:46:03.000000 UTC,14.0,1.0,2.0,2.0,1.0,0.0,0.8333333333333333,1.0,169.0,,,,,0OTVwCJ1lCdWaFr8GuhHBrBWeZPhaiOFEmn7AApen_E=,14.0,,,,,,,,,,,,,
Tuy71mqe0_UUjNJV34aQvwW1u_M_DeNCZ-WqBfWBT_Q=,Gamma Swap Labs,2022-05-21 01:20:16.000000 UTC,2024-02-26 00:51:47.000000 UTC,14.0,21.0,7.0,11.0,2.0,0.0,1.0,1.8333333333333333,526.0,,,138.0,132.0,Tuy71mqe0_UUjNJV34aQvwW1u_M_DeNCZ-WqBfWBT_Q=,31.0,2023-09-01,1343.0,1061279520.0,252.0,1343.0,1061279520.0,252.0,,27.0,0.0,1.0,26.0,22.0
yMULOeiMRNMKdE8bNom7IBJ8-QBLPSfNbPlva9xRQnM=,Arrakis Finance,2022-03-01 20:41:53.000000 UTC,2024-02-23 14:29:34.000000 UTC,14.0,118.0,62.0,30.0,3.0,1.0,0.0,0.6666666666666666,14.0,3.0,2.0,24.0,25.0,yMULOeiMRNMKdE8bNom7IBJ8-QBLPSfNbPlva9xRQnM=,256.0,2022-09-01,19316.0,26412526808.0,1631.0,3635.0,7113866355.0,394.0,83.0,192.0,0.0,25.0,167.0,177.0
YcYcZFUcQC9j1AooJVFT9fgVnZxz6MruHBuvfLafHAg=,Interlock,2021-07-16 08:22:49.000000 UTC,2024-02-21 02:42:08.000000 UTC,14.0,29.0,17.0,12.0,6.0,0.0,0.8333333333333333,2.8333333333333335,291.0,19.0,24.0,4.0,2.0,YcYcZFUcQC9j1AooJVFT9fgVnZxz6MruHBuvfLafHAg=,14.0,,,,,,,,,,,,,
Ccn7Q0H108iSktZjaWiA_uD0QfPn6tZujBRXtPPsPEs=,Orderly Network,2022-11-09 08:44:18.000000 UTC,2024-02-26 20:21:22.000000 UTC,14.0,11.0,10.0,9.0,8.0,7.0,0.0,2.1666666666666665,147.0,1.0,,3.0,1.0,Ccn7Q0H108iSktZjaWiA_uD0QfPn6tZujBRXtPPsPEs=,15.0,,,,,,,,,,,,,
d2rZTvZwmEqIGGq60GijxjD5KlYtvoq41w2TMp8NtP8=,Immunefi,2021-02-03 17:44:21.000000 UTC,2024-02-15 12:34:25.000000 UTC,14.0,2381.0,437.0,24.0,8.0,4.0,0.1666666666666666,1.8333333333333333,164.0,8.0,7.0,23.0,19.0,d2rZTvZwmEqIGGq60GijxjD5KlYtvoq41w2TMp8NtP8=,16.0,,,,,,,,,,,,,
dUJbxMOjq4YBXAkzzNOm-tPG2yRppxVHvjBdKSJ4tfY=,hats-finance,2021-06-21 09:27:48.000000 UTC,2024-02-26 14:53:28.000000 UTC,14.0,111.0,75.0,24.0,10.0,4.0,0.1666666666666666,3.5,430.0,797.0,70.0,140.0,116.0,dUJbxMOjq4YBXAkzzNOm-tPG2yRppxVHvjBdKSJ4tfY=,62.0,2023-03-01,1444.0,1278967136.0,81.0,1136.0,1031461632.0,58.0,32.0,40.0,0.0,17.0,23.0,4.0
6B9zZxPN1mgBfEdWNltM43_xaShdCTWgc-CdZaqIQQU=,SyntheX,2022-09-30 16:24:36.000000 UTC,2023-08-17 06:36:02.000000 UTC,15.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,,,,,,6B9zZxPN1mgBfEdWNltM43_xaShdCTWgc-CdZaqIQQU=,16.0,,,,,,,,,,,,,
OG973hOQZUxz8EN4Fk5tm80OAVVAkplnkvMBhXmSk60=,Neptune Mutual Blue,2022-02-13 16:37:24.000000 UTC,2024-02-23 16:41:04.000000 UTC,15.0,1433.0,139.0,18.0,7.0,1.0,0.3333333333333333,1.6666666666666667,143.0,,,135.0,68.0,OG973hOQZUxz8EN4Fk5tm80OAVVAkplnkvMBhXmSk60=,15.0,,,,,,,,,,,,,
fjBKZ_eryFVDAYdYch7k5P4jPm3sBD_XlULIO7s3SRA=,DIA,2018-08-14 13:55:13.000000 UTC,2024-02-26 09:27:02.000000 UTC,15.0,255.0,164.0,78.0,8.0,2.0,1.0,3.3333333333333335,190.0,,2.0,173.0,5.0,fjBKZ_eryFVDAYdYch7k5P4jPm3sBD_XlULIO7s3SRA=,27.0,,,,,,,,,,,,,
GJOhFEjiR9_MpR4M7bW7_v-uaJCpQ4f1oitvaTm-sNQ=,0xSplits,2022-02-09 06:26:34.000000 UTC,2024-02-14 21:38:41.000000 UTC,15.0,278.0,84.0,22.0,9.0,5.0,0.6666666666666666,3.5,235.0,11.0,3.0,60.0,63.0,GJOhFEjiR9_MpR4M7bW7_v-uaJCpQ4f1oitvaTm-sNQ=,51.0,2022-10-01,4676.0,2804954618.0,134.0,228.0,421067124.0,12.0,9.0,12.0,0.0,8.0,4.0,5.0
w3cYd84PoRdRJ0aJSg_A5Fn_WPpCROPaeq403DjEOAg=,Galxe,2021-09-15 06:20:05.000000 UTC,2024-02-26 13:23:03.000000 UTC,15.0,417.0,329.0,21.0,9.0,6.0,0.1666666666666666,2.3333333333333335,72.0,3.0,,29.0,17.0,w3cYd84PoRdRJ0aJSg_A5Fn_WPpCROPaeq403DjEOAg=,41.0,2022-04-01,5119359.0,5067958480972.0,1066700.0,1932016.0,2272957270422.0,457801.0,79418.0,192052.0,29.0,4796.0,187227.0,82400.0
yoTEFjM41Rn4qnyOU9KIoMsA7TiOHfpfn7iQR3FtZW8=,Enso Finance,2021-12-11 00:03:26.000000 UTC,2024-02-22 09:06:36.000000 UTC,15.0,330.0,57.0,15.0,9.0,4.0,0.0,1.6666666666666667,31.0,5.0,1.0,11.0,12.0,yoTEFjM41Rn4qnyOU9KIoMsA7TiOHfpfn7iQR3FtZW8=,15.0,,,,,,,,,,,,,
OghxD9P7DH0QG57DWlWodGbd3E4fG_0y3dmvvoTeyXE=,Pimlico,2023-03-02 00:04:50.000000 UTC,2024-02-27 01:20:04.000000 UTC,15.0,294.0,81.0,16.0,13.0,11.0,1.8333333333333333,3.3333333333333335,1086.0,21.0,14.0,218.0,204.0,OghxD9P7DH0QG57DWlWodGbd3E4fG_0y3dmvvoTeyXE=,19.0,,,,,,,,,,,,,
yuXacrc2eVZf80CHYh6mdGEYNS4cBh6KSw6J6LPrsUU=,Dex Guru,2021-07-04 18:14:32.000000 UTC,2024-02-17 14:36:48.000000 UTC,15.0,113.0,142.0,50.0,16.0,9.0,0.3333333333333333,2.3333333333333335,93.0,3.0,,27.0,20.0,yuXacrc2eVZf80CHYh6mdGEYNS4cBh6KSw6J6LPrsUU=,16.0,,,,,,,,,,,,,
iT9pTWNAaYkMMOzlThW6G4vHWDK2sBsir0ElhZotcCA=,RageTrade,2021-08-20 07:52:54.000000 UTC,2024-02-13 13:57:16.000000 UTC,16.0,162.0,38.0,7.0,2.0,0.0,0.0,0.6666666666666666,90.0,1.0,,4.0,2.0,iT9pTWNAaYkMMOzlThW6G4vHWDK2sBsir0ElhZotcCA=,36.0,2022-07-01,896982.0,1268936965947.0,87881.0,3781.0,3868085313.0,3726.0,3.0,855.0,0.0,0.0,855.0,643.0
G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OpenOcean,2021-03-01 01:57:41.000000 UTC,2024-01-29 03:32:33.000000 UTC,16.0,70.0,80.0,8.0,2.0,0.0,0.0,0.5,32.0,,,1.0,,G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,31.0,2022-12-01,52.0,28981632.0,26.0,24.0,13951327.0,16.0,4.0,6.0,0.0,0.0,6.0,4.0
tB-dgPdkZ4WHHVl_DQHupA0FQvK9HnjZYKk03SX9eow=,Rubicon,2020-10-05 16:18:29.000000 UTC,2024-02-22 18:08:57.000000 UTC,16.0,70.0,42.0,16.0,3.0,0.0,0.0,1.0,36.0,3.0,,5.0,2.0,tB-dgPdkZ4WHHVl_DQHupA0FQvK9HnjZYKk03SX9eow=,165.0,2023-06-01,2706.0,2722645413.0,216.0,88.0,88545512.0,50.0,3.0,7.0,0.0,0.0,7.0,6.0
mot7Grx8RiWsBfTi_2tYej5j5SBOBof4vOMBdKLnARo=,Ithil,2022-02-04 08:14:15.000000 UTC,2024-02-26 14:55:53.000000 UTC,16.0,42.0,21.0,12.0,4.0,0.0,0.6666666666666666,2.8333333333333335,318.0,,3.0,72.0,50.0,mot7Grx8RiWsBfTi_2tYej5j5SBOBof4vOMBdKLnARo=,26.0,2023-08-01,98.0,71876872.0,14.0,46.0,23357481.0,13.0,,,,,,
t7djPsep8XPJEL3VNoTvA6hV2I29xVr6g6W-bQDzNhU=,Eigen Network,2021-05-26 14:51:31.000000 UTC,2024-02-24 17:14:53.000000 UTC,16.0,291.0,82.0,29.0,13.0,8.0,0.8333333333333333,1.6666666666666667,237.0,40.0,32.0,126.0,104.0,t7djPsep8XPJEL3VNoTvA6hV2I29xVr6g6W-bQDzNhU=,23.0,,,,,,,,,,,,,
QRzSinTSqIUk7BIEi-6zMebQjLhuh7K8kW9jxIMumSM=,Privy,2022-12-10 19:31:21.000000 UTC,2024-02-20 18:35:20.000000 UTC,16.0,156.0,79.0,20.0,16.0,9.0,0.0,4.0,71.0,8.0,6.0,81.0,60.0,QRzSinTSqIUk7BIEi-6zMebQjLhuh7K8kW9jxIMumSM=,20.0,,,,,,,,,,,,,
EzfIm6HTJ8t1dZCJ0WukRqqZgEyX_6Hd64B4SK0ciqw=,Thales,2021-05-28 23:05:14.000000 UTC,2024-02-26 15:58:02.000000 UTC,16.0,95.0,125.0,41.0,25.0,8.0,2.1666666666666665,10.333333333333334,1391.0,2.0,1.0,485.0,443.0,EzfIm6HTJ8t1dZCJ0WukRqqZgEyX_6Hd64B4SK0ciqw=,809.0,2022-08-01,288302.0,703170846219.0,6076.0,141114.0,385446012564.0,4102.0,3005.0,3672.0,13.0,775.0,2884.0,3415.0
OuBUmSeJ4V0h1NpFwV4CScuvhdYCTCN_JZAE37vTBOM=,NodeReal,2021-09-25 20:04:55.000000 UTC,2024-02-27 02:52:51.000000 UTC,16.0,92.0,58.0,80.0,29.0,18.0,0.5,2.8333333333333335,169.0,56.0,25.0,186.0,174.0,OuBUmSeJ4V0h1NpFwV4CScuvhdYCTCN_JZAE37vTBOM=,46.0,,,,,,,,,,,,,
KEEBnsnsYBPgW5YvPDLHWm08v6YnPGXVnSJIxblxT6M=,Pickle Finance,2020-09-09 05:38:14.000000 UTC,2023-08-09 07:08:49.000000 UTC,17.0,364.0,208.0,40.0,0.0,0.0,0.0,0.0,,3.0,,,,KEEBnsnsYBPgW5YvPDLHWm08v6YnPGXVnSJIxblxT6M=,135.0,2021-09-01,480.0,545065284.0,40.0,34.0,18661698.0,9.0,,1.0,0.0,0.0,1.0,1.0
Bxc-mCWV_PJgCh3TuKLIp7eHSHs0yKWvjXYt4MtBTa8=,The Standard,2021-06-22 16:50:20.000000 UTC,2024-02-26 16:40:48.000000 UTC,17.0,7.0,6.0,7.0,3.0,0.0,1.0,1.5,563.0,,,134.0,129.0,Bxc-mCWV_PJgCh3TuKLIp7eHSHs0yKWvjXYt4MtBTa8=,25.0,,,,,,,,,,,,,
cUYiKW4fvU0EitC8ndH9amB3y3wlwxp8Fgp4fIzJXyI=,Vesper,2020-12-21 18:51:12.000000 UTC,2024-02-07 15:44:50.000000 UTC,17.0,66.0,50.0,18.0,4.0,0.0,0.0,0.8333333333333333,9.0,,5.0,4.0,5.0,cUYiKW4fvU0EitC8ndH9amB3y3wlwxp8Fgp4fIzJXyI=,98.0,,,,,,,,,,,,,
ea_hnpeXP8aieOE_713zCTzq0oCW3O46B1RRx0uNgqw=,Stake DAO,2020-02-10 16:05:55.000000 UTC,2024-02-27 00:14:31.000000 UTC,17.0,34.0,43.0,11.0,5.0,1.0,1.0,1.8333333333333333,148.0,,,5.0,3.0,ea_hnpeXP8aieOE_713zCTzq0oCW3O46B1RRx0uNgqw=,48.0,2021-09-01,2346.0,3106174466.0,399.0,4.0,4558282.0,1.0,,,,,,
G7_Lm4_DUi_oTAv1xJclMQXwI22gW1xIpLMs9ni_oac=,Abracadabra,2021-06-16 19:41:44.000000 UTC,2024-02-23 12:52:20.000000 UTC,17.0,314.0,156.0,19.0,8.0,0.0,1.3333333333333333,5.833333333333333,209.0,,2.0,143.0,110.0,G7_Lm4_DUi_oTAv1xJclMQXwI22gW1xIpLMs9ni_oac=,240.0,2021-09-01,225582.0,257936541490.0,89392.0,36949.0,41594488546.0,18572.0,4199.0,5224.0,0.0,118.0,5106.0,3622.0
i0e_DgDhFwQQ8d9tkuil8PrJREhsj-eQAok0TMH3bzg=,ApeX Protocol,2021-12-28 11:43:29.000000 UTC,2024-02-23 03:08:54.000000 UTC,17.0,75.0,59.0,25.0,9.0,4.0,0.0,1.8333333333333333,35.0,9.0,5.0,2.0,2.0,i0e_DgDhFwQQ8d9tkuil8PrJREhsj-eQAok0TMH3bzg=,27.0,2022-09-01,303860.0,422017403864.0,81296.0,260240.0,359193276892.0,74873.0,185.0,408.0,1.0,36.0,371.0,271.0
sbnlvN2OV8y140ijKiAr12nnhEkcKAYZyaxtOZOteqs=,Across,2021-11-05 15:57:56.000000 UTC,2024-02-27 01:15:56.000000 UTC,17.0,187.0,113.0,29.0,13.0,4.0,3.1666666666666665,6.5,708.0,1.0,,823.0,699.0,sbnlvN2OV8y140ijKiAr12nnhEkcKAYZyaxtOZOteqs=,81.0,2021-11-01,611630.0,629504936139.0,121057.0,215177.0,254314892461.0,19330.0,3647.0,4661.0,6.0,54.0,4601.0,3172.0
Q_itHKTU0gdWZsP3e3XN7eU4laiZjvN1y9iwv1aXaOA=,Threshold Network,2021-07-27 07:42:19.000000 UTC,2024-02-26 13:17:13.000000 UTC,17.0,108.0,69.0,33.0,20.0,3.0,1.1666666666666667,8.166666666666666,1033.0,75.0,50.0,208.0,178.0,Q_itHKTU0gdWZsP3e3XN7eU4laiZjvN1y9iwv1aXaOA=,51.0,2023-03-01,17493.0,30194633316.0,1643.0,15336.0,27339800646.0,1514.0,1318.0,1388.0,0.0,251.0,1137.0,1318.0
pWNWtcdzvxzueYRZ-PsYm9B_fEKFyiV9XzJoro34hRo=,Revest Finance,2021-09-15 21:53:04.000000 UTC,2023-12-08 22:43:06.000000 UTC,18.0,15.0,24.0,8.0,3.0,0.0,0.1666666666666666,0.5,19.0,,,3.0,,pWNWtcdzvxzueYRZ-PsYm9B_fEKFyiV9XzJoro34hRo=,21.0,,,,,,,,,,,,,
AhaOZ9CXcN6685SJ8zZvuhZLaFUyYt0YFtCSWoRMgsU=,DODO,2020-07-29 17:05:30.000000 UTC,2024-02-23 03:07:15.000000 UTC,18.0,408.0,323.0,31.0,6.0,1.0,0.1666666666666666,3.0,142.0,,,49.0,41.0,AhaOZ9CXcN6685SJ8zZvuhZLaFUyYt0YFtCSWoRMgsU=,81.0,2021-08-01,338485.0,518392136177.0,134417.0,105178.0,232362022339.0,81853.0,2502.0,3741.0,0.0,84.0,3657.0,2692.0
iOnS_TpwMIMyov0nW_mYBE1nt4ewnSG-hCApTK-QbI4=,Pendle,2021-06-11 05:07:30.000000 UTC,2024-02-26 16:34:37.000000 UTC,18.0,94.0,56.0,19.0,7.0,3.0,0.0,3.6666666666666665,301.0,4.0,,32.0,27.0,iOnS_TpwMIMyov0nW_mYBE1nt4ewnSG-hCApTK-QbI4=,124.0,2023-02-01,10147.0,7978183040.0,3812.0,4482.0,3225014435.0,2199.0,845.0,1223.0,0.0,18.0,1205.0,1141.0
zsRWW4H-bD-h4FQ564hlfHeKVwYZNav_mIjTuYBgq_U=,Hamster,2022-01-10 08:49:35.000000 UTC,2024-01-24 05:46:17.000000 UTC,18.0,20.0,43.0,21.0,12.0,4.0,0.5,3.3333333333333335,380.0,,,132.0,126.0,zsRWW4H-bD-h4FQ564hlfHeKVwYZNav_mIjTuYBgq_U=,24.0,,,,,,,,,,,,,
y-KrX1cOncbQrtPRB8ZuMeaGDaDj1nXyomZKRHgDMZU=,Risedle,2021-09-23 18:05:26.000000 UTC,2023-07-25 09:18:37.000000 UTC,19.0,156.0,34.0,7.0,0.0,0.0,0.0,0.0,,,,,,y-KrX1cOncbQrtPRB8ZuMeaGDaDj1nXyomZKRHgDMZU=,26.0,,,,,,,,,,,,,
Q5MZjIw_AEhBaYNV_JIpi-HxFqJEVAFuzCQ9BHXxjkQ=,Cryptex,2020-12-29 03:13:10.000000 UTC,2024-02-24 01:47:49.000000 UTC,19.0,63.0,31.0,10.0,3.0,0.0,0.0,1.6666666666666667,183.0,,,45.0,41.0,Q5MZjIw_AEhBaYNV_JIpi-HxFqJEVAFuzCQ9BHXxjkQ=,23.0,,,,,,,,,,,,,
yf8FTnLoZ-tSkrX8wgJexS3T7xcus77AREDEX0UnSys=,Openfort,2023-04-11 09:43:44.000000 UTC,2024-02-21 08:38:45.000000 UTC,19.0,41.0,16.0,7.0,7.0,2.0,1.6666666666666667,3.3333333333333335,416.0,,,16.0,14.0,yf8FTnLoZ-tSkrX8wgJexS3T7xcus77AREDEX0UnSys=,23.0,,,,,,,,,,,,,
_wgtq4pJqGUL0kDIbkM-IfjTvb2QpYQukz20VOaDbc8=,Hegic,2020-02-18 13:16:30.000000 UTC,2023-10-30 02:52:54.000000 UTC,20.0,134.0,144.0,9.0,1.0,0.0,0.3333333333333333,0.3333333333333333,36.0,,,,,_wgtq4pJqGUL0kDIbkM-IfjTvb2QpYQukz20VOaDbc8=,21.0,,,,,,,,,,,,,
rTisp-3pOsqLftLiDyzk9nk1YqVfp7vjtXV-_EuEyaI=,Range Protocol,2023-03-16 03:37:05.000000 UTC,2024-02-15 08:01:20.000000 UTC,20.0,20.0,9.0,2.0,2.0,1.0,0.8333333333333333,1.1666666666666667,142.0,,,,,rTisp-3pOsqLftLiDyzk9nk1YqVfp7vjtXV-_EuEyaI=,34.0,2023-05-01,42.0,52319620.0,1.0,38.0,46721400.0,1.0,,,,,,
XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,Gamma Strategies,2021-05-13 14:52:56.000000 UTC,2024-02-24 01:56:23.000000 UTC,20.0,554.0,94.0,9.0,3.0,1.0,1.3333333333333333,2.1666666666666665,739.0,,,,,XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,46.0,2022-08-01,2491.0,2705288211.0,1285.0,81.0,72443415.0,27.0,1.0,6.0,0.0,1.0,5.0,6.0
Xx2uGX7Cj6XKpRTGobRs355AfGLST8cFoUg9ypFwyWY=,powerpool-finance,2020-08-06 23:28:42.000000 UTC,2024-01-15 06:38:32.000000 UTC,20.0,117.0,60.0,13.0,5.0,0.0,0.5,2.0,82.0,6.0,5.0,65.0,61.0,Xx2uGX7Cj6XKpRTGobRs355AfGLST8cFoUg9ypFwyWY=,35.0,2023-12-01,1558.0,1123509802.0,39.0,1558.0,1123509802.0,39.0,39.0,39.0,0.0,15.0,24.0,2.0
w-YXokL0DG-ZdJ4L4M9VJnQDvo5HDxkt84ikzFAobZ4=,Popcorn DAO,2021-04-25 11:39:15.000000 UTC,2024-02-26 14:15:55.000000 UTC,20.0,42.0,41.0,24.0,11.0,5.0,1.1666666666666667,2.1666666666666665,693.0,122.0,131.0,135.0,95.0,w-YXokL0DG-ZdJ4L4M9VJnQDvo5HDxkt84ikzFAobZ4=,24.0,,,,,,,,,,,,,
LHZrg3Wy1VbccX9lkavXmUGYz2X0nyfmNssBNDI_JqQ=,Frax Finance,2019-10-03 02:27:16.000000 UTC,2024-02-25 19:35:16.000000 UTC,20.0,528.0,261.0,34.0,12.0,10.0,0.3333333333333333,2.3333333333333335,118.0,13.0,7.0,39.0,25.0,LHZrg3Wy1VbccX9lkavXmUGYz2X0nyfmNssBNDI_JqQ=,139.0,2021-09-01,177780.0,117612415346.0,51782.0,38398.0,31211569041.0,12642.0,6308.0,8738.0,2.0,204.0,8532.0,8166.0
IH6v5Q0-38itw-vNTXRYlb4tuFeP8TEl2k0bIpQBSsw=,Mangrove,2023-02-01 21:31:02.000000 UTC,2024-02-26 20:01:49.000000 UTC,20.0,83.0,26.0,23.0,16.0,5.0,3.3333333333333335,7.333333333333333,945.0,12.0,42.0,1097.0,784.0,IH6v5Q0-38itw-vNTXRYlb4tuFeP8TEl2k0bIpQBSsw=,28.0,,,,,,,,,,,,,
PDP5zyooNtrmpSQhbkpJp5iPX_nj0NjD51seuOMKNWA=,Saddle Finance,2021-01-19 17:34:50.000000 UTC,2024-02-27 00:07:15.000000 UTC,21.0,190.0,223.0,27.0,2.0,0.0,1.0,1.5,184.0,,,,,PDP5zyooNtrmpSQhbkpJp5iPX_nj0NjD51seuOMKNWA=,123.0,2021-11-01,38398.0,25752956708.0,3875.0,1374.0,784718056.0,54.0,,18.0,0.0,2.0,16.0,13.0
c7zUUWda56UF4VCjL14-wFX4Axe9KADxKVDLdJ-ntWw=,dForce,2019-06-02 12:47:37.000000 UTC,2023-12-19 09:43:54.000000 UTC,21.0,97.0,69.0,12.0,3.0,0.0,0.0,0.5,11.0,,,4.0,1.0,c7zUUWda56UF4VCjL14-wFX4Axe9KADxKVDLdJ-ntWw=,250.0,2021-08-01,13092077.0,6847569697766.0,2635937.0,2698201.0,1471805089864.0,800660.0,161084.0,400014.0,16.0,14344.0,385654.0,221387.0
gYPWrgRG5OLSJggPaUEZnsBzGFeO760OKtzGP6QOaPY=,Lyra Finance,2021-06-14 06:41:16.000000 UTC,2024-02-25 01:47:02.000000 UTC,21.0,159.0,126.0,27.0,4.0,1.0,0.3333333333333333,1.5,54.0,2.0,4.0,30.0,25.0,gYPWrgRG5OLSJggPaUEZnsBzGFeO760OKtzGP6QOaPY=,418.0,2023-01-01,56078.0,124525947692.0,6395.0,6639.0,14993871924.0,890.0,35.0,346.0,0.0,19.0,327.0,316.0
bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,Decent,2022-02-02 21:14:58.000000 UTC,2024-02-26 17:30:20.000000 UTC,21.0,61.0,50.0,10.0,5.0,0.0,1.1666666666666667,2.5,148.0,2.0,,14.0,12.0,bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,275.0,2022-10-01,990.0,2359709499.0,47.0,93.0,203382258.0,6.0,2.0,4.0,0.0,3.0,1.0,2.0
ch_B8SCBXsqL0QvBk-O70ky-G3nC_-lheJ5Kwq3iiFw=,OmniBTC,2022-07-18 03:44:04.000000 UTC,2024-02-26 04:01:51.000000 UTC,21.0,324.0,93.0,10.0,6.0,1.0,0.8333333333333333,2.5,265.0,2.0,1.0,94.0,48.0,ch_B8SCBXsqL0QvBk-O70ky-G3nC_-lheJ5Kwq3iiFw=,41.0,,,,,,,,,,,,,
C7BwxmGX6YkIhp8TXYzUTE7qrXGoKjuP8qpRa3uVhUQ=,Beethoven X,2021-08-25 10:52:18.000000 UTC,2024-02-26 20:01:59.000000 UTC,21.0,44.0,89.0,23.0,9.0,3.0,1.0,2.1666666666666665,653.0,55.0,41.0,177.0,162.0,C7BwxmGX6YkIhp8TXYzUTE7qrXGoKjuP8qpRa3uVhUQ=,88.0,2021-08-01,7717573.0,8347985823635.0,273757.0,770412.0,1189781299464.0,38942.0,9917.0,17562.0,15.0,9999.0,7548.0,15217.0
ilCVJncB9VSleHEsrO8AfR-Wp5AzVILt14KaSjKt5vg=,Hop Protocol,2021-01-28 03:37:19.000000 UTC,2024-02-23 21:05:44.000000 UTC,23.0,3370.0,635.0,64.0,8.0,3.0,1.8333333333333333,3.3333333333333335,1048.0,40.0,13.0,40.0,33.0,ilCVJncB9VSleHEsrO8AfR-Wp5AzVILt14KaSjKt5vg=,221.0,2021-09-01,3439237.0,2324770588612.0,399580.0,168956.0,171165398075.0,40371.0,9145.0,18196.0,4.0,1538.0,16654.0,10850.0
7gqfws0MWRPiMksDMMfnZZFhU66gzItyl2x5wJa6mEE=,Socket,2021-07-09 10:10:35.000000 UTC,2024-02-21 14:56:28.000000 UTC,23.0,92.0,43.0,15.0,8.0,0.0,0.3333333333333333,5.0,561.0,1.0,,134.0,115.0,7gqfws0MWRPiMksDMMfnZZFhU66gzItyl2x5wJa6mEE=,448.0,2021-12-01,3557812.0,3405098595032.0,1025394.0,868215.0,943397504002.0,367420.0,92091.0,180804.0,1.0,2042.0,178761.0,95782.0
d65y0x9nfUue5qjrzKmA668ebAl8VwTTgXFPv8M0FzU=,Particle Network,2022-05-12 11:30:59.000000 UTC,2024-02-27 03:34:15.000000 UTC,23.0,175.0,64.0,20.0,17.0,10.0,2.5,6.5,938.0,16.0,18.0,45.0,38.0,d65y0x9nfUue5qjrzKmA668ebAl8VwTTgXFPv8M0FzU=,35.0,,,,,,,,,,,,,
57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,Rainbow,2019-03-20 18:40:09.000000 UTC,2024-02-27 00:26:21.000000 UTC,23.0,7464.0,1270.0,223.0,54.0,34.0,5.333333333333333,12.666666666666666,1148.0,100.0,122.0,877.0,736.0,57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,93.0,2022-03-01,121352.0,232110976168.0,18238.0,95214.0,180108482018.0,16017.0,14685.0,15379.0,3.0,1448.0,13928.0,7854.0
rndo3OWsbYMRKdt6O8b0YOlzhT9u_vM1SeF5qjVd3pI=,Tracer,2021-03-05 06:36:44.000000 UTC,2022-08-15 05:57:25.000000 UTC,24.0,51.0,19.0,21.0,0.0,0.0,0.0,0.0,,,,,,rndo3OWsbYMRKdt6O8b0YOlzhT9u_vM1SeF5qjVd3pI=,41.0,2022-06-01,654066.0,340467645209.0,5970.0,24585.0,14538543398.0,12.0,,4.0,3.0,1.0,0.0,2.0
_A7CRJ7ui8HoqLDzVEfg3XpHPR41irH60NcTKRXDJ04=,B.Protocol,2020-06-21 11:14:08.000000 UTC,2024-01-25 09:29:11.000000 UTC,24.0,46.0,25.0,12.0,2.0,0.0,0.1666666666666666,0.5,58.0,,,11.0,8.0,_A7CRJ7ui8HoqLDzVEfg3XpHPR41irH60NcTKRXDJ04=,48.0,,,,,,,,,,,,,
yVdP3jvmakZgXVL9x8E-1e0NXErwmo1wXR62EmtfYIY=,Momentum.xyz,2021-09-22 11:10:56.000000 UTC,2023-11-03 13:51:15.000000 UTC,24.0,32.0,9.0,24.0,6.0,0.0,0.5,1.1666666666666667,151.0,2.0,2.0,71.0,30.0,yVdP3jvmakZgXVL9x8E-1e0NXErwmo1wXR62EmtfYIY=,25.0,,,,,,,,,,,,,
