slug,month,maus
dodoex,2023-07-01 00:00:00.000000 UTC,116
orbiter-finance,2022-06-01 00:00:00.000000 UTC,93
celer,2023-09-01 00:00:00.000000 UTC,182
tornadocash,2023-01-01 00:00:00.000000 UTC,89
orange-finance,2023-05-01 00:00:00.000000 UTC,145
beamer-bridge,2023-07-01 00:00:00.000000 UTC,126
xy-finance,2022-10-01 00:00:00.000000 UTC,185
router-protocol,2023-07-01 00:00:00.000000 UTC,25
tarot-finance,2023-12-01 00:00:00.000000 UTC,74
abracadabra,2022-08-01 00:00:00.000000 UTC,86
valioxyz,2023-09-01 00:00:00.000000 UTC,37
apex-protocol,2022-10-01 00:00:00.000000 UTC,202
slingshot,2023-05-01 00:00:00.000000 UTC,33
pyth-network,2023-06-01 00:00:00.000000 UTC,3
rysk-finance,2022-12-01 00:00:00.000000 UTC,17
dinngo,2024-01-01 00:00:00.000000 UTC,48
kromatika-finance,2023-02-01 00:00:00.000000 UTC,104
openleveragedev,2023-03-01 00:00:00.000000 UTC,262
tigris-trade,2024-01-01 00:00:00.000000 UTC,272
mux-world,2022-07-01 00:00:00.000000 UTC,17
omnisea,2023-11-01 00:00:00.000000 UTC,338
unlock-protocol,2022-07-01 00:00:00.000000 UTC,2
orange-finance,2023-08-01 00:00:00.000000 UTC,54
rysk-finance,2022-10-01 00:00:00.000000 UTC,88
bond-protocol,2023-05-01 00:00:00.000000 UTC,22
uxuycom,2023-12-01 00:00:00.000000 UTC,59
olive-finance,2023-12-01 00:00:00.000000 UTC,119
gammaswap,2024-01-01 00:00:00.000000 UTC,11
elk-finance,2022-04-01 00:00:00.000000 UTC,10
flashstake,2023-03-01 00:00:00.000000 UTC,82
layer-zero,2022-08-01 00:00:00.000000 UTC,3
nifty-kit,2024-01-01 00:00:00.000000 UTC,17
thales,2022-12-01 00:00:00.000000 UTC,96
uxuycom,2023-10-01 00:00:00.000000 UTC,126
sablier,2023-05-01 00:00:00.000000 UTC,57
dinngo,2023-12-01 00:00:00.000000 UTC,60
defiedge,2023-12-01 00:00:00.000000 UTC,7
1-inch,2022-03-01 00:00:00.000000 UTC,39
third-web,2023-02-01 00:00:00.000000 UTC,59
fortressfinance,2023-05-01 00:00:00.000000 UTC,15
ragetrade,2024-01-01 00:00:00.000000 UTC,233
gelato,2024-01-01 00:00:00.000000 UTC,9
arbitrumexchange,2024-01-01 00:00:00.000000 UTC,80
flashstake,2023-09-01 00:00:00.000000 UTC,31
lifinance,2022-01-01 00:00:00.000000 UTC,1
hundred-finance,2022-06-01 00:00:00.000000 UTC,72
stellaxyz,2023-08-01 00:00:00.000000 UTC,31
wido,2023-06-01 00:00:00.000000 UTC,61
omnisea,2022-12-01 00:00:00.000000 UTC,11
beefy-finance,2023-04-01 00:00:00.000000 UTC,17
vertex-protocol,2023-03-01 00:00:00.000000 UTC,11
rysk-finance,2023-04-01 00:00:00.000000 UTC,17
pyth-network,2023-08-01 00:00:00.000000 UTC,8
elk-finance,2022-08-01 00:00:00.000000 UTC,68
abracadabra,2022-11-01 00:00:00.000000 UTC,95
dinngo,2023-02-01 00:00:00.000000 UTC,28
rabbithole,2023-07-01 00:00:00.000000 UTC,1
flashstake,2023-08-01 00:00:00.000000 UTC,14
rainbow,2022-07-01 00:00:00.000000 UTC,37
hats-finance,2023-04-01 00:00:00.000000 UTC,6
solv-finance,2023-05-01 00:00:00.000000 UTC,15
notional-finance,2023-09-01 00:00:00.000000 UTC,66
router-protocol,2023-01-01 00:00:00.000000 UTC,52
unlock-protocol,2023-11-01 00:00:00.000000 UTC,8
omnisea,2023-01-01 00:00:00.000000 UTC,7
flux-protocol,2023-09-01 00:00:00.000000 UTC,9
saddle-finance,2023-07-01 00:00:00.000000 UTC,43
fortressfinance,2023-08-01 00:00:00.000000 UTC,8
vendorfinance,2023-09-01 00:00:00.000000 UTC,5
rysk-finance,2023-06-01 00:00:00.000000 UTC,17
tigris-trade,2022-12-01 00:00:00.000000 UTC,8
defi-llama,2022-10-01 00:00:00.000000 UTC,9
arbirise,2023-09-01 00:00:00.000000 UTC,3
bunniapp,2022-10-01 00:00:00.000000 UTC,32
sushi,2021-08-01 00:00:00.000000 UTC,36
takafuldao,2023-11-01 00:00:00.000000 UTC,36
anyswap,2022-11-01 00:00:00.000000 UTC,1
arbirise,2021-11-01 00:00:00.000000 UTC,40
flux-protocol,2022-01-01 00:00:00.000000 UTC,9
defiedge,2023-11-01 00:00:00.000000 UTC,22
flux-protocol,2022-08-01 00:00:00.000000 UTC,5
mux-world,2022-06-01 00:00:00.000000 UTC,13
saddle-finance,2023-09-01 00:00:00.000000 UTC,8
saddle-finance,2023-12-01 00:00:00.000000 UTC,6
hashflow,2023-04-01 00:00:00.000000 UTC,8
eywa-protocol,2023-10-01 00:00:00.000000 UTC,18
hashflow,2023-05-01 00:00:00.000000 UTC,7
caskprotocol,2022-12-01 00:00:00.000000 UTC,10
bitkeep,2023-03-01 00:00:00.000000 UTC,3
flux-protocol,2023-12-01 00:00:00.000000 UTC,25
eywa-protocol,2023-08-01 00:00:00.000000 UTC,10
eywa-protocol,2023-07-01 00:00:00.000000 UTC,22
fortressfinance,2023-07-01 00:00:00.000000 UTC,12
defiedge,2023-07-01 00:00:00.000000 UTC,13
defiedge,2023-10-01 00:00:00.000000 UTC,12
hundred-finance,2023-08-01 00:00:00.000000 UTC,13
equilibria-xyz,2023-01-01 00:00:00.000000 UTC,1
flux-protocol,2022-11-01 00:00:00.000000 UTC,3
sablier,2023-11-01 00:00:00.000000 UTC,19
nifty-kit,2023-07-01 00:00:00.000000 UTC,21
unlock-protocol,2023-01-01 00:00:00.000000 UTC,7
bond-protocol,2023-08-01 00:00:00.000000 UTC,39
arbirise,2022-11-01 00:00:00.000000 UTC,5
beefy-finance,2022-05-01 00:00:00.000000 UTC,11
symbiosis-finance,2023-09-01 00:00:00.000000 UTC,14
openocean-finance,2023-05-01 00:00:00.000000 UTC,2
nifty-kit,2023-02-01 00:00:00.000000 UTC,3
aperture-finance,2023-01-01 00:00:00.000000 UTC,3
0x-splits,2023-06-01 00:00:00.000000 UTC,1
arbswap-official,2022-10-01 00:00:00.000000 UTC,4
nifty-kit,2023-09-01 00:00:00.000000 UTC,9
eywa-protocol,2023-04-01 00:00:00.000000 UTC,3
stacktical,2022-10-01 00:00:00.000000 UTC,2
beefy-finance,2023-07-01 00:00:00.000000 UTC,3
debridge-finance,2023-01-01 00:00:00.000000 UTC,2
defiedge,2022-12-01 00:00:00.000000 UTC,15
defi-llama,2023-05-01 00:00:00.000000 UTC,4
defi-llama,2023-04-01 00:00:00.000000 UTC,5
debridge-finance,2023-03-01 00:00:00.000000 UTC,6
gammastrategies,2024-01-01 00:00:00.000000 UTC,2
beefy-finance,2022-03-01 00:00:00.000000 UTC,5
defi-llama,2023-09-01 00:00:00.000000 UTC,2
stakedao,2022-10-01 00:00:00.000000 UTC,1
flashstake,2024-01-01 00:00:00.000000 UTC,6
gammastrategies,2022-09-01 00:00:00.000000 UTC,4
arbirise,2022-10-01 00:00:00.000000 UTC,1
y2k-finance,2023-05-01 00:00:00.000000 UTC,1
defi-llama,2023-01-01 00:00:00.000000 UTC,4
warden-swap,2022-04-01 00:00:00.000000 UTC,2
synfutures,2022-05-01 00:00:00.000000 UTC,3
unlock-protocol,2023-06-01 00:00:00.000000 UTC,13
d-hedge,2023-05-01 00:00:00.000000 UTC,4
bunniapp,2023-04-01 00:00:00.000000 UTC,4
hats-finance,2023-05-01 00:00:00.000000 UTC,2
yieldprotocol,2022-02-01 00:00:00.000000 UTC,4
ren,2021-11-01 00:00:00.000000 UTC,1
fortressfinance,2023-04-01 00:00:00.000000 UTC,9
aperture-finance,2022-06-01 00:00:00.000000 UTC,1
ithil-protocol,2023-10-01 00:00:00.000000 UTC,7
gammastrategies,2022-08-01 00:00:00.000000 UTC,3
tigris-trade,2022-10-01 00:00:00.000000 UTC,17
chainlink,2023-09-01 00:00:00.000000 UTC,2
anyswap,2021-12-01 00:00:00.000000 UTC,1
pancakeswap,2023-06-01 00:00:00.000000 UTC,4
nftearth,2023-04-01 00:00:00.000000 UTC,7
lyra-finance,2023-02-01 00:00:00.000000 UTC,5
d-hedge,2023-11-01 00:00:00.000000 UTC,1
aperture-finance,2023-02-01 00:00:00.000000 UTC,2
defi-llama,2023-02-01 00:00:00.000000 UTC,5
synfutures,2022-04-01 00:00:00.000000 UTC,4
pyth-network,2023-02-01 00:00:00.000000 UTC,5
flux-protocol,2023-01-01 00:00:00.000000 UTC,4
balancer,2023-04-01 00:00:00.000000 UTC,5
stacktical,2023-03-01 00:00:00.000000 UTC,1
qidao-mai-finance,2021-11-01 00:00:00.000000 UTC,2
layer-zero,2022-05-01 00:00:00.000000 UTC,3
balancer,2023-03-01 00:00:00.000000 UTC,3
rabbithole,2023-11-01 00:00:00.000000 UTC,1
y2k-finance,2023-11-01 00:00:00.000000 UTC,1
rango-exchange,2023-08-01 00:00:00.000000 UTC,1
beefy-finance,2023-11-01 00:00:00.000000 UTC,2
lifinance,2022-03-01 00:00:00.000000 UTC,1
bitkeep,2023-06-01 00:00:00.000000 UTC,1
chainlink,2023-11-01 00:00:00.000000 UTC,1
rango-exchange,2022-05-01 00:00:00.000000 UTC,2
anyswap,2022-02-01 00:00:00.000000 UTC,2
bitkeep,2023-04-01 00:00:00.000000 UTC,2
arrakis-finance,2023-02-01 00:00:00.000000 UTC,2
mindgames-io,2022-12-01 00:00:00.000000 UTC,1
y2k-finance,2023-08-01 00:00:00.000000 UTC,1
notional-finance,2023-07-01 00:00:00.000000 UTC,2
gelato,2022-10-01 00:00:00.000000 UTC,1
beefy-finance,2023-05-01 00:00:00.000000 UTC,3
niftyswap,2023-03-01 00:00:00.000000 UTC,1
openocean-finance,2023-02-01 00:00:00.000000 UTC,2
threshold-network,2023-03-01 00:00:00.000000 UTC,1
range-protocol,2023-11-01 00:00:00.000000 UTC,1
slingshot,2023-04-01 00:00:00.000000 UTC,4
aperture-finance,2022-09-01 00:00:00.000000 UTC,1
arbirise,2023-07-01 00:00:00.000000 UTC,1
dodoex,2021-08-01 00:00:00.000000 UTC,1
chainlink,2023-10-01 00:00:00.000000 UTC,2
de-bank,2023-05-01 00:00:00.000000 UTC,1
vendorfinance,2024-01-01 00:00:00.000000 UTC,2
thales,2022-08-01 00:00:00.000000 UTC,1
openocean-finance,2023-10-01 00:00:00.000000 UTC,2
kromatika-finance,2022-02-01 00:00:00.000000 UTC,1
takafuldao,2023-03-01 00:00:00.000000 UTC,3
y2k-finance,2023-02-01 00:00:00.000000 UTC,1
granary,2022-12-01 00:00:00.000000 UTC,1
vendorfinance,2023-11-01 00:00:00.000000 UTC,1
gelato,2022-07-01 00:00:00.000000 UTC,1
neondapp,2022-11-01 00:00:00.000000 UTC,1
camelotlabs,2023-12-01 00:00:00.000000 UTC,26756
treasureproject,2023-03-01 00:00:00.000000 UTC,35726
synapse,2023-02-01 00:00:00.000000 UTC,10256
treasureproject,2022-09-01 00:00:00.000000 UTC,6908
treasureproject,2022-05-01 00:00:00.000000 UTC,13907
layer-zero,2023-07-01 00:00:00.000000 UTC,316298
hop-protocol,2022-12-01 00:00:00.000000 UTC,20731
hop-protocol,2023-01-01 00:00:00.000000 UTC,30389
hop-protocol,2022-10-01 00:00:00.000000 UTC,46490
1-inch,2023-06-01 00:00:00.000000 UTC,82802
1-inch,2023-12-01 00:00:00.000000 UTC,40022
gainsnetwork,2023-05-01 00:00:00.000000 UTC,3675
gainsnetwork,2023-10-01 00:00:00.000000 UTC,6126
sushi,2022-11-01 00:00:00.000000 UTC,141016
sushi,2023-06-01 00:00:00.000000 UTC,102788
sushi,2021-11-01 00:00:00.000000 UTC,20083
layer-zero,2023-09-01 00:00:00.000000 UTC,93136
layer-zero,2023-02-01 00:00:00.000000 UTC,6621
ragetrade,2023-07-01 00:00:00.000000 UTC,10570
dopex-io,2022-12-01 00:00:00.000000 UTC,36249
radiant-capital,2023-01-01 00:00:00.000000 UTC,27918
omni-swap,2023-05-01 00:00:00.000000 UTC,17900
omni-swap,2023-12-01 00:00:00.000000 UTC,7430
dopex-io,2023-01-01 00:00:00.000000 UTC,11997
livepeer,2023-08-01 00:00:00.000000 UTC,1300
traderjoe-xyz,2023-05-01 00:00:00.000000 UTC,76014
traderjoe-xyz,2023-03-01 00:00:00.000000 UTC,19557
socket,2023-08-01 00:00:00.000000 UTC,180572
socket,2023-05-01 00:00:00.000000 UTC,196698
camelotlabs,2023-01-01 00:00:00.000000 UTC,7945
uniswap,2023-06-01 00:00:00.000000 UTC,153651
woonetwork,2022-12-01 00:00:00.000000 UTC,11073
plutusdao,2023-03-01 00:00:00.000000 UTC,11988
plutusdao,2023-02-01 00:00:00.000000 UTC,15935
stargate-finance,2023-05-01 00:00:00.000000 UTC,542657
stargate-finance,2023-12-01 00:00:00.000000 UTC,189519
stargate-finance,2022-09-01 00:00:00.000000 UTC,20978
gmx-io,2023-10-01 00:00:00.000000 UTC,14074
gmx-io,2023-11-01 00:00:00.000000 UTC,21243
lido,2022-12-01 00:00:00.000000 UTC,30687
arb-id,2023-05-01 00:00:00.000000 UTC,18902
solv-finance,2024-01-01 00:00:00.000000 UTC,702
vesta-protocol,2022-11-01 00:00:00.000000 UTC,39904
vesta-protocol,2022-12-01 00:00:00.000000 UTC,17913
uniswap,2022-06-01 00:00:00.000000 UTC,44716
third-web,2024-01-01 00:00:00.000000 UTC,1131
aave,2022-09-01 00:00:00.000000 UTC,16327
plutusdao,2024-01-01 00:00:00.000000 UTC,2660
plutusdao,2023-04-01 00:00:00.000000 UTC,10229
traderjoe-xyz,2023-02-01 00:00:00.000000 UTC,21643
woonetwork,2023-04-01 00:00:00.000000 UTC,17984
metamask,2023-08-01 00:00:00.000000 UTC,32041
metamask,2023-06-01 00:00:00.000000 UTC,52777
premiafinance,2023-11-01 00:00:00.000000 UTC,11109
mux-world,2023-09-01 00:00:00.000000 UTC,2255
safe-global,2022-12-01 00:00:00.000000 UTC,12609
safe-global,2022-10-01 00:00:00.000000 UTC,15699
safe-global,2022-11-01 00:00:00.000000 UTC,16496
safe-global,2023-02-01 00:00:00.000000 UTC,10796
safe-global,2022-07-01 00:00:00.000000 UTC,2850
ramsesexchange,2023-04-01 00:00:00.000000 UTC,4794
traderjoe-xyz,2023-10-01 00:00:00.000000 UTC,18277
transit-finance,2023-12-01 00:00:00.000000 UTC,2981
aave,2023-10-01 00:00:00.000000 UTC,9343
aave,2023-12-01 00:00:00.000000 UTC,10066
beethoven-x,2022-02-01 00:00:00.000000 UTC,3360
beethoven-x,2022-05-01 00:00:00.000000 UTC,4218
beethoven-x,2023-07-01 00:00:00.000000 UTC,25042
beethoven-x,2022-03-01 00:00:00.000000 UTC,2476
vertex-protocol,2023-11-01 00:00:00.000000 UTC,9887
rysk-finance,2023-12-01 00:00:00.000000 UTC,481
cowri,2023-03-01 00:00:00.000000 UTC,20463
cowri,2023-06-01 00:00:00.000000 UTC,3492
uniswap,2024-01-01 00:00:00.000000 UTC,109217
arbswap-official,2023-04-01 00:00:00.000000 UTC,108834
winrprotocol,2023-12-01 00:00:00.000000 UTC,5483
gainsnetwork,2023-06-01 00:00:00.000000 UTC,4759
axelar,2023-07-01 00:00:00.000000 UTC,10237
connext,2022-06-01 00:00:00.000000 UTC,2748
zerion,2022-11-01 00:00:00.000000 UTC,5054
orbiter-finance,2023-10-01 00:00:00.000000 UTC,10238
orbiter-finance,2023-05-01 00:00:00.000000 UTC,54885
maker-dao,2023-03-01 00:00:00.000000 UTC,41595
maker-dao,2022-09-01 00:00:00.000000 UTC,26524
connext,2023-03-01 00:00:00.000000 UTC,7486
winrprotocol,2023-09-01 00:00:00.000000 UTC,2019
paraswap,2023-11-01 00:00:00.000000 UTC,32991
zeroex,2023-12-01 00:00:00.000000 UTC,29998
equilibria-xyz,2023-05-01 00:00:00.000000 UTC,3814
connext,2023-06-01 00:00:00.000000 UTC,4306
treasureproject,2023-07-01 00:00:00.000000 UTC,7277
angle-protocol,2024-01-01 00:00:00.000000 UTC,13530
umbra,2023-06-01 00:00:00.000000 UTC,7220
treasureproject,2023-08-01 00:00:00.000000 UTC,5829
rango-exchange,2022-09-01 00:00:00.000000 UTC,1068
hop-protocol,2023-02-01 00:00:00.000000 UTC,18958
umamidao,2023-02-01 00:00:00.000000 UTC,12303
umamidao,2023-01-01 00:00:00.000000 UTC,12131
angle-protocol,2023-04-01 00:00:00.000000 UTC,7381
yieldprotocol,2022-07-01 00:00:00.000000 UTC,10034
yieldprotocol,2022-09-01 00:00:00.000000 UTC,10563
fraxfinance,2023-06-01 00:00:00.000000 UTC,4569
sushi,2021-10-01 00:00:00.000000 UTC,20752
dopex-io,2023-02-01 00:00:00.000000 UTC,9963
xy-finance,2023-10-01 00:00:00.000000 UTC,6529
synapse,2023-01-01 00:00:00.000000 UTC,5558
synapse,2023-03-01 00:00:00.000000 UTC,13836
tracer-protocol,2023-01-01 00:00:00.000000 UTC,395
ragetrade,2023-04-01 00:00:00.000000 UTC,23492
dopex-io,2022-02-01 00:00:00.000000 UTC,2715
sperax,2022-11-01 00:00:00.000000 UTC,12061
sperax,2023-03-01 00:00:00.000000 UTC,6745
voltz-protocol,2023-05-01 00:00:00.000000 UTC,1887
lido,2023-12-01 00:00:00.000000 UTC,5599
chronosex,2023-04-01 00:00:00.000000 UTC,5423
kyber-swap,2024-01-01 00:00:00.000000 UTC,13119
uniswap,2022-03-01 00:00:00.000000 UTC,14427
aave,2022-06-01 00:00:00.000000 UTC,12652
fuji-finance,2022-11-01 00:00:00.000000 UTC,2280
kyber-swap,2023-07-01 00:00:00.000000 UTC,5994
silo-finance,2023-02-01 00:00:00.000000 UTC,8565
compound-finance,2023-10-01 00:00:00.000000 UTC,787
shipyard-software,2022-12-01 00:00:00.000000 UTC,3307
mux-world,2024-01-01 00:00:00.000000 UTC,3081
livepeer,2023-05-01 00:00:00.000000 UTC,782
socket,2022-09-01 00:00:00.000000 UTC,2350
gmx-io,2023-07-01 00:00:00.000000 UTC,15915
gmx-io,2021-12-01 00:00:00.000000 UTC,2389
aave,2023-07-01 00:00:00.000000 UTC,6758
socket,2022-12-01 00:00:00.000000 UTC,20621
camelotlabs,2022-11-01 00:00:00.000000 UTC,2173
premiafinance,2023-09-01 00:00:00.000000 UTC,191
zerion,2022-08-01 00:00:00.000000 UTC,5047
holograph,2024-01-01 00:00:00.000000 UTC,11132
tracer-protocol,2023-07-01 00:00:00.000000 UTC,9
1-inch,2021-09-01 00:00:00.000000 UTC,1214
thales,2023-09-01 00:00:00.000000 UTC,456
thales,2023-04-01 00:00:00.000000 UTC,864
celer,2021-12-01 00:00:00.000000 UTC,1847
goodentry-io,2023-12-01 00:00:00.000000 UTC,3072
fraxfinance,2024-01-01 00:00:00.000000 UTC,4473
layer-zero,2023-01-01 00:00:00.000000 UTC,6748
livepeer,2022-12-01 00:00:00.000000 UTC,3898
dodoex,2023-03-01 00:00:00.000000 UTC,3919
dodoex,2022-06-01 00:00:00.000000 UTC,7829
tornadocash,2023-07-01 00:00:00.000000 UTC,4551
treasureproject,2023-09-01 00:00:00.000000 UTC,3807
vesta-protocol,2023-06-01 00:00:00.000000 UTC,2377
hop-protocol,2022-06-01 00:00:00.000000 UTC,4908
dodoex,2021-09-01 00:00:00.000000 UTC,5314
third-web,2023-10-01 00:00:00.000000 UTC,610
maker-dao,2023-11-01 00:00:00.000000 UTC,14298
aperture-finance,2023-09-01 00:00:00.000000 UTC,127
wormhole,2023-04-01 00:00:00.000000 UTC,3279
jones-dao,2023-11-01 00:00:00.000000 UTC,1375
tigris-trade,2023-06-01 00:00:00.000000 UTC,2546
dodoex,2022-08-01 00:00:00.000000 UTC,5165
ragetrade,2023-06-01 00:00:00.000000 UTC,10076
tornadocash,2023-04-01 00:00:00.000000 UTC,8652
cowri,2022-07-01 00:00:00.000000 UTC,1215
aave,2022-03-01 00:00:00.000000 UTC,823
dexfinance-com,2023-07-01 00:00:00.000000 UTC,364
dodoex,2022-07-01 00:00:00.000000 UTC,4335
hashflow,2022-07-01 00:00:00.000000 UTC,3860
curve,2023-12-01 00:00:00.000000 UTC,1235
vertex-protocol,2023-10-01 00:00:00.000000 UTC,5329
cowri,2023-05-01 00:00:00.000000 UTC,7027
zerion,2023-10-01 00:00:00.000000 UTC,4438
maker-dao,2022-06-01 00:00:00.000000 UTC,16932
premiafinance,2023-10-01 00:00:00.000000 UTC,2111
umbra,2023-02-01 00:00:00.000000 UTC,2605
umbra,2022-11-01 00:00:00.000000 UTC,2588
gmx-io,2022-07-01 00:00:00.000000 UTC,13127
curve,2021-10-01 00:00:00.000000 UTC,3479
curve,2022-01-01 00:00:00.000000 UTC,1828
dopex-io,2024-01-01 00:00:00.000000 UTC,1291
rodeofi,2023-03-01 00:00:00.000000 UTC,281
winrprotocol,2023-10-01 00:00:00.000000 UTC,2254
aave,2022-10-01 00:00:00.000000 UTC,11060
warden-swap,2023-12-01 00:00:00.000000 UTC,32
beethoven-x,2021-10-01 00:00:00.000000 UTC,3041
arbswap-official,2022-12-01 00:00:00.000000 UTC,1236
lodestarfinance,2023-07-01 00:00:00.000000 UTC,975
savvy-finance,2023-12-01 00:00:00.000000 UTC,4760
celer,2022-02-01 00:00:00.000000 UTC,1560
yieldprotocol,2023-03-01 00:00:00.000000 UTC,5820
tornadocash,2023-03-01 00:00:00.000000 UTC,2082
uniswap,2021-12-01 00:00:00.000000 UTC,7415
savvy-finance,2023-09-01 00:00:00.000000 UTC,211
abracadabra,2021-09-01 00:00:00.000000 UTC,3369
across,2022-02-01 00:00:00.000000 UTC,709
maker-dao,2023-09-01 00:00:00.000000 UTC,13316
umbra,2023-04-01 00:00:00.000000 UTC,5701
synapse,2023-07-01 00:00:00.000000 UTC,1636
rango-exchange,2023-04-01 00:00:00.000000 UTC,1578
jones-dao,2022-12-01 00:00:00.000000 UTC,4181
lifinance,2022-08-01 00:00:00.000000 UTC,4657
dodoex,2022-03-01 00:00:00.000000 UTC,903
lido,2023-09-01 00:00:00.000000 UTC,4983
olive-finance,2023-11-01 00:00:00.000000 UTC,179
de-bank,2023-10-01 00:00:00.000000 UTC,3380
gmx-io,2022-03-01 00:00:00.000000 UTC,2869
abracadabra,2021-12-01 00:00:00.000000 UTC,809
elk-finance,2023-11-01 00:00:00.000000 UTC,305
umbra,2022-08-01 00:00:00.000000 UTC,1046
umbra,2023-07-01 00:00:00.000000 UTC,5448
celer,2022-04-01 00:00:00.000000 UTC,1721
xy-finance,2023-09-01 00:00:00.000000 UTC,3660
synapse,2022-11-01 00:00:00.000000 UTC,4927
x-dao,2022-12-01 00:00:00.000000 UTC,870
hashflow,2022-09-01 00:00:00.000000 UTC,2856
jones-dao,2022-07-01 00:00:00.000000 UTC,573
beethoven-x,2022-04-01 00:00:00.000000 UTC,3062
sperax,2023-08-01 00:00:00.000000 UTC,1101
1-inch,2021-12-01 00:00:00.000000 UTC,157
router-protocol,2023-05-01 00:00:00.000000 UTC,32
plutusdao,2023-07-01 00:00:00.000000 UTC,4357
beefy-finance,2021-10-01 00:00:00.000000 UTC,121
connext,2023-01-01 00:00:00.000000 UTC,2466
elk-finance,2023-05-01 00:00:00.000000 UTC,239
kyber-swap,2022-12-01 00:00:00.000000 UTC,2140
hashflow,2022-06-01 00:00:00.000000 UTC,1467
arbswap-official,2023-02-01 00:00:00.000000 UTC,7271
fraxfinance,2022-04-01 00:00:00.000000 UTC,660
mummy-finance,2023-06-01 00:00:00.000000 UTC,2734
dopex-io,2023-09-01 00:00:00.000000 UTC,936
sablier,2023-07-01 00:00:00.000000 UTC,110
woonetwork,2023-01-01 00:00:00.000000 UTC,1151
abacus,2024-01-01 00:00:00.000000 UTC,1027
zigzagexchange,2023-01-01 00:00:00.000000 UTC,1091
rango-exchange,2022-12-01 00:00:00.000000 UTC,2497
rodeofi,2023-01-01 00:00:00.000000 UTC,35
wido,2023-05-01 00:00:00.000000 UTC,237
equilibria-xyz,2023-08-01 00:00:00.000000 UTC,1478
celer,2021-11-01 00:00:00.000000 UTC,808
dopex-io,2023-08-01 00:00:00.000000 UTC,1205
qidao-mai-finance,2023-04-01 00:00:00.000000 UTC,752
gelato,2023-12-01 00:00:00.000000 UTC,12
mummy-finance,2024-01-01 00:00:00.000000 UTC,433
paraswap,2022-08-01 00:00:00.000000 UTC,1498
neondapp,2023-06-01 00:00:00.000000 UTC,384
livepeer,2022-08-01 00:00:00.000000 UTC,1053
kyber-swap,2022-11-01 00:00:00.000000 UTC,3448
jones-dao,2023-05-01 00:00:00.000000 UTC,920
wombat-exchange,2023-09-01 00:00:00.000000 UTC,415
wombat-exchange,2023-11-01 00:00:00.000000 UTC,742
umbra,2022-05-01 00:00:00.000000 UTC,3702
uxuycom,2023-11-01 00:00:00.000000 UTC,427
biconomy,2022-09-01 00:00:00.000000 UTC,1936
cowri,2023-07-01 00:00:00.000000 UTC,2759
ragetrade,2023-12-01 00:00:00.000000 UTC,381
warden-swap,2022-09-01 00:00:00.000000 UTC,1062
biconomy,2023-05-01 00:00:00.000000 UTC,644
biconomy,2023-02-01 00:00:00.000000 UTC,1446
arbitrumexchange,2023-08-01 00:00:00.000000 UTC,406
dexfinance-com,2023-05-01 00:00:00.000000 UTC,522
overnight,2023-04-01 00:00:00.000000 UTC,770
kromatika-finance,2023-01-01 00:00:00.000000 UTC,91
stellaxyz,2023-11-01 00:00:00.000000 UTC,339
fraxfinance,2022-02-01 00:00:00.000000 UTC,734
dodoex,2021-12-01 00:00:00.000000 UTC,729
granary,2024-01-01 00:00:00.000000 UTC,128
safe-global,2022-08-01 00:00:00.000000 UTC,2772
synapse,2023-10-01 00:00:00.000000 UTC,1044
openleveragedev,2023-07-01 00:00:00.000000 UTC,228
mean-finance,2023-05-01 00:00:00.000000 UTC,316
vesta-protocol,2022-05-01 00:00:00.000000 UTC,570
socket,2022-06-01 00:00:00.000000 UTC,2519
arbswap-official,2023-12-01 00:00:00.000000 UTC,670
elk-finance,2023-03-01 00:00:00.000000 UTC,1371
dopex-io,2022-05-01 00:00:00.000000 UTC,1622
transit-finance,2023-02-01 00:00:00.000000 UTC,1105
tracer-protocol,2023-03-01 00:00:00.000000 UTC,722
dopex-io,2023-05-01 00:00:00.000000 UTC,1873
chronosex,2023-03-01 00:00:00.000000 UTC,1725
threshold-network,2024-01-01 00:00:00.000000 UTC,879
abracadabra,2024-01-01 00:00:00.000000 UTC,1384
eqbtech,2023-12-01 00:00:00.000000 UTC,424
guildxyz,2023-05-01 00:00:00.000000 UTC,452
kromatika-finance,2022-11-01 00:00:00.000000 UTC,223
fuji-finance,2023-01-01 00:00:00.000000 UTC,664
apex-protocol,2022-09-01 00:00:00.000000 UTC,102
gravita-protocol,2023-09-01 00:00:00.000000 UTC,683
qidao-mai-finance,2024-01-01 00:00:00.000000 UTC,162
mindgames-io,2023-07-01 00:00:00.000000 UTC,150
biconomy,2023-07-01 00:00:00.000000 UTC,324
dexfinance-com,2023-03-01 00:00:00.000000 UTC,73
mux-world,2022-10-01 00:00:00.000000 UTC,232
open-sea,2023-12-01 00:00:00.000000 UTC,146
arbswap-official,2024-01-01 00:00:00.000000 UTC,670
tigris-trade,2023-10-01 00:00:00.000000 UTC,890
dinngo,2023-03-01 00:00:00.000000 UTC,133
router-protocol,2022-06-01 00:00:00.000000 UTC,399
vesta-protocol,2022-02-01 00:00:00.000000 UTC,2626
fuji-finance,2023-03-01 00:00:00.000000 UTC,1212
abracadabra,2023-03-01 00:00:00.000000 UTC,338
jones-dao,2023-08-01 00:00:00.000000 UTC,797
celer,2023-12-01 00:00:00.000000 UTC,792
omni-swap,2023-02-01 00:00:00.000000 UTC,460
axelar,2023-04-01 00:00:00.000000 UTC,1293
