slug,month,maus
open-sea,2023-05-01 00:00:00.000000 UTC,421
timeswap-labs,2023-07-01 00:00:00.000000 UTC,411
elk-finance,2023-10-01 00:00:00.000000 UTC,209
wido,2023-09-01 00:00:00.000000 UTC,807
saddle-finance,2023-05-01 00:00:00.000000 UTC,69
abracadabra,2022-02-01 00:00:00.000000 UTC,308
open-sea,2023-07-01 00:00:00.000000 UTC,48
wombat-exchange,2024-01-01 00:00:00.000000 UTC,454
arb-id,2023-11-01 00:00:00.000000 UTC,424
qidao-mai-finance,2023-07-01 00:00:00.000000 UTC,1640
cowri,2022-08-01 00:00:00.000000 UTC,1264
mux-world,2022-09-01 00:00:00.000000 UTC,279
rainbow,2023-04-01 00:00:00.000000 UTC,679
hundred-finance,2022-02-01 00:00:00.000000 UTC,194
warden-swap,2023-01-01 00:00:00.000000 UTC,385
1-inch,2022-08-01 00:00:00.000000 UTC,189
saddle-finance,2022-04-01 00:00:00.000000 UTC,302
dopex-io,2022-06-01 00:00:00.000000 UTC,1227
x-dao,2023-12-01 00:00:00.000000 UTC,774
arb-id,2023-07-01 00:00:00.000000 UTC,1509
arb-id,2023-08-01 00:00:00.000000 UTC,1232
kyber-swap,2022-09-01 00:00:00.000000 UTC,2053
apex-protocol,2022-12-01 00:00:00.000000 UTC,491
rainbow,2023-02-01 00:00:00.000000 UTC,550
saddle-finance,2022-06-01 00:00:00.000000 UTC,141
aperture-finance,2023-08-01 00:00:00.000000 UTC,98
router-protocol,2023-12-01 00:00:00.000000 UTC,27
granary,2023-07-01 00:00:00.000000 UTC,507
slingshot,2021-11-01 00:00:00.000000 UTC,743
tarot-finance,2023-11-01 00:00:00.000000 UTC,65
tornadocash,2024-01-01 00:00:00.000000 UTC,711
third-web,2022-09-01 00:00:00.000000 UTC,58
mux-world,2022-05-01 00:00:00.000000 UTC,14
arbirise,2022-01-01 00:00:00.000000 UTC,12
safe-global,2023-08-01 00:00:00.000000 UTC,890
dopex-io,2021-10-01 00:00:00.000000 UTC,987
magpiexyz,2023-12-01 00:00:00.000000 UTC,623
revert-finance,2023-05-01 00:00:00.000000 UTC,404
ragetrade,2022-07-01 00:00:00.000000 UTC,88
overnight,2023-09-01 00:00:00.000000 UTC,453
third-web,2023-05-01 00:00:00.000000 UTC,345
gammastrategies,2023-01-01 00:00:00.000000 UTC,76
timeswap-labs,2023-03-01 00:00:00.000000 UTC,373
beamer-bridge,2023-04-01 00:00:00.000000 UTC,510
eqbtech,2023-06-01 00:00:00.000000 UTC,447
openleveragedev,2023-08-01 00:00:00.000000 UTC,79
vendorfinance,2023-03-01 00:00:00.000000 UTC,31
fuji-finance,2022-10-01 00:00:00.000000 UTC,1290
ragetrade,2022-08-01 00:00:00.000000 UTC,178
beefy-finance,2021-11-01 00:00:00.000000 UTC,153
arbirise,2023-03-01 00:00:00.000000 UTC,3
warden-swap,2022-06-01 00:00:00.000000 UTC,995
ramsesexchange,2023-02-01 00:00:00.000000 UTC,426
xy-finance,2022-09-01 00:00:00.000000 UTC,89
hundred-finance,2021-10-01 00:00:00.000000 UTC,292
revert-finance,2022-08-01 00:00:00.000000 UTC,46
sablier,2023-04-01 00:00:00.000000 UTC,198
yieldprotocol,2023-09-01 00:00:00.000000 UTC,664
unlock-protocol,2023-03-01 00:00:00.000000 UTC,12
saddle-finance,2022-03-01 00:00:00.000000 UTC,304
axelar,2022-11-01 00:00:00.000000 UTC,242
abracadabra,2023-02-01 00:00:00.000000 UTC,405
saddle-finance,2022-07-01 00:00:00.000000 UTC,73
qidao-mai-finance,2023-01-01 00:00:00.000000 UTC,334
solv-finance,2023-09-01 00:00:00.000000 UTC,69
mean-finance,2024-01-01 00:00:00.000000 UTC,252
kromatika-finance,2022-08-01 00:00:00.000000 UTC,46
rubicon,2023-08-01 00:00:00.000000 UTC,42
orange-finance,2023-06-01 00:00:00.000000 UTC,41
kyber-swap,2022-08-01 00:00:00.000000 UTC,693
sablier,2023-06-01 00:00:00.000000 UTC,66
gammastrategies,2022-11-01 00:00:00.000000 UTC,8
timeswap-labs,2023-10-01 00:00:00.000000 UTC,113
overnight,2023-08-01 00:00:00.000000 UTC,646
kromatika-finance,2023-06-01 00:00:00.000000 UTC,105
olive-finance,2024-01-01 00:00:00.000000 UTC,130
rodeofi,2024-01-01 00:00:00.000000 UTC,317
orange-finance,2023-07-01 00:00:00.000000 UTC,60
rodeofi,2023-08-01 00:00:00.000000 UTC,467
tarot-finance,2023-10-01 00:00:00.000000 UTC,131
qidao-mai-finance,2023-11-01 00:00:00.000000 UTC,369
balancer,2023-08-01 00:00:00.000000 UTC,108
threshold-network,2023-06-01 00:00:00.000000 UTC,64
angle-protocol,2022-08-01 00:00:00.000000 UTC,18
kyber-swap,2022-06-01 00:00:00.000000 UTC,494
rainbow,2022-10-01 00:00:00.000000 UTC,114
kromatika-finance,2022-05-01 00:00:00.000000 UTC,59
premiafinance,2023-07-01 00:00:00.000000 UTC,125
apex-protocol,2023-06-01 00:00:00.000000 UTC,623
gravita-protocol,2023-07-01 00:00:00.000000 UTC,163
dinngo,2023-05-01 00:00:00.000000 UTC,32
synapse,2021-11-01 00:00:00.000000 UTC,528
beefy-finance,2022-10-01 00:00:00.000000 UTC,55
fuji-finance,2022-08-01 00:00:00.000000 UTC,10
hundred-finance,2022-07-01 00:00:00.000000 UTC,56
nftearth,2023-08-01 00:00:00.000000 UTC,125
warden-swap,2023-06-01 00:00:00.000000 UTC,78
valioxyz,2023-08-01 00:00:00.000000 UTC,104
hundred-finance,2021-09-01 00:00:00.000000 UTC,108
timeswap-labs,2023-11-01 00:00:00.000000 UTC,15
defiedge,2023-03-01 00:00:00.000000 UTC,26
sablier,2022-08-01 00:00:00.000000 UTC,151
nifty-kit,2023-12-01 00:00:00.000000 UTC,21
unlock-protocol,2022-10-01 00:00:00.000000 UTC,22
overnight,2023-12-01 00:00:00.000000 UTC,212
router-protocol,2023-06-01 00:00:00.000000 UTC,36
kyber-swap,2022-03-01 00:00:00.000000 UTC,132
kromatika-finance,2023-08-01 00:00:00.000000 UTC,64
sablier,2022-07-01 00:00:00.000000 UTC,140
hashflow,2023-02-01 00:00:00.000000 UTC,29
router-protocol,2022-08-01 00:00:00.000000 UTC,129
beefy-finance,2023-01-01 00:00:00.000000 UTC,253
nftearth,2023-12-01 00:00:00.000000 UTC,120
gammaswap,2023-09-01 00:00:00.000000 UTC,180
bunniapp,2024-01-01 00:00:00.000000 UTC,85
flashstake,2023-05-01 00:00:00.000000 UTC,52
hashflow,2023-03-01 00:00:00.000000 UTC,20
lyra-finance,2023-01-01 00:00:00.000000 UTC,8
bond-protocol,2023-12-01 00:00:00.000000 UTC,14
threshold-network,2023-11-01 00:00:00.000000 UTC,87
kromatika-finance,2022-07-01 00:00:00.000000 UTC,33
open-sea,2023-08-01 00:00:00.000000 UTC,46
tigris-trade,2022-11-01 00:00:00.000000 UTC,65
tracer-protocol,2022-06-01 00:00:00.000000 UTC,9
defi-llama,2023-03-01 00:00:00.000000 UTC,5
sperax,2021-12-01 00:00:00.000000 UTC,41
0x-splits,2022-11-01 00:00:00.000000 UTC,20
qidao-mai-finance,2022-03-01 00:00:00.000000 UTC,70
vendorfinance,2022-10-01 00:00:00.000000 UTC,50
tigris-trade,2023-03-01 00:00:00.000000 UTC,70
bond-protocol,2023-10-01 00:00:00.000000 UTC,15
gelato,2022-03-01 00:00:00.000000 UTC,2
router-protocol,2023-08-01 00:00:00.000000 UTC,21
hedgey-finance,2023-12-01 00:00:00.000000 UTC,24
router-protocol,2023-04-01 00:00:00.000000 UTC,58
kromatika-finance,2023-10-01 00:00:00.000000 UTC,54
hundred-finance,2023-06-01 00:00:00.000000 UTC,20
1-inch,2021-11-01 00:00:00.000000 UTC,20
sablier,2024-01-01 00:00:00.000000 UTC,11
axelar,2023-02-01 00:00:00.000000 UTC,36
eywa-protocol,2024-01-01 00:00:00.000000 UTC,101
synfutures,2021-09-01 00:00:00.000000 UTC,6
hedgey-finance,2024-01-01 00:00:00.000000 UTC,29
caskprotocol,2023-04-01 00:00:00.000000 UTC,15
rodeofi,2022-12-01 00:00:00.000000 UTC,31
balancer,2023-10-01 00:00:00.000000 UTC,38
layer-zero,2022-07-01 00:00:00.000000 UTC,3
jojoexchange,2023-04-01 00:00:00.000000 UTC,8
fraxfinance,2021-09-01 00:00:00.000000 UTC,2
bunniapp,2023-03-01 00:00:00.000000 UTC,11
tigris-trade,2023-05-01 00:00:00.000000 UTC,39
rodeofi,2023-02-01 00:00:00.000000 UTC,32
neondapp,2023-08-01 00:00:00.000000 UTC,3
bunniapp,2023-10-01 00:00:00.000000 UTC,65
arbirise,2021-12-01 00:00:00.000000 UTC,20
premiafinance,2022-05-01 00:00:00.000000 UTC,1
balancer,2024-01-01 00:00:00.000000 UTC,30
beefy-finance,2022-12-01 00:00:00.000000 UTC,37
neondapp,2021-09-01 00:00:00.000000 UTC,3
sablier,2023-10-01 00:00:00.000000 UTC,23
gelato,2022-12-01 00:00:00.000000 UTC,2
dolomite-exchange,2022-12-01 00:00:00.000000 UTC,2
beefy-finance,2022-07-01 00:00:00.000000 UTC,12
dinngo,2022-12-01 00:00:00.000000 UTC,38
fraxfinance,2021-10-01 00:00:00.000000 UTC,13
pyth-network,2023-12-01 00:00:00.000000 UTC,7
jojoexchange,2024-01-01 00:00:00.000000 UTC,48
dodoex,2023-08-01 00:00:00.000000 UTC,49
hashflow,2022-12-01 00:00:00.000000 UTC,28
hundred-finance,2024-01-01 00:00:00.000000 UTC,17
kromatika-finance,2023-12-01 00:00:00.000000 UTC,52
warden-swap,2024-01-01 00:00:00.000000 UTC,30
d-hedge,2023-12-01 00:00:00.000000 UTC,3
fortressfinance,2023-12-01 00:00:00.000000 UTC,4
holograph,2022-12-01 00:00:00.000000 UTC,1
jojoexchange,2023-09-01 00:00:00.000000 UTC,15
flux-protocol,2022-09-01 00:00:00.000000 UTC,9
anyswap,2022-10-01 00:00:00.000000 UTC,5
eywa-protocol,2023-05-01 00:00:00.000000 UTC,3
arbirise,2021-09-01 00:00:00.000000 UTC,40
revert-finance,2022-07-01 00:00:00.000000 UTC,8
mindgames-io,2023-09-01 00:00:00.000000 UTC,6
defi-llama,2023-06-01 00:00:00.000000 UTC,6
openocean-finance,2022-12-01 00:00:00.000000 UTC,4
gelato,2023-05-01 00:00:00.000000 UTC,8
qidao-mai-finance,2022-02-01 00:00:00.000000 UTC,5
0x-splits,2024-01-01 00:00:00.000000 UTC,4
umamidao,2021-11-01 00:00:00.000000 UTC,7
hashflow,2023-06-01 00:00:00.000000 UTC,9
umbra,2022-03-01 00:00:00.000000 UTC,3
caskprotocol,2022-10-01 00:00:00.000000 UTC,8
chainlink,2023-12-01 00:00:00.000000 UTC,1
ithil-protocol,2023-08-01 00:00:00.000000 UTC,8
stakedao,2022-01-01 00:00:00.000000 UTC,20
caskprotocol,2023-06-01 00:00:00.000000 UTC,1
arbirise,2022-02-01 00:00:00.000000 UTC,1
debridge-finance,2023-02-01 00:00:00.000000 UTC,9
gelato,2022-05-01 00:00:00.000000 UTC,2
y2k-finance,2023-07-01 00:00:00.000000 UTC,1
neondapp,2023-12-01 00:00:00.000000 UTC,2
stellaxyz,2023-07-01 00:00:00.000000 UTC,5
lyra-finance,2023-05-01 00:00:00.000000 UTC,14
y2k-finance,2022-11-01 00:00:00.000000 UTC,2
gammastrategies,2023-09-01 00:00:00.000000 UTC,5
caskprotocol,2022-11-01 00:00:00.000000 UTC,6
dolomite-exchange,2022-10-01 00:00:00.000000 UTC,15
beamer-bridge,2022-12-01 00:00:00.000000 UTC,3
hats-finance,2023-06-01 00:00:00.000000 UTC,1
arbirise,2023-05-01 00:00:00.000000 UTC,1
takafuldao,2023-06-01 00:00:00.000000 UTC,1
rabbithole,2024-01-01 00:00:00.000000 UTC,3
slingshot,2022-10-01 00:00:00.000000 UTC,3
insuredao,2023-04-01 00:00:00.000000 UTC,2
anyswap,2022-04-01 00:00:00.000000 UTC,1
arrakis-finance,2023-04-01 00:00:00.000000 UTC,1
flux-protocol,2022-04-01 00:00:00.000000 UTC,4
aloe-ii,2023-03-01 00:00:00.000000 UTC,5
zigzagexchange,2022-11-01 00:00:00.000000 UTC,1
stacktical,2023-04-01 00:00:00.000000 UTC,2
ren,2022-02-01 00:00:00.000000 UTC,1
tracer-protocol,2024-01-01 00:00:00.000000 UTC,4
hashflow,2023-08-01 00:00:00.000000 UTC,4
anyswap,2023-07-01 00:00:00.000000 UTC,6
gelato,2023-07-01 00:00:00.000000 UTC,9
wido,2023-03-01 00:00:00.000000 UTC,2
unlock-protocol,2023-05-01 00:00:00.000000 UTC,6
hashflow,2022-04-01 00:00:00.000000 UTC,5
hats-finance,2023-08-01 00:00:00.000000 UTC,2
arbirise,2023-04-01 00:00:00.000000 UTC,5
zeroex,2022-06-01 00:00:00.000000 UTC,1
openocean-finance,2023-01-01 00:00:00.000000 UTC,5
defiedge,2024-01-01 00:00:00.000000 UTC,3
vendorfinance,2022-08-01 00:00:00.000000 UTC,3
flux-protocol,2023-08-01 00:00:00.000000 UTC,7
arbirise,2024-01-01 00:00:00.000000 UTC,1
gelato,2021-10-01 00:00:00.000000 UTC,1
arbirise,2022-12-01 00:00:00.000000 UTC,1
omnisea,2022-08-01 00:00:00.000000 UTC,1
arbswap-official,2022-06-01 00:00:00.000000 UTC,3
aperture-finance,2022-10-01 00:00:00.000000 UTC,2
bitkeep,2023-08-01 00:00:00.000000 UTC,1
bitkeep,2023-07-01 00:00:00.000000 UTC,1
stakedao,2021-09-01 00:00:00.000000 UTC,1
zigzagexchange,2022-09-01 00:00:00.000000 UTC,1
lyra-finance,2023-08-01 00:00:00.000000 UTC,2
synfutures,2023-02-01 00:00:00.000000 UTC,1
lyra-finance,2023-12-01 00:00:00.000000 UTC,1
synfutures,2022-09-01 00:00:00.000000 UTC,2
hats-finance,2023-09-01 00:00:00.000000 UTC,2
shipyard-software,2022-11-01 00:00:00.000000 UTC,2
rango-exchange,2022-06-01 00:00:00.000000 UTC,1
arbirise,2022-03-01 00:00:00.000000 UTC,5
gelato,2022-06-01 00:00:00.000000 UTC,2
arrakis-finance,2022-11-01 00:00:00.000000 UTC,1
pear-protocol,2023-12-01 00:00:00.000000 UTC,1
anyswap,2022-03-01 00:00:00.000000 UTC,1
aperture-finance,2023-04-01 00:00:00.000000 UTC,1
pancakeswap,2023-05-01 00:00:00.000000 UTC,1
aperture-finance,2023-06-01 00:00:00.000000 UTC,2
vmex-finance,2023-11-01 00:00:00.000000 UTC,1
biconomy,2022-06-01 00:00:00.000000 UTC,1
slingshot,2023-01-01 00:00:00.000000 UTC,2
arbswap-official,2021-12-01 00:00:00.000000 UTC,1
aperture-finance,2022-12-01 00:00:00.000000 UTC,1
treasureproject,2023-02-01 00:00:00.000000 UTC,53434
synapse,2023-08-01 00:00:00.000000 UTC,1091
velaexchange,2023-06-01 00:00:00.000000 UTC,19096
treasureproject,2022-03-01 00:00:00.000000 UTC,20483
treasureproject,2023-04-01 00:00:00.000000 UTC,18311
sushi,2024-01-01 00:00:00.000000 UTC,50231
layer-zero,2023-06-01 00:00:00.000000 UTC,403239
layer-zero,2023-08-01 00:00:00.000000 UTC,160401
layer-zero,2023-10-01 00:00:00.000000 UTC,68754
wormhole,2023-05-01 00:00:00.000000 UTC,2121
wormhole,2023-08-01 00:00:00.000000 UTC,6295
hundred-finance,2023-03-01 00:00:00.000000 UTC,74
1-inch,2022-12-01 00:00:00.000000 UTC,22892
1-inch,2023-02-01 00:00:00.000000 UTC,46409
lifinance,2023-08-01 00:00:00.000000 UTC,22218
lifinance,2023-02-01 00:00:00.000000 UTC,22061
lifinance,2023-12-01 00:00:00.000000 UTC,30335
lifinance,2022-12-01 00:00:00.000000 UTC,15150
umamidao,2022-09-01 00:00:00.000000 UTC,13914
angle-protocol,2023-08-01 00:00:00.000000 UTC,26619
angle-protocol,2023-11-01 00:00:00.000000 UTC,11132
gainsnetwork,2023-04-01 00:00:00.000000 UTC,6982
sushi,2022-12-01 00:00:00.000000 UTC,107552
sushi,2023-09-01 00:00:00.000000 UTC,37311
sushi,2023-01-01 00:00:00.000000 UTC,84227
sushi,2023-05-01 00:00:00.000000 UTC,162897
sushi,2021-09-01 00:00:00.000000 UTC,43665
sushi,2023-04-01 00:00:00.000000 UTC,119165
pancakeswap,2023-08-01 00:00:00.000000 UTC,11757
dopex-io,2023-03-01 00:00:00.000000 UTC,5461
dopex-io,2022-07-01 00:00:00.000000 UTC,1595
radiant-capital,2022-12-01 00:00:00.000000 UTC,31031
radiant-capital,2022-11-01 00:00:00.000000 UTC,51267
arb-id,2023-02-01 00:00:00.000000 UTC,44820
sperax,2023-06-01 00:00:00.000000 UTC,1355
camelotlabs,2023-02-01 00:00:00.000000 UTC,65997
arb-id,2023-03-01 00:00:00.000000 UTC,101609
gainsnetwork,2023-01-01 00:00:00.000000 UTC,6413
radiant-capital,2023-06-01 00:00:00.000000 UTC,66151
radiant-capital,2023-04-01 00:00:00.000000 UTC,95450
xy-finance,2023-07-01 00:00:00.000000 UTC,4265
synapse,2022-04-01 00:00:00.000000 UTC,3772
socket,2023-09-01 00:00:00.000000 UTC,113375
socket,2023-10-01 00:00:00.000000 UTC,94339
dodoex,2022-10-01 00:00:00.000000 UTC,4301
camelotlabs,2023-03-01 00:00:00.000000 UTC,65425
ragetrade,2022-09-01 00:00:00.000000 UTC,2009
uniswap,2023-05-01 00:00:00.000000 UTC,235531
equilibria-xyz,2023-06-01 00:00:00.000000 UTC,1651
stargate-finance,2023-09-01 00:00:00.000000 UTC,389530
stargate-finance,2023-04-01 00:00:00.000000 UTC,517787
stargate-finance,2023-10-01 00:00:00.000000 UTC,287729
stargate-finance,2023-11-01 00:00:00.000000 UTC,234418
connext,2023-12-01 00:00:00.000000 UTC,3531
lido,2024-01-01 00:00:00.000000 UTC,6032
arb-id,2023-04-01 00:00:00.000000 UTC,39508
arbswap-official,2023-05-01 00:00:00.000000 UTC,22122
chronosex,2023-05-01 00:00:00.000000 UTC,8492
kyber-swap,2023-06-01 00:00:00.000000 UTC,6534
cowri,2023-04-01 00:00:00.000000 UTC,13372
vesta-protocol,2022-10-01 00:00:00.000000 UTC,52680
uniswap,2022-08-01 00:00:00.000000 UTC,59780
eqbtech,2023-09-01 00:00:00.000000 UTC,286
shipyard-software,2024-01-01 00:00:00.000000 UTC,97
aave,2023-11-01 00:00:00.000000 UTC,9703
plutusdao,2023-08-01 00:00:00.000000 UTC,3821
plutusdao,2023-11-01 00:00:00.000000 UTC,4034
apex-protocol,2023-02-01 00:00:00.000000 UTC,2834
de-bank,2023-08-01 00:00:00.000000 UTC,10726
sperax,2022-10-01 00:00:00.000000 UTC,5890
silo-finance,2023-03-01 00:00:00.000000 UTC,7250
metamask,2023-09-01 00:00:00.000000 UTC,26883
treasureproject,2022-01-01 00:00:00.000000 UTC,11004
mean-finance,2022-12-01 00:00:00.000000 UTC,18227
safe-global,2022-09-01 00:00:00.000000 UTC,12905
gmx-io,2022-11-01 00:00:00.000000 UTC,49174
transit-finance,2023-06-01 00:00:00.000000 UTC,8422
transit-finance,2023-10-01 00:00:00.000000 UTC,1744
aave,2023-01-01 00:00:00.000000 UTC,27203
jones-dao,2022-09-01 00:00:00.000000 UTC,13812
beethoven-x,2022-09-01 00:00:00.000000 UTC,21764
beethoven-x,2023-06-01 00:00:00.000000 UTC,20199
cowri,2023-01-01 00:00:00.000000 UTC,6694
cowri,2024-01-01 00:00:00.000000 UTC,4249
uniswap,2021-09-01 00:00:00.000000 UTC,13683
axelar,2023-05-01 00:00:00.000000 UTC,3530
connext,2021-10-01 00:00:00.000000 UTC,1190
holograph,2023-06-01 00:00:00.000000 UTC,20256
holograph,2023-08-01 00:00:00.000000 UTC,46168
orbiter-finance,2023-06-01 00:00:00.000000 UTC,47350
orbiter-finance,2023-01-01 00:00:00.000000 UTC,4203
maker-dao,2023-07-01 00:00:00.000000 UTC,17457
maker-dao,2023-01-01 00:00:00.000000 UTC,29398
maker-dao,2023-08-01 00:00:00.000000 UTC,17502
maker-dao,2023-02-01 00:00:00.000000 UTC,36021
maker-dao,2023-10-01 00:00:00.000000 UTC,16735
treasureproject,2022-07-01 00:00:00.000000 UTC,7283
connext,2023-11-01 00:00:00.000000 UTC,3939
paraswap,2022-09-01 00:00:00.000000 UTC,3336
paraswap,2022-11-01 00:00:00.000000 UTC,4587
zeroex,2022-10-01 00:00:00.000000 UTC,8495
zeroex,2023-09-01 00:00:00.000000 UTC,16941
zeroex,2023-10-01 00:00:00.000000 UTC,36001
zeroex,2022-12-01 00:00:00.000000 UTC,6359
zeroex,2022-11-01 00:00:00.000000 UTC,12901
across,2023-10-01 00:00:00.000000 UTC,5431
woonetwork,2023-10-01 00:00:00.000000 UTC,30167
connext,2023-08-01 00:00:00.000000 UTC,2093
plutusdao,2022-11-01 00:00:00.000000 UTC,42851
angle-protocol,2023-02-01 00:00:00.000000 UTC,3539
angle-protocol,2023-12-01 00:00:00.000000 UTC,12619
umbra,2022-12-01 00:00:00.000000 UTC,1459
gmx-io,2024-01-01 00:00:00.000000 UTC,14149
gravita-protocol,2023-11-01 00:00:00.000000 UTC,1185
jones-dao,2023-02-01 00:00:00.000000 UTC,9620
hop-protocol,2022-08-01 00:00:00.000000 UTC,19070
chronosex,2023-11-01 00:00:00.000000 UTC,1372
celer,2022-05-01 00:00:00.000000 UTC,3371
angle-protocol,2023-03-01 00:00:00.000000 UTC,4397
yieldprotocol,2022-08-01 00:00:00.000000 UTC,7827
livepeer,2023-02-01 00:00:00.000000 UTC,2681
omni-swap,2023-04-01 00:00:00.000000 UTC,27849
radiant-capital,2023-09-01 00:00:00.000000 UTC,28446
dodoex,2022-11-01 00:00:00.000000 UTC,3606
vesta-protocol,2022-06-01 00:00:00.000000 UTC,429
equilibria-xyz,2023-11-01 00:00:00.000000 UTC,3360
equilibria-xyz,2023-09-01 00:00:00.000000 UTC,939
stargate-finance,2022-04-01 00:00:00.000000 UTC,4422
lido,2023-11-01 00:00:00.000000 UTC,5748
arbswap-official,2023-06-01 00:00:00.000000 UTC,1701
gainsnetwork,2023-09-01 00:00:00.000000 UTC,4583
aave,2023-06-01 00:00:00.000000 UTC,6002
de-bank,2023-07-01 00:00:00.000000 UTC,12001
gravita-protocol,2024-01-01 00:00:00.000000 UTC,1098
synapse,2022-07-01 00:00:00.000000 UTC,1951
silo-finance,2023-11-01 00:00:00.000000 UTC,2353
safe-global,2021-09-01 00:00:00.000000 UTC,5
gmx-io,2022-05-01 00:00:00.000000 UTC,10012
ramsesexchange,2024-01-01 00:00:00.000000 UTC,2281
ramsesexchange,2023-07-01 00:00:00.000000 UTC,1744
gmx-io,2023-12-01 00:00:00.000000 UTC,14572
socket,2022-10-01 00:00:00.000000 UTC,3976
camelotlabs,2023-07-01 00:00:00.000000 UTC,17793
zerion,2023-05-01 00:00:00.000000 UTC,12787
zerion,2023-01-01 00:00:00.000000 UTC,3245
orbiter-finance,2023-03-01 00:00:00.000000 UTC,13059
orbiter-finance,2023-12-01 00:00:00.000000 UTC,8186
orbiter-finance,2023-07-01 00:00:00.000000 UTC,31945
maker-dao,2023-05-01 00:00:00.000000 UTC,17672
maker-dao,2023-06-01 00:00:00.000000 UTC,19680
maker-dao,2022-08-01 00:00:00.000000 UTC,12223
umbra,2022-09-01 00:00:00.000000 UTC,1565
uxuycom,2023-08-01 00:00:00.000000 UTC,1977
synapse,2024-01-01 00:00:00.000000 UTC,727
jones-dao,2023-01-01 00:00:00.000000 UTC,12452
umamidao,2023-07-01 00:00:00.000000 UTC,1483
dopex-io,2022-01-01 00:00:00.000000 UTC,4539
xy-finance,2023-11-01 00:00:00.000000 UTC,18895
dodoex,2022-12-01 00:00:00.000000 UTC,7635
stargate-finance,2022-05-01 00:00:00.000000 UTC,6572
treasureproject,2021-11-01 00:00:00.000000 UTC,4818
dopex-io,2023-07-01 00:00:00.000000 UTC,2202
woonetwork,2023-07-01 00:00:00.000000 UTC,22643
mux-world,2023-05-01 00:00:00.000000 UTC,1838
livepeer,2023-09-01 00:00:00.000000 UTC,832
thales,2023-02-01 00:00:00.000000 UTC,689
thales,2023-12-01 00:00:00.000000 UTC,462
transit-finance,2023-08-01 00:00:00.000000 UTC,2756
across,2023-03-01 00:00:00.000000 UTC,11035
socket,2022-08-01 00:00:00.000000 UTC,1683
zerion,2023-08-01 00:00:00.000000 UTC,5593
maker-dao,2022-03-01 00:00:00.000000 UTC,3680
paraswap,2023-01-01 00:00:00.000000 UTC,6961
connext,2023-07-01 00:00:00.000000 UTC,2721
savvy-finance,2023-10-01 00:00:00.000000 UTC,901
open-sea,2023-04-01 00:00:00.000000 UTC,1995
hop-protocol,2022-01-01 00:00:00.000000 UTC,1735
lifinance,2022-07-01 00:00:00.000000 UTC,7562
synapse,2023-04-01 00:00:00.000000 UTC,10110
rodeofi,2023-11-01 00:00:00.000000 UTC,573
aave,2023-09-01 00:00:00.000000 UTC,7571
woonetwork,2023-05-01 00:00:00.000000 UTC,15447
mux-world,2022-12-01 00:00:00.000000 UTC,429
mean-finance,2022-11-01 00:00:00.000000 UTC,226
nifty-kit,2023-03-01 00:00:00.000000 UTC,731
across,2022-09-01 00:00:00.000000 UTC,7933
axelar,2023-06-01 00:00:00.000000 UTC,7593
winrprotocol,2023-07-01 00:00:00.000000 UTC,2420
across,2023-05-01 00:00:00.000000 UTC,3119
radiant-capital,2022-07-01 00:00:00.000000 UTC,1567
jones-dao,2022-11-01 00:00:00.000000 UTC,4661
jones-dao,2023-10-01 00:00:00.000000 UTC,885
umamidao,2024-01-01 00:00:00.000000 UTC,2115
layer-zero,2022-10-01 00:00:00.000000 UTC,11154
livepeer,2023-03-01 00:00:00.000000 UTC,3183
omni-swap,2023-09-01 00:00:00.000000 UTC,11277
sperax,2023-05-01 00:00:00.000000 UTC,3091
lodestarfinance,2023-01-01 00:00:00.000000 UTC,216
connext,2024-01-01 00:00:00.000000 UTC,2788
curve,2023-03-01 00:00:00.000000 UTC,6164
vesta-protocol,2023-12-01 00:00:00.000000 UTC,953
ramsesexchange,2023-10-01 00:00:00.000000 UTC,1407
sablier,2023-01-01 00:00:00.000000 UTC,156
vertex-protocol,2023-06-01 00:00:00.000000 UTC,823
tornadocash,2022-11-01 00:00:00.000000 UTC,210
zerion,2022-12-01 00:00:00.000000 UTC,3340
dopex-io,2023-12-01 00:00:00.000000 UTC,4454
slingshot,2022-03-01 00:00:00.000000 UTC,2701
rainbow,2022-12-01 00:00:00.000000 UTC,500
umamidao,2022-05-01 00:00:00.000000 UTC,663
yieldprotocol,2023-01-01 00:00:00.000000 UTC,6875
abracadabra,2023-09-01 00:00:00.000000 UTC,6938
xy-finance,2023-03-01 00:00:00.000000 UTC,542
biconomy,2022-07-01 00:00:00.000000 UTC,1429
mux-world,2023-04-01 00:00:00.000000 UTC,1927
magpiexyz,2023-09-01 00:00:00.000000 UTC,1340
connext,2021-12-01 00:00:00.000000 UTC,1929
zerion,2023-11-01 00:00:00.000000 UTC,3705
elk-finance,2023-06-01 00:00:00.000000 UTC,237
angle-protocol,2022-12-01 00:00:00.000000 UTC,1409
gammastrategies,2023-04-01 00:00:00.000000 UTC,144
livepeer,2022-06-01 00:00:00.000000 UTC,336
traderjoe-xyz,2022-12-01 00:00:00.000000 UTC,780
abracadabra,2023-10-01 00:00:00.000000 UTC,5162
safe-global,2023-12-01 00:00:00.000000 UTC,889
safe-global,2023-09-01 00:00:00.000000 UTC,1037
biconomy,2023-06-01 00:00:00.000000 UTC,882
axelar,2024-01-01 00:00:00.000000 UTC,16841
connext,2022-11-01 00:00:00.000000 UTC,2101
shipyard-software,2023-06-01 00:00:00.000000 UTC,539
