date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-resolv,forecasted_TVL_opchain-resolv
2024-09-24 00:00:00,0.0,0.0,0.0,-4.456325912832432e-06,0.0,0.0,18435206.996104732,15518205.345934058
2024-09-25 00:00:00,8.654643729341278e-06,0.0,1.0459044724323613e-09,1.5443414554138513e-09,0.0,0.0,17579354.312268525,14359715.217052711
2024-09-26 00:00:00,3.924050098084116e-10,0.0,1.4154561241613985e-09,9.281187055956658e-10,0.0,0.0,18785484.994462244,15386149.54877677
2024-09-27 00:00:00,0.0,0.0,1.560389474210308e-09,1.223773549563607e-09,0.0,0.0,18306269.72887139,16151634.793511007
2024-09-28 00:00:00,0.0,0.010125161293518632,2.0114677727443215e-09,7.774294610947746e-10,0.0,0.0,17872914.606706824,14310261.437528295
2024-09-29 00:00:00,0.0,0.009964364836694356,1.2897929503069616e-09,1.0410130348509237e-09,0.0,0.0,18568025.614484966,15415860.479213616
2024-09-30 00:00:00,0.0,0.01562588663648717,1.0832058239435617e-09,9.736672456202509e-10,0.0,0.0,19412921.886030994,16803111.614072774
2024-10-01 00:00:00,0.0,0.0,0.0,5.049229809758895e-10,0.0,0.0,19664000.45781039,15308815.099864582
2024-10-02 00:00:00,0.0,0.0,0.0,3.5074055485741294e-10,0.0,0.0,20420090.077280127,17968520.39833016
2024-10-03 00:00:00,0.0,0.0,0.0,3.377501942576669e-10,0.0,0.0,20399519.730150867,16449011.745797956
2024-10-04 00:00:00,0.0,0.0,0.0,-4.572890312062694e-06,0.0,0.0,20534703.750573833,15907356.474906972
2024-10-05 00:00:00,0.0,0.0,0.0,-3.5278485990271924e-06,0.0,0.0,21883513.51709711,17305392.791993406
2024-10-06 00:00:00,0.0,0.0,0.0,-3.960271891502797e-06,0.0,0.0,19582169.165103637,17786596.04743795
2024-10-07 00:00:00,-4.956821145803385e-06,0.0,1.1274298525666255e-09,1.0171637517867207e-09,0.0,0.0,19711721.608053666,15863050.738443429
2024-10-08 00:00:00,1.8368637535903848e-07,0.0,1.3056074316441364e-09,1.3305294347265056e-09,0.0,0.0,19418455.708855595,15487927.48446905
2024-10-09 00:00:00,0.0,0.0,1.227333289631206e-09,6.133849914858267e-10,0.0,0.0,19844420.341150776,15331282.11394215
2024-10-10 00:00:00,0.0,0.0,1.5402330496105825e-09,-1.7781487084052567e-09,0.0,0.0,19401065.218760468,16673852.990466887
2024-10-11 00:00:00,0.0,0.0,1.2838911921004654e-09,9.10003317533674e-11,0.0,0.0,20024319.357807513,17052255.12372088
2024-10-12 00:00:00,0.0,0.0,9.653028280070342e-10,-8.660449566330308e-20,0.0,0.0,20116716.81919156,17422554.402704492
2024-10-13 00:00:00,0.0,0.0008076009396920906,0.010376110579360729,-4.05200932730965e-06,0.0,0.0,22073901.337266125,17087080.47449804
2024-10-14 00:00:00,0.0,0.0008696532879529056,0.007129050721928305,-5.258831696600436e-06,0.0,0.0,19508802.89357185,17378123.767190374
2024-10-15 00:00:00,0.0,0.0008521239609080905,0.013672498270761365,-5.656889306159096e-06,0.0,0.0,21301594.525112722,17973095.54101045
2024-10-16 00:00:00,1.7792394172341343e-10,0.0,0.0,-4.414944722582044e-06,0.0,0.0,20994114.49379467,16886204.907123435
2024-10-17 00:00:00,0.0,0.0,0.0,-3.6360609175196143e-06,0.0,0.0,19556628.186914563,16599502.44596014
2024-10-18 00:00:00,0.0,0.0,0.0,-5.153988725952059e-06,0.0,0.0,20651463.738794465,17749003.887080308
2024-10-19 00:00:00,0.0,0.0,0.025446070567814175,8.836395838031462e-10,0.0,0.0,21704304.402344633,16841397.28562111
2024-10-20 00:00:00,0.0,0.0,0.014467598114785034,1.6194992451250179e-09,0.0,0.0,21974737.972292297,15910015.726458723
2024-10-21 00:00:00,0.0,0.0,0.02499158850170487,8.321937581764266e-10,0.0,0.0,21593572.177770402,15299904.211692946
2024-10-22 00:00:00,0.0,0.0,0.0033742617732107722,9.228070568442267e-10,0.0,0.0,23362602.714598164,14681167.721542008
2024-10-23 00:00:00,0.0,0.0,0.004436541122130834,1.0380099533401222e-09,0.0,0.0,21768612.161580365,17377521.864833497
2024-10-24 00:00:00,0.0,0.0,0.004579472222268085,8.54499091120386e-10,0.0,0.0,22691596.310658578,16889480.38855466
2024-10-25 00:00:00,0.0,0.0,0.0,1.1057921386831284e-09,0.0,0.0,22574452.319190297,15447830.783421965
2024-10-26 00:00:00,0.0,0.0,0.0,6.461588480090289e-10,0.0,0.0,23204163.597028736,16682531.616888812
2024-10-27 00:00:00,0.0,0.0,0.0,9.058152788401826e-10,0.0,0.0,22973772.664947376,16745883.236995494
2024-10-28 00:00:00,0.0,0.006505312783528676,0.0,-3.795314207935414e-06,0.0,0.0,24378159.122535076,17283843.389151305
2024-10-29 00:00:00,0.0,-0.0006240080375733762,0.0,-3.5325216582074897e-06,0.0,0.0,24859102.18928979,16421237.4175554
2024-10-30 00:00:00,0.0,0.0005683724239361293,0.0,-4.797246475418919e-06,0.0,0.0,23752613.82903845,16139397.368813545
2024-10-31 00:00:00,0.019896189479573667,0.0,0.0,-4.472439619187966e-06,0.0,0.0,25179329.322410505,18149006.82718682
2024-11-01 00:00:00,0.008619635366515594,0.0,0.0,-3.3867294789084285e-06,0.0,0.0,24342961.756046604,16085979.887219658
2024-11-02 00:00:00,0.020126319381919777,0.0,0.0,-4.611692965078802e-06,0.0,0.0,25117010.476602793,16337246.982085008
2024-11-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24541568.078341786,18576842.631749935
2024-11-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24644564.398542464,14606972.386885123
2024-11-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25506000.168600332,19610721.635341063
2024-11-06 00:00:00,0.0,0.0003788244458633739,0.0,-4.849905109118977e-06,0.0,0.0,24206683.614503786,16376004.896955095
2024-11-07 00:00:00,0.0,0.00023424198854786482,0.0,-2.6656990954107504e-06,0.0,0.0,26086448.238734607,16025531.089231852
2024-11-08 00:00:00,0.0,0.00047930766747224723,0.0,-4.012215796618083e-06,0.0,0.0,26951671.64375294,15684479.615629094
2024-11-09 00:00:00,0.0,0.0,0.0,-2.730968568095779e-06,0.0,0.0,25521821.309820693,16634280.336802784
2024-11-10 00:00:00,0.0,0.0,0.0,-3.9475510421583284e-06,0.0,0.0,24759229.13550564,16519066.490362931
2024-11-11 00:00:00,0.0,0.0,0.0,-2.1171367884400184e-06,0.0,0.0,26527557.12965035,16346870.29849008
2024-11-12 00:00:00,0.0,0.0,0.0002946955139742122,-3.950051212402572e-06,0.0,0.0,26796790.770156506,15595963.580974769
2024-11-13 00:00:00,0.0,0.0,0.0005483049481796549,-2.9974757218445867e-06,0.0,0.0,26394198.063474458,14721189.58107917
2024-11-14 00:00:00,0.0,0.0,0.0004215828941500896,-4.966214737213999e-06,0.0,0.0,24856014.300718945,14192851.358768078
2024-11-15 00:00:00,0.0,0.014662647734545857,0.0,-2.685477013108043e-09,0.0,0.0,26120553.435954005,14952346.024809295
2024-11-16 00:00:00,0.0,0.009187284442520162,0.0,-3.063375462507992e-20,0.0,0.0,24778028.333086684,16986531.317531932
2024-11-17 00:00:00,0.0,0.00955175566855108,0.0,-8.958981420565132e-31,0.0,0.0,27265182.594530307,16508533.949022004
2024-11-18 00:00:00,0.0,0.0,0.0,-5.15075142930507e-06,0.0,0.0,25266416.366232317,14156315.069417622
2024-11-19 00:00:00,0.0,0.0,0.0,-4.238150589288316e-06,0.0,0.0,27561792.002483826,15561630.220296191
2024-11-20 00:00:00,0.0,0.0,0.0,-4.095725855166351e-06,0.0,0.0,25712652.934447438,16970651.735371817
2024-11-21 00:00:00,0.0,0.006479551918987452,0.011136277972629253,6.850291986102033e-10,0.0,0.0,27983237.500766862,14570141.601564886
2024-11-22 00:00:00,0.0,0.007323314847185717,0.010267046453014184,6.453373716055741e-10,0.0,0.0,26771348.108841356,15414440.868449345
2024-11-23 00:00:00,0.0,0.01006935853830363,0.007655857967399958,1.085999846534706e-09,0.0,0.0,25613769.264317345,16248863.340455038
2024-11-24 00:00:00,0.000711450089208068,0.0,0.0010712374910419335,-4.435155397586915e-06,0.0,0.0,25284712.956271764,14811558.638417132
2024-11-25 00:00:00,0.00046229656572812397,0.0,0.0027262693329229387,-3.4224488872391865e-06,0.0,0.0,24420765.665970612,15754955.893488338
2024-11-26 00:00:00,0.0006836078159701726,0.0,0.0005116218857222512,-3.1565419360708635e-06,0.0,0.0,23553567.909627408,15401138.103319425
2024-11-27 00:00:00,-0.0002252676839961778,0.0,0.0,-3.6998569780730896e-06,0.0,0.0,22862061.878397193,15559425.593908785
2024-11-28 00:00:00,-0.0001300571464029134,0.0,0.0,-3.306116854746635e-06,0.0,0.0,23574043.580586188,14609013.236408299
2024-11-29 00:00:00,0.0,0.0,0.0,-3.3689807072215934e-06,0.0,0.0,26164969.84099383,14888199.127020882
2024-11-30 00:00:00,0.0,0.0,0.0,-3.243889878255352e-06,0.0,0.0,27030138.639836475,15587921.53547724
2024-12-01 00:00:00,0.0,0.0,0.0,-4.057739949856904e-06,0.0,0.0,26554348.355067603,15331931.904289907
2024-12-02 00:00:00,0.0,0.0,0.0,-1.4614020403749265e-06,0.0,0.0,25195006.34037587,12197663.694537353
2024-12-03 00:00:00,0.011832891140213072,0.0,0.006051220491316275,8.405934605671555e-10,0.0,0.0,26327567.650533915,13093345.983772893
2024-12-04 00:00:00,0.017654559061797696,0.0,0.007580193615877938,4.5305415490582373e-10,0.0,0.0,27034240.85174825,15079700.741637707
2024-12-05 00:00:00,0.012375220363311129,0.0,0.004527446126973254,4.895438907463816e-10,0.0,0.0,26062275.88867351,13251725.00404968
2024-12-06 00:00:00,0.013408375267378276,0.0,0.0005764951924628094,-4.213873518094303e-06,0.0,0.0,28485433.439973053,13973437.231413325
2024-12-07 00:00:00,0.0024653189668015886,0.0,0.0006120728434730169,-4.5955972033750906e-06,0.0,0.0,23538641.659766253,13481700.06303788
2024-12-08 00:00:00,0.000913115090300635,0.0,0.0010857014461689225,-3.3414063754980277e-06,0.0,0.0,26910738.38228304,12800933.795777755
2024-12-09 00:00:00,0.0,0.0004239742464184305,0.009599704690864226,-1.379420454291806e-10,0.0,0.0,25337809.336111214,11914671.587886166
2024-12-10 00:00:00,0.0,0.0007418872245479624,0.00759050252449578,0.0,0.0,0.0,23324407.205484625,15132036.20002586
2024-12-11 00:00:00,0.0,0.000608301656014166,0.010484385554160744,0.0,0.0,0.0,24291251.077808287,14227545.177680697
2024-12-12 00:00:00,0.0,0.007855825862903357,0.004487586425585294,-3.976957043423055e-06,0.0,0.0,22703219.035645243,13370793.443125546
2024-12-13 00:00:00,0.0,0.009579021518461238,0.004788440441807595,-2.743911271876442e-06,0.0,0.0,23744729.724265926,14260687.205716526
2024-12-14 00:00:00,0.0,0.009789852411504318,0.006576562716437773,-5.619223087741022e-06,0.0,0.0,24824713.16671105,13674906.189881833
2024-12-15 00:00:00,0.0,0.003842215777473693,0.0,-1.2325199090503886e-09,0.0,0.0,24314648.944456734,14378108.783411412
2024-12-16 00:00:00,0.0,0.0029168567015367807,0.0,-2.83052502303452e-20,0.0,0.0,25027923.93813932,13019763.74942235
2024-12-17 00:00:00,0.0,0.0007740722408057861,0.0,-4.605719769433168e-31,0.0,0.0,26240887.45827037,13740403.017692192
2024-12-18 00:00:00,0.0,0.0,0.006218088042126897,-3.970885970982088e-06,0.0,0.0,24226198.622206233,13460434.056648247
2024-12-19 00:00:00,0.0,0.0,0.007001089680082939,-4.634366496047388e-06,0.0,0.0,26121387.111427035,14308920.15039944
2024-12-20 00:00:00,0.0,0.0,0.008728794338698666,-4.174651101767241e-06,0.0,0.0,28074063.092369772,14506530.925807444
2024-12-21 00:00:00,0.026406160053622868,0.0010833291010212604,0.0021647191845946163,-3.6564610797769105e-06,0.0,0.0,26489627.938924827,14292648.105661953
2024-12-22 00:00:00,0.016859745219648566,0.0012904112629663327,0.002463310875894365,-4.524791435605451e-06,0.0,0.0,27338010.130379807,15051756.2679658
2024-12-23 00:00:00,0.0167541220233525,0.0019936832851134537,0.002289557972490142,-3.975285973586788e-06,0.0,0.0,27091203.492906198,15715210.886960326
2024-12-24 00:00:00,0.0,0.0,0.001992403112148746,-4.85620982271883e-06,0.0,0.0,28510786.872171424,16507627.265648017
2024-12-25 00:00:00,0.0,0.0,0.001769828387066738,-3.3632617803974523e-06,0.0,0.0,27065358.48300438,16061356.404491214
2024-12-25 23:13:09,0.0,0.0,0.002769251362373271,-3.314433191245961e-06,0.0,0.0,27143776.00753979,
2024-12-26 00:00:00,0.00035316315548026406,0.0,-0.0010471905681000778,1.0195510041056065e-09,0.0,0.0,,
2024-12-27 00:00:00,0.0006414927264331662,0.0,0.0,1.0767112996961111e-09,0.0,0.0,,
2024-12-28 00:00:00,0.0005443799066532983,0.0,0.0,1.166228705977103e-09,0.0,0.0,,
2024-12-29 00:00:00,0.001238328017876413,0.0,0.0,7.397236187906205e-10,0.0,0.0,,
2024-12-30 00:00:00,0.0016354855831110639,0.0,0.0,5.337916931538258e-10,0.0,0.0,,
2024-12-31 00:00:00,0.0009303664128261573,0.0,0.0,8.140367634912446e-10,0.0,0.0,,
2025-01-01 00:00:00,0.01911150384145585,0.006088659995220883,0.0,-1.7368480131640135e-10,0.0,0.0,,
2025-01-02 00:00:00,0.02268200833298558,0.005091306469213026,0.0,0.0,0.0,0.0,,
2025-01-03 00:00:00,0.019177993459363083,0.009556972014745863,0.0,0.0,0.0,0.0,,
2025-01-04 00:00:00,0.0,0.0,0.0,3.1793706368163364e-10,0.0,0.0,,
2025-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-01-07 00:00:00,0.025413092897663445,0.008082330747580939,0.0,-1.832001045217049e-25,0.0,0.0,,
2025-01-08 00:00:00,0.02149042181497268,0.007037684018460645,0.0,-2.058930183373314e-25,0.0,0.0,,
2025-01-09 00:00:00,0.02091423093994285,0.006051035158056969,0.0,-1.8860671237491101e-25,0.0,0.0,,
2025-01-10 00:00:00,0.010977721120581431,0.0034647176804110504,0.0,9.028806681729792e-10,0.0,0.0,,
2025-01-11 00:00:00,0.007131603317700227,0.00036554421298458454,0.0,1.0065341701662993e-09,0.0,0.0,,
2025-01-12 00:00:00,0.008873865899138317,0.001442613341827534,0.0,9.16565702093389e-10,0.0,0.0,,
2025-01-13 00:00:00,-1.0677586720722893e-35,0.011713519656583689,0.006129038191952785,-5.532218216661155e-06,0.0,0.0,,
2025-01-14 00:00:00,-6.497106286969748e-36,0.012158556855601826,0.006154551425176785,-5.0542360301523985e-06,0.0,0.0,,
2025-01-15 00:00:00,-4.5316219927329534e-36,0.01054176888812075,0.006662289404052301,-4.791205137057461e-06,0.0,0.0,,
2025-01-16 00:00:00,0.0028183765997032324,0.0,0.008451751238655237,1.256129276595724e-09,0.0,0.0,,
2025-01-17 00:00:00,0.0028518414539724156,0.0,0.004544174994186707,4.3633773865948545e-10,0.0,0.0,,
2025-01-18 00:00:00,0.004287017467326087,0.0,0.0055886247864060466,8.633477298143336e-10,0.0,0.0,,
2025-01-19 00:00:00,0.0,0.001862419848262302,0.005424570806171617,1.1179116973842926e-09,0.0,0.0,,
2025-01-20 00:00:00,0.0,0.002190427433240484,0.005759269760723458,9.931690718585574e-10,0.0,0.0,,
2025-01-21 00:00:00,0.0,0.0019312315468690657,0.0064286647755669845,6.150644547064546e-10,0.0,0.0,,
2025-01-22 00:00:00,0.0,0.0,0.007800766629086569,-3.851043871216549e-06,0.0,0.0,,
2025-01-23 00:00:00,0.0,0.0,0.00631766240192637,-4.814874605420752e-06,0.0,0.0,,
2025-01-24 00:00:00,0.0,0.0,0.00717954665217275,-3.92260027833474e-06,0.0,0.0,,
2025-01-25 00:00:00,0.0,0.006120172865089587,0.0051966022704812405,1.143786616359435e-09,0.0,0.0,,
2025-01-26 00:00:00,0.0,0.008470326469680522,0.004704815650047092,1.1325112218656328e-09,0.0,0.0,,
2025-01-26 03:45:11,0.0,0.007335303159625393,0.005864697207785033,8.104585989664102e-10,0.0,0.0,,
2025-01-27 00:00:00,0.0,0.0,0.005630518297306312,-4.810494563359691e-06,0.0,0.0,,
2025-01-28 00:00:00,0.0,0.0,0.00354876178459759,-4.2401823013614e-06,0.0,0.0,,
2025-01-29 00:00:00,0.0,0.0,0.003767719899690033,-3.598485885866347e-06,0.0,0.0,,
2025-01-30 00:00:00,0.010582630992159765,0.0,0.004347597854164801,1.2365807211693484e-09,0.0,0.0,,
2025-01-31 00:00:00,0.011288406441054324,0.0,0.0033170278974761973,7.571728605185994e-10,0.0,0.0,,
2025-02-01 00:00:00,0.01014338205537157,0.0,0.003985259038662087,1.173684318937284e-09,0.0,0.0,,
2025-02-02 00:00:00,0.00552451910451054,0.007990071379692779,0.005039527780562003,-3.871878865674631e-06,0.0,0.0,,
2025-02-03 00:00:00,0.005532331421589845,0.005901994105747891,0.003710977170201136,-3.9987796094415835e-06,0.0,0.0,,
2025-02-04 00:00:00,0.005529783299568653,0.007622874623573533,0.0032405510420958224,-4.9787514162230895e-06,0.0,0.0,,
2025-02-05 00:00:00,0.0057328361324265435,0.002771519458957009,0.005213857889832091,1.113699019862116e-09,0.0,0.0,,
2025-02-06 00:00:00,0.009110723750781436,0.005508916442046927,0.00890548634511579,1.14330516784304e-09,0.0,0.0,,
2025-02-07 00:00:00,0.004670871805192083,0.002578587036820401,0.00838731162263948,7.721257129781308e-10,0.0,0.0,,
2025-02-08 00:00:00,0.0025089263782983534,0.004195032984873238,0.004425152483288397,-3.2540007229275756e-06,0.0,0.0,,
2025-02-09 00:00:00,0.003533903276732092,0.004948452839733875,0.0032477421917346595,-3.897874901243125e-06,0.0,0.0,,
2025-02-10 00:00:00,0.004425674213875303,0.004143380875361429,0.004697561104702524,-3.622828502267557e-06,0.0,0.0,,
2025-02-11 00:00:00,0.012783694417346378,0.0003508205267963794,0.0066166939764631385,-4.921939952456944e-06,0.0,0.0,,
