,Project ID,Project Name,Dev Tool ID,Dev Tool Name,Relationship Type,Num Project Devs Engaging with Dev Tool,Num Smart Contract Devs Engaging with Dev Tool,Project Total Txns,Project Total Gas Fees
347,8OFE5IWCLoE1OblV0EVKqxxeZVB3fVgMMLROkerocXQ=,cyberconnecthq,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,1,75024.0,0.11937417631843411
348,8OFE5IWCLoE1OblV0EVKqxxeZVB3fVgMMLROkerocXQ=,cyberconnecthq,S0z7MpfVxxV86mAoLJWkvPDU8XytY-QeJbma-OVarY4=,revm-bluealloy,Engagement,1,1,75024.0,0.11937417631843411
349,8OFE5IWCLoE1OblV0EVKqxxeZVB3fVgMMLROkerocXQ=,cyberconnecthq,ApZUQBKEOWON_LM9juy_o0kXUqjeZO1rFirFeN-kN7s=,dethcrypto,Engagement,1,1,75024.0,0.11937417631843411
350,8OFE5IWCLoE1OblV0EVKqxxeZVB3fVgMMLROkerocXQ=,cyberconnecthq,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,1,75024.0,0.11937417631843411
351,8OFE5IWCLoE1OblV0EVKqxxeZVB3fVgMMLROkerocXQ=,cyberconnecthq,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,1,75024.0,0.11937417631843411
352,8OFE5IWCLoE1OblV0EVKqxxeZVB3fVgMMLROkerocXQ=,cyberconnecthq,_-S_4OPQhIH4TID_hmmAA5OXTOHKI4iN4pvDgt3elQk=,ipfs,Both,1,1,75024.0,0.11937417631843411
353,8OFE5IWCLoE1OblV0EVKqxxeZVB3fVgMMLROkerocXQ=,cyberconnecthq,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Dependency,0,1,75024.0,0.11937417631843411
354,8OFE5IWCLoE1OblV0EVKqxxeZVB3fVgMMLROkerocXQ=,cyberconnecthq,y9t7a2RCN_Cxpi-g-8Qmb5txYxaC0nARzZwmwSWinuI=,foundry,Engagement,1,1,75024.0,0.11937417631843411
355,8OFE5IWCLoE1OblV0EVKqxxeZVB3fVgMMLROkerocXQ=,cyberconnecthq,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,1,75024.0,0.11937417631843411
356,8OFE5IWCLoE1OblV0EVKqxxeZVB3fVgMMLROkerocXQ=,cyberconnecthq,57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,rainbow,Both,1,1,75024.0,0.11937417631843411
357,8RsppqhF6-tHDEnVATmtwf_fUMeOg6EsIn92GIR7NkI=,rubyscore,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,0,477517.0,0.12188648503045084
358,8RsppqhF6-tHDEnVATmtwf_fUMeOg6EsIn92GIR7NkI=,rubyscore,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Dependency,0,0,477517.0,0.12188648503045084
359,8RsppqhF6-tHDEnVATmtwf_fUMeOg6EsIn92GIR7NkI=,rubyscore,v7O_pwRuoVT9BKG9-9pHzkka3dwinL8fYQstm8MlP4Q=,hardhat-nomicfoundation,Dependency,0,0,477517.0,0.12188648503045084
360,8RsppqhF6-tHDEnVATmtwf_fUMeOg6EsIn92GIR7NkI=,rubyscore,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,0,477517.0,0.12188648503045084
361,8RsppqhF6-tHDEnVATmtwf_fUMeOg6EsIn92GIR7NkI=,rubyscore,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,0,477517.0,0.12188648503045084
362,8RsppqhF6-tHDEnVATmtwf_fUMeOg6EsIn92GIR7NkI=,rubyscore,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,0,477517.0,0.12188648503045084
363,8mbrxMpouvWnWvcLF_8RG-q2H04xh9eMZDGNFjLxTR0=,mcgingras-loot2,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Both,1,1,2161.0,0.003913882870353688
364,8mbrxMpouvWnWvcLF_8RG-q2H04xh9eMZDGNFjLxTR0=,mcgingras-loot2,CPTUhEYSDbWL0ObLMFNlnHSRRWPwlCv_AThvHc3PUPI=,latticexyz,Engagement,1,1,2161.0,0.003913882870353688
365,8mbrxMpouvWnWvcLF_8RG-q2H04xh9eMZDGNFjLxTR0=,mcgingras-loot2,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,1,2161.0,0.003913882870353688
366,8mbrxMpouvWnWvcLF_8RG-q2H04xh9eMZDGNFjLxTR0=,mcgingras-loot2,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,1,2161.0,0.003913882870353688
367,8mbrxMpouvWnWvcLF_8RG-q2H04xh9eMZDGNFjLxTR0=,mcgingras-loot2,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,1,2161.0,0.003913882870353688
368,8mbrxMpouvWnWvcLF_8RG-q2H04xh9eMZDGNFjLxTR0=,mcgingras-loot2,PCE9LCHH01ZkCYO-GdLEM4DDJdJvBR9xzfW5Ix5N-Sw=,indexsupply,Engagement,1,1,2161.0,0.003913882870353688
369,8mbrxMpouvWnWvcLF_8RG-q2H04xh9eMZDGNFjLxTR0=,mcgingras-loot2,y9t7a2RCN_Cxpi-g-8Qmb5txYxaC0nARzZwmwSWinuI=,foundry,Engagement,1,1,2161.0,0.003913882870353688
370,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,0,3763.0,0.10205537389008248
371,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Both,1,0,3763.0,0.10205537389008248
372,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,AMRUj6HUvwYnxDOM8OlY2YoA4f33M2X7NODmHamC_XI=,hardhat-tracer-zemse,Both,1,0,3763.0,0.10205537389008248
373,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,Skg2WIacZgsQJx8bP11NeCHF6mkHjHZ-VCmKmi97u3U=,solidity-ethereum,Engagement,2,0,15052.0,0.40822149556032994
374,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,Dc8DKDCOLAOKl0Hv9vWh3krpsqkG-Sk9defPhrWHqPg=,cryo-paradigmxyz,Engagement,1,0,3763.0,0.10205537389008248
375,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,k4oSLWDO_1PZO52wmKkp2JrMN3YypGMmd3VO3I0n8rY=,trueblocks,Engagement,1,0,3763.0,0.10205537389008248
376,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,7gUDkvUsSCuHnuP7sm59b35QEtUkBQ1g5Usam51USRc=,defi-wonderland,Both,1,0,3763.0,0.10205537389008248
377,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,L0aQ_0anKhwigUPBMXghIsdlG60aUlUCzePq6_3GaC8=,sphinx-chugsplash,Engagement,1,0,3763.0,0.10205537389008248
378,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,D1kTRxhL5jyrUMM89CpODFq7N0OFAiVX04m_1FUqktk=,blocknative,Both,2,0,15052.0,0.40822149556032994
379,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,S0z7MpfVxxV86mAoLJWkvPDU8XytY-QeJbma-OVarY4=,revm-bluealloy,Engagement,1,0,3763.0,0.10205537389008248
380,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,0,3763.0,0.10205537389008248
381,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,tgh4Nfzx1PGlz2i8zMrbHi9DuPLpQUnmtVqYZ7v83Fo=,reth-paradigmxyz,Engagement,2,0,15052.0,0.40822149556032994
382,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,ApZUQBKEOWON_LM9juy_o0kXUqjeZO1rFirFeN-kN7s=,dethcrypto,Engagement,2,0,15052.0,0.40822149556032994
383,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,v7O_pwRuoVT9BKG9-9pHzkka3dwinL8fYQstm8MlP4Q=,hardhat-nomicfoundation,Both,1,0,3763.0,0.10205537389008248
384,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,iRrq3otTCxa80zV-CWBrtJXeeAGtyIM9kfy3hyXFK7A=,whatsabi-shazow,Engagement,1,0,3763.0,0.10205537389008248
385,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,y9t7a2RCN_Cxpi-g-8Qmb5txYxaC0nARzZwmwSWinuI=,foundry,Both,5,0,94075.0,2.551384347252062
386,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,utP0HUUvVZW22pMwXVjj5QkWWWfGXv-i6LCpkH5IkaY=,alloy-rs,Engagement,2,0,15052.0,0.40822149556032994
387,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Both,3,0,33867.0,0.9184983650107423
388,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,QMXrH8r1mqwEjb22WQc5yYn2EWQjGyLNE-wJxUleSMY=,crate-crypto,Engagement,1,0,3763.0,0.10205537389008248
389,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,Pv9DcQi2GVUwbkEZPSnblqG96Ij1wGqJaeR_2OTedCk=,lighthouse-sigp,Engagement,1,0,3763.0,0.10205537389008248
390,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,0,3763.0,0.10205537389008248
391,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,N3NbUjeFYswcmJh2CfWMaakK0UqcQPxnHD0rIscpxiY=,beacon-chain,Engagement,1,0,3763.0,0.10205537389008248
392,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,oRirYZnYmwKEXZ0X-KS2YNVg72udn-ZJIedzqdNpbVI=,alchemyplatform,Both,1,0,3763.0,0.10205537389008248
393,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,CPTUhEYSDbWL0ObLMFNlnHSRRWPwlCv_AThvHc3PUPI=,latticexyz,Engagement,1,0,3763.0,0.10205537389008248
394,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,kZVtBKGSl84JGQpuRfuqaUVlY0BP3XZWNy2wYKjB79s=,l2beat,Both,1,0,3763.0,0.10205537389008248
395,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,rainbow,Engagement,2,0,15052.0,0.40822149556032994
396,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,gqc1KYoATFx8-JbkTkVblT6DS2K8tVOSdWUkEoiyGDs=,go-ethereum,Engagement,1,0,3763.0,0.10205537389008248
397,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,aVyyHCAyvC17oFRmyiZz_fgZ1yWnZPrBwhmF3oRqT1w=,synthetix,Engagement,1,0,3763.0,0.10205537389008248
398,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,0,3763.0,0.10205537389008248
399,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,ueCbv6mKZFXtfRF7CghK1M68mjq8jpSFbf4tesVhbHE=,theredguild,Engagement,1,0,3763.0,0.10205537389008248
400,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,r1E7lYltpd3pipZ4-yhn6wABCt0mUfRdjxr208MG5fU=,dappnode,Engagement,1,0,3763.0,0.10205537389008248
401,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,mvFx5v6zrUwi7jH6brJrEHeofOsQ3wo9oumphUrHc_k=,candide-labs,Engagement,1,0,3763.0,0.10205537389008248
402,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,cMy_ZibGiUZCzPBHjDsLrCgBqbqPC-RANz_ePZYqwRU=,tenderly,Both,1,0,3763.0,0.10205537389008248
403,8x6n7ilfQWD-7QDBvzT3LpygWua-t1BLs-_c2FTSOaw=,summer-fi,oEZd9jgPWaKJGuupx-tvUXbdQi5zQ7zNdtdDcpoHODA=,synpress-synthexio,Both,1,0,3763.0,0.10205537389008248
404,9Z3Mui86ibLEEe8h6-VqbF9jKYsyOTw_Ybld0qOxzKY=,lenspost-labs,57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,rainbow,Dependency,0,0,395.0,0.00022917730894589193
405,9Z3Mui86ibLEEe8h6-VqbF9jKYsyOTw_Ybld0qOxzKY=,lenspost-labs,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Dependency,0,0,395.0,0.00022917730894589193
406,9Z3Mui86ibLEEe8h6-VqbF9jKYsyOTw_Ybld0qOxzKY=,lenspost-labs,GJOhFEjiR9_MpR4M7bW7_v-uaJCpQ4f1oitvaTm-sNQ=,0x-splits,Dependency,0,0,395.0,0.00022917730894589193
407,9Z3Mui86ibLEEe8h6-VqbF9jKYsyOTw_Ybld0qOxzKY=,lenspost-labs,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,0,395.0,0.00022917730894589193
408,9Z3Mui86ibLEEe8h6-VqbF9jKYsyOTw_Ybld0qOxzKY=,lenspost-labs,DIFwzDKrLDsrfbdzXMd0V-K852SAS7sR0loKq0bIlco=,libp2p,Dependency,0,0,395.0,0.00022917730894589193
409,9Z3Mui86ibLEEe8h6-VqbF9jKYsyOTw_Ybld0qOxzKY=,lenspost-labs,_-S_4OPQhIH4TID_hmmAA5OXTOHKI4iN4pvDgt3elQk=,ipfs,Dependency,0,0,395.0,0.00022917730894589193
410,9Z3Mui86ibLEEe8h6-VqbF9jKYsyOTw_Ybld0qOxzKY=,lenspost-labs,PZA75rAKiN4P9poFNpkZYK-yrF1r3WgpEHmbvwPjbXk=,zora,Dependency,0,0,395.0,0.00022917730894589193
411,9fdHUXUwgPfemopW3xPuCoLOk5tw7-KQXFgv8HVYtUI=,virtual-protocol,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,1,4425008.0,70.60518928947201
412,9fdHUXUwgPfemopW3xPuCoLOk5tw7-KQXFgv8HVYtUI=,virtual-protocol,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,1,4425008.0,70.60518928947201
413,9fdHUXUwgPfemopW3xPuCoLOk5tw7-KQXFgv8HVYtUI=,virtual-protocol,7UvoYLwQcGamsUW0EDD7aipxdaT5to2z-FJ1P6kh-4k=,eth-infinitism-account-abstraction,Dependency,0,1,4425008.0,70.60518928947201
414,9fdHUXUwgPfemopW3xPuCoLOk5tw7-KQXFgv8HVYtUI=,virtual-protocol,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Dependency,0,1,4425008.0,70.60518928947201
415,9fdHUXUwgPfemopW3xPuCoLOk5tw7-KQXFgv8HVYtUI=,virtual-protocol,v7O_pwRuoVT9BKG9-9pHzkka3dwinL8fYQstm8MlP4Q=,hardhat-nomicfoundation,Dependency,0,1,4425008.0,70.60518928947201
416,9m5hLoDTmTQ-gnxqfs8EwedVET3rTI4V2_2cYv-bOOQ=,omnihub-xyz,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,0,8622.0,0.07570530344009106
417,9m5hLoDTmTQ-gnxqfs8EwedVET3rTI4V2_2cYv-bOOQ=,omnihub-xyz,v7O_pwRuoVT9BKG9-9pHzkka3dwinL8fYQstm8MlP4Q=,hardhat-nomicfoundation,Dependency,0,0,8622.0,0.07570530344009106
418,9m5hLoDTmTQ-gnxqfs8EwedVET3rTI4V2_2cYv-bOOQ=,omnihub-xyz,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,0,8622.0,0.07570530344009106
419,9uUkCzYhzkjCVhwMmQzAGZKSCoGDY0fHo8mksrypvZk=,qidao-mai-finance,v7O_pwRuoVT9BKG9-9pHzkka3dwinL8fYQstm8MlP4Q=,hardhat-nomicfoundation,Dependency,0,2,29124.0,0.03993130294078263
420,9uUkCzYhzkjCVhwMmQzAGZKSCoGDY0fHo8mksrypvZk=,qidao-mai-finance,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,2,29124.0,0.03993130294078263
421,9uUkCzYhzkjCVhwMmQzAGZKSCoGDY0fHo8mksrypvZk=,qidao-mai-finance,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,2,29124.0,0.03993130294078263
422,9uUkCzYhzkjCVhwMmQzAGZKSCoGDY0fHo8mksrypvZk=,qidao-mai-finance,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,2,29124.0,0.03993130294078263
423,9uUkCzYhzkjCVhwMmQzAGZKSCoGDY0fHo8mksrypvZk=,qidao-mai-finance,M42BYUKuR6fTAaWcxx290zHriqE4VNluSLGyn8yTct8=,slither-crytic,Engagement,1,2,29124.0,0.03993130294078263
424,9uUkCzYhzkjCVhwMmQzAGZKSCoGDY0fHo8mksrypvZk=,qidao-mai-finance,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Dependency,0,2,29124.0,0.03993130294078263
425,A4cirfdvQq9-Q2s-_cU-P_PzNlksM4hweVzzlh1b42Q=,arcadia-finance,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Engagement,1,3,160842.0,3.3202833065993436
426,A4cirfdvQq9-Q2s-_cU-P_PzNlksM4hweVzzlh1b42Q=,arcadia-finance,y9t7a2RCN_Cxpi-g-8Qmb5txYxaC0nARzZwmwSWinuI=,foundry,Engagement,2,3,643368.0,13.281133226397378
427,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,3,1176330.0,17.858265766870172
428,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,MCpsUwYZfHNmAmI2Msxk5JorgS4Bgt7_3vvFT5HHnGw=,blst-supranational,Dependency,0,3,1176330.0,17.858265766870172
429,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,cMy_ZibGiUZCzPBHjDsLrCgBqbqPC-RANz_ePZYqwRU=,tenderly,Dependency,0,3,1176330.0,17.858265766870172
430,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,y9t7a2RCN_Cxpi-g-8Qmb5txYxaC0nARzZwmwSWinuI=,foundry,Engagement,3,3,10586970.0,160.7243919018316
431,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,_-S_4OPQhIH4TID_hmmAA5OXTOHKI4iN4pvDgt3elQk=,ipfs,Dependency,0,3,1176330.0,17.858265766870172
432,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,3,1176330.0,17.858265766870172
433,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,DIFwzDKrLDsrfbdzXMd0V-K852SAS7sR0loKq0bIlco=,libp2p,Dependency,0,3,1176330.0,17.858265766870172
434,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,PCE9LCHH01ZkCYO-GdLEM4DDJdJvBR9xzfW5Ix5N-Sw=,indexsupply,Engagement,1,3,1176330.0,17.858265766870172
435,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,3,1176330.0,17.858265766870172
436,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,gqc1KYoATFx8-JbkTkVblT6DS2K8tVOSdWUkEoiyGDs=,go-ethereum,Both,1,3,1176330.0,17.858265766870172
437,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,Both,3,3,10586970.0,160.7243919018316
438,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,rainbow,Dependency,0,3,1176330.0,17.858265766870172
439,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,aVyyHCAyvC17oFRmyiZz_fgZ1yWnZPrBwhmF3oRqT1w=,synthetix,Dependency,0,3,1176330.0,17.858265766870172
440,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Both,1,3,1176330.0,17.858265766870172
441,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,0WGS36D-g3_2ZEILXquvhEsUCBr7R56XEObkTGEUmR0=,go-ethereum-hdwallet-miguelmota,Dependency,0,3,1176330.0,17.858265766870172
442,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Dependency,0,3,1176330.0,17.858265766870172
443,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,QMXrH8r1mqwEjb22WQc5yYn2EWQjGyLNE-wJxUleSMY=,crate-crypto,Dependency,0,3,1176330.0,17.858265766870172
444,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,synapse,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,3,1176330.0,17.858265766870172
445,AtZvZVLwxvDE04pWvy7KhpmAL_I7L8SOAzVJ3G0XvNU=,unioncredit,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Both,1,1,1751.0,0.014052738255259283
446,AtZvZVLwxvDE04pWvy7KhpmAL_I7L8SOAzVJ3G0XvNU=,unioncredit,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,1,1751.0,0.014052738255259283
447,AtZvZVLwxvDE04pWvy7KhpmAL_I7L8SOAzVJ3G0XvNU=,unioncredit,57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,rainbow,Dependency,0,1,1751.0,0.014052738255259283
448,AtZvZVLwxvDE04pWvy7KhpmAL_I7L8SOAzVJ3G0XvNU=,unioncredit,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Both,1,1,1751.0,0.014052738255259283
449,AtZvZVLwxvDE04pWvy7KhpmAL_I7L8SOAzVJ3G0XvNU=,unioncredit,4Hp_l0yvPfbf45RVSsHHhL3LVOxbBuq1ITdXo0RzgVk=,limechain,Engagement,1,1,1751.0,0.014052738255259283
450,AtZvZVLwxvDE04pWvy7KhpmAL_I7L8SOAzVJ3G0XvNU=,unioncredit,v7O_pwRuoVT9BKG9-9pHzkka3dwinL8fYQstm8MlP4Q=,hardhat-nomicfoundation,Dependency,0,1,1751.0,0.014052738255259283
451,AtZvZVLwxvDE04pWvy7KhpmAL_I7L8SOAzVJ3G0XvNU=,unioncredit,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Dependency,0,1,1751.0,0.014052738255259283
452,AtZvZVLwxvDE04pWvy7KhpmAL_I7L8SOAzVJ3G0XvNU=,unioncredit,ly1cUPtyndtB2i_a7hXXzOcpSsH-WGsdZg4LYZmX3sg=,usedapp-truefieng,Dependency,0,1,1751.0,0.014052738255259283
453,AtZvZVLwxvDE04pWvy7KhpmAL_I7L8SOAzVJ3G0XvNU=,unioncredit,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,1,1751.0,0.014052738255259283
454,AtZvZVLwxvDE04pWvy7KhpmAL_I7L8SOAzVJ3G0XvNU=,unioncredit,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,1,1751.0,0.014052738255259283
455,B6NV09NW0OMa_WJFkoUJ2sc1BeeNiDPLqTEADf1IDXM=,rmrk-team,S0z7MpfVxxV86mAoLJWkvPDU8XytY-QeJbma-OVarY4=,revm-bluealloy,Engagement,1,2,35196.0,0.23399447099375
456,B6NV09NW0OMa_WJFkoUJ2sc1BeeNiDPLqTEADf1IDXM=,rmrk-team,7gUDkvUsSCuHnuP7sm59b35QEtUkBQ1g5Usam51USRc=,defi-wonderland,Engagement,1,2,35196.0,0.23399447099375
457,B6NV09NW0OMa_WJFkoUJ2sc1BeeNiDPLqTEADf1IDXM=,rmrk-team,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,2,35196.0,0.23399447099375
458,B6NV09NW0OMa_WJFkoUJ2sc1BeeNiDPLqTEADf1IDXM=,rmrk-team,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,2,35196.0,0.23399447099375
