,package_source,package,github_org_count,artifact_namespace,artifact_name,op_project_count,op_onchain_project_count,op_project_share,op_onchain_project_share,ratio,oso_project
80469,NPM,@cypress/xvfb,171,cypress,xvfb,74.0,44.0,0.11598746081504702,0.12643678160919541,1.0900900900900903,
77811,NPM,@js-sdsl/ordered-map,79,js-sdsl,ordered-map,37.0,22.0,0.05799373040752351,0.06321839080459771,1.0900900900900903,
78659,NPM,@types/json-buffer,100,types,json-buffer,37.0,22.0,0.05799373040752351,0.06321839080459771,1.0900900900900903,
78152,NPM,image-q,86,image-q,image-q,37.0,22.0,0.05799373040752351,0.06321839080459771,1.0900900900900903,
78481,NPM,fontfaceobserver,95,fontfaceobserver,fontfaceobserver,37.0,22.0,0.05799373040752351,0.06321839080459771,1.0900900900900903,
78165,NPM,gifwrap,86,gifwrap,gifwrap,37.0,22.0,0.05799373040752351,0.06321839080459771,1.0900900900900903,
78777,NPM,react-onclickoutside,103,react-onclickoutside,react-onclickoutside,37.0,22.0,0.05799373040752351,0.06321839080459771,1.0900900900900903,
85115,NPM,arg,1524,arg,arg,486.0,289.0,0.7617554858934169,0.8304597701149425,1.0901920438957478,
84849,NPM,safe-regex-test,1295,safe-regex-test,safe-regex-test,412.0,245.0,0.64576802507837,0.7040229885057471,1.0902103559870548,
83312,NPM,symbol-observable,655,symbol-observable,symbol-observable,232.0,138.0,0.36363636363636365,0.39655172413793105,1.0905172413793103,
84043,NPM,dijkstrajs,899,dijkstrajs,dijkstrajs,311.0,185.0,0.48746081504702193,0.5316091954022989,1.0905680600214362,
80690,NPM,@storybook/addon-docs,189,storybook,addon-docs,79.0,47.0,0.1238244514106583,0.13505747126436782,1.0907172995780592,
80938,NPM,d3-quadtree,204,d3-quadtree,d3-quadtree,79.0,47.0,0.1238244514106583,0.13505747126436782,1.0907172995780592,
80846,NPM,@formatjs/ecma402-abstract,198,formatjs,ecma402-abstract,79.0,47.0,0.1238244514106583,0.13505747126436782,1.0907172995780592,
84693,NPM,bindings,1183,bindings,bindings,400.0,238.0,0.6269592476489029,0.6839080459770115,1.0908333333333333,
85143,NPM,raw-body,1552,raw-body,raw-body,489.0,291.0,0.7664576802507836,0.8362068965517241,1.091002044989775,
84346,NPM,uint8arrays,1014,uint8arrays,uint8arrays,326.0,194.0,0.5109717868338558,0.5574712643678161,1.091002044989775,
85141,NPM,ci-info,1550,ci-info,ci-info,494.0,294.0,0.774294670846395,0.8448275862068966,1.091093117408907,
85199,NPM,dir-glob,1612,dir-glob,dir-glob,499.0,297.0,0.7821316614420063,0.853448275862069,1.091182364729459,
79013,NPM,leb128,110,leb128,leb128,42.0,25.0,0.06583072100313479,0.07183908045977011,1.0912698412698412,
78861,NPM,uuid-browser,106,uuid-browser,uuid-browser,42.0,25.0,0.06583072100313479,0.07183908045977011,1.0912698412698412,
85015,NPM,ini,1433,ini,ini,462.0,275.0,0.7241379310344828,0.7902298850574713,1.0912698412698412,
78607,NPM,@storybook/manager-api,99,storybook,manager-api,42.0,25.0,0.06583072100313479,0.07183908045977011,1.0912698412698412,
85239,NPM,follow-redirects,1648,follow-redirects,follow-redirects,514.0,306.0,0.8056426332288401,0.8793103448275862,1.0914396887159532,
83548,NPM,@motionone/easing,715,motionone,easing,257.0,153.0,0.40282131661442006,0.4396551724137931,1.0914396887159532,
83549,NPM,@motionone/generators,715,motionone,generators,257.0,153.0,0.40282131661442006,0.4396551724137931,1.0914396887159532,
83547,NPM,@motionone/types,715,motionone,types,257.0,153.0,0.40282131661442006,0.4396551724137931,1.0914396887159532,
83550,NPM,@motionone/utils,715,motionone,utils,257.0,153.0,0.40282131661442006,0.4396551724137931,1.0914396887159532,
83546,NPM,@motionone/animation,715,motionone,animation,257.0,153.0,0.40282131661442006,0.4396551724137931,1.0914396887159532,
83545,NPM,@motionone/dom,715,motionone,dom,257.0,153.0,0.40282131661442006,0.4396551724137931,1.0914396887159532,
83286,NPM,fast-fifo,641,fast-fifo,fast-fifo,215.0,128.0,0.33699059561128525,0.367816091954023,1.0914728682170542,
84840,NPM,mimic-response,1287,mimic-response,mimic-response,435.0,259.0,0.6818181818181818,0.7442528735632183,1.0915708812260536,
83635,NPM,@stablelib/ed25519,755,stablelib,ed25519,262.0,156.0,0.4106583072100313,0.4482758620689655,1.0916030534351147,
82252,NPM,confbox,354,confbox,confbox,131.0,78.0,0.20532915360501566,0.22413793103448276,1.0916030534351147,
81214,NPM,block-stream,224,block-stream,block-stream,89.0,53.0,0.13949843260188088,0.15229885057471265,1.0917602996254683,
84116,NPM,decimal.js,932,decimal.js,decimal.js,314.0,187.0,0.49216300940438873,0.5373563218390804,1.0918259023354564,
82550,NPM,pvtsutils,402,pvtsutils,pvtsutils,136.0,81.0,0.21316614420062696,0.23275862068965517,1.0919117647058822,
84978,NPM,is-buffer,1416,is-buffer,is-buffer,460.0,274.0,0.7210031347962382,0.7873563218390804,1.0920289855072465,
81247,NPM,just-extend,227,just-extend,just-extend,94.0,56.0,0.14733542319749215,0.16091954022988506,1.0921985815602837,
79695,NPM,@angular-devkit/schematics,137,angular-devkit,schematics,47.0,28.0,0.07366771159874608,0.08045977011494253,1.0921985815602837,
81591,NPM,v8flags,260,v8flags,v8flags,94.0,56.0,0.14733542319749215,0.16091954022988506,1.0921985815602837,
82860,NPM,@walletconnect/mobile-registry,499,walletconnect,mobile-registry,188.0,112.0,0.2946708463949843,0.3218390804597701,1.0921985815602837,
79332,NPM,@smithy/core,120,smithy,core,47.0,28.0,0.07366771159874608,0.08045977011494253,1.0921985815602837,
81965,NPM,@radix-ui/react-direction,304,radix-ui,react-direction,99.0,59.0,0.15517241379310345,0.16954022988505746,1.0925925925925926,
81587,NPM,event-stream,259,event-stream,event-stream,99.0,59.0,0.15517241379310345,0.16954022988505746,1.0925925925925926,
85034,NPM,is-docker,1443,is-docker,is-docker,448.0,267.0,0.7021943573667712,0.7672413793103449,1.0926339285714286,
84691,NPM,file-uri-to-path,1182,file-uri-to-path,file-uri-to-path,401.0,239.0,0.6285266457680251,0.6867816091954023,1.0926849542809642,
84373,NPM,external-editor,1027,external-editor,external-editor,359.0,214.0,0.5626959247648903,0.6149425287356322,1.0928505106778086,
81734,NPM,realpath-native,274,realpath-native,realpath-native,104.0,62.0,0.16300940438871472,0.1781609195402299,1.092948717948718,
81401,NPM,executable,241,executable,executable,104.0,62.0,0.16300940438871472,0.1781609195402299,1.092948717948718,
79090,PIP,base58,112,0,0,52.0,31.0,0.08150470219435736,0.08908045977011494,1.092948717948718,
81885,NPM,react-helmet-async,293,react-helmet-async,react-helmet-async,104.0,62.0,0.16300940438871472,0.1781609195402299,1.092948717948718,
83597,NPM,cli-truncate,741,cli-truncate,cli-truncate,265.0,158.0,0.4153605015673981,0.4540229885057471,1.0930817610062893,
81836,NPM,@types/color-name,287,types,color-name,109.0,65.0,0.17084639498432602,0.1867816091954023,1.0932721712538225,
84843,NPM,decompress-response,1288,decompress-response,decompress-response,436.0,260.0,0.6833855799373041,0.7471264367816092,1.0932721712538225,
84930,NPM,strict-uri-encode,1360,strict-uri-encode,strict-uri-encode,446.0,266.0,0.6990595611285266,0.764367816091954,1.093423019431988,
79699,NPM,@material-ui/system,137,material-ui,system,57.0,34.0,0.08934169278996865,0.09770114942528736,1.0935672514619885,
81775,NPM,js-string-escape,280,js-string-escape,js-string-escape,114.0,68.0,0.1786833855799373,0.19540229885057472,1.0935672514619885,
84309,NPM,cli-width,996,cli-width,cli-width,347.0,207.0,0.5438871473354232,0.5948275862068966,1.0936599423631124,
83852,NPM,resolve.exports,838,resolve.exports,resolve.exports,290.0,173.0,0.45454545454545453,0.49712643678160917,1.0936781609195403,
85083,NPM,is-shared-array-buffer,1497,is-shared-array-buffer,is-shared-array-buffer,471.0,281.0,0.7382445141065831,0.8074712643678161,1.0937721160651097,
85078,NPM,is-weakref,1494,is-weakref,is-weakref,471.0,281.0,0.7382445141065831,0.8074712643678161,1.0937721160651097,
84543,NPM,is-extendable,1103,is-extendable,is-extendable,367.0,219.0,0.5752351097178683,0.6293103448275862,1.0940054495912808,
79928,NPM,temp-write,144,temp-write,temp-write,62.0,37.0,0.09717868338557993,0.10632183908045977,1.0940860215053763,
84526,NPM,@sinonjs/commons,1095,sinonjs,commons,372.0,222.0,0.5830721003134797,0.6379310344827587,1.0940860215053763,
79456,NPM,module-details-from-path,125,module-details-from-path,module-details-from-path,62.0,37.0,0.09717868338557993,0.10632183908045977,1.0940860215053763,
83970,NPM,caller-callsite,876,caller-callsite,caller-callsite,315.0,188.0,0.493730407523511,0.5402298850574713,1.0941798941798941,
83575,NPM,zustand,733,zustand,zustand,253.0,151.0,0.39655172413793105,0.4339080459770115,1.0942028985507246,
82904,NPM,@parcel/watcher-linux-arm64-glibc,510,parcel,watcher-linux-arm64-glibc,191.0,114.0,0.2993730407523511,0.3275862068965517,1.094240837696335,
82906,NPM,@parcel/watcher-linux-arm64-musl,510,parcel,watcher-linux-arm64-musl,191.0,114.0,0.2993730407523511,0.3275862068965517,1.094240837696335,
82913,NPM,@parcel/watcher-linux-x64-glibc,511,parcel,watcher-linux-x64-glibc,191.0,114.0,0.2993730407523511,0.3275862068965517,1.094240837696335,
82917,NPM,@parcel/watcher-win32-x64,512,parcel,watcher-win32-x64,191.0,114.0,0.2993730407523511,0.3275862068965517,1.094240837696335,
82978,NPM,destr,534,destr,destr,191.0,114.0,0.2993730407523511,0.3275862068965517,1.094240837696335,
82907,NPM,@parcel/watcher-linux-arm-glibc,510,parcel,watcher-linux-arm-glibc,191.0,114.0,0.2993730407523511,0.3275862068965517,1.094240837696335,
82912,NPM,@parcel/watcher-darwin-x64,510,parcel,watcher-darwin-x64,191.0,114.0,0.2993730407523511,0.3275862068965517,1.094240837696335,
82909,NPM,@parcel/watcher-win32-arm64,510,parcel,watcher-win32-arm64,191.0,114.0,0.2993730407523511,0.3275862068965517,1.094240837696335,
82905,NPM,@parcel/watcher-android-arm64,510,parcel,watcher-android-arm64,191.0,114.0,0.2993730407523511,0.3275862068965517,1.094240837696335,
82915,NPM,@parcel/watcher-linux-x64-musl,511,parcel,watcher-linux-x64-musl,191.0,114.0,0.2993730407523511,0.3275862068965517,1.094240837696335,
84679,NPM,asn1.js,1172,asn1.js,asn1.js,397.0,237.0,0.622257053291536,0.6810344827586207,1.0944584382871536,
84758,NPM,read-pkg,1223,read-pkg,read-pkg,402.0,240.0,0.6300940438871473,0.6896551724137931,1.0945273631840797,
83011,NPM,nullthrows,550,nullthrows,nullthrows,201.0,120.0,0.31504702194357365,0.3448275862068966,1.0945273631840797,
84671,NPM,wide-align,1166,wide-align,wide-align,407.0,243.0,0.6379310344827587,0.6982758620689655,1.0945945945945945,
80464,NPM,ospath,170,ospath,ospath,72.0,43.0,0.11285266457680251,0.1235632183908046,1.0949074074074074,
80457,NPM,gulplog,170,gulplog,gulplog,72.0,43.0,0.11285266457680251,0.1235632183908046,1.0949074074074074,
79845,NPM,browserify-sha3,143,browserify-sha3,browserify-sha3,72.0,43.0,0.11285266457680251,0.1235632183908046,1.0949074074074074,
80685,NPM,redux-saga,189,redux-saga,redux-saga,72.0,43.0,0.11285266457680251,0.1235632183908046,1.0949074074074074,
83921,NPM,mri,862,mri,mri,293.0,175.0,0.4592476489028213,0.5028735632183908,1.0949943117178613,
82879,NPM,it-first,503,it-first,it-first,149.0,89.0,0.2335423197492163,0.2557471264367816,1.0950782997762862,
84951,NPM,aggregate-error,1385,aggregate-error,aggregate-error,452.0,270.0,0.7084639498432602,0.7758620689655172,1.0951327433628317,
80788,NPM,babel-polyfill,196,babel-polyfill,babel-polyfill,77.0,46.0,0.1206896551724138,0.13218390804597702,1.0952380952380951,
80674,NPM,is-negated-glob,188,is-negated-glob,is-negated-glob,77.0,46.0,0.1206896551724138,0.13218390804597702,1.0952380952380951,
85086,NPM,get-symbol-description,1500,get-symbol-description,get-symbol-description,472.0,282.0,0.7398119122257053,0.8103448275862069,1.0953389830508475,
81198,NPM,it-reader,224,it-reader,it-reader,82.0,49.0,0.12852664576802508,0.14080459770114942,1.0955284552845528,
83361,NPM,@walletconnect/crypto,670,walletconnect,crypto,246.0,147.0,0.38557993730407525,0.4224137931034483,1.0955284552845528,
83362,NPM,@walletconnect/randombytes,670,walletconnect,randombytes,246.0,147.0,0.38557993730407525,0.4224137931034483,1.0955284552845528,
84308,NPM,err-code,995,err-code,err-code,333.0,199.0,0.5219435736677116,0.5718390804597702,1.0955955955955956,
83634,NPM,@stablelib/sha512,755,stablelib,sha512,261.0,156.0,0.4090909090909091,0.4482758620689655,1.0957854406130267,
84920,NPM,normalize-url,1354,normalize-url,normalize-url,440.0,263.0,0.6896551724137931,0.7557471264367817,1.0958333333333334,
84908,NPM,string.prototype.trim,1344,string.prototype.trim,string.prototype.trim,450.0,269.0,0.7053291536050157,0.7729885057471264,1.095925925925926,
84966,NPM,clean-stack,1404,clean-stack,clean-stack,455.0,272.0,0.713166144200627,0.7816091954022989,1.095970695970696,
84406,NPM,lodash.isequal,1040,lodash.isequal,lodash.isequal,368.0,220.0,0.5768025078369906,0.632183908045977,1.0960144927536233,
84480,NPM,figures,1069,figures,figures,368.0,220.0,0.5768025078369906,0.632183908045977,1.0960144927536233,
82871,NPM,@walletconnect/qrcode-modal,502,walletconnect,qrcode-modal,189.0,113.0,0.2962382445141066,0.32471264367816094,1.0961199294532629,
81044,NPM,caching-transform,212,caching-transform,caching-transform,97.0,58.0,0.15203761755485892,0.16666666666666666,1.0962199312714778,
83885,NPM,@typescript-eslint/experimental-utils,853,typescript-eslint,experimental-utils,291.0,174.0,0.4561128526645768,0.5,1.0962199312714778,
81853,NPM,html-parse-stringify,289,html-parse-stringify,html-parse-stringify,97.0,58.0,0.15203761755485892,0.16666666666666666,1.0962199312714778,
80978,NPM,elegant-spinner,207,elegant-spinner,elegant-spinner,97.0,58.0,0.15203761755485892,0.16666666666666666,1.0962199312714778,
82926,NPM,@parcel/watcher-darwin-arm64,517,parcel,watcher-darwin-arm64,194.0,116.0,0.30407523510971785,0.3333333333333333,1.0962199312714778,
85203,NPM,mkdirp,1615,mkdirp,mkdirp,505.0,302.0,0.7915360501567398,0.867816091954023,1.0963696369636964,
84003,NPM,@walletconnect/utils,885,walletconnect,utils,306.0,183.0,0.47962382445141066,0.5258620689655172,1.0964052287581698,
84005,NPM,@walletconnect/types,885,walletconnect,types,306.0,183.0,0.47962382445141066,0.5258620689655172,1.0964052287581698,
83992,NPM,@walletconnect/core,883,walletconnect,core,306.0,183.0,0.47962382445141066,0.5258620689655172,1.0964052287581698,
81519,NPM,@types/js-yaml,253,types,js-yaml,107.0,64.0,0.1677115987460815,0.1839080459770115,1.0965732087227416,
82662,NPM,@babel/plugin-syntax-export-default-from,429,babel,plugin-syntax-export-default-from,157.0,94.0,0.24608150470219436,0.27011494252873564,1.0976645435244161,
85043,NPM,json-stringify-safe,1454,json-stringify-safe,json-stringify-safe,476.0,285.0,0.7460815047021944,0.8189655172413793,1.0976890756302522,
82834,NPM,js-base64,489,js-base64,js-base64,167.0,100.0,0.2617554858934169,0.28735632183908044,1.0978043912175648,
85232,NPM,form-data,1643,form-data,form-data,511.0,306.0,0.8009404388714734,0.8793103448275862,1.0978473581213306,
84524,NPM,dot-case,1093,dot-case,dot-case,354.0,212.0,0.554858934169279,0.6091954022988506,1.097928436911488,
84380,NPM,chardet,1029,chardet,chardet,359.0,215.0,0.5626959247648903,0.617816091954023,1.0979572887650881,
84503,NPM,@sinonjs/fake-timers,1082,sinonjs,fake-timers,369.0,221.0,0.5783699059561128,0.6350574712643678,1.0980126467931348,
82839,NPM,eventemitter2,491,eventemitter2,eventemitter2,187.0,112.0,0.29310344827586204,0.3218390804597701,1.0980392156862746,
84706,NPM,whatwg-fetch,1192,whatwg-fetch,whatwg-fetch,409.0,245.0,0.6410658307210031,0.7040229885057471,1.0982070089649552,
84833,NPM,restore-cursor,1281,restore-cursor,restore-cursor,424.0,254.0,0.664576802507837,0.7298850574712644,1.0982704402515724,
84994,NPM,tough-cookie,1422,tough-cookie,tough-cookie,464.0,278.0,0.7272727272727273,0.7988505747126436,1.098419540229885,
85071,NPM,log-symbols,1487,log-symbols,log-symbols,484.0,290.0,0.7586206896551724,0.8333333333333334,1.0984848484848486,
83377,NPM,@walletconnect/encoding,672,walletconnect,encoding,247.0,148.0,0.3871473354231975,0.42528735632183906,1.098515519568151,
83533,NPM,@walletconnect/heartbeat,711,walletconnect,heartbeat,257.0,154.0,0.40282131661442006,0.4425287356321839,1.098573281452659,
83537,NPM,@walletconnect/relay-api,712,walletconnect,relay-api,257.0,154.0,0.40282131661442006,0.4425287356321839,1.098573281452659,
83541,NPM,@walletconnect/logger,712,walletconnect,logger,257.0,154.0,0.40282131661442006,0.4425287356321839,1.098573281452659,
83530,NPM,@walletconnect/keyvaluestorage,711,walletconnect,keyvaluestorage,257.0,154.0,0.40282131661442006,0.4425287356321839,1.098573281452659,
83523,NPM,@walletconnect/relay-auth,708,walletconnect,relay-auth,257.0,154.0,0.40282131661442006,0.4425287356321839,1.098573281452659,
83522,NPM,@walletconnect/sign-client,707,walletconnect,sign-client,257.0,154.0,0.40282131661442006,0.4425287356321839,1.098573281452659,
84307,NPM,tar-stream,995,tar-stream,tar-stream,352.0,211.0,0.5517241379310345,0.6063218390804598,1.0989583333333333,
73487,NPM,@drptbl/gremlins.js,31,drptbl,gremlins.js,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
75499,NPM,import-modules,46,import-modules,import-modules,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
80509,NPM,blueimp-md5,173,blueimp-md5,blueimp-md5,65.0,39.0,0.10188087774294671,0.11206896551724138,1.0999999999999999,
78536,NPM,stream,97,stream,stream,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
77009,NPM,tv4,65,tv4,tv4,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
78553,NPM,better-sqlite3,97,better-sqlite3,better-sqlite3,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
74077,NPM,@opentelemetry/instrumentation-koa,35,opentelemetry,instrumentation-koa,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
76790,NPM,import-in-the-middle,62,import-in-the-middle,import-in-the-middle,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
75485,NPM,gulp-sass,46,gulp-sass,gulp-sass,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
74108,NPM,@opentelemetry/instrumentation-nestjs-core,35,opentelemetry,instrumentation-nestjs-core,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
79444,NPM,@endemolshinegroup/cosmiconfig-typescript-loader,125,endemolshinegroup,cosmiconfig-typescript-loader,55.0,33.0,0.08620689655172414,0.09482758620689655,1.0999999999999999,
74114,NPM,@opentelemetry/instrumentation-graphql,35,opentelemetry,instrumentation-graphql,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
77634,NPM,@nrwl/cli,76,nrwl,cli,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
78332,NPM,@apidevtools/json-schema-ref-parser,91,apidevtools,json-schema-ref-parser,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
73696,NPM,js-file-download,32,js-file-download,js-file-download,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
72556,NPM,microbundle,26,microbundle,microbundle,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
77987,NPM,@tsconfig/docusaurus,82,tsconfig,docusaurus,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
74194,NPM,@opentelemetry/instrumentation-mongodb,35,opentelemetry,instrumentation-mongodb,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
75830,RUST,regalloc,49,regalloc,regalloc,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
73072,NPM,swagger-client,29,swagger-client,swagger-client,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
80893,NPM,listr-update-renderer,200,listr-update-renderer,listr-update-renderer,95.0,57.0,0.14890282131661442,0.16379310344827586,1.0999999999999999,
80896,NPM,listr-silent-renderer,200,listr-silent-renderer,listr-silent-renderer,95.0,57.0,0.14890282131661442,0.16379310344827586,1.0999999999999999,
76176,NPM,apexcharts,54,apexcharts,apexcharts,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
73111,NPM,case-anything,29,case-anything,case-anything,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
73995,NPM,evm-bn,34,evm-bn,evm-bn,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
74132,NPM,@opentelemetry/instrumentation-hapi,35,opentelemetry,instrumentation-hapi,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
73827,NPM,errlop,33,errlop,errlop,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
73610,NPM,@usedapp/core,31,usedapp,core,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,usedapp-truefieng
78228,NPM,stylelint-config-standard,87,stylelint-config-standard,stylelint-config-standard,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
80423,NPM,eslint-plugin-simple-import-sort,167,eslint-plugin-simple-import-sort,eslint-plugin-simple-import-sort,65.0,39.0,0.10188087774294671,0.11206896551724138,1.0999999999999999,
72993,NPM,react-gtm-module,28,react-gtm-module,react-gtm-module,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
73567,PIP,autopep8,31,0,0,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
78185,NPM,@web3modal/wallet,86,web3modal,wallet,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
76882,NPM,@opentelemetry/context-async-hooks,63,opentelemetry,context-async-hooks,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
74236,PIP,alabaster,36,0,0,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
75344,NPM,json-schema-ref-parser,45,json-schema-ref-parser,json-schema-ref-parser,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
73612,NPM,eslint-config-xo,31,eslint-config-xo,eslint-config-xo,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
75993,PIP,asgiref,51,0,0,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
78293,NPM,emitter-component,90,emitter-component,emitter-component,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
73089,RUBYGEMS,simpleidn,29,0,0,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
75442,NPM,bitwise,45,bitwise,bitwise,30.0,18.0,0.047021943573667714,0.05172413793103448,1.0999999999999999,
79983,NPM,strip-bom-stream,146,strip-bom-stream,strip-bom-stream,60.0,36.0,0.09404388714733543,0.10344827586206896,1.0999999999999999,
74015,NPM,cross-spawn-async,34,cross-spawn-async,cross-spawn-async,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
81258,NPM,uglify-es,228,uglify-es,uglify-es,85.0,51.0,0.13322884012539185,0.14655172413793102,1.0999999999999999,
74136,NPM,@opentelemetry/instrumentation-connect,35,opentelemetry,instrumentation-connect,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
73688,NPM,@nomiclabs/hardhat-ganache,32,nomiclabs,hardhat-ganache,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
71763,NPM,awilix,23,awilix,awilix,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
73673,NPM,lodash.create,32,lodash.create,lodash.create,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
75680,PIP,appdirs,48,0,0,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
80117,PIP,frozenlist,152,0,0,65.0,39.0,0.10188087774294671,0.11206896551724138,1.0999999999999999,
80024,NPM,application-config-path,148,application-config-path,application-config-path,55.0,33.0,0.08620689655172414,0.09482758620689655,1.0999999999999999,
75431,NPM,react-native-crypto,45,react-native-crypto,react-native-crypto,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
79601,NPM,@types/is-ci,131,types,is-ci,65.0,39.0,0.10188087774294671,0.11206896551724138,1.0999999999999999,
76236,NPM,moralis,55,moralis,moralis,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
73128,NPM,defender-admin-client,29,defender-admin-client,defender-admin-client,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
74116,PIP,imagesize,35,0,0,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
72447,PIP,py-evm,25,0,0,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
74122,NPM,@opentelemetry/instrumentation-pg,35,opentelemetry,instrumentation-pg,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
74153,NPM,@opentelemetry/instrumentation-mysql,35,opentelemetry,instrumentation-mysql,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
74182,NPM,@opentelemetry/instrumentation-mysql2,35,opentelemetry,instrumentation-mysql2,15.0,9.0,0.023510971786833857,0.02586206896551724,1.0999999999999999,
72005,RUBYGEMS,google-apis-storage_v1,24,0,0,5.0,3.0,0.007836990595611285,0.008620689655172414,1.1,
73129,NPM,is-file-esm,29,is-file-esm,is-file-esm,5.0,3.0,0.007836990595611285,0.008620689655172414,1.1,
72125,NPM,hasbin,24,hasbin,hasbin,10.0,6.0,0.01567398119122257,0.017241379310344827,1.1,
72017,NPM,eventemitter-asyncresource,24,eventemitter-asyncresource,eventemitter-asyncresource,10.0,6.0,0.01567398119122257,0.017241379310344827,1.1,
65227,NPM,jsel,9,jsel,jsel,5.0,3.0,0.007836990595611285,0.008620689655172414,1.1,
78968,NPM,@storybook/global,108,storybook,global,45.0,27.0,0.07053291536050156,0.07758620689655173,1.1,
71988,NPM,@layerzerolabs/solidity-examples,23,layerzerolabs,solidity-examples,10.0,6.0,0.01567398119122257,0.017241379310344827,1.1,
74528,NPM,urlgrey,38,urlgrey,urlgrey,20.0,12.0,0.03134796238244514,0.034482758620689655,1.1,
80943,NPM,convert-hrtime,205,convert-hrtime,convert-hrtime,75.0,45.0,0.11755485893416928,0.12931034482758622,1.1,
65208,NPM,@xhmikosr/downloader,9,xhmikosr,downloader,5.0,3.0,0.007836990595611285,0.008620689655172414,1.1,
73028,NPM,@dnd-kit/core,28,dnd-kit,core,10.0,6.0,0.01567398119122257,0.017241379310344827,1.1,
66145,NPM,@napi-rs/snappy-darwin-arm64,10,napi-rs,snappy-darwin-arm64,5.0,3.0,0.007836990595611285,0.008620689655172414,1.1,
72097,RUBYGEMS,optparse,24,0,0,5.0,3.0,0.007836990595611285,0.008620689655172414,1.1,
65425,NPM,typechain-target-ethers-v5,10,typechain-target-ethers-v5,typechain-target-ethers-v5,5.0,3.0,0.007836990595611285,0.008620689655172414,1.1,
78938,NPM,yoga-layout-prebuilt,108,yoga-layout-prebuilt,yoga-layout-prebuilt,40.0,24.0,0.06269592476489028,0.06896551724137931,1.1,
66083,NPM,@napi-rs/snappy-android-arm-eabi,10,napi-rs,snappy-android-arm-eabi,5.0,3.0,0.007836990595611285,0.008620689655172414,1.1,
84611,NPM,is-windows,1132,is-windows,is-windows,385.0,231.0,0.603448275862069,0.6637931034482759,1.1,
79522,NPM,react-spring,128,react-spring,react-spring,50.0,30.0,0.07836990595611286,0.08620689655172414,1.1,
