transaction_date,transaction_cnt,active_users,total_transferred,unique_users,retained_percent,daa_to_maa_ratio,total_transferred_in_tokens,cum_transferred
2024-11-16,144613.0,142673.0,1.787283146027723e+20,4717.0,0.010057964716519594,0.11,178728.3146027723,8.809444521395848e+22
2024-11-17,171933.0,170353.0,2.255961725253785e+20,4179.0,0.006310425997781078,0.13,225596.1725253785,8.832004138648386e+22
2024-11-18,143770.0,142606.0,9.369481942066187e+19,4476.0,0.004992777302497791,0.11,93694.81942066188,8.841373620590452e+22
2024-11-19,152351.0,150101.0,2.525031587517842e+20,4561.0,0.004130552094922752,0.11,252503.1587517842,8.86662393646563e+22
2024-11-20,222424.0,217563.0,2.4120092495329414e+20,6691.0,0.001190459774869808,0.16,241200.92495329413,8.89074402896096e+22
2024-11-21,107083.0,103426.0,7.325531460022623e+19,5572.0,0.0024365246649778586,0.08,73255.31460022622,8.898069560420983e+22
2024-11-22,163519.0,159781.0,3.0983806292190554e+20,3204.0,0.004650114844693675,0.12,309838.06292190554,8.929053366713173e+22
2024-11-23,152778.0,149536.0,1.0681370931294618e+20,5041.0,0.012217793708538411,0.11,106813.70931294617,8.939734737644468e+22
2024-11-24,8810.0,6133.0,2.4701982673376862e+19,2126.0,0.28811348442850154,0.0,24701.98267337686,8.942204935911805e+22
2024-11-25,70353.0,69440.0,8.374073134596532e+19,719.0,0.004118663594470046,0.05,83740.73134596532,8.950579009046402e+22
2024-11-26,45835.0,44951.0,7.685190817373895e+19,278.0,0.005806322439990212,0.03,76851.90817373895,8.958264199863776e+22
2024-11-27,6267.0,3213.0,2.9842146612337967e+19,2127.0,0.08839091192032368,0.0,29842.14661233797,8.96124841452501e+22
2024-11-28,50813.0,48502.0,7.745315726980176e+19,1292.0,0.005195662034555276,0.04,77453.15726980177,8.968993730251991e+22
2024-11-29,82915.0,78182.0,1.6613859992749946e+20,4270.0,0.0031720856463124504,0.06,166138.59992749945,8.98560759024474e+22
2024-11-30,110852.0,106807.0,1.659346698179613e+20,3614.0,0.002106603499770614,0.08,165934.66981796132,9.002201057226536e+22
2024-12-01,104407.0,101968.0,6.427519338885679e+19,1880.0,0.0021085046289031854,0.1,64275.19338885679,9.008628576565421e+22
2024-12-02,79846.0,78067.0,1.2680178911099747e+20,1180.0,0.0028309016613934186,0.07,126801.78911099747,9.02130875547652e+22
2024-12-03,106079.0,104625.0,7.656349576635518e+19,875.0,0.0022939068100358423,0.1,76563.49576635518,9.028965105053157e+22
2024-12-04,48863.0,46927.0,2.2782021354909843e+19,1590.0,0.004730752019093486,0.04,22782.021354909844,9.031243307188648e+22
2024-12-05,56844.0,56139.0,1.5708253782407273e+20,179.0,0.0037229020823313563,0.05,157082.53782407273,9.046951560971056e+22
2024-12-06,91106.0,90421.0,1.0179294543772654e+20,193.0,0.002377766226872076,0.08,101792.94543772654,9.057130855514828e+22
2024-12-07,3901.0,2907.0,1.0117348372124121e+19,576.0,0.6240110079119368,0.0,10117.348372124121,9.05814259035204e+22
2024-12-08,13049.0,6790.0,2.726775051006267e+19,4437.0,0.2665684830633284,0.01,27267.75051006267,9.060869365403045e+22
2024-12-09,5293.0,3778.0,2.439229706289969e+19,1660.0,0.4621492853361567,0.0,24392.29706289969,9.063308595109336e+22
2024-12-10,3667.0,2039.0,1.6706156211016806e+19,882.0,0.3589995095635115,0.0,16706.156211016805,9.064979210730437e+22
2024-12-11,87046.0,82576.0,1.3788860490611666e+20,2128.0,0.0028337531486146094,0.08,137888.60490611667,9.078768071221049e+22
2024-12-12,87303.0,84057.0,9.246984641252539e+19,1533.0,0.002676755059067062,0.08,92469.84641252538,9.088015055862302e+22
2024-12-13,75767.0,74689.0,1.063658792345134e+20,424.0,0.0030124917993278794,0.07,106365.8792345134,9.098651643785753e+22
2024-12-14,64404.0,62695.0,1.3759064176977437e+20,715.0,0.0036366536406411995,0.06,137590.64176977437,9.11241070796273e+22
2024-12-15,106226.0,102757.0,1.3094543443757536e+20,1710.0,0.00212150997012369,0.1,130945.43443757536,9.125505251406487e+22
2024-12-16,25377.0,23208.0,2.9423191366228263e+19,670.0,0.009479489831092727,0.02,29423.191366228264,9.12844757054311e+22
2024-12-17,96319.0,88331.0,1.4479728263677034e+20,3566.0,0.0024906318280105513,0.08,144797.28263677034,9.142927298806787e+22
2024-12-18,115924.0,109815.0,1.3686085538071047e+20,3042.0,0.002112643992168647,0.1,136860.85538071048,9.156613384344858e+22
2024-12-19,82011.0,78291.0,5.488808606263654e+19,1870.0,0.002720619228263785,0.07,54888.08606263654,9.162102192951122e+22
2024-12-20,1801.0,1044.0,9.685444758777715e+18,319.0,0.25862068965517243,0.0,9685.444758777714,9.163070737427e+22
2024-12-21,92043.0,82413.0,1.4322745112858957e+20,3442.0,0.0024146675888512734,0.08,143227.45112858957,9.17739348253986e+22
2024-12-22,123730.0,112267.0,1.5483163796946616e+20,4408.0,0.009798070670811548,0.11,154831.63796946616,9.192876646336806e+22
2024-12-23,99644.0,96608.0,9.31493387797316e+19,1500.0,0.0021116263663464724,0.09,93149.33877973161,9.202191580214779e+22
2024-12-24,105441.0,101880.0,4.0872238824247847e+20,1725.0,0.0019630938358853552,0.1,408722.3882424785,9.243063819039026e+22
2024-12-25,111594.0,106435.0,2.9996707508282956e+20,2652.0,0.0019072673462676752,0.1,299967.0750828296,9.273060526547309e+22
