,chain_id,round_id,round_name,project_name_x,project_github,payout_address,status,total_donations_count,total_amount_donated_in_usd,unique_donors_count,project_github_org_space,project_id,artifact_namespace,project_source,project_namespace,project_name_y,display_name,event_source,repository_count,first_commit_date,last_commit_date,star_count,fork_count,contributor_count,contributor_count_6_months,new_contributor_count_6_months,fulltime_developer_average_6_months,active_developer_count_6_months,commit_count_6_months,opened_pull_request_count_6_months,merged_pull_request_count_6_months,opened_issue_count_6_months,closed_issue_count_6_months
109,42161,27,Developer Tooling and Libraries,Nexth - A Next.js + Ethereum starter kit,wslyvh,0x8289432acd5eb0214b1c2526a5edb480aa06a9ab,APPROVED,114,339.0467,114,wslyvh,EjpclpcAsfMlXtI9YvxvAo5u88LFDMzGP_UMlklpGQ0=,wslyvh,OSS_DIRECTORY,oso,useweb3,useWeb3,GITHUB,6,2021-08-18 07:38:40+00:00,2024-05-21 10:02:37+00:00,975,298,113.0,28.0,21.0,0.3333333333333333,2.0,656.0,32.0,37.0,29.0,15.0
110,42161,27,Developer Tooling and Libraries,⚡ TurboETH,turbo-eth,0x1272c8a36441fa3518fac2a4665a60b1d5bef547,APPROVED,58,131.04436,55,turbo-eth,kgAxB8vfbLyYCFalXqpQuA2FtCvkWjTJzKelYBC5R10=,turbo-eth,OSS_DIRECTORY,oso,turbo-eth,TurboETH,GITHUB,18,2022-06-19 01:32:04+00:00,2024-05-03 14:06:26+00:00,469,117,35.0,8.0,7.0,0.0,1.0,11.0,12.0,10.0,5.0,2.0
111,42161,27,Developer Tooling and Libraries,ZK Email,zkemail,0x35292bbd442373046a6fb4bF7e2529FA9A8D5Bb0,APPROVED,1208,2456.2642,1185,zkemail,mPPxE5gIWmDOGYl28LfHliBAVhk0b_ZYyoNNg9CGV2c=,zkemail,OSS_DIRECTORY,oso,zkemail,ZK Email,GITHUB,36,2022-10-12 18:00:15+00:00,2024-05-21 08:15:50+00:00,633,155,51.0,33.0,21.0,0.6,8.0,957.0,143.0,100.0,128.0,106.0
112,42161,27,Developer Tooling and Libraries,variance,vaariance,0xe1baa8f32ac4aa03031bbd6b6a970ab1892195ee,APPROVED,64,107.584,63,vaariance,2Ml1RLRnwPl8cfHkrEmKa4eBEsV5eJZUEtW0LsU9bqM=,vaariance,OSS_DIRECTORY,oso,vaariance,variance,GITHUB,9,2023-10-21 23:08:48+00:00,2024-05-04 17:02:04+00:00,12,3,4.0,4.0,2.0,0.0,2.0,105.0,11.0,9.0,1.0,0.0
113,42161,27,Developer Tooling and Libraries,ethui,ethui,0x0063A660Fb166E9deF01C7B4fd0303B054Ed1B9e,APPROVED,97,446.1969,96,ethui,cKN_vDoRaHyBz8fshOcVTqtp8-QjtiSDWvJRuL8lnsI=,ethui,OSS_DIRECTORY,oso,ethui,ethui,GITHUB,9,2023-04-07 07:39:43+00:00,2024-05-20 16:56:49+00:00,233,32,27.0,11.0,4.0,0.25,6.0,267.0,139.0,133.0,14.0,13.0
114,42161,27,Developer Tooling and Libraries,PLUME: Enabling Private Voting on Ethereum via ERC 7524,plume-sig,0x23aDa6E6A9E9D4EcDDd185e3ec353163BCeeBF2a,APPROVED,88,143.88977,83,plume-sig,ntnT7i-l5sbz9uqVuyocYDvHddZMwcwcqZPK15TETA0=,plume-sig,OSS_DIRECTORY,oso,plume-sig,PLUME: Pseudonymously Linked Unique Message Entities,GITHUB,3,2022-09-02 18:57:55+00:00,2024-05-01 08:30:24+00:00,125,22,17.0,4.0,2.0,0.0,3.0,31.0,20.0,16.0,11.0,13.0
115,42161,29,Climate Round,Sovereign Nature Initiative — Triggering Nature-Positive Funding One Asset at a Time,sovereign-nature,0x569FaBB24D7191154F34188510629fE4d1eA8252,APPROVED,48,180.74524,47,sovereign-nature,ya9qH5Zv_eGa7DGqeWVX0-sxfq_NuPPspbBE2TvwKtM=,sovereign-nature,OSS_DIRECTORY,oso,sovereign-nature,Sovereign Nature Initiative & Hypercerts – Catalysing Biodiversity Restoration through Proof of Ecological Contribution,GITHUB,22,2022-01-31 17:06:36+00:00,2024-05-21 13:04:23+00:00,11,6,10.0,5.0,2.0,0.16666666666666666,3.0,766.0,652.0,622.0,0.0,0.0
116,42161,28,Hypercerts Ecosystem Round,Sovereign Nature Initiative & Hypercerts – Catalysing Biodiversity Restoration through Proof of Ecological Contribution,sovereign-nature,0x569FaBB24D7191154F34188510629fE4d1eA8252,APPROVED,41,274.95566,40,sovereign-nature,ya9qH5Zv_eGa7DGqeWVX0-sxfq_NuPPspbBE2TvwKtM=,sovereign-nature,OSS_DIRECTORY,oso,sovereign-nature,Sovereign Nature Initiative & Hypercerts – Catalysing Biodiversity Restoration through Proof of Ecological Contribution,GITHUB,22,2022-01-31 17:06:36+00:00,2024-05-21 13:04:23+00:00,11,6,10.0,5.0,2.0,0.16666666666666666,3.0,766.0,652.0,622.0,0.0,0.0
117,42161,29,Climate Round,gainforest,gainforest,0xD1554f3b43ad8274Ef5A550F17d6579daE16c5B6,APPROVED,141,511.7156,133,gainforest,Mqdd4GjX0VSeGHlb8efCYSIDXAyIhEN6xsG1tFywlbg=,gainforest,OSS_DIRECTORY,oso,gainforest,GainForest,GITHUB,4,2022-08-05 14:19:55+00:00,2022-08-18 12:00:54+00:00,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,42161,28,Hypercerts Ecosystem Round,gainforest,gainforest,0xD1554f3b43ad8274Ef5A550F17d6579daE16c5B6,APPROVED,43,106.867546,43,gainforest,Mqdd4GjX0VSeGHlb8efCYSIDXAyIhEN6xsG1tFywlbg=,gainforest,OSS_DIRECTORY,oso,gainforest,GainForest,GITHUB,4,2022-08-05 14:19:55+00:00,2022-08-18 12:00:54+00:00,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,42161,29,Climate Round,RWA x Public Goods | BASIN,basin-global,0xEAF9830bB7a38A3CEbcaCa3Ff9F626C424F3fB55,APPROVED,79,420.6001,75,basin-global,Zd-HU1scLjkxGpnAGiZeWNna7Kp9DnSkmB1_HJshsUA=,basin-global,OSS_DIRECTORY,oso,basin-global,basin.global,GITHUB,15,2022-09-17 12:00:01+00:00,2024-05-21 13:46:15+00:00,7,4,5.0,3.0,1.0,1.0,3.0,263.0,16.0,16.0,3.0,0.0
120,42161,25,dApps & Apps ,RWA x Public Goods | BASIN,basin-global,0xEAF9830bB7a38A3CEbcaCa3Ff9F626C424F3fB55,APPROVED,114,215.34108,110,basin-global,Zd-HU1scLjkxGpnAGiZeWNna7Kp9DnSkmB1_HJshsUA=,basin-global,OSS_DIRECTORY,oso,basin-global,basin.global,GITHUB,15,2022-09-17 12:00:01+00:00,2024-05-21 13:46:15+00:00,7,4,5.0,3.0,1.0,1.0,3.0,263.0,16.0,16.0,3.0,0.0
121,42161,28,Hypercerts Ecosystem Round,RWA x Public Goods | BASIN,basin-global,0xEAF9830bB7a38A3CEbcaCa3Ff9F626C424F3fB55,APPROVED,33,62.28801,33,basin-global,Zd-HU1scLjkxGpnAGiZeWNna7Kp9DnSkmB1_HJshsUA=,basin-global,OSS_DIRECTORY,oso,basin-global,basin.global,GITHUB,15,2022-09-17 12:00:01+00:00,2024-05-21 13:46:15+00:00,7,4,5.0,3.0,1.0,1.0,3.0,263.0,16.0,16.0,3.0,0.0
122,42161,29,Climate Round,Sunrise Stake,sunrise-stake,0xa36B9BF19a2e809c8C02E982844E9cf77279Cda5,APPROVED,34,175.61186,30,sunrise-stake,Jlc8KkeFvq8EINbxk4O5cM97_U03jE1I4h-dXUMFaMQ=,sunrise-stake,OSS_DIRECTORY,oso,sunrise-stake,sunrise-stake,GITHUB,13,2022-12-06 16:42:45+00:00,2024-03-23 10:19:30+00:00,18,12,13.0,2.0,0.0,0.0,1.0,60.0,7.0,5.0,0.0,0.0
123,42161,29,Climate Round,Grassroots Economics,grassrootseconomics,0xba0FEE8490118FC4f46Bd0974D7BF93d0e2f1064,APPROVED,70,650.04596,67,grassrootseconomics,2vg6VNbFW_qBMNGbl25lzb_8VFcO8TD864XCUzho8U8=,grassrootseconomics,OSS_DIRECTORY,oso,grassrootseconomics,Grassroots Economics,GITHUB,75,2018-04-25 08:48:19+00:00,2024-05-21 10:25:51+00:00,76,47,25.0,7.0,2.0,0.5,5.0,266.0,71.0,31.0,44.0,36.0
124,42161,29,Climate Round,dMeter,dmeter4dmrv,0xdAbfe7fcfC45549eb5CA56a1686F18c11520eE34,APPROVED,44,215.84856,42,dmeter4dmrv,kyp4xG1lUYb02JEg-q4x3yKH2KCWBDKFMgEQEToAFlY=,dmeter4dmrv,OSS_DIRECTORY,oso,dmeter4dmrv,dMeter,GITHUB,4,2023-10-22 21:04:20+00:00,2023-10-22 21:11:56+00:00,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,42161,28,Hypercerts Ecosystem Round,dMeter,dmeter4dmrv,0xdAbfe7fcfC45549eb5CA56a1686F18c11520eE34,APPROVED,20,33.03747,20,dmeter4dmrv,kyp4xG1lUYb02JEg-q4x3yKH2KCWBDKFMgEQEToAFlY=,dmeter4dmrv,OSS_DIRECTORY,oso,dmeter4dmrv,dMeter,GITHUB,4,2023-10-22 21:04:20+00:00,2023-10-22 21:11:56+00:00,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,42161,24,ENS Identity,ENS Road Around Brazil – by blockful,blockful-io,0x000ee9A6Bcec9AadCc883bD52B2c9A75FB098991,APPROVED,43,384.71698,41,blockful-io,zryDqkEcTg82XnQV40hYa8tDN35bPYvPiguWM5sEqM0=,blockful-io,OSS_DIRECTORY,oso,blockful-io,blockful-io,GITHUB,34,2022-07-26 21:58:15+00:00,2024-05-21 15:24:47+00:00,67,74,23.0,20.0,15.0,1.0,8.0,626.0,297.0,253.0,315.0,277.0
127,42161,24,ENS Identity,Fluidkey,fluidkey,0xB9800F0c6f6DaEA52f8eFe215134f066FD2e3598,APPROVED,236,969.2891,234,fluidkey,mc7Na0c0ae6iOQKCVtFtYmHRUHdNFUX3mWUTWLbKDD4=,fluidkey,OSS_DIRECTORY,oso,fluidkey,Fluidkey,GITHUB,7,2023-07-21 16:15:30+00:00,2024-04-14 02:37:26+00:00,61,21,14.0,14.0,12.0,1.0,3.0,202.0,15.0,15.0,5.0,2.0
128,42161,24,ENS Identity,rotki,rotki,0x9531C059098e3d194fF87FebB587aB07B30B1306,APPROVED,77,391.94543,76,rotki,64qp1ybgolFxPB47LJA0p7BGYKekaqGS8p3yqqvkL3o=,rotki,OSS_DIRECTORY,oso,rotki,rotki,GITHUB,26,2018-12-15 14:32:31+00:00,2024-05-21 13:58:15+00:00,2690,569,492.0,72.0,42.0,0.8333333333333334,8.0,1939.0,1124.0,1082.0,185.0,170.0
129,42161,25,dApps & Apps ,rotki,rotki,0x9531C059098e3d194fF87FebB587aB07B30B1306,APPROVED,401,2406.0774,391,rotki,64qp1ybgolFxPB47LJA0p7BGYKekaqGS8p3yqqvkL3o=,rotki,OSS_DIRECTORY,oso,rotki,rotki,GITHUB,26,2018-12-15 14:32:31+00:00,2024-05-21 13:58:15+00:00,2690,569,492.0,72.0,42.0,0.8333333333333334,8.0,1939.0,1124.0,1082.0,185.0,170.0
130,42161,24,ENS Identity,Bankless Academy,bankless-academy,0xe1887fF140BfA9D3b45D0B2077b7471124acD242,APPROVED,87,222.7783,84,bankless-academy,GwNEsk-njRVO0JZtMykYtksIpjvgaN0IcYWvM2tCg7U=,bankless-academy,OSS_DIRECTORY,oso,bankless-academy,Bankless Academy,GITHUB,8,2021-11-12 19:45:50+00:00,2024-05-15 19:09:12+00:00,20,11,6.0,3.0,0.0,0.2,1.0,608.0,18.0,10.0,0.0,0.0
131,42161,25,dApps & Apps ,Bankless Academy,bankless-academy,0xe1887fF140BfA9D3b45D0B2077b7471124acD242,APPROVED,478,1209.704,470,bankless-academy,GwNEsk-njRVO0JZtMykYtksIpjvgaN0IcYWvM2tCg7U=,bankless-academy,OSS_DIRECTORY,oso,bankless-academy,Bankless Academy,GITHUB,8,2021-11-12 19:45:50+00:00,2024-05-15 19:09:12+00:00,20,11,6.0,3.0,0.0,0.2,1.0,608.0,18.0,10.0,0.0,0.0
132,42161,24,ENS Identity,WebHash,1w3io,0x898b2500C4Fed262D7cc564dD892A34B33DA0a41,APPROVED,53,579.9444,50,1w3io,C85B5qNR7_7MlpzR5kFKOsFMkfjZt9OKG0yorX7QSoo=,1w3io,OSS_DIRECTORY,oso,1w3,1W3,GITHUB,6,2023-03-18 19:47:49+00:00,2023-11-25 19:01:50+00:00,3,6,2.0,1.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0
133,42161,24,ENS Identity,Lemonade- SSI,lemonadesocial,0x365659242D26c4BE14378056f2D55EbC0F7C90ee,APPROVED,38,98.54901,37,lemonadesocial,yvRpl-xbe06Rfn-xkJGtLroUvgznmuY7AH4pVymODMM=,lemonadesocial,OSS_DIRECTORY,oso,lemonadesocial,Her Nation,GITHUB,15,2021-04-18 12:32:37+00:00,2024-05-09 06:53:15+00:00,12,6,14.0,10.0,2.0,0.5,7.0,251.0,288.0,169.0,0.0,0.0
134,42161,25,dApps & Apps ,Her Nation ,lemonadesocial,0x622667af000Be4125d833AB36d86c8a4C1f726e9,APPROVED,30,69.930145,28,lemonadesocial,yvRpl-xbe06Rfn-xkJGtLroUvgznmuY7AH4pVymODMM=,lemonadesocial,OSS_DIRECTORY,oso,lemonadesocial,Her Nation,GITHUB,15,2021-04-18 12:32:37+00:00,2024-05-09 06:53:15+00:00,12,6,14.0,10.0,2.0,0.5,7.0,251.0,288.0,169.0,0.0,0.0
135,42161,24,ENS Identity,NameHash Labs,namehash,0x1a199654959140E5c1A2F4135fAA7Ba2748939C5,APPROVED,50,156.26392,49,namehash,glsQOhuDban83HYjPuy8U6_wxT4ktM3oUcCHr06-w1U=,namehash,OSS_DIRECTORY,oso,namehash,NameHash Labs,GITHUB,11,2023-02-23 11:06:33+00:00,2024-05-21 11:30:14+00:00,61,5,14.0,13.0,7.0,0.0,10.0,458.0,206.0,163.0,1.0,1.0
136,42161,24,ENS Identity,Unruggable,unruggable-labs,0x54FC3A658970d750B082392F2b135282644BBA7b,APPROVED,44,157.0537,42,unruggable-labs,47pwLAQ6E4_r7_TJ-OAyfJA_BmR7ifgbdrCsA8__Dfc=,unruggable-labs,OSS_DIRECTORY,oso,unruggable-labs,Unruggable Names,GITHUB,7,2023-08-15 01:17:08+00:00,2024-05-21 14:42:06+00:00,13,3,3.0,3.0,1.0,0.0,3.0,43.0,2.0,2.0,0.0,0.0
137,42161,25,dApps & Apps ,Tape (formerly Lenstube),tapexyz,0x01d79BcEaEaaDfb8fD2F2f53005289CFcF483464,APPROVED,2016,4018.966,1975,tapexyz,KmvbkhIqihtoA4Btn6sAmuCPhUCDIgDsldMEMkHR4Lw=,tapexyz,OSS_DIRECTORY,oso,tapexyz,tapexyz,GITHUB,4,2022-08-27 14:00:16+00:00,2024-05-21 08:00:15+00:00,4403,299,37.0,7.0,2.0,0.16666666666666666,1.0,686.0,229.0,224.0,8.0,11.0
138,42161,25,dApps & Apps ,Hey.xyz (formerly Lenster),heyxyz,0x03Ba34f6Ea1496fa316873CF8350A3f7eaD317EF,APPROVED,12480,42647.844,11915,heyxyz,m-ayiyYXbU1nR5aCLuliEKsYRca6b_8aNzdBbKn56pM=,heyxyz,OSS_DIRECTORY,oso,heyxyz,heyxyz,GITHUB,2,2022-03-19 15:09:37+00:00,2024-05-21 02:42:24+00:00,22509,1474,439.0,55.0,45.0,0.14285714285714285,2.0,2900.0,622.0,553.0,182.0,223.0
139,42161,25,dApps & Apps ,Toaster Finance,toaster-finance,0x30CAEb399186E087668e85F4424ea39Baf4981aD,APPROVED,291,413.01852,284,toaster-finance,w27aGjuSUG-3KdgUWxPkHvwlI5ZeYLr8NmcthCHgRI4=,toaster-finance,OSS_DIRECTORY,oso,toaster-finance,toaster-finance,GITHUB,4,2023-09-28 19:31:15+00:00,2024-05-21 07:27:57+00:00,1,0,2.0,2.0,1.0,0.0,2.0,11.0,6.0,6.0,0.0,0.0
140,42161,25,dApps & Apps ,Rankify,rankify-it,0x8F29e5660d967c9e7308BE3697b9C7D5Ebd853aE,APPROVED,599,1448.5204,590,rankify-it,xqhkpFKo7T4vtFXIoLk1iv3X8ySWCTNu_SDQI5Jf9Z8=,rankify-it,OSS_DIRECTORY,oso,rankify-it,Rankify,GITHUB,2,2023-11-07 11:00:25+00:00,2024-05-14 07:29:21+00:00,4,0,3.0,3.0,2.0,0.0,1.0,169.0,40.0,35.0,22.0,2.0
141,42161,25,dApps & Apps ,Tokenguard - dApp Conversion Analytics,tokenguardio,0x4CB4593567075889cba9f71B23AD6c3D54698117,APPROVED,44,129.92557,41,tokenguardio,QRN-bSjsX2Sr0JwZs90XeaJEftTEsqixPXxvgui2PGg=,tokenguardio,OSS_DIRECTORY,oso,tokenguardio,Tokenguard - dApp Conversion Analytics,GITHUB,24,2020-04-03 10:08:05+00:00,2024-04-18 07:35:22+00:00,5,1,13.0,4.0,1.0,0.0,2.0,26.0,5.0,4.0,0.0,0.0
142,42161,25,dApps & Apps ,Citizen Wallet,citizenwallet,0x20451461D5b609C5a3256d78F64c4Afee860Dc32,APPROVED,395,693.24304,386,citizenwallet,cNbq80ciLtyg6QeEt-oj-Nmuop4o7zci8mzsDZssXeE=,citizenwallet,OSS_DIRECTORY,oso,citizenwallet,Citizen Wallet,GITHUB,25,2022-12-09 11:24:08+00:00,2024-05-21 15:56:48+00:00,15,17,11.0,10.0,6.0,0.75,3.0,920.0,65.0,53.0,42.0,18.0
143,42161,23,Hackathon Alumni,NFC wallet,citizenwallet,0x10B651F374A98de2Bb8EeD3286ad8c05C2B5c53F,APPROVED,634,1233.1088,622,citizenwallet,cNbq80ciLtyg6QeEt-oj-Nmuop4o7zci8mzsDZssXeE=,citizenwallet,OSS_DIRECTORY,oso,citizenwallet,Citizen Wallet,GITHUB,25,2022-12-09 11:24:08+00:00,2024-05-21 15:56:48+00:00,15,17,11.0,10.0,6.0,0.75,3.0,920.0,65.0,53.0,42.0,18.0
144,42161,25,dApps & Apps ,JobStash,jobstash,0xf071e75C56eD5B162B5cb5e9D30d752BcD663f2D,APPROVED,110,518.4331,105,jobstash,cGV1ID2eQFq2gfLXzwpXGs86C5m2PhyqRd5C6sF7Hg4=,jobstash,OSS_DIRECTORY,oso,jobstash,JobStash,GITHUB,7,2023-11-27 19:11:21+00:00,2024-05-21 15:01:30+00:00,4,4,7.0,7.0,7.0,0.6,5.0,469.0,20.0,21.0,13.0,12.0
145,42161,25,dApps & Apps ,Venn Protocol,australopitech,0x1FF256A1b3d20a93925ebf43DaBFC29d4353447a,APPROVED,64,100.682274,61,australopitech,6DFbDediJFjWNeETELifL_TeTsAo2QHuex3AxbZ_ajU=,australopitech,OSS_DIRECTORY,oso,australopitech,Venn Protocol,GITHUB,3,2024-03-18 18:41:34+00:00,2024-05-18 12:30:48+00:00,3,0,1.0,1.0,1.0,0.0,1.0,73.0,3.0,3.0,0.0,0.0
146,42161,25,dApps & Apps ,AikiSend,aikilabs,0x2e2316088c015F4BF27D86A1458A707af536A324,APPROVED,26,27.654486,25,aikilabs,9AG91MbJldcXaf7LWI35FgaOxdDfJmvhwbhizac_KtE=,aikilabs,OSS_DIRECTORY,oso,aikilabs,Aiki Labs,GITHUB,4,2023-04-16 06:28:34+00:00,2024-02-03 21:30:00+00:00,2,3,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
147,42161,25,dApps & Apps ,Kiwi News,attestate,0x1337E2624ffEC537087c6774e9A18031CFEAf0a9,APPROVED,140,485.55896,138,attestate,0vxdfbwEGwn4il9c4oGyjno56OLaf-q61GARCJvMK0U=,attestate,OSS_DIRECTORY,oso,kiwi-news-attestate,Kiwi News,GITHUB,3,2021-12-22 15:07:25+00:00,2024-05-20 20:56:29+00:00,56,20,16.0,6.0,3.0,0.2,3.0,336.0,14.0,6.0,7.0,1.0
148,42161,25,dApps & Apps ,BCard,bankless-card,0xd281c47d59dC3d7275e16Dbef94a995077596F7b,APPROVED,119,496.57593,114,bankless-card,VjlkbrL34ZGMvJ1ygt1oyW7Ib1kYecB3GeNCMoyClwk=,bankless-card,OSS_DIRECTORY,oso,bankless-card,Bankless Card,GITHUB,7,2022-08-14 16:39:11+00:00,2024-04-18 17:41:16+00:00,4,3,9.0,3.0,1.0,0.0,2.0,69.0,11.0,7.0,0.0,0.0
149,42161,25,dApps & Apps ,Quack,lenspost-labs,0x77fAD8D0FcfD481dAf98D0D156970A281e66761b,APPROVED,53,111.16728,49,lenspost-labs,9Z3Mui86ibLEEe8h6-VqbF9jKYsyOTw_Ybld0qOxzKY=,lenspost-labs,OSS_DIRECTORY,oso,lenspost-labs,Quack,GITHUB,19,2023-04-07 09:31:57+00:00,2024-05-13 14:03:32+00:00,3,6,6.0,6.0,5.0,0.3333333333333333,6.0,518.0,117.0,116.0,0.0,0.0
150,42161,25,dApps & Apps ,wagmi fund,wagmifund,0x191A02b27C288B52c7906F3D751D9a158e24040A,APPROVED,65,81.508766,60,wagmifund,PtWxv3lWetlwzXLz8wxtxxRU4BhK9yTPXRtLc9sefBg=,wagmifund,OSS_DIRECTORY,oso,wagmifund,wagmi fund,GITHUB,1,2023-08-05 20:31:03+00:00,2024-05-04 20:34:21+00:00,1,1,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0
151,42161,25,dApps & Apps ,Using ZK for game optimization in Dark Forest,dfarchon,0xf0dBDe527c63B63178576578777f0b7E24755ABb,APPROVED,123,289.33514,120,dfarchon,cGSfed5n_2kb6zfg109EsZXpvhPknFbJTXb61dSlAak=,dfarchon,OSS_DIRECTORY,oso,dfarchon,DFArchon,GITHUB,18,2021-12-08 10:01:32+00:00,2024-05-17 02:55:39+00:00,22,19,15.0,12.0,10.0,0.0,3.0,114.0,52.0,44.0,1.0,1.0
152,42161,25,dApps & Apps ,GrantsScope - Grantee Discovery Using LLMs,grantsscope,0x2dd2036C9Db2ADA2739509AF0047c00C8b9291EF,APPROVED,76,153.57922,75,grantsscope,gH36826YRj2DNvNi3i8xn3HqVEg09WpTQZPFfbCB97s=,grantsscope,OSS_DIRECTORY,oso,grantsscope,GrantsScope - Grantee Discovery Using LLMs,GITHUB,10,2024-04-18 17:10:13+00:00,2024-04-18 17:39:54+00:00,2,0,1.0,1.0,1.0,0.0,1.0,153.0,0.0,0.0,0.0,0.0
153,42161,25,dApps & Apps ,ShapeShift DAO,shapeshift,0x38276553F8fbf2A027D901F8be45f00373d8Dd48,APPROVED,2568,3503.6125,2520,shapeshift,V-4zX6sbpekcUa8dFB8nfRW3IpxnGtGjDIUHg8eJmnc=,shapeshift,OSS_DIRECTORY,oso,shapeshift,ShapeShift DAO,GITHUB,46,2019-08-05 17:49:36+00:00,2024-05-21 11:59:38+00:00,548,528,193.0,18.0,2.0,0.6666666666666666,6.0,948.0,939.0,894.0,402.0,385.0
154,42161,25,dApps & Apps ,UNIT,toknowwhy,0xA3E3e7277d4eba425EB4e51bc2a2DD50F853EC9c,APPROVED,48,49.71917,47,toknowwhy,6-LJL8gDVPajaU5Rln0u6xgvFhWgzmKQ_PgwvVURcnM=,toknowwhy,OSS_DIRECTORY,oso,unit-blocktree-toknowwhy,UNIT & Blocktree,GITHUB,14,2021-09-04 06:38:50+00:00,2024-05-20 08:46:39+00:00,3,2,6.0,5.0,0.0,1.0,5.0,105.0,0.0,0.0,0.0,0.0
155,42161,25,dApps & Apps ,Dig DAO,dig-dao,0x6681722aD4CFC003A536Ac541DafFAE381aa8e03,APPROVED,296,994.1835,285,dig-dao,nQdfrZTZFbmitC3HFKj-v7jAb1NUgY1QiPPP4Arla6I=,dig-dao,OSS_DIRECTORY,oso,dig-dao,Dig DAO,GITHUB,9,2023-01-26 13:46:05+00:00,2024-05-12 01:41:19+00:00,29,7,8.0,6.0,5.0,0.0,4.0,97.0,19.0,19.0,22.0,20.0
156,42161,25,dApps & Apps ,Masca,blockchain-lab-um,0x8333537bE79a24eC3012Bc99c87Cd8978F48E02f,APPROVED,2724,5415.919,2666,blockchain-lab-um,DkLAtixc71EwLKAPI2iPpmEL-oIvZuzyV1jvRe_T864=,blockchain-lab-um,OSS_DIRECTORY,oso,blockchain-lab-um,Masca,GITHUB,24,2021-10-01 07:10:27+00:00,2024-05-14 17:53:42+00:00,59,17,20.0,16.0,10.0,1.0,6.0,147.0,111.0,85.0,19.0,11.0
157,42161,25,dApps & Apps ,Social Layer,sociallayer-im,0xF2486FBec513e94d703aC7D92a712c1a8b77d710,APPROVED,143,924.87036,137,sociallayer-im,ybPUBe9zQUPOWCma4ILty0-KrPSFbbBptz_OWbT3H1c=,sociallayer-im,OSS_DIRECTORY,oso,sociallayer-im,sociallayer-im,GITHUB,20,2022-12-18 04:28:13+00:00,2024-05-21 14:16:53+00:00,2,5,6.0,6.0,4.0,0.25,4.0,234.0,0.0,0.0,116.0,56.0
158,42161,25,dApps & Apps ,Hyperfiles,hyperfiles-org,0x66CD14267fb5a1609496CdC37eB55E6FE3f59C75,APPROVED,29,38.93584,29,hyperfiles-org,jT7hf_hG0V8Iz_Y9FZGB4gWcC4y1kEOZtCejnclvtKs=,hyperfiles-org,OSS_DIRECTORY,oso,hyperfiles-org,Hyperfiles,GITHUB,5,2023-09-21 05:10:04+00:00,2024-05-20 02:58:20+00:00,7,3,2.0,2.0,1.0,0.0,1.0,92.0,6.0,5.0,7.0,2.0
159,42161,28,Hypercerts Ecosystem Round,Hyperfiles,hyperfiles-org,0x66CD14267fb5a1609496CdC37eB55E6FE3f59C75,APPROVED,24,97.76019,24,hyperfiles-org,jT7hf_hG0V8Iz_Y9FZGB4gWcC4y1kEOZtCejnclvtKs=,hyperfiles-org,OSS_DIRECTORY,oso,hyperfiles-org,Hyperfiles,GITHUB,5,2023-09-21 05:10:04+00:00,2024-05-20 02:58:20+00:00,7,3,2.0,2.0,1.0,0.0,1.0,92.0,6.0,5.0,7.0,2.0
160,42161,25,dApps & Apps ,Tally Zero,withtally,0x50Db58E1774CB7922d1bF96a267b52e8bb41c0ce,APPROVED,454,1472.606,448,withtally,pX_Xjxyfkt6-KMVpf7FrQfE5wiVRdA01smCdxFiANi8=,withtally,OSS_DIRECTORY,oso,withtally,Tally,GITHUB,49,2020-11-15 18:36:44+00:00,2024-05-15 20:50:23+00:00,333,85,42.0,12.0,7.0,1.0,7.0,328.0,38.0,29.0,5.0,4.0
161,42161,25,dApps & Apps ,Greenpill Dev Guild,greenpill-dev-guild,0x992A3a242D6471d24783b4C2C6AF3EC7df871761,APPROVED,70,202.00081,67,greenpill-dev-guild,rrqUDy2n7xxF-Ese7VHsfoT9GqaThYKWoLtPyZBQCxw=,greenpill-dev-guild,OSS_DIRECTORY,oso,greenpill-dev-guild,Greenpill Dev Guild,GITHUB,8,2023-12-12 18:41:55+00:00,2024-05-02 03:54:03+00:00,2,3,5.0,5.0,5.0,0.0,2.0,125.0,6.0,5.0,120.0,16.0
162,42161,25,dApps & Apps ,Tradao,tradao-xyz,0x9aAb7A39e7e022666283454fbd0769F93D1e1d4e,APPROVED,44,92.22279,44,tradao-xyz,vxB1C1CW4XitZMUyIvyEK8Rk9cYhSKiRUa3KoibZy8Y=,tradao-xyz,OSS_DIRECTORY,oso,tradao-xyz,Tradao,GITHUB,12,2023-05-02 03:46:04+00:00,2024-04-03 10:29:15+00:00,1,0,2.0,2.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0
