project_id,project_name,applicant_type,applicant_address,applicant_ens,award_result,median_amount_result,ballot_result,quorum_result,included_in_ballots,included_in_lists,lists_min_amount,lists_quartile_1_amount,lists_median_amount,lists_quartile_3_amount,lists_max_amount,funding_reported_total,funding_reported_usd,funding_reported_op,vc_funding,has_token,impact_category
0x24b3600b0d049e7bdaee893d3988bdc4b04ebb0819c2c44f693093637d96f111,Optimism Ambassadors,PROJECT,0x50b6a381993834C623b2Bded6825824C936E48bB,marcusam.eth,99379.28,100000,33,true,33,3,62208,62208,69537,168000,168000,224424,0,166240,0,false,END_USER_EXPERIENCE_AND_ADOPTION
0x85c5d3e6042e4c2e0ee421e480b749e83b0b741220fbbc50c7bf88eda47f213d,jordanmmck,INDIVIDUAL,0x29FF795B015652EdFB9883bB83B3E9bE3c207e62,,9937.93,10000,33,true,33,3,5000,5000,10000,33768,33768,7514.9235,0,5566.61,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xf8dfff20523c457d87c6ee83f00574f4c73912597f0487c1eff55afb663c4fa2,Hedgey,PROJECT,0x6cCe9bAE11B01E9fFF30DBe790f64B459A614B0F,nevergoingtogiveyouup.eth,55430.78,55777,33,true,33,6,1039,26391,79653.5,95000,500000,0,0,0,,,COLLECTIVE_GOVERNANCE
0xfb8c37a789f9b1e6344b85bccb943cc1402b03d99ade45620a6d69923939c911,Rollup Economics Dune Spell,PROJECT,0xE7d1405C20A23a8e8f9F1BD572d1320c479233EE,niftytable.eth,14906.89,15000,33,true,33,3,2495,2495,10000,26391,26391,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x772cd778c83db4986af453df66bd3d6f93348ec07cf134385dccef9ecb2e5780,Public Assembly ,PROJECT,0xFEC0Ad833FB7D20A83E373279f37c88159bAd99E,mehari.eth,49689.64,50000,33,true,33,7,10000,38088,125000,150000,161730.45,44311.5,44311.5,0,,,DEVELOPER_ECOSYSTEM
0x84ecb27cf284c8208d4e5d3900b7d82ac73d30bd6de1aa5593e66db08b999f34,Cielo,PROJECT,0x0ef1E49E3C9A608b5c69e88623191A8b197729cC,cielofinance.eth,38223.26,38462,33,true,33,5,13997,26229.5,82721,92500,100000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x6ff9260b94544e3a51d026a98f7c3d7a420d32f8ccb169a592a7de913f42be06,rhino.fi,PROJECT,0xC451b0191351ce308FdFd779D73814c910FC5eCB,,38223.26,38462,33,true,33,2,38462,38462,44231,50000,50000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xb3ee9ece0744873de674a173e46ad498bb7bbd53d98623b05b748d2f2a58210f,Wallet Abstraction,PROJECT,0xFf3aC23EA2c27bF6994CA90f6185b60D516C1A9a,niard.eth,99379.28,100000,33,true,33,4,8442,56395,139674,175000,175000,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x6c138f65797f29f8378d1a8bfe362a242b858401b1eddd45717abe7d553693a3,daboyshine,INDIVIDUAL,0x4CDD7811CCEdB0fFd3808B586bcafD6AB0ACb313,spherix.eth,5962.76,6000,32,true,32,2,2000,2000,6000,10000,10000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x89fb018dfa7d20cc5d1e0f7153cd123972fce65842e0df352dbff2913682193c,LandTorn - Lorak,PROJECT,0xD4cD61Ea9E2dbe67E1cFa454fD10113ba6D647c9,,38223.26,38462,32,true,32,4,19596,29029,62631,93400,100000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xa64b80a2cc3524a73173be61f8356f03be155dfa8f9f9e2f9bd9ec94c1d40e2e,Fire,PROJECT,0x57B02589d6e24203FC43e442ce9A4803E290293b,joshbreite.eth,62112.05,62500,32,true,32,2,50000,50000,129348,208696,208696,18633.11,18633.11,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xb786a6a7dfc293642c60cb34e00d2f5286aad6bc7e3d9c99f83493b44e7934e9,Fractal Visions,PROJECT,0xC4FC57Dedd2463314A3fD2DBadB86B4404C257e5,impactoverprofit.eth,12422.41,12500,32,true,32,6,10000,34768,50000,51840,69307,17848.969,1969,11762.939999999999,0,false,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x7c45354a60d2e984beb565b698bd3c04a0901ca065bc788459023f03c3b1cfa2,Spearbit,PROJECT,0xAc756B59a9842aC384696170AC93E1E354F06AfE,,49689.64,50000,32,true,32,2,15582,15582,45291,75000,75000,675000,0,500000,,,DEVELOPER_ECOSYSTEM|OP_STACK
0x173710a47aa4f7feb17dab57db62f8ef0eb3e496a67aeb9541a78e4efcdb312a,Synthetix IPFS Node,PROJECT,0x98f763Ceb9d4D921cDfA688cB7D6419F967d28E7,,39751.71,40000,32,true,32,5,10000,12791,75000,87500,100000,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xd57877d44413352f5bdc2197304056fd24dcf3eea5b6c86a17177feb838468e0,AyaHQ,PROJECT,0xf203D6C796B99d0F2f861d1B838074822dd64D7c,pkstevenz.eth,28291.29,28468,32,true,32,4,2000,13696,50196,194274.195,313548.39,150000,150000,0,,,DEVELOPER_ECOSYSTEM
0xfd664805607a6c8e26bed11d372f794ac465462bc171a4b6992b84143876cc3a,Optimystics,PROJECT,0xC11C6f47fe090a706bA82964B8A98F1682b244Ff,dansingjoy.eth,29813.79,30000,32,true,32,5,21746,21959.5,35000,124653.5,180000,22050,22050,0,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xc84d4bc9f541cc7905a3a5b68144b3a49ec97837e3713fe989520a31bcbe6087,CryptoConexión,PROJECT,0xc4D286963cdED90E479F82495D75b739e1d831B1,cryptoconexion.eth,12422.41,12500,32,true,32,4,2000,9442,25355.5,41913.5,50000,6900,6900,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xfeece77fd33f7851d672917565bcf1f8f5ecdde44f5497c45c8729d2386764e0,Optimism_CIS,PROJECT,0x4baB6aBb0358FF5624316450f52C9191291928Ee,,7453.45,7500,32,true,32,5,2000,3500,21029,50368,51231,0,0,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x4f900f5b3f1521b7bbb2c2d1da5ebee6975fa0739aacb003d466f655eed324ae,Chronicle Labs,PROJECT,0x9b7DF3A2DF61E72dF5C4d565A0E017D7C5c6E532,,49689.64,50000,32,true,32,3,28000,28000,75000,100000,100000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xb1e3145980b63c6b80adad4ff345f8424b51b2885c13a411ffa6f37fba3aeb23,Bware Labs,PROJECT,0xA60aB65B7Fc55F5526Af0b8AB038dc621606C8df,mihaicc.eth,65585.86,65995.5,32,true,32,3,31162,31162,76923,150000,150000,2970,0,2200,,,DEVELOPER_ECOSYSTEM
0xf82d6bed5abf74e7540f503c694097612b6002103966ccaec043b19557787cb9,European Crypto Initiative,PROJECT,0xd12ad1237897C1d9A658eF879278750e2434aa06,,21905.68,22042.5,32,true,32,5,20000,26884,34768,50672.5,51840,975000,975000,0,,,COLLECTIVE_GOVERNANCE
0xf4307a080fe3c893ca3a441a8c2b31011cee4fa51e46db8493a44445bffeff93,DeSchool,PROJECT,0x9672c0e1639F159334Ca1288D4a24DEb02117291,puppuccino.eth,9937.93,10000,32,true,32,6,2000,10000,28315,47608,49505,341000,341000,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x37772ce655f287f26af2d3c5252c704af87428dec0c993fd5d30f2e4f35f0314,Defy Foundation,PROJECT,0x07176cf362C7594e945015069d9C2010FE8DEb8e,0xbr1.eth,4968.96,5000,32,true,32,4,2000,5221,10845,36429,59610,21700,21700,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x1cdb926d184bb8a656cb141dadb5c2c01211afa9b060abcb5deb604d0a1cdf93,Cryptosquare,PROJECT,0xFA69D3739D3A06Ea9317e18E21963b19367D2f15,,9937.93,10000,32,true,32,5,2000,6000,31544,101139.35,112625.7,10000,10000,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xb8995100de67ccb37e0d12d1bec7e3b90b0c9423055c5d0f24d7265e66daefa2,KudasaiJP,PROJECT,0xB1b37B24045db80492eEf16dc28fB84fED210a64,,4968.96,5000,32,true,32,3,2000,2000,59610,66243,66243,25000,25000,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xd52f6f34a723d029c1e932de60ebd44658ffa91eed7569ce1a5e6fb8521f5ceb,Metagals,PROJECT,0xc165709Fb45bA0755AE8baB3541150A873866947,,9937.93,10000,32,true,32,6,2000,9896,23564,50000,50000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x96b420d4a9c0cacc124d46cc85e29dcccd8811e3119f01dd336954af17843bb7,0xs34n,INDIVIDUAL,0xA0B39867b0999DcF7Af65ea674c3C975EaD99158,0xsean.eth,24357.86,24510,31,true,31,6,5000,37417,66746,139354.84,150000,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x2ce0a71770e02af9a60965fd214e45283cc8adf5328ba54fecc9799b6c5adf6a,satorrr,PROJECT,0x5c1D15dC3da43A18E60C2DdB87B3466097855530,atlantropa.eth,9937.93,10000,31,true,31,8,3743,10000,27351.5,40421.99,47854.98,0,0,0,,,COLLECTIVE_GOVERNANCE
0xd5390391a52f0c2add9c6a9da3579d0eb4cdc8dfc62d30c791f29b7358e6d113,Andino - Talent in technology,PROJECT,0x363cDaA139E1Fc64d308aa2129852745676bA680,,9937.93,10000,31,true,31,3,993,993,2000,50055.87,50055.87,1012.5000000000001,0,750,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xe86ace02ddfb143eb1034965b5b5a326b19e99945800afc1452d2d04397994e7,International Media Nodes (IMN),PROJECT,0xACEdF0B670DB56Da6731E52841CEa7666D02Ec41,anaphant.eth,4968.96,5000,31,true,31,5,2000,3500,10514,69579,89653,39750,33000,5000,,,COLLECTIVE_GOVERNANCE|OP_STACK
0xedd5da3aa7cb23ec992f2d0b8bc6da3976efa2d28ed3a30521b5cbe6069eea01,Alex Harley,INDIVIDUAL,0x4444d38c385d0969C64c4C8f996D7536d16c28B9,,49689.64,50000,31,true,31,2,50389,50389,2168194.5,4286000,4286000,0,0,0,,,DEVELOPER_ECOSYSTEM|OP_STACK
0x3dfd6b4332ecaa6f961b5de2fc02b57f521710c79393e352bbe7e6ab8adff4f0,JobStash,PROJECT,0xf071e75C56eD5B162B5cb5e9D30d752BcD663f2D,jobstash.eth,16496.96,16600,30,true,31,3,12696,12696,13200,75000,75000,11200,11200,0,0,false,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xb7325aece5b94952d12d2042d7292bcb1bb217de28d55ed2d9f779a5bd1d0d76,CryptoDuck,INDIVIDUAL,0xB0d37023043099797dfbD2bAefc20f930279dC21,thecryptoduck.eth,4968.96,5000,31,true,31,1,2000,,2000,,2000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x7d3016ec843e04aa195883ac9287fb02b66f67ccbece89883463b9a0ae7f10f1,Iggy Social - Web3 Social for DAOs,PROJECT,0x5FfD23B1B0350debB17A2cB668929aC5f76d0E18,tekr0x.eth,38223.26,38462,31,true,31,4,38462,71731,112500,135000,150000,46000,46000,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xee97ff73170357b99babe87e571446a14ceca69695a9f3cd877e20f29d55c0ab,Archly,PROJECT,0x0c5D52630c982aE81b78AB2954Ddc9EC2797bB9c,,38223.26,38462,31,true,31,1,38462,,38462,,38462,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x16d6ac20ee0a1f9075007e8d88a05bee1badce36f104d907a6826afb79bd96de,web3made,PROJECT,0x4Cf100cce352029e726185980E4611de835D6C7B,0xtassilo.eth,4968.96,5000,31,true,31,5,2000,3500,29703,46689.5,51321,0,0,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x8e27954588424d59759c84a2692f4115e12bb557b584ecea2b8e872aa3cdc133,Xofee,INDIVIDUAL,0xFF141bFc450c57Ad84eBaFbD09ffa94A268a7aaE,xofee.eth,50076.23,50389,31,true,31,2,50389,50389,63656,76923,76923,5517.3,4167.3,1000,,,END_USER_EXPERIENCE_AND_ADOPTION
0xe037146acf3e340b21d068e8cdecc7766050bf7c646665f773ae1c8dc0c57cc1,Lyra Research Collective,PROJECT,0xb8f526E029E7e629221e98Fbc1CDCF363eA486ee,,14906.89,15000,31,true,31,4,10000,10219.5,17719.5,59612.5,94225,1000,1000,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x45f4ac02622878b9d0ff20242526729dce79ecb7b742099813cb6ef56533b377,Based Nouns,PROJECT,0xD3Dada2362b12D4fe52BeEBe0Bd0fA1a341F340D,snapintoaslimjim.eth,49689.64,50000,31,true,31,5,1476,28454.5,75000,75961.5,76923,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xa947864f205748da24b0941e7225ec73a08b80f8791c682cadfb6f327e7d275d,Onboard en Perú Optimistas e Indexer ,INDIVIDUAL,0xca47Bb2FfB7eAEa5517ee6420f6cc4535307C297,,4968.96,5000,31,true,31,2,5000,5000,6721,8442,8442,500,500,0,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xfb1b19ddff60689f73f25dbc033f8423da1a7c9d900ccb6d6b35357823fdb8f8,CryptoMage,INDIVIDUAL,0x1609f039A96ce10756f5C6D403a80400DC081a02,,9937.93,10000,31,true,31,2,2000,2000,6000,10000,10000,2641.44,2641.44,0,,,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xa308b01ca0cc1fda4dbfa5b4f26d676bd1cb23cebd2d1dd25c40fea46d58f1e6,Definomics labs,PROJECT,0x9390fA8656A161442928b442300358D82bEC28b0,edfernandezg.eth,9937.93,10000,31,true,31,3,2000,2000,16884,16913,16913,317,317,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x03465fe21e603b8d7564f75829c8703c04c51bfac5bc6ce60462c5b2b40ed558,Josh | The Blockchain Socialist,INDIVIDUAL,0xc2fB4B3EA53E10c88D193E709A81C4dc7aEC902e,theblockchainsocialist.eth,24844.82,25000,31,true,31,1,25000,,25000,,25000,10000,10000,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x876550bff1a9cc69817bcf27d37ce8a7f2525dfe1bb54613cfa5b643c0b9f007,Cryptomind Research,PROJECT,0x20958ed81d32f79FCA6eda9A5364AE7908a60D5D,,9937.93,10000,31,true,31,3,2000,2000,10162,33397,33397,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x90bc7355488e5587a996f673b7fd58197bf51d642db64461a63c9a09656923a8,FOAM,PROJECT,0x2195bEaed7b0783f2c13c75FC439396583C1A37D,foamspace.eth,24844.82,25000,31,true,31,5,1988,13494,50000,62500,75000,0,0,0,16000000,true,DEVELOPER_ECOSYSTEM|OP_STACK
0x26ff87883511c2e098d8f80ec85de3191eee5560ac5838c3e78119acc1201ad1,MrCrypto Arabic,PROJECT,0x519e9aa581E8A00cf4aa51ffc85B5E2BD2BECA75,,14906.89,15000,31,true,31,3,2000,2000,15000,49505,49505,5500,5500,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x5d62c2b0ea27ae7683a5e112858901605cc47a14681e537b6cac7103da001bda,Web3ForGood,PROJECT,0xB79F0156573A54e852fB9Ac7b5Bc6250B33405a0,abeeraakhtar.eth,19875.86,20000,31,true,31,6,10000,10000,48564,50000,52199,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xe5c355375061711e0749d08da9345dd8245930ead52a60fb2768dc5f136853dc,Newtro Arts,PROJECT,0x33912a0d6bEFf5Fb8e5B70688CE858D5e7E8104E,newtroarts.eth,19875.86,20000,31,true,31,3,10000,10000,28310,140911,140911,3380,3380,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xbf77dd60670643679c3108d6c26fc5d658aa52fa1d0a50d89f58cb3fc59d10ec,Rodrigo NuñΞz,INDIVIDUAL,0x4D5B28d08e8c00e041053b0dc584e00e6997Daa3,,9937.93,10000,30,true,30,1,10000,,10000,,10000,5325.73,5325.73,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x33db1eb9aa4fc4f62089e22d4b167613d9a5d372c16cb1afed2c94dcd12eb9d9,Subli,INDIVIDUAL,0x018C8a81cb02cA1a327BaefD400f75f57ea57ba2,,24844.82,25000,30,true,30,3,10000,10000,161510.57,161510.57,161510.57,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xa2f3c16259f6eec775914f44a084ab251d93bfd7d109956b5a0b220edd1acd9a,Antoine,PROJECT,0x1bF85ED48fcda98e2c7d08E4F2A8083fb18792AA,,49689.64,50000,30,true,30,4,44877,72438.5,125000,150000,150000,2000,2000,0,,,DEVELOPER_ECOSYSTEM
0xce24df3f2e6686742dde97adb6eac3b7ce19a18fdcce2837e167484587f05404,Blockchain na Escola,PROJECT,0x52fb5461fb325C5F8D3e8443ec10527e32dA72e2,,10883.03,10951,30,true,30,3,2000,2000,11902,39746,39746,30000,30000,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x497b9c9c4998c8766cda59603f34d2519cd0b52269d5269f372cb6983f4a5c1c,Castle Capital,PROJECT,0x7ab066BCD945264e1B1C8d451CB3517c973e676c,atomist.eth,4968.96,5000,29,true,30,3,5000,5000,9827,56622,56622,0,0,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0xa10952029e2cea8e74682ea75ae2214e1a5ab43f4130f36a387aa1e772f35fa3,RADAR,PROJECT,0x149D46eC060e75AE188876AdB6b24024637003C7,radarcommunity.eth,49689.64,50000,30,true,30,5,20000,47500,75000,118812.85,125000,25000,25000,0,0,false,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x55378093d61eafa2bc90b52e6719e48e518a33c4099169343b46dae452167bb9,GreenPill Network,PROJECT,0x2d4b4F032d180D187359D51430a88870e34B0Aa4,,22360.34,22500,30,true,30,3,10000,10000,11709,185481,185481,13000,13000,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x17b6075cdc32729b7ef683d9cb9160cfc5425c00115af4844eaf310721862e8d,Forum,PROJECT,0xEeC7E4B2287e98B6ca30242e2D2D2F283a78Fc82,jamesmccomish.eth,74534.46,75000,30,true,30,8,459,47500,81153.5,125000,156522,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x97cacef9bf5fce74535c27a69bfd929cfe48b862253ce3fa53fe4dde4963a788,DackieSwap,PROJECT,0xe1581C10EE235F0DEbb655EA365100bCBD84BAD2,,47956.47,48256,30,true,30,2,28000,28000,52461.5,76923,76923,27000,0,20000,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x6fb1521598b6e2417c6439d4350c577ab1609f2bd9a3cdfdfa1267cfa52789e1,State Channels,PROJECT,0x223060E066EeA8f58D4ed0cbabc627967d3acE6C,georgeknee.eth,62112.05,62500,30,true,30,3,25000,25000,125000,200000,200000,0,0,0,,,OP_STACK
0xbd677b4b419fc7f370267f8a16c767ee86d5821a9ff623372d1201eba82028c2,Encriptados,PROJECT,0x3a94e60a1a9d7A53765Ceb7dc73880BDB48eE4d0,fabiancripto.eth,4968.96,5000,30,true,30,3,2000,2000,13248,23706,23706,20,20,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x3fefb03794a7df62a191bd6d771f6ccfa00a52b266b352a9d1d070b6b257bf44,Equalizer,PROJECT,0x74293A57d7f6B9F6C5580CE50aaE3f10A0a09C56,,50913,51231,30,true,30,2,28000,28000,52461.5,76923,76923,0,0,0,,true,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xd2a9d5fcec639fa8163db2e6a22d551c778226fd2edf17e9fd8a64fa7c7d0983,Moso,PROJECT,0xc22d2Ee59A228DFA5d2286D41CC6B09F77016201,,65585.86,65995.5,30,true,30,1,76923,,76923,,76923,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x3440915b7799f4dfb1577267a90d0d24336ce3b8cd2c900c80af3a39a92ec52d,ReFi Medellín,PROJECT,0x302E2A0D4291ac14Aa1160504cA45A0A1F2E7a5c,,14906.89,15000,29,true,29,5,8442,9221,10000,74619.5,115979,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x494d0957610b0e388d1cd8746ec6d9bb2237d0ab7467a6f216c557ef7a6ac83a,BanklessUA,PROJECT,0x7292667C8A55bd56d496D2EDcB5Cfb37D554f943,romko.eth,4968.96,5000,29,true,29,3,2000,2000,10514,28423,28423,2458.46,1648.46,600,,,END_USER_EXPERIENCE_AND_ADOPTION
0xe1afef77d8778b1ca62e10a5157d7536abfd82ab17ef71319a8766f8b24eb1bf,Geo Web,PROJECT,0xDE798cD9C53F4806B9Cc7dD27aDf7c641540167c,,31801.37,32000,29,true,29,6,10000,25000,57500,100000,150000,179700,150000,22000,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xf40a0097695977f72786fd5ddeabfd3f791cdccf8b5bf045ad295c86007c1345,Mosaic,PROJECT,0x095C33946136C08BC19790BCc7143c87c03c43ce,,34782.75,35000,29,true,29,5,28000,64000,115000,150000,150000,30000,30000,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x7f2bcd6d20e753b49c12c96eee3304715ecb33bdc6750c572530c90750e47713,Seamless Protocol,PROJECT,0x53352a00316573E8F52696C572F1293Ac877eF4d,,59627.57,60000,29,true,29,2,50000,50000,63461.5,76923,76923,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xefa725b7cc2edfa6b591a2dedbfc35be2520858d4b8df32a33f731c2d1ca8be1,Bankless Japan,PROJECT,0xf7AF3dBf13634E3458174F6857c5468abBFbB222,,6637.54,6679,29,true,29,3,2000,2000,6679,25612,25612,1385.67,1385.67,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x0318efeb0360dac86e7d00df462f98e5b43b359cf6bc4f54ef857ea79d33ff0b,Cannon-rs,PROJECT,0xc0017405E287476443Ab1B342B86f2ea92Ef9F73,wollum.eth,47702.06,48000,29,true,29,3,10000,10000,24945,150000,150000,7965.000000000001,0,5900,,,DEVELOPER_ECOSYSTEM|OP_STACK
0x36971f3eca782399ac07ca77c8e49d66e066eece8fe10fdbc121a3176db59c46,Remix CC,PROJECT,0x883E49dd95fBe06be4e77768C2517F13801A8C6A,,19875.86,20000,29,true,29,4,2000,20044,56544,75000,75000,24588,24588,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x3d2fe07760753070d5f3fe44fb92923065c688b56f3069906d8eae4cc3867fb6,Synapse Labs,PROJECT,0x46b31a5d7EF223259Dd7708c4019aF6aB925CBA2,,24357.86,24510,29,true,29,5,81944,115972,180000,225000,250000,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x2d93c0eca3a25f1350286a43e12958aef2292c5213adc111db326b40f67098cc,Slugs,PROJECT,0xcb57c082893450408D432B5d0BC38def93b26040,bernat.eth,19875.86,20000,28,true,28,4,10000,17500,35678.5,93254.5,140152,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xd1fc5b5d7e7f975ce4e0b40c1f587f68ba4bb1e9ef72beb0a11128efb38c1b7b,Bankless Malayalam ,PROJECT,0x261acB4aE504bfe1a3d22875F135AD8F3252e499,esthadolphin.eth,6459.65,6500,28,true,28,3,2000,2000,8835,28423,28423,248,248,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xb29e4e3bd4f2b23b05979cc108c1263c98926b4d2747fe0a7c2d7197ebf71d2b,Surreal,PROJECT,0xA582360DA4ae1fBb912C975fcce1A0C0e2af91e8,artiom.eth,38223.26,38462,28,true,28,1,38462,,38462,,38462,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x36052f8bd5466f6f9569ced3f7b8755d67fd20b6eb320c6302821b13dccb6377,Tokepad,PROJECT,0xfFc71834456B93F386B85845ce88bB5Dd494a3dB,,28179.49,28355.5,28,true,28,2,14959,14959,26710.5,38462,38462,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x3a19a401d8892df9abdc19a255ef686d98ff5e2cb629a03f90272e89725ac3e5,Velocimeter,PROJECT,0x069e85D4F1010DD961897dC8C095FBB5FF297434,sorcery.eth,63335.41,63731,28,true,28,2,28000,28000,52461.5,76923,76923,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xfbc5b3bbff7b3e97d80ae04bfefc389dd9caf7085ce788d752bd3a04cf1165fa,WOOFi,PROJECT,0x7cBFd4f0De51124B498f72DEBC35421C66F2bB0d,,38223.26,38462,28,true,28,1,38462,,38462,,38462,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xd763a0e8d4f5aadc247f8ba9495c4f6f1edd71f1436691e31bf3b822ee2da908,Optimism Vision Reservoir,PROJECT,0x66D071A20d7942767739BBca130E08e4848D12Bc,latruite.eth,10931.72,11000,28,true,28,4,5000,7500,18248.5,31101.5,35706,5400,0,4000,,,END_USER_EXPERIENCE_AND_ADOPTION
0x17d67fb01bea7fd8bed50b5d05f595560115e40bc6c9088d4253fe25dff0c12a,OurNetwork,PROJECT,0x9C159121CEEBF937E9bad98fd0c895d7f6038bd4,ournetwork.eth,10120.79,10184,28,true,28,5,5000,7500,10368,86806.5,104306,210,210,0,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x7ab835fe64d2895755b3bbb798cd2164884ff924485993448394a28a1f854d33,BMX by Morphex,PROJECT,0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,morphexbmx.eth,31801.37,32000,28,true,28,3,10000,10000,28000,76923,76923,8351,8351,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x938958cbd40bff58453dad061a22b9ee0e525767622cc363bdd69af8f9b2d9c7,PR0,PROJECT,0x9D31e30003f253563Ff108BC60B16Fdf2c93abb5,pay.eth,65585.86,65995.5,28,true,28,3,28000,28000,150000,857142.8571,857142.8571,426750,150000,205000,0,false,DEVELOPER_ECOSYSTEM
0x3b4636b476fecc9ad6d7ba3a0843ceaf1f3202b309de16a28e4f244bed98c2a5,Carlos Melgar,INDIVIDUAL,0xCA72c93172BA6EfF168E59e7F17C3C7A8FeA9B62,carlosjmelgar.eth,14906.89,15000,28,true,28,3,10000,10000,15000,33768,33768,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x4549e4350b5665b8baddddf4e8795667a16dcc1a922ec38f80bf80bbb61cc576,Xanny,INDIVIDUAL,0x31a9bc328d634BEa07E74732F668AbD42D75D624,,4968.96,5000,28,true,28,5,1871,3435.5,8442,28047,29703,0,0,0,,,COLLECTIVE_GOVERNANCE
