,Onchain Builder,Devtool Project,Devtool URL,List of Packages Used by Project,Total Package Dependents in OSO,Total Package Dependents in RF4,Devtool Star Count,Devtool Fork Count,Devtool Created Date,Devtool Language,License,Past RF Recipient,Repo Relative Star Rank,OSO Package Rank,RF4 Package Rank,RF4 Delta
234,Smol Dapp,Wallet Connect,https://github.com/walletconnect/walletconnect-utils,"['@walletconnect/time' '@walletconnect/keyvaluestorage'
 '@walletconnect/jsonrpc-utils' '@walletconnect/window-metadata'
 '@walletconnect/jsonrpc-ws-connection'
 '@walletconnect/jsonrpc-http-connection' '@walletconnect/crypto'
 '@walletconnect/encoding' '@walletconnect/relay-auth'
 '@walletconnect/logger' '@walletconnect/heartbeat'
 '@walletconnect/relay-api' '@walletconnect/jsonrpc-types'
 '@walletconnect/environment' '@walletconnect/randombytes'
 '@walletconnect/jsonrpc-provider' '@walletconnect/window-getters'
 '@walletconnect/safe-json' '@walletconnect/events']",1299,103,113,80,2021-07-08,TypeScript,MIT License,True,2.0,0.6740506329113924,0.6044303797468354,-0.069620253164557
235,Agora,Wallet Connect,https://github.com/walletconnect/walletconnect-utils,"['@walletconnect/window-metadata' '@walletconnect/jsonrpc-ws-connection'
 '@walletconnect/relay-auth' '@walletconnect/events'
 '@walletconnect/relay-api' '@walletconnect/jsonrpc-utils'
 '@walletconnect/safe-json' '@walletconnect/jsonrpc-provider'
 '@walletconnect/window-getters' '@walletconnect/environment'
 '@walletconnect/heartbeat' '@walletconnect/time' '@walletconnect/logger'
 '@walletconnect/jsonrpc-http-connection' '@walletconnect/keyvaluestorage'
 '@walletconnect/jsonrpc-types']",1299,103,113,80,2021-07-08,TypeScript,MIT License,True,2.0,0.6740506329113924,0.6044303797468354,-0.069620253164557
236,Ethereum Attestation Service,Wallet Connect,https://github.com/walletconnect/walletconnect-utils,"['@walletconnect/relay-auth' '@walletconnect/jsonrpc-utils'
 '@walletconnect/logger' '@walletconnect/crypto'
 '@walletconnect/environment' '@walletconnect/events'
 '@walletconnect/randombytes' '@walletconnect/window-getters'
 '@walletconnect/window-metadata' '@walletconnect/heartbeat'
 '@walletconnect/time' '@walletconnect/jsonrpc-types'
 '@walletconnect/encoding' '@walletconnect/keyvaluestorage'
 '@walletconnect/jsonrpc-provider' '@walletconnect/jsonrpc-ws-connection'
 '@walletconnect/relay-api' '@walletconnect/safe-json'
 '@walletconnect/jsonrpc-http-connection']",1299,103,113,80,2021-07-08,TypeScript,MIT License,True,2.0,0.6740506329113924,0.6044303797468354,-0.069620253164557
237,Sushi,Wallet Connect,https://github.com/walletconnect/walletconnect-utils,"['@walletconnect/window-getters' '@walletconnect/safe-json'
 '@walletconnect/encoding' '@walletconnect/jsonrpc-http-connection'
 '@walletconnect/environment' '@walletconnect/jsonrpc-provider'
 '@walletconnect/crypto' '@walletconnect/randombytes'
 '@walletconnect/window-metadata' '@walletconnect/jsonrpc-types'
 '@walletconnect/jsonrpc-utils']",1299,103,113,80,2021-07-08,TypeScript,MIT License,True,2.0,0.6740506329113924,0.6044303797468354,-0.069620253164557
238,Across,OpenZeppelin,https://github.com/openzeppelin/openzeppelin-contracts-upgradeable,['@openzeppelin/contracts-upgradeable'],912,99,1019,442,2018-07-20,JavaScript,MIT License,True,2.0,0.25,0.4125,0.16249999999999998
239,Synthetix,wevm,https://github.com/wevm/webauthn-p256,['webauthn-p256'],461,66,50,6,2024-06-24,TypeScript,Other,True,4.0,0.21518987341772153,0.3037974683544304,0.08860759493670886
240,Across,wevm,https://github.com/wevm/webauthn-p256,['webauthn-p256'],461,66,50,6,2024-06-24,TypeScript,Other,True,4.0,0.21518987341772153,0.3037974683544304,0.08860759493670886
241,Agora,wevm,https://github.com/wevm/webauthn-p256,['webauthn-p256'],461,66,50,6,2024-06-24,TypeScript,Other,True,5.0,0.21518987341772153,0.3037974683544304,0.08860759493670886
242,Giveth,wevm,https://github.com/wevm/webauthn-p256,['webauthn-p256'],461,66,50,6,2024-06-24,TypeScript,Other,True,5.0,0.21518987341772153,0.3037974683544304,0.08860759493670886
243,Superfluid,wevm,https://github.com/wevm/webauthn-p256,['webauthn-p256'],461,66,50,6,2024-06-24,TypeScript,Other,True,4.0,0.21518987341772153,0.3037974683544304,0.08860759493670886
244,Ethereum Attestation Service,wevm,https://github.com/wevm/webauthn-p256,['webauthn-p256'],461,66,50,6,2024-06-24,TypeScript,Other,True,4.0,0.21518987341772153,0.3037974683544304,0.08860759493670886
245,Basepaint,wevm,https://github.com/wevm/webauthn-p256,['webauthn-p256'],461,66,50,6,2024-06-24,TypeScript,Other,True,3.0,0.21518987341772153,0.3037974683544304,0.08860759493670886
246,Agora,ESLint,https://github.com/eslint/eslint,['@eslint/js' 'eslint'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
247,Sushi,ESLint,https://github.com/eslint/eslint,['@eslint/js' 'eslint'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
248,Boost Studios,ESLint,https://github.com/eslint/eslint,['eslint' '@eslint/js'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
249,Giveth,ESLint,https://github.com/eslint/eslint,['eslint' '@eslint/js'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
250,Sound.xyz,ESLint,https://github.com/eslint/eslint,['eslint'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
251,Across,ESLint,https://github.com/eslint/eslint,['@eslint/js' 'eslint'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
252,Superfluid,ESLint,https://github.com/eslint/eslint,['@eslint/js' 'eslint'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
253,Basepaint,ESLint,https://github.com/eslint/eslint,['@eslint/js' 'eslint'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
254,Synthetix,ESLint,https://github.com/eslint/eslint,['@eslint/js' 'eslint'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
255,Ethereum Attestation Service,ESLint,https://github.com/eslint/eslint,['eslint' '@eslint/js'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
256,Smol Dapp,ESLint,https://github.com/eslint/eslint,['@eslint/js' 'eslint'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
257,Velodrome,ESLint,https://github.com/eslint/eslint,['eslint'],2768,152,25431,4624,2013-06-29,JavaScript,MIT License,False,1.0,0.965625,0.890625,-0.07499999999999996
258,Synthetix,Webpack,https://github.com/webpack/webpack-dev-server,['webpack-dev-server'],1484,66,7814,1449,2012-09-17,JavaScript,MIT License,False,2.0,0.396875,0.228125,-0.16874999999999998
259,Ethereum Attestation Service,Webpack,https://github.com/webpack/webpack-dev-server,['webpack-dev-server'],1484,66,7814,1449,2012-09-17,JavaScript,MIT License,False,2.0,0.396875,0.228125,-0.16874999999999998
260,Boost Studios,Multiformats,https://github.com/multiformats/js-multiformats,['multiformats'],1464,111,239,54,2020-04-22,TypeScript,Other,False,1.0,0.7721518987341772,0.7436708860759493,-0.02848101265822789
261,Across,Multiformats,https://github.com/multiformats/js-multiformats,['multiformats'],1464,111,239,54,2020-04-22,TypeScript,Other,False,1.0,0.7721518987341772,0.7436708860759493,-0.02848101265822789
262,Smol Dapp,Multiformats,https://github.com/multiformats/js-multiformats,['multiformats'],1464,111,239,54,2020-04-22,TypeScript,Other,False,1.0,0.7721518987341772,0.7436708860759493,-0.02848101265822789
263,Ethereum Attestation Service,Multiformats,https://github.com/multiformats/js-multiformats,['multiformats'],1464,111,239,54,2020-04-22,TypeScript,Other,False,1.0,0.7721518987341772,0.7436708860759493,-0.02848101265822789
264,Superfluid,Multiformats,https://github.com/multiformats/js-multiformats,['multiformats'],1464,111,239,54,2020-04-22,TypeScript,Other,False,1.0,0.7721518987341772,0.7436708860759493,-0.02848101265822789
265,Giveth,Multiformats,https://github.com/multiformats/js-multiformats,['multiformats'],1464,111,239,54,2020-04-22,TypeScript,Other,False,1.0,0.7721518987341772,0.7436708860759493,-0.02848101265822789
266,Agora,Multiformats,https://github.com/multiformats/js-multiformats,['multiformats'],1464,111,239,54,2020-04-22,TypeScript,Other,False,1.0,0.7721518987341772,0.7436708860759493,-0.02848101265822789
267,Sushi,Multiformats,https://github.com/multiformats/js-multiformats,['multiformats'],1464,111,239,54,2020-04-22,TypeScript,Other,False,1.0,0.7721518987341772,0.7436708860759493,-0.02848101265822789
268,Synthetix,Multiformats,https://github.com/multiformats/js-multiformats,['multiformats'],1464,111,239,54,2020-04-22,TypeScript,Other,False,1.0,0.7721518987341772,0.7436708860759493,-0.02848101265822789
269,Synthetix,Blocknative,https://github.com/blocknative/web3-onboard,"['@web3-onboard/common' '@web3-onboard/trust'
 '@web3-onboard/injected-wallets' '@web3-onboard/walletconnect'
 '@web3-onboard/react' '@web3-onboard/core' '@web3-onboard/trezor'
 '@web3-onboard/torus' '@web3-onboard/portis' '@web3-onboard/hw-common'
 '@web3-onboard/gnosis' '@web3-onboard/coinbase']",98,16,872,520,2019-08-16,TypeScript,MIT License,True,1.0,0.09651898734177215,0.09651898734177215,0.0
270,Across,Blocknative,https://github.com/blocknative/web3-onboard,"['@web3-onboard/react' '@web3-onboard/phantom' '@web3-onboard/gnosis'
 '@web3-onboard/coinbase' '@web3-onboard/metamask'
 '@web3-onboard/walletconnect' '@web3-onboard/core' '@web3-onboard/common'
 '@web3-onboard/injected-wallets']",98,16,872,520,2019-08-16,TypeScript,MIT License,True,1.0,0.09651898734177215,0.09651898734177215,0.0
271,Smol Dapp,Webpack,https://github.com/webpack/watchpack,['watchpack'],2037,104,380,107,2014-09-16,JavaScript,MIT License,False,2.0,0.634375,0.496875,-0.1375
272,Boost Studios,Webpack,https://github.com/webpack/watchpack,['watchpack'],2037,104,380,107,2014-09-16,JavaScript,MIT License,False,3.0,0.634375,0.496875,-0.1375
273,Synthetix,Webpack,https://github.com/webpack/watchpack,['watchpack-chokidar2' 'watchpack'],2037,104,380,107,2014-09-16,JavaScript,MIT License,False,6.0,0.634375,0.496875,-0.1375
274,Giveth,Webpack,https://github.com/webpack/watchpack,['watchpack-chokidar2' 'watchpack'],2037,104,380,107,2014-09-16,JavaScript,MIT License,False,5.0,0.634375,0.496875,-0.1375
275,Superfluid,Webpack,https://github.com/webpack/watchpack,['watchpack'],2037,104,380,107,2014-09-16,JavaScript,MIT License,False,4.0,0.634375,0.496875,-0.1375
276,Across,Webpack,https://github.com/webpack/watchpack,['watchpack'],2037,104,380,107,2014-09-16,JavaScript,MIT License,False,3.0,0.634375,0.496875,-0.1375
277,Ethereum Attestation Service,Webpack,https://github.com/webpack/watchpack,['watchpack'],2037,104,380,107,2014-09-16,JavaScript,MIT License,False,5.0,0.634375,0.496875,-0.1375
278,Sushi,Webpack,https://github.com/webpack/watchpack,['watchpack'],2037,104,380,107,2014-09-16,JavaScript,MIT License,False,3.0,0.634375,0.496875,-0.1375
279,Superfluid,Metamask,https://github.com/metamask/core,"['@metamask/eth-json-rpc-provider' '@metamask/json-rpc-engine'
 '@metamask/json-rpc-middleware-stream']",540,68,295,201,2018-05-29,TypeScript,MIT License,True,2.0,0.2848101265822785,0.34177215189873417,0.05696202531645567
280,Smol Dapp,Metamask,https://github.com/metamask/core,['@metamask/eth-json-rpc-provider' '@metamask/json-rpc-engine'],540,68,295,201,2018-05-29,TypeScript,MIT License,True,1.0,0.2848101265822785,0.34177215189873417,0.05696202531645567
281,Giveth,Metamask,https://github.com/metamask/core,"['@metamask/json-rpc-engine' '@metamask/eth-json-rpc-provider'
 '@metamask/json-rpc-middleware-stream']",540,68,295,201,2018-05-29,TypeScript,MIT License,True,2.0,0.2848101265822785,0.34177215189873417,0.05696202531645567
282,Agora,Metamask,https://github.com/metamask/core,"['@metamask/json-rpc-engine' '@metamask/eth-json-rpc-provider'
 '@metamask/json-rpc-middleware-stream']",540,68,295,201,2018-05-29,TypeScript,MIT License,True,2.0,0.2848101265822785,0.34177215189873417,0.05696202531645567
283,Across,Metamask,https://github.com/metamask/core,['@metamask/json-rpc-engine' '@metamask/json-rpc-middleware-stream'],540,68,295,201,2018-05-29,TypeScript,MIT License,True,2.0,0.2848101265822785,0.34177215189873417,0.05696202531645567
284,Synthetix,ESLint,https://github.com/eslint/eslintrc,['@eslint/eslintrc'],2405,145,129,43,2020-08-20,JavaScript,MIT License,False,4.0,0.746875,0.746875,0.0
285,Ethereum Attestation Service,ESLint,https://github.com/eslint/eslintrc,['@eslint/eslintrc'],2405,145,129,43,2020-08-20,JavaScript,MIT License,False,4.0,0.746875,0.746875,0.0
286,Giveth,ESLint,https://github.com/eslint/eslintrc,['@eslint/eslintrc'],2405,145,129,43,2020-08-20,JavaScript,MIT License,False,4.0,0.746875,0.746875,0.0
287,Smol Dapp,ESLint,https://github.com/eslint/eslintrc,['@eslint/eslintrc'],2405,145,129,43,2020-08-20,JavaScript,MIT License,False,3.0,0.746875,0.746875,0.0
288,Agora,ESLint,https://github.com/eslint/eslintrc,['@eslint/eslintrc'],2405,145,129,43,2020-08-20,JavaScript,MIT License,False,3.0,0.746875,0.746875,0.0
289,Across,ESLint,https://github.com/eslint/eslintrc,['@eslint/eslintrc'],2405,145,129,43,2020-08-20,JavaScript,MIT License,False,4.0,0.746875,0.746875,0.0
290,Sushi,ESLint,https://github.com/eslint/eslintrc,['@eslint/eslintrc'],2405,145,129,43,2020-08-20,JavaScript,MIT License,False,3.0,0.746875,0.746875,0.0
291,Boost Studios,ESLint,https://github.com/eslint/eslintrc,['@eslint/eslintrc'],2405,145,129,43,2020-08-20,JavaScript,MIT License,False,3.0,0.746875,0.746875,0.0
292,Superfluid,ESLint,https://github.com/eslint/eslintrc,['@eslint/eslintrc'],2405,145,129,43,2020-08-20,JavaScript,MIT License,False,3.0,0.746875,0.746875,0.0
293,Basepaint,ESLint,https://github.com/eslint/eslintrc,['@eslint/eslintrc'],2405,145,129,43,2020-08-20,JavaScript,MIT License,False,3.0,0.746875,0.746875,0.0
294,Ethereum Attestation Service,Solhint,https://github.com/protofire/solhint,['solhint'],1011,111,1054,169,2017-10-16,JavaScript,MIT License,True,1.0,0.278125,0.590625,0.31249999999999994
295,Across,Solhint,https://github.com/protofire/solhint,['solhint'],1011,111,1054,169,2017-10-16,JavaScript,MIT License,True,1.0,0.278125,0.590625,0.31249999999999994
296,Superfluid,Solhint,https://github.com/protofire/solhint,['solhint'],1011,111,1054,169,2017-10-16,JavaScript,MIT License,True,1.0,0.278125,0.590625,0.31249999999999994
297,Sushi,Solhint,https://github.com/protofire/solhint,['solhint'],1011,111,1054,169,2017-10-16,JavaScript,MIT License,True,1.0,0.278125,0.590625,0.31249999999999994
298,Velodrome,Solhint,https://github.com/protofire/solhint,['solhint'],1011,111,1054,169,2017-10-16,JavaScript,MIT License,True,1.0,0.278125,0.590625,0.31249999999999994
299,Sound.xyz,Solhint,https://github.com/protofire/solhint,['solhint'],1011,111,1054,169,2017-10-16,JavaScript,MIT License,True,1.0,0.278125,0.590625,0.31249999999999994
300,Synthetix,Solhint,https://github.com/protofire/solhint,['solhint'],1011,111,1054,169,2017-10-16,JavaScript,MIT License,True,1.0,0.278125,0.590625,0.31249999999999994
301,Boost Studios,Solhint,https://github.com/protofire/solhint,['solhint'],1011,111,1054,169,2017-10-16,JavaScript,MIT License,True,1.0,0.278125,0.590625,0.31249999999999994
302,Agora,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,2.0,0.560126582278481,0.6487341772151899,0.08860759493670889
303,Superfluid,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,2.0,0.560126582278481,0.6487341772151899,0.08860759493670889
304,Smol Dapp,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,2.0,0.560126582278481,0.6487341772151899,0.08860759493670889
305,Boost Studios,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,2.0,0.560126582278481,0.6487341772151899,0.08860759493670889
306,Giveth,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,2.0,0.560126582278481,0.6487341772151899,0.08860759493670889
307,Basepaint,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,1.0,0.560126582278481,0.6487341772151899,0.08860759493670889
308,Across,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,1.0,0.560126582278481,0.6487341772151899,0.08860759493670889
309,Sound.xyz,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,2.0,0.560126582278481,0.6487341772151899,0.08860759493670889
310,Sushi,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,1.0,0.560126582278481,0.6487341772151899,0.08860759493670889
311,Ethereum Attestation Service,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,2.0,0.560126582278481,0.6487341772151899,0.08860759493670889
312,Synthetix,wevm,https://github.com/wevm/viem,['viem'],970,105,2689,948,2022-07-22,TypeScript,Other,True,2.0,0.560126582278481,0.6487341772151899,0.08860759493670889
313,Superfluid,Metamask,https://github.com/metamask/rpc-errors,['@metamask/rpc-errors'],604,70,166,33,2019-08-06,TypeScript,MIT License,True,6.0,0.31170886075949367,0.35917721518987344,0.04746835443037978
314,Smol Dapp,Metamask,https://github.com/metamask/rpc-errors,['@metamask/rpc-errors'],604,70,166,33,2019-08-06,TypeScript,MIT License,True,4.0,0.31170886075949367,0.35917721518987344,0.04746835443037978
315,Across,Metamask,https://github.com/metamask/rpc-errors,['@metamask/rpc-errors'],604,70,166,33,2019-08-06,TypeScript,MIT License,True,6.0,0.31170886075949367,0.35917721518987344,0.04746835443037978
316,Synthetix,Metamask,https://github.com/metamask/rpc-errors,['@metamask/rpc-errors'],604,70,166,33,2019-08-06,TypeScript,MIT License,True,4.0,0.31170886075949367,0.35917721518987344,0.04746835443037978
317,Giveth,Metamask,https://github.com/metamask/rpc-errors,['@metamask/rpc-errors'],604,70,166,33,2019-08-06,TypeScript,MIT License,True,6.0,0.31170886075949367,0.35917721518987344,0.04746835443037978
318,Agora,Metamask,https://github.com/metamask/rpc-errors,['@metamask/rpc-errors'],604,70,166,33,2019-08-06,TypeScript,MIT License,True,5.0,0.31170886075949367,0.35917721518987344,0.04746835443037978
