date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-derive,forecasted_TVL_opchain-derive,forecasted_TVL-derive_v1_protocol,forecasted_TVL_opchain-derive_v1_protocol,forecasted_TVL-derive_v2_protocol,forecasted_TVL_opchain-derive_v2_protocol
2024-12-26 00:00:00,0.27585053717234165,0.2470478904939477,0.05360123926107026,4.091308129917527e-06,0.0,0.0,,,917469.4124737005,1415815.0171852983,45564686.079173125,59586817.772028185
2024-12-27 00:00:00,0.20887153929676516,0.20709868957616825,0.11135317986748587,6.3392113258841835e-06,0.0,0.0,,,881160.9203537175,1379055.120028123,40442588.49835553,56191470.62546056
2024-12-28 00:00:00,0.36555098356642307,0.2675463634852944,0.10173732578024965,4.861042076274275e-06,0.0,0.0,,,1029523.988763673,1434961.4139208263,45023295.115459785,56123505.70154656
2024-12-29 00:00:00,0.5674223222750057,0.3909696499350664,0.0875726827800661,9.999825484561268e-06,0.0,0.0,,,1014765.0436797234,1448361.5996315696,39255155.2056984,58550358.838825844
2024-12-30 00:00:00,0.2584782082771277,0.31362857488209694,0.12311254499651754,1.0181695759255e-05,0.0,0.0,,,967508.2153569385,1496155.561375304,44454693.262704864,58659970.49214308
2024-12-31 00:00:00,0.2678427485017167,0.34749731729410455,0.12673507678135584,1.0633160778797485e-05,0.0,0.0,,,935147.779124214,1380044.6755963634,40522128.66152771,63712877.14073692
2025-01-01 00:00:00,0.28062985880013097,0.36444841376968734,0.10523726016860582,4.598219882481063e-06,0.0,0.0,,,1034058.1397211356,1379734.3805378163,43654035.15430581,52588641.540408656
2025-01-02 00:00:00,0.2918442282321956,0.2611334003100301,0.11546860200508421,7.3079553054908456e-06,0.0,0.0,,,927749.3584022782,1270761.7711466919,38636978.62984532,59166660.584121674
2025-01-03 00:00:00,0.3598307250771548,0.19711063012160193,0.1343430108612036,9.53242273122367e-06,0.0,0.0,,,933502.1422464604,1407501.2423792505,42712856.24924942,62130522.37233044
2025-01-04 00:00:00,0.23403006506595786,0.23378265359549597,0.1205919811840936,8.053663451840104e-06,0.0,0.0,,,918864.9718536418,1355133.35478537,40914425.69459854,53900618.58551326
2025-01-05 00:00:00,0.2993515540510568,0.3551622532617123,0.09445398243316111,8.00081643866194e-06,0.0,0.0,,,982841.0786042563,1370793.0179675526,43974323.6217179,54588035.93716472
2025-01-06 00:00:00,0.28949432645656475,0.29189661389019855,0.09824443069760197,6.319723739700577e-06,0.0,0.0,,,987893.4720792494,1270089.4727313125,39740693.657349125,57964984.52881091
2025-01-07 00:00:00,0.39109519747116595,0.22890923791011306,0.06664550819582558,1.069912367957997e-05,0.0,0.0,,,968344.7141812808,1261117.3666480423,44288948.21956188,50513678.71512705
2025-01-08 00:00:00,0.29562128833309625,0.302931296896735,0.10600389425699745,5.940407477930283e-06,0.0,0.0,,,981388.8081000661,1402691.582354376,38467683.83605358,61683589.919532575
2025-01-09 00:00:00,0.22146252664477,0.37800561663258214,0.10424779336174778,8.26363006469695e-06,0.0,0.0,,,997145.1220484268,1481927.8401040905,46853744.71603143,55145708.6696487
2025-01-10 00:00:00,0.3970323912410218,0.3228262238990398,0.10769522864139851,5.862079738272196e-06,0.0,0.0,,,1069760.8077627507,1333794.3086317715,41915640.458174385,55493513.89142411
2025-01-11 00:00:00,0.31140766651069657,0.2517234776965112,0.10961480286409114,9.77531684443154e-06,0.0,0.0,,,973485.6510825185,1544001.8696127841,45554685.874231875,57656152.03093427
2025-01-12 00:00:00,0.2856808285485101,0.3452904318936158,0.11230986368103843,8.867794877964741e-06,0.0,0.0,,,961835.681834319,1318850.8468943895,42812720.0225665,51592531.921696536
2025-01-13 00:00:00,0.290933224062228,0.14223900781837828,0.18786274726757718,3.883156114868384e-06,0.0,0.0,,,930272.9437847335,1367322.7640523333,43605725.09765776,58890887.23470556
2025-01-14 00:00:00,0.27697687569810014,0.3155825304365019,0.07156015133194969,6.522751019705155e-06,0.0,0.0,,,1079813.3190968698,1340519.2669329194,42162436.883436345,59898791.413578294
2025-01-15 00:00:00,0.20339760246336985,0.24909496821053134,0.10610786003025614,8.00917846301362e-06,0.0,0.0,,,929646.4094934567,1281471.3229858268,45066322.87618339,54788655.90818373
2025-01-16 00:00:00,0.3218507602310037,0.25291579147369997,0.15176758461765502,8.036150450809533e-06,0.0,0.0,,,919498.0784332649,1379690.2865901128,39579162.462517805,53953364.81571392
2025-01-17 00:00:00,0.18600765814356715,0.3286914753578071,0.0772387500570143,9.710642354551564e-06,0.0,0.0,,,945740.974343018,1457292.3104788838,40322847.7468938,53359836.37060073
2025-01-18 00:00:00,0.29627656510267203,0.18794664030005143,0.11314977948390173,8.474934922321661e-06,0.0,0.0,,,1141073.5785874608,1323115.5615015982,38506419.06364658,57436833.465181805
2025-01-19 00:00:00,0.37350277978366314,0.22078090525676303,0.0638269274351406,8.855939189696953e-06,0.0,0.0,,,872439.0226861215,1261097.3191931783,39970861.78514077,58358847.3306507
2025-01-20 00:00:00,0.1831886446152726,0.4959136113883374,0.08063318389277109,1.1210299877508594e-05,0.0,0.0,,,871836.5236751795,1459712.8906589553,38318422.60299648,56115470.89250471
2025-01-21 00:00:00,0.5004722973602521,0.26098331852778506,0.08630999415924448,6.968312396685116e-06,0.0,0.0,,,1021600.0956617696,1348309.611739349,44436369.72487159,55655334.8672762
2025-01-22 00:00:00,0.42991851034825795,0.3506077772471906,0.05945280252497303,8.688943154162289e-06,0.0,0.0,,,1023040.9642001117,1444604.9184380218,39586112.46375969,53095409.08100978
2025-01-23 00:00:00,0.18278951630707505,0.3317890141536792,0.09193102998932268,8.43639290458069e-06,0.0,0.0,,,808112.7475857254,1441075.3822125301,42760044.88344471,56541084.620638154
2025-01-24 00:00:00,0.3739438367613978,0.3775229410174668,0.08898508635251536,1.1023204307021916e-05,0.0,0.0,,,965451.7883994747,1436891.8015634036,38755763.71120678,53044512.135848835
2025-01-25 00:00:00,0.35146831266003,0.29650449612333224,0.10824591127719103,9.348035869164061e-06,0.0,0.0,,,979157.4471339595,1442551.6864543594,40192293.50101115,52439335.2007287
2025-01-26 00:00:00,0.24966113601748216,0.3420245089332714,0.12420500821989244,7.3078658493119555e-06,0.0,0.0,,,997164.5486778169,1414618.2764948464,40323211.58031907,62582267.184040405
2025-01-26 03:34:59,0.477899442250587,0.31636930743213537,0.09016002650023229,6.10720126010668e-06,0.0,0.0,,,920236.7504285921,1406501.051575897,,
2025-01-26 03:43:11,0.21611167243378915,0.29893077760194087,0.10932469026291679,1.2057027661159963e-05,0.0,0.0,,,,,42330373.75676494,
2025-01-27 00:00:00,0.2040102345160628,0.35316809354906054,0.09358508678322139,1.3900458052069379e-05,0.0,0.0,,,,,,
2025-01-28 00:00:00,0.3521958883052559,0.23391295451927305,0.1206710181034983,1.0127407488920451e-05,0.0,0.0,,,,,,
2025-01-29 00:00:00,0.1865574470216385,0.24997274323499796,0.09517946953445164,7.807450282728885e-06,0.0,0.0,,,,,,
2025-01-30 00:00:00,0.3025668930730339,0.28498414501965075,0.0895090405857081,8.095572377968792e-06,0.0,0.0,,,,,,
2025-01-31 00:00:00,0.17103149376266072,0.23408270475097695,0.11421098243691828,7.225671316199492e-06,0.0,0.0,,,,,,
2025-02-01 00:00:00,0.3292819426097786,0.15636172761531117,0.057899740467495825,1.106905651697321e-05,0.0,0.0,,,,,,
2025-02-02 00:00:00,0.38653217584817434,0.39436443027632256,0.1329639754838035,1.0639381938561684e-05,0.0,0.0,,,,,,
2025-02-03 00:00:00,0.3930709038831242,0.26900481333790854,0.10031433634599968,8.212442429695934e-06,0.0,0.0,,,,,,
2025-02-04 00:00:00,0.20492491346775432,0.3586266596663103,0.09065236669126552,1.0280973404321841e-05,0.0,0.0,,,,,,
2025-02-05 00:00:00,0.5321595504178627,0.3380031222286242,0.12375505734759247,6.051702170933217e-06,0.0,0.0,,,,,,
2025-02-06 00:00:00,0.40226140902280844,0.1903769709342611,0.0761922938799105,7.74082969711522e-06,0.0,0.0,,,,,,
2025-02-07 00:00:00,0.2528947430496958,0.16313494100260012,0.07789787826069414,4.963626787674043e-06,0.0,0.0,,,,,,
2025-02-08 00:00:00,0.34483029763661455,0.28807347349801765,0.11389258394297591,4.190821454147364e-06,0.0,0.0,,,,,,
2025-02-09 00:00:00,0.5205507593035925,0.2031051900534439,0.10034108272329681,1.0800922053210901e-06,0.0,0.0,,,,,,
2025-02-10 00:00:00,-0.03430118666365647,0.2090177489972176,0.1398123993260243,4.580174152600244e-06,0.0,0.0,,,,,,
2025-02-11 00:00:00,0.2511158388401016,0.2971736198845364,0.12673441139700015,4.120397017028271e-06,0.0,0.0,,,,,,
