chain,date,token,value,readable_date,protocol
Optimism,1650844800,SETH,451.66804,2022-04-25 00:00:00,polynomial_earn_protocol
Optimism,1650844800,SUSD,1506231.42658,2022-04-25 00:00:00,polynomial_earn_protocol
Optimism,1650931200,SETH,451.66815,2022-04-26 00:00:00,polynomial_earn_protocol
Optimism,1650931200,SUSD,1506231.42658,2022-04-26 00:00:00,polynomial_earn_protocol
Optimism,1651017600,SETH,451.66816,2022-04-27 00:00:00,polynomial_earn_protocol
Optimism,1651017600,SUSD,1506231.44654,2022-04-27 00:00:00,polynomial_earn_protocol
Optimism,1651104000,SETH,451.66816,2022-04-28 00:00:00,polynomial_earn_protocol
Optimism,1651104000,SUSD,1506231.44721,2022-04-28 00:00:00,polynomial_earn_protocol
Optimism,1651190400,SETH,451.66816,2022-04-29 00:00:00,polynomial_earn_protocol
Optimism,1651190400,SUSD,1506231.46621,2022-04-29 00:00:00,polynomial_earn_protocol
Optimism,1651276800,SETH,450.53232,2022-04-30 00:00:00,polynomial_earn_protocol
Optimism,1651276800,SUSD,1466994.40264,2022-04-30 00:00:00,polynomial_earn_protocol
Optimism,1651363200,SETH,450.76636,2022-05-01 00:00:00,polynomial_earn_protocol
Optimism,1651363200,SUSD,1502021.18754,2022-05-01 00:00:00,polynomial_earn_protocol
Optimism,1651449600,SETH,450.76636,2022-05-02 00:00:00,polynomial_earn_protocol
Optimism,1651449600,SUSD,1502122.74445,2022-05-02 00:00:00,polynomial_earn_protocol
Optimism,1651536000,SETH,450.76636,2022-05-03 00:00:00,polynomial_earn_protocol
Optimism,1651536000,SUSD,1502122.74445,2022-05-03 00:00:00,polynomial_earn_protocol
Optimism,1651622400,SETH,450.76636,2022-05-04 00:00:00,polynomial_earn_protocol
Optimism,1651622400,SUSD,1502122.74445,2022-05-04 00:00:00,polynomial_earn_protocol
Optimism,1651708800,SETH,450.76636,2022-05-05 00:00:00,polynomial_earn_protocol
Optimism,1651708800,SUSD,1502122.74445,2022-05-05 00:00:00,polynomial_earn_protocol
Optimism,1651795200,SETH,450.76636,2022-05-06 00:00:00,polynomial_earn_protocol
Optimism,1651795200,SUSD,1502122.74445,2022-05-06 00:00:00,polynomial_earn_protocol
Optimism,1651881600,SBTC,5.043,2022-05-07 00:00:00,polynomial_earn_protocol
Optimism,1651881600,SETH,450.54362,2022-05-07 00:00:00,polynomial_earn_protocol
Optimism,1651881600,SUSD,1814930.75312,2022-05-07 00:00:00,polynomial_earn_protocol
Optimism,1651968000,SBTC,5.23832,2022-05-08 00:00:00,polynomial_earn_protocol
Optimism,1651968000,SETH,450.61814,2022-05-08 00:00:00,polynomial_earn_protocol
Optimism,1651968000,SUSD,1895682.14335,2022-05-08 00:00:00,polynomial_earn_protocol
Optimism,1652054400,SBTC,5.54696,2022-05-09 00:00:00,polynomial_earn_protocol
Optimism,1652054400,SETH,450.61854,2022-05-09 00:00:00,polynomial_earn_protocol
Optimism,1652054400,SUSD,1939174.04991,2022-05-09 00:00:00,polynomial_earn_protocol
Optimism,1652140800,SBTC,5.7543,2022-05-10 00:00:00,polynomial_earn_protocol
Optimism,1652140800,SETH,450.61854,2022-05-10 00:00:00,polynomial_earn_protocol
Optimism,1652140800,SUSD,1992248.7571,2022-05-10 00:00:00,polynomial_earn_protocol
Optimism,1652227200,SBTC,6.00232,2022-05-11 00:00:00,polynomial_earn_protocol
Optimism,1652227200,SETH,450.61854,2022-05-11 00:00:00,polynomial_earn_protocol
Optimism,1652227200,SUSD,2010781.14291,2022-05-11 00:00:00,polynomial_earn_protocol
Optimism,1652313600,SBTC,6.21897,2022-05-12 00:00:00,polynomial_earn_protocol
Optimism,1652313600,SETH,450.61854,2022-05-12 00:00:00,polynomial_earn_protocol
Optimism,1652313600,SUSD,2010781.14291,2022-05-12 00:00:00,polynomial_earn_protocol
Optimism,1652400000,SBTC,6.36513,2022-05-13 00:00:00,polynomial_earn_protocol
Optimism,1652400000,SETH,450.61854,2022-05-13 00:00:00,polynomial_earn_protocol
Optimism,1652400000,SUSD,2010781.14291,2022-05-13 00:00:00,polynomial_earn_protocol
Optimism,1652486400,SBTC,5.76569,2022-05-14 00:00:00,polynomial_earn_protocol
Optimism,1652486400,SETH,429.24274,2022-05-14 00:00:00,polynomial_earn_protocol
Optimism,1652486400,SUSD,1511704.99771,2022-05-14 00:00:00,polynomial_earn_protocol
Optimism,1652572800,SBTC,5.77623,2022-05-15 00:00:00,polynomial_earn_protocol
Optimism,1652572800,SETH,433.96723,2022-05-15 00:00:00,polynomial_earn_protocol
Optimism,1652572800,SUSD,1517486.46932,2022-05-15 00:00:00,polynomial_earn_protocol
Optimism,1652659200,SBTC,5.84988,2022-05-16 00:00:00,polynomial_earn_protocol
Optimism,1652659200,SETH,438.60204,2022-05-16 00:00:00,polynomial_earn_protocol
Optimism,1652659200,SUSD,1575402.31901,2022-05-16 00:00:00,polynomial_earn_protocol
Optimism,1652745600,SBTC,6.24534,2022-05-17 00:00:00,polynomial_earn_protocol
Optimism,1652745600,SETH,453.80122,2022-05-17 00:00:00,polynomial_earn_protocol
Optimism,1652745600,SUSD,1580222.24057,2022-05-17 00:00:00,polynomial_earn_protocol
Optimism,1652832000,SBTC,6.33708,2022-05-18 00:00:00,polynomial_earn_protocol
Optimism,1652832000,SETH,453.83651,2022-05-18 00:00:00,polynomial_earn_protocol
Optimism,1652832000,SUSD,1589165.8836,2022-05-18 00:00:00,polynomial_earn_protocol
Optimism,1652918400,SBTC,6.44458,2022-05-19 00:00:00,polynomial_earn_protocol
Optimism,1652918400,SETH,453.83879,2022-05-19 00:00:00,polynomial_earn_protocol
Optimism,1652918400,SUSD,1618910.22942,2022-05-19 00:00:00,polynomial_earn_protocol
Optimism,1653004800,SBTC,6.86151,2022-05-20 00:00:00,polynomial_earn_protocol
Optimism,1653004800,SETH,453.83939,2022-05-20 00:00:00,polynomial_earn_protocol
Optimism,1653004800,SUSD,1635389.77256,2022-05-20 00:00:00,polynomial_earn_protocol
Optimism,1653091200,SBTC,6.89365,2022-05-21 00:00:00,polynomial_earn_protocol
Optimism,1653091200,SETH,450.70103,2022-05-21 00:00:00,polynomial_earn_protocol
Optimism,1653091200,SUSD,1427695.4057,2022-05-21 00:00:00,polynomial_earn_protocol
Optimism,1653177600,SBTC,7.11946,2022-05-22 00:00:00,polynomial_earn_protocol
Optimism,1653177600,SETH,452.67195,2022-05-22 00:00:00,polynomial_earn_protocol
Optimism,1653177600,SUSD,1503324.75394,2022-05-22 00:00:00,polynomial_earn_protocol
Optimism,1653264000,SBTC,7.13914,2022-05-23 00:00:00,polynomial_earn_protocol
Optimism,1653264000,SETH,452.67394,2022-05-23 00:00:00,polynomial_earn_protocol
Optimism,1653264000,SUSD,1580368.86421,2022-05-23 00:00:00,polynomial_earn_protocol
Optimism,1653350400,SBTC,7.31032,2022-05-24 00:00:00,polynomial_earn_protocol
Optimism,1653350400,SETH,452.67694,2022-05-24 00:00:00,polynomial_earn_protocol
Optimism,1653350400,SUSD,1587645.29395,2022-05-24 00:00:00,polynomial_earn_protocol
Optimism,1653436800,SBTC,7.36362,2022-05-25 00:00:00,polynomial_earn_protocol
Optimism,1653436800,SETH,452.67994,2022-05-25 00:00:00,polynomial_earn_protocol
Optimism,1653436800,SUSD,1590298.86649,2022-05-25 00:00:00,polynomial_earn_protocol
Optimism,1653523200,SBTC,7.81714,2022-05-26 00:00:00,polynomial_earn_protocol
Optimism,1653523200,SETH,452.68024,2022-05-26 00:00:00,polynomial_earn_protocol
Optimism,1653523200,SUSD,1594635.93084,2022-05-26 00:00:00,polynomial_earn_protocol
Optimism,1653609600,SBTC,8.4559,2022-05-27 00:00:00,polynomial_earn_protocol
Optimism,1653609600,SETH,452.68024,2022-05-27 00:00:00,polynomial_earn_protocol
Optimism,1653609600,SUSD,1617867.27695,2022-05-27 00:00:00,polynomial_earn_protocol
Optimism,1653696000,SBTC,8.51365,2022-05-28 00:00:00,polynomial_earn_protocol
Optimism,1653696000,SETH,452.68024,2022-05-28 00:00:00,polynomial_earn_protocol
Optimism,1653696000,SUSD,1624853.46811,2022-05-28 00:00:00,polynomial_earn_protocol
Optimism,1653782400,SBTC,8.06982,2022-05-29 00:00:00,polynomial_earn_protocol
Optimism,1653782400,SETH,399.4077,2022-05-29 00:00:00,polynomial_earn_protocol
Optimism,1653782400,SUSD,1369668.2698,2022-05-29 00:00:00,polynomial_earn_protocol
Optimism,1653868800,SBTC,8.08893,2022-05-30 00:00:00,polynomial_earn_protocol
Optimism,1653868800,SETH,407.12639,2022-05-30 00:00:00,polynomial_earn_protocol
Optimism,1653868800,SUSD,1380718.63433,2022-05-30 00:00:00,polynomial_earn_protocol
Optimism,1653955200,SBTC,8.12591,2022-05-31 00:00:00,polynomial_earn_protocol
Optimism,1653955200,SETH,418.10441,2022-05-31 00:00:00,polynomial_earn_protocol
Optimism,1653955200,SUSD,1390983.4866,2022-05-31 00:00:00,polynomial_earn_protocol
Optimism,1654041600,SBTC,8.14778,2022-06-01 00:00:00,polynomial_earn_protocol
Optimism,1654041600,SETH,422.65915,2022-06-01 00:00:00,polynomial_earn_protocol
Optimism,1654041600,SUSD,1395478.51925,2022-06-01 00:00:00,polynomial_earn_protocol
Optimism,1654128000,SBTC,8.17516,2022-06-02 00:00:00,polynomial_earn_protocol
Optimism,1654128000,SETH,429.40382,2022-06-02 00:00:00,polynomial_earn_protocol
Optimism,1654128000,SUSD,1404540.17999,2022-06-02 00:00:00,polynomial_earn_protocol
Optimism,1654214400,SBTC,8.18039,2022-06-03 00:00:00,polynomial_earn_protocol
Optimism,1654214400,SETH,442.92104,2022-06-03 00:00:00,polynomial_earn_protocol
Optimism,1654214400,SUSD,1414722.48923,2022-06-03 00:00:00,polynomial_earn_protocol
Optimism,1654300800,SBTC,7.6115,2022-06-04 00:00:00,polynomial_earn_protocol
Optimism,1654300800,SETH,418.99912,2022-06-04 00:00:00,polynomial_earn_protocol
Optimism,1654300800,SUSD,1296465.48049,2022-06-04 00:00:00,polynomial_earn_protocol
Optimism,1654387200,SBTC,7.64579,2022-06-05 00:00:00,polynomial_earn_protocol
Optimism,1654387200,SETH,422.81574,2022-06-05 00:00:00,polynomial_earn_protocol
Optimism,1654387200,SUSD,1306905.45233,2022-06-05 00:00:00,polynomial_earn_protocol
Optimism,1654473600,SBTC,7.65168,2022-06-06 00:00:00,polynomial_earn_protocol
Optimism,1654473600,SETH,426.97388,2022-06-06 00:00:00,polynomial_earn_protocol
Optimism,1654473600,SUSD,1323417.49723,2022-06-06 00:00:00,polynomial_earn_protocol
Optimism,1654560000,SBTC,7.65748,2022-06-07 00:00:00,polynomial_earn_protocol
Optimism,1654560000,SETH,442.66241,2022-06-07 00:00:00,polynomial_earn_protocol
Optimism,1654560000,SUSD,1353368.90199,2022-06-07 00:00:00,polynomial_earn_protocol
Optimism,1654646400,SBTC,7.68082,2022-06-08 00:00:00,polynomial_earn_protocol
Optimism,1654646400,SETH,443.31756,2022-06-08 00:00:00,polynomial_earn_protocol
Optimism,1654646400,SUSD,1369259.19802,2022-06-08 00:00:00,polynomial_earn_protocol
Optimism,1654732800,SBTC,7.69275,2022-06-09 00:00:00,polynomial_earn_protocol
Optimism,1654732800,SETH,443.55102,2022-06-09 00:00:00,polynomial_earn_protocol
Optimism,1654732800,SUSD,1392198.74131,2022-06-09 00:00:00,polynomial_earn_protocol
Optimism,1654819200,SBTC,7.73318,2022-06-10 00:00:00,polynomial_earn_protocol
Optimism,1654819200,SETH,444.07056,2022-06-10 00:00:00,polynomial_earn_protocol
Optimism,1654819200,SUSD,1412845.11976,2022-06-10 00:00:00,polynomial_earn_protocol
Optimism,1654905600,SBTC,7.5869,2022-06-11 00:00:00,polynomial_earn_protocol
Optimism,1654905600,SETH,437.98601,2022-06-11 00:00:00,polynomial_earn_protocol
Optimism,1654905600,SUSD,1398952.09025,2022-06-11 00:00:00,polynomial_earn_protocol
Optimism,1654992000,SBTC,7.62047,2022-06-12 00:00:00,polynomial_earn_protocol
Optimism,1654992000,SETH,440.62538,2022-06-12 00:00:00,polynomial_earn_protocol
Optimism,1654992000,SUSD,1421591.84598,2022-06-12 00:00:00,polynomial_earn_protocol
Optimism,1655078400,SBTC,7.62123,2022-06-13 00:00:00,polynomial_earn_protocol
Optimism,1655078400,SETH,441.96359,2022-06-13 00:00:00,polynomial_earn_protocol
Optimism,1655078400,SUSD,1423903.09025,2022-06-13 00:00:00,polynomial_earn_protocol
Optimism,1655164800,SBTC,7.62123,2022-06-14 00:00:00,polynomial_earn_protocol
Optimism,1655164800,SETH,442.71909,2022-06-14 00:00:00,polynomial_earn_protocol
Optimism,1655164800,SUSD,1428853.74362,2022-06-14 00:00:00,polynomial_earn_protocol
Optimism,1655251200,SBTC,7.62123,2022-06-15 00:00:00,polynomial_earn_protocol
Optimism,1655251200,SETH,444.99068,2022-06-15 00:00:00,polynomial_earn_protocol
Optimism,1655251200,SUSD,1431345.60118,2022-06-15 00:00:00,polynomial_earn_protocol
Optimism,1655337600,SBTC,7.6239,2022-06-16 00:00:00,polynomial_earn_protocol
Optimism,1655337600,SETH,445.92705,2022-06-16 00:00:00,polynomial_earn_protocol
Optimism,1655337600,SUSD,1432070.38359,2022-06-16 00:00:00,polynomial_earn_protocol
Optimism,1655424000,SBTC,7.62443,2022-06-17 00:00:00,polynomial_earn_protocol
Optimism,1655424000,SETH,445.92705,2022-06-17 00:00:00,polynomial_earn_protocol
Optimism,1655424000,SUSD,1432388.11415,2022-06-17 00:00:00,polynomial_earn_protocol
Optimism,1655510400,SBTC,7.62443,2022-06-18 00:00:00,polynomial_earn_protocol
Optimism,1655510400,SETH,445.92705,2022-06-18 00:00:00,polynomial_earn_protocol
Optimism,1655510400,SUSD,1432388.11415,2022-06-18 00:00:00,polynomial_earn_protocol
Optimism,1655596800,SBTC,5.16735,2022-06-19 00:00:00,polynomial_earn_protocol
Optimism,1655596800,SETH,313.37007,2022-06-19 00:00:00,polynomial_earn_protocol
Optimism,1655596800,SUSD,605054.19052,2022-06-19 00:00:00,polynomial_earn_protocol
Optimism,1655683200,SBTC,5.16735,2022-06-20 00:00:00,polynomial_earn_protocol
Optimism,1655683200,SETH,313.37007,2022-06-20 00:00:00,polynomial_earn_protocol
Optimism,1655683200,SUSD,605054.19052,2022-06-20 00:00:00,polynomial_earn_protocol
Optimism,1655769600,SBTC,5.16735,2022-06-21 00:00:00,polynomial_earn_protocol
Optimism,1655769600,SETH,313.37007,2022-06-21 00:00:00,polynomial_earn_protocol
Optimism,1655769600,SUSD,605054.19052,2022-06-21 00:00:00,polynomial_earn_protocol
Optimism,1655856000,SBTC,5.16735,2022-06-22 00:00:00,polynomial_earn_protocol
Optimism,1655856000,SETH,313.37007,2022-06-22 00:00:00,polynomial_earn_protocol
Optimism,1655856000,SUSD,605054.19052,2022-06-22 00:00:00,polynomial_earn_protocol
Optimism,1655942400,SBTC,5.16735,2022-06-23 00:00:00,polynomial_earn_protocol
Optimism,1655942400,SETH,313.37007,2022-06-23 00:00:00,polynomial_earn_protocol
Optimism,1655942400,SUSD,605054.19052,2022-06-23 00:00:00,polynomial_earn_protocol
Optimism,1656028800,SBTC,5.16735,2022-06-24 00:00:00,polynomial_earn_protocol
Optimism,1656028800,SETH,313.37007,2022-06-24 00:00:00,polynomial_earn_protocol
Optimism,1656028800,SUSD,605054.19052,2022-06-24 00:00:00,polynomial_earn_protocol
Optimism,1656115200,SBTC,2.39306,2022-06-25 00:00:00,polynomial_earn_protocol
Optimism,1656115200,SETH,228.5145,2022-06-25 00:00:00,polynomial_earn_protocol
Optimism,1656115200,SUSD,339793.2712,2022-06-25 00:00:00,polynomial_earn_protocol
Optimism,1656201600,SBTC,2.39306,2022-06-26 00:00:00,polynomial_earn_protocol
Optimism,1656201600,SETH,228.5145,2022-06-26 00:00:00,polynomial_earn_protocol
Optimism,1656201600,SUSD,339793.2712,2022-06-26 00:00:00,polynomial_earn_protocol
Optimism,1656288000,SBTC,2.39306,2022-06-27 00:00:00,polynomial_earn_protocol
Optimism,1656288000,SETH,228.5145,2022-06-27 00:00:00,polynomial_earn_protocol
Optimism,1656288000,SUSD,339793.2712,2022-06-27 00:00:00,polynomial_earn_protocol
Optimism,1656374400,SBTC,2.39306,2022-06-28 00:00:00,polynomial_earn_protocol
Optimism,1656374400,SETH,228.5145,2022-06-28 00:00:00,polynomial_earn_protocol
Optimism,1656374400,SUSD,339793.2712,2022-06-28 00:00:00,polynomial_earn_protocol
Optimism,1656460800,SBTC,2.39306,2022-06-29 00:00:00,polynomial_earn_protocol
Optimism,1656460800,SETH,228.5145,2022-06-29 00:00:00,polynomial_earn_protocol
Optimism,1656460800,SUSD,339793.2712,2022-06-29 00:00:00,polynomial_earn_protocol
Optimism,1656547200,SBTC,2.39306,2022-06-30 00:00:00,polynomial_earn_protocol
Optimism,1656547200,SETH,228.5145,2022-06-30 00:00:00,polynomial_earn_protocol
Optimism,1656547200,SUSD,339793.2712,2022-06-30 00:00:00,polynomial_earn_protocol
Optimism,1656633600,SBTC,2.39306,2022-07-01 00:00:00,polynomial_earn_protocol
Optimism,1656633600,SETH,228.5145,2022-07-01 00:00:00,polynomial_earn_protocol
Optimism,1656633600,SUSD,339793.2712,2022-07-01 00:00:00,polynomial_earn_protocol
Optimism,1656720000,SBTC,1.58707,2022-07-02 00:00:00,polynomial_earn_protocol
Optimism,1656720000,SETH,179.42629,2022-07-02 00:00:00,polynomial_earn_protocol
Optimism,1656720000,SUSD,246906.80497,2022-07-02 00:00:00,polynomial_earn_protocol
Optimism,1656806400,SBTC,1.58707,2022-07-03 00:00:00,polynomial_earn_protocol
Optimism,1656806400,SETH,179.42629,2022-07-03 00:00:00,polynomial_earn_protocol
Optimism,1656806400,SUSD,246906.80497,2022-07-03 00:00:00,polynomial_earn_protocol
Optimism,1656892800,SBTC,1.58707,2022-07-04 00:00:00,polynomial_earn_protocol
Optimism,1656892800,SETH,179.42629,2022-07-04 00:00:00,polynomial_earn_protocol
Optimism,1656892800,SUSD,246906.80497,2022-07-04 00:00:00,polynomial_earn_protocol
Optimism,1656979200,SBTC,1.58707,2022-07-05 00:00:00,polynomial_earn_protocol
Optimism,1656979200,SETH,179.42629,2022-07-05 00:00:00,polynomial_earn_protocol
Optimism,1656979200,SUSD,246906.80497,2022-07-05 00:00:00,polynomial_earn_protocol
Optimism,1657065600,SBTC,1.58707,2022-07-06 00:00:00,polynomial_earn_protocol
Optimism,1657065600,SETH,179.42629,2022-07-06 00:00:00,polynomial_earn_protocol
Optimism,1657065600,SUSD,246906.80497,2022-07-06 00:00:00,polynomial_earn_protocol
Optimism,1657152000,SBTC,1.58707,2022-07-07 00:00:00,polynomial_earn_protocol
Optimism,1657152000,SETH,179.42629,2022-07-07 00:00:00,polynomial_earn_protocol
Optimism,1657152000,SUSD,246906.80497,2022-07-07 00:00:00,polynomial_earn_protocol
Optimism,1657238400,SBTC,1.58707,2022-07-08 00:00:00,polynomial_earn_protocol
Optimism,1657238400,SETH,179.42629,2022-07-08 00:00:00,polynomial_earn_protocol
Optimism,1657238400,SUSD,246906.80497,2022-07-08 00:00:00,polynomial_earn_protocol
Optimism,1657324800,SBTC,1.58707,2022-07-09 00:00:00,polynomial_earn_protocol
Optimism,1657324800,SETH,179.42629,2022-07-09 00:00:00,polynomial_earn_protocol
Optimism,1657324800,SUSD,246906.80497,2022-07-09 00:00:00,polynomial_earn_protocol
Optimism,1657411200,SBTC,1.34005,2022-07-10 00:00:00,polynomial_earn_protocol
Optimism,1657411200,SETH,164.4057,2022-07-10 00:00:00,polynomial_earn_protocol
Optimism,1657411200,SUSD,188232.97151,2022-07-10 00:00:00,polynomial_earn_protocol
Optimism,1657497600,SBTC,1.34005,2022-07-11 00:00:00,polynomial_earn_protocol
Optimism,1657497600,SETH,164.4057,2022-07-11 00:00:00,polynomial_earn_protocol
Optimism,1657497600,SUSD,188232.97151,2022-07-11 00:00:00,polynomial_earn_protocol
Optimism,1657584000,SBTC,1.34005,2022-07-12 00:00:00,polynomial_earn_protocol
Optimism,1657584000,SETH,164.4057,2022-07-12 00:00:00,polynomial_earn_protocol
Optimism,1657584000,SUSD,188232.97151,2022-07-12 00:00:00,polynomial_earn_protocol
Optimism,1657670400,SBTC,1.34005,2022-07-13 00:00:00,polynomial_earn_protocol
Optimism,1657670400,SETH,164.4057,2022-07-13 00:00:00,polynomial_earn_protocol
Optimism,1657670400,SUSD,188232.97151,2022-07-13 00:00:00,polynomial_earn_protocol
Optimism,1657756800,SBTC,1.34005,2022-07-14 00:00:00,polynomial_earn_protocol
Optimism,1657756800,SETH,164.4057,2022-07-14 00:00:00,polynomial_earn_protocol
Optimism,1657756800,SUSD,188232.97151,2022-07-14 00:00:00,polynomial_earn_protocol
Optimism,1657843200,SBTC,1.34005,2022-07-15 00:00:00,polynomial_earn_protocol
Optimism,1657843200,SETH,164.4057,2022-07-15 00:00:00,polynomial_earn_protocol
Optimism,1657843200,SUSD,188232.97151,2022-07-15 00:00:00,polynomial_earn_protocol
Optimism,1657929600,SBTC,1.34005,2022-07-16 00:00:00,polynomial_earn_protocol
Optimism,1657929600,SETH,164.4057,2022-07-16 00:00:00,polynomial_earn_protocol
Optimism,1657929600,SUSD,188232.97151,2022-07-16 00:00:00,polynomial_earn_protocol
Optimism,1658016000,SBTC,1.34005,2022-07-17 00:00:00,polynomial_earn_protocol
Optimism,1658016000,SETH,164.4057,2022-07-17 00:00:00,polynomial_earn_protocol
Optimism,1658016000,SUSD,188232.97151,2022-07-17 00:00:00,polynomial_earn_protocol
Optimism,1658102400,SBTC,1.34005,2022-07-18 00:00:00,polynomial_earn_protocol
Optimism,1658102400,SETH,164.4057,2022-07-18 00:00:00,polynomial_earn_protocol
Optimism,1658102400,SUSD,188232.97151,2022-07-18 00:00:00,polynomial_earn_protocol
Optimism,1658188800,SBTC,1.32717,2022-07-19 00:00:00,polynomial_earn_protocol
Optimism,1658188800,SETH,93.06488,2022-07-19 00:00:00,polynomial_earn_protocol
Optimism,1658188800,SUSD,137547.02111,2022-07-19 00:00:00,polynomial_earn_protocol
Optimism,1658275200,SBTC,1.32717,2022-07-20 00:00:00,polynomial_earn_protocol
Optimism,1658275200,SETH,93.06488,2022-07-20 00:00:00,polynomial_earn_protocol
Optimism,1658275200,SUSD,137547.02111,2022-07-20 00:00:00,polynomial_earn_protocol
Optimism,1658361600,SBTC,1.32717,2022-07-21 00:00:00,polynomial_earn_protocol
Optimism,1658361600,SETH,93.06488,2022-07-21 00:00:00,polynomial_earn_protocol
Optimism,1658361600,SUSD,137547.02111,2022-07-21 00:00:00,polynomial_earn_protocol
Optimism,1658448000,SBTC,1.32717,2022-07-22 00:00:00,polynomial_earn_protocol
Optimism,1658448000,SETH,93.06488,2022-07-22 00:00:00,polynomial_earn_protocol
Optimism,1658448000,SUSD,137547.02111,2022-07-22 00:00:00,polynomial_earn_protocol
Optimism,1658534400,SBTC,1.32717,2022-07-23 00:00:00,polynomial_earn_protocol
Optimism,1658534400,SETH,93.06488,2022-07-23 00:00:00,polynomial_earn_protocol
Optimism,1658534400,SUSD,137547.02111,2022-07-23 00:00:00,polynomial_earn_protocol
Optimism,1658620800,SBTC,1.32717,2022-07-24 00:00:00,polynomial_earn_protocol
Optimism,1658620800,SETH,93.06488,2022-07-24 00:00:00,polynomial_earn_protocol
Optimism,1658620800,SUSD,137547.02111,2022-07-24 00:00:00,polynomial_earn_protocol
Optimism,1658707200,SBTC,1.32717,2022-07-25 00:00:00,polynomial_earn_protocol
Optimism,1658707200,SETH,93.06488,2022-07-25 00:00:00,polynomial_earn_protocol
Optimism,1658707200,SUSD,137547.02111,2022-07-25 00:00:00,polynomial_earn_protocol
Optimism,1658793600,SBTC,1.32717,2022-07-26 00:00:00,polynomial_earn_protocol
Optimism,1658793600,SETH,93.06488,2022-07-26 00:00:00,polynomial_earn_protocol
Optimism,1658793600,SUSD,137547.02111,2022-07-26 00:00:00,polynomial_earn_protocol
Optimism,1658880000,SBTC,1.32717,2022-07-27 00:00:00,polynomial_earn_protocol
