seed_repo_owner,seed_repo_name,package_name,package_repo_owner,package_repo_name,package_source
alt-research,nitro-contracts-2.1.0,dynasmrt,censoredusername,dynasm-rs,RUST
offchainlabs,nitro,rkyv,rkyv,rkyv,RUST
alt-research,nitro-contracts-2.1.0,siphasher,jedisct1,rust-siphash,RUST
alt-research,nitro-near,triehash,paritytech,parity-common,RUST
blockscout,cargo-stylus-test-examples,wasi,bytecodealliance,wasi-rs,RUST
offchainlabs,stylus-chess,wasi,bytecodealliance,wasi-rs,RUST
alt-research,nitro-contracts-2.1.0,github.com/gobwas/pool,gobwas,pool,GO
solide-project,stylide,fs2,danburkert,fs2-rs,RUST
offchainlabs,stylus-erc721,unbox-primitive,ljharb,unbox-primitive,NPM
fluidity-money,long.so,koa-compose,koajs,compose,NPM
offchainlabs,stylus-erc20,shebang-command,kevva,shebang-command,NPM
fluidity-money,long.so,shebang-command,kevva,shebang-command,NPM
cryptosmartnow,stylus_bitsave,gimli,gimli-rs,gimli,RUST
seabrick,seabrick-contracts,gimli,gimli-rs,gimli,RUST
solide-project,stylide,serde,serde-rs,serde,RUST
fluidity-money,long.so,d3-timer,d3,d3-timer,NPM
offchainlabs,stylus-erc20-oz,generic-array,fizyk20,generic-array,RUST
offchainlabs,stylus-workshop-rust-solidity,generic-array,fizyk20,generic-array,RUST
alt-research,nitro-near,generic-array,fizyk20,generic-array,RUST
offchainlabs,stylus-by-example,generic-array,fizyk20,generic-array,RUST
theblokc,arbdevbootcamp-reference,futures-locks,asomers,futures-locks,RUST
offchainlabs,stylus-erc721,@ethersproject/web,ethers-io,ethers.js,NPM
fluidity-money,long.so,@ethersproject/web,ethers-io,ethers.js,NPM
cryptosmartnow,bs_arbitrum_main,tokio-rustls,rustls,tokio-rustls,RUST
offchainlabs,stylus-erc20,@changesets/get-release-plan,changesets,changesets,NPM
cryptosmartnow,stylus_bitsave,hermit-abi,hermit-os,hermit-rs,RUST
offchainlabs,stylus-workshop-counter,hermit-abi,hermit-os,hermit-rs,RUST
fluidity-money,long.so,svgo,svg,svgo,NPM
fluidity-money,long.so,rsc.io/tmplfunc,rsc,tmplfunc,GO
offchainlabs,stylus-vending-machine,async_io_stream,najamelan,async_io_stream,RUST
fluidity-money,long.so,terser-webpack-plugin,webpack-contrib,terser-webpack-plugin,NPM
solide-project,stylide,dirs-sys,dirs-dev,dirs-sys-rs,RUST
offchainlabs,stylus-vending-machine,bitvec,bitvecto-rs,bitvec,RUST
cryptosmartnow,bs_arbitrum_main,open-fastrlp-derive,gakonst,open-fastrlp,RUST
alt-research,nitro-near,github.com/knadh/koanf,knadh,koanf,GO
offchainlabs,stylus-chess,windows_aarch64_msvc,microsoft,windows-rs,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,windows_aarch64_msvc,microsoft,windows-rs,RUST
alt-research,nitro,github.com/dgraph-io/badger/v4,dgraph-io,badger,GO
fluidity-money,long.so,koa,koajs,koa,NPM
fluidity-money,long.so,jest-watcher,jestjs,jest,NPM
lit-protocol,lit-precompiles,@noble/hashes,paulmillr,noble-hashes,NPM
offchainlabs,stylus-erc721,@noble/hashes,paulmillr,noble-hashes,NPM
fluidity-money,long.so,@graphql-tools/url-loader,ardatan,graphql-tools,NPM
offchainlabs,stylus-workshop-counter,crossbeam-utils,crossbeam-rs,crossbeam,RUST
cryptosmartnow,stylus_bitsave,crossbeam-utils,crossbeam-rs,crossbeam,RUST
offchainlabs,stylus-workshop-counter,ident_case,teddriggs,ident_case,RUST
offchainlabs,stylus-erc20-oz,ident_case,teddriggs,ident_case,RUST
alt-research,nitro,half,voidstarkat,half-rs,RUST
offchainlabs,stylus-erc20,class-is,moxystudio,js-class-is,NPM
fluidity-money,long.so,@ethereumjs/tx,ethereumjs,ethereumjs-monorepo,NPM
offchainlabs,stylus-english-auction,ctr,rustcrypto,block-modes,RUST
seabrick,seabrick-contracts,ctr,rustcrypto,block-modes,RUST
offchainlabs,stylus-erc721,external-editor,mrkmg,node-external-editor,NPM
alt-research,nitro-contracts-2.1.0,github.com/fsnotify/fsnotify,fsnotify,fsnotify,GO
offchainlabs,stylus-english-auction,unarray,cameron1024,unarray,RUST
cryptosmartnow,bs_arbitrum_main,unarray,cameron1024,unarray,RUST
seabrick,seabrick-contracts,unarray,cameron1024,unarray,RUST
offchainlabs,stylus-workshop-rust-solidity,unarray,cameron1024,unarray,RUST
fracton-ventures,nitro-gacha,sha1,rustcrypto,hashes,RUST
offchainlabs,stylus-tutorials,has-property-descriptors,inspect-js,has-property-descriptors,NPM
alt-research,nitro-near,github.com/codeclysm/extract/v3,codeclysm,extract,GO
alt-research,nitro-contracts-2.1.0,ciborium,enarx,ciborium,RUST
teeeeeo9,basket-swap-stylus,is-terminal,sunfishcode,is-terminal,RUST
offchainlabs,stylus-english-auction,parking_lot_core,amanieu,parking_lot,RUST
offchainlabs,stylus-chess,parking_lot_core,amanieu,parking_lot,RUST
theblokc,arbdevbootcamp-reference,proptest,proptest-rs,proptest,RUST
offchainlabs,stylus-vending-machine,proptest,proptest-rs,proptest,RUST
alt-research,nitro-near,wasm-bindgen-downcast-macros,wasmerio,wasm-bindgen-downcast,RUST
alt-research,nitro-contracts-2.1.0,github.com/gobwas/ws,gobwas,ws,GO
offchainlabs,stylus-erc20,@types/pbkdf2,definitelytyped,definitelytyped,NPM
fluidity-money,long.so,require-directory,troygoode,node-require-directory,NPM
offchainlabs,stylus-erc721,winapi,retep998,winapi-rs,RUST
offchainlabs,stylus-erc721,assert-plus,mcavage,node-assert-plus,NPM
offchainlabs,stylus-erc20,@changesets/config,changesets,changesets,NPM
seabrick,seabrick-contracts,proc-macro-crate,bkchr,proc-macro-crate,RUST
offchainlabs,stylus-erc721,solidity-comments-extractor,prettier-solidity,solidity-comments-extractor,NPM
offchainlabs,stylus-english-auction,backtrace,rust-lang,backtrace-rs,RUST
theblokc,arbdevbootcamp-reference,futures-timer,async-rs,futures-timer,RUST
alt-research,nitro-contracts-2.1.0,github.com/mailru/easygo,mailru,easygo,GO
offchainlabs,stylus-erc20,ethereum-cryptography,ethereum,js-ethereum-cryptography,NPM
fluidity-money,long.so,damerau-levenshtein,tad-lispy,node-damerau-levenshtein,NPM
offchainlabs,stylus-erc721,timed-out,sindresorhus,timed-out,NPM
offchainlabs,stylus-erc721,rand_chacha,rust-random,rand,RUST
alt-research,nitro,const-hex,danipopes,const-hex,RUST
offchainlabs,stylus-by-example,tokio-macros,tokio-rs,tokio,RUST
offchainlabs,stylus-workshop-rust-solidity,crypto-bigint,rustcrypto,crypto-bigint,RUST
offchainlabs,stylus-quickstart-vending-machine,crypto-bigint,rustcrypto,crypto-bigint,RUST
fracton-ventures,nitro-gacha,home,rust-lang,cargo,RUST
teeeeeo9,basket-swap-stylus,zstd,gyscos,zstd-rs,RUST
offchainlabs,stylus-english-auction,zstd,gyscos,zstd-rs,RUST
theblokc,arbdevbootcamp-reference,addr2line,gimli-rs,addr2line,RUST
offchainlabs,stylus-chess,parity-scale-codec-derive,paritytech,parity-scale-codec,RUST
offchainlabs,stylus-quickstart-vending-machine,parity-scale-codec-derive,paritytech,parity-scale-codec,RUST
offchainlabs,stylus-erc20,punycode,mathiasbynens,punycode.js,NPM
offchainlabs,stylus-workshop-nft,derive_more,jeltef,derive_more,RUST
offchainlabs,stylus-hello-world,derive_more,jeltef,derive_more,RUST
solide-project,stylide,cipher,rustcrypto,traits,RUST
offchainlabs,stylus-by-example,cipher,rustcrypto,traits,RUST
cryptosmartnow,bs_arbitrum_main,cipher,rustcrypto,traits,RUST
offchainlabs,stylus-tutorials,prettier-plugin-solidity,prettier-solidity,prettier-plugin-solidity,NPM
fluidity-money,long.so,uqr,unjs,uqr,NPM
offchainlabs,stylus-erc20,chalk,chalk,chalk,NPM
offchainlabs,stylus-workshop-counter,quote,dtolnay,quote,RUST
cryptosmartnow,bitsave_stylus,quote,dtolnay,quote,RUST
solide-project,stylide,libc,rust-lang,libc,RUST
offchainlabs,stylus-workshop-counter,ark-ff,arkworks-rs,algebra,RUST
offchainlabs,stylus-vending-machine,ark-ff,arkworks-rs,algebra,RUST
offchainlabs,stylus-quickstart-vending-machine,encoding_rs,hsivonen,encoding_rs,RUST
seabrick,seabrick-contracts,tower-service,tower-rs,tower,RUST
fluidity-money,long.so,@react-native-community/cli-platform-ios,react-native-community,cli,NPM
fluidity-money,long.so,dir-glob,kevva,dir-glob,NPM
theblokc,arbdevbootcamp-reference,dir-glob,kevva,dir-glob,NPM
teeeeeo9,basket-swap-stylus,ethers-addressbook,gakonst,ethers-rs,RUST
cryptosmartnow,bs_arbitrum_main,winreg,gentoo90,winreg-rs,RUST
alt-research,nitro,github.com/tklauser/numcpus,tklauser,numcpus,GO
offchainlabs,stylus-quickstart-vending-machine,rayon-core,rayon-rs,rayon,RUST
alt-research,nitro,rayon-core,rayon-rs,rayon,RUST
offchainlabs,stylus-chess,rayon-core,rayon-rs,rayon,RUST
offchainlabs,stylus-erc20,@changesets/logger,changesets,changesets,NPM
offchainlabs,stylus-erc20,sha3-asm,danipopes,keccak-asm,RUST
offchainlabs,stylus-vending-machine,sha3-asm,danipopes,keccak-asm,RUST
offchainlabs,stylus-vending-machine,ff,zkcrypto,ff,RUST
offchainlabs,stylus-erc721,bytes,visionmedia,bytes.js,NPM
offchainlabs,stylus-erc20,@ethersproject/providers,ethers-io,ethers.js,NPM
alt-research,nitro-near,github.com/mitchellh/mapstructure,mitchellh,mapstructure,GO
offchainlabs,stylus-erc20,is-port-reachable,sindresorhus,is-port-reachable,NPM
fluidity-money,long.so,is-inside-container,sindresorhus,is-inside-container,NPM
offchainlabs,stylus-erc20,eventemitter3,primus,eventemitter3,NPM
fluidity-money,long.so,@babel/preset-flow,babel,babel,NPM
offchainlabs,stylus-erc20,swarm-js,maiavictor,swarm-js,NPM
offchainlabs,nitro,colorchoice,rust-cli,anstyle,RUST
offchainlabs,stylus-erc20-oz,base64ct,rustcrypto,formats,RUST
offchainlabs,nitro,impl-trait-for-tuples,bkchr,impl-trait-for-tuples,RUST
offchainlabs,stylus-english-auction,impl-trait-for-tuples,bkchr,impl-trait-for-tuples,RUST
alt-research,nitro,zerocopy,google,zerocopy,RUST
offchainlabs,stylus-by-example,open-fastrlp,gakonst,open-fastrlp,RUST
offchainlabs,stylus-erc721,buffer,feross,buffer,NPM
offchainlabs,stylus-tutorials,resolve-pkg-maps,privatenumber,resolve-pkg-maps,NPM
offchainlabs,stylus-erc721,ansi-colors,doowb,ansi-colors,NPM
offchainlabs,stylus-erc721,lodash.zip,lodash,lodash,NPM
theblokc,arbdevbootcamp-reference,alloy-sol-types,alloy-rs,core,RUST
lit-protocol,lit-precompiles,alloy-sol-types,alloy-rs,core,RUST
cryptosmartnow,stylus_bitsave,alloy-sol-types,alloy-rs,core,RUST
offchainlabs,stylus-english-auction,alloy-sol-types,alloy-rs,core,RUST
alt-research,nitro-contracts-2.1.0,windows_x86_64_gnu,microsoft,windows-rs,RUST
alt-research,nitro-near,github.com/consensys/bavard,consensys,bavard,GO
fluidity-money,long.so,iconv-lite,ashtuchkin,iconv-lite,NPM
offchainlabs,stylus-erc721,highlight.js,isagalaev,highlight.js,NPM
offchainlabs,stylus-erc721,internal-slot,ljharb,internal-slot,NPM
dsrvlabs,arbiturm-stylus-solidity-compare,spki,rustcrypto,formats,RUST
blockscout,cargo-stylus-test-examples,rustc-hex,debris,rustc-hex,RUST
offchainlabs,stylus-chess,alloy-primitives,alloy-rs,core,RUST
offchainlabs,stylus-workshop-rust-solidity,alloy-primitives,alloy-rs,core,RUST
offchainlabs,stylus-erc20,typed-array-byte-offset,inspect-js,typed-array-byte-offset,NPM
alt-research,nitro-contracts-2.1.0,github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding,aws,aws-sdk-go-v2,GO
offchainlabs,stylus-erc721,@types/form-data,form-data,form-data,NPM
alt-research,nitro-contracts-2.1.0,github.com/aws/aws-sdk-go-v2/internal/ini,aws,aws-sdk-go-v2,GO
offchainlabs,stylus-erc20,fastrlp,vorot93,fastrlp,RUST
seabrick,seabrick-contracts,ark-ff-asm,arkworks-rs,algebra,RUST
alt-research,nitro-contracts-2.1.0,github.com/aws/aws-sdk-go-v2/internal/endpoints/v2,aws,aws-sdk-go-v2,GO
alt-research,nitro-contracts-2.1.0,object,gimli-rs,object,RUST
cryptosmartnow,bitsave_stylus,object,gimli-rs,object,RUST
fluidity-money,long.so,acorn-jsx,acornjs,acorn-jsx,NPM
fluidity-money,long.so,@sentry-internal/replay,getsentry,sentry-javascript,NPM
fluidity-money,long.so,@graphql-tools/merge,ardatan,graphql-tools,NPM
offchainlabs,stylus-erc20,is-unicode-supported,sindresorhus,is-unicode-supported,NPM
offchainlabs,stylus-by-example,@floating-ui/core,floating-ui,floating-ui,NPM
seabrick,seabrick-contracts,pest,pest-parser,pest,RUST
alt-research,nitro,num-derive,rust-num,num-derive,RUST
fluidity-money,long.so,ora,sindresorhus,ora,NPM
offchainlabs,stylus-english-auction,fnv,servo,rust-fnv,RUST
cryptosmartnow,stylus_bitsave,rand_xorshift,rust-random,rngs,RUST
cryptosmartnow,bitsave_stylus,rand_xorshift,rust-random,rngs,RUST
theblokc,arbdevbootcamp-reference,rustc-demangle,rust-lang,rustc-demangle,RUST
offchainlabs,nitro,rustc-demangle,rust-lang,rustc-demangle,RUST
offchainlabs,stylus-by-example,rustc-demangle,rust-lang,rustc-demangle,RUST
offchainlabs,nitro,walkdir,burntsushi,walkdir,RUST
theblokc,arbdevbootcamp-reference,emoji-regex,mathiasbynens,emoji-regex,NPM
offchainlabs,stylus-erc20,foreground-child,tapjs,foreground-child,NPM
offchainlabs,nitro,winapi-util,burntsushi,winapi-util,RUST
offchainlabs,nitro,arbitrary,rust-fuzz,arbitrary,RUST
alt-research,nitro-contracts-2.1.0,arbitrary,rust-fuzz,arbitrary,RUST
offchainlabs,stylus-english-auction,tungstenite,snapview,tungstenite-rs,RUST
alt-research,nitro,github.com/shopify/toxiproxy,shopify,toxiproxy,GO
offchainlabs,stylus-erc20,breakword,tecfu,breakword,NPM
offchainlabs,stylus-erc721,bech32,bitcoinjs,bech32,NPM
offchainlabs,stylus-english-auction,wait-timeout,alexcrichton,wait-timeout,RUST
offchainlabs,stylus-workshop-nft,wait-timeout,alexcrichton,wait-timeout,RUST
offchainlabs,stylus-quickstart-vending-machine,itoa,dtolnay,itoa,RUST
alt-research,nitro,itoa,dtolnay,itoa,RUST
offchainlabs,stylus-workshop-nft,itoa,dtolnay,itoa,RUST
offchainlabs,stylus-hello-world-minimal,sha3,rustcrypto,hashes,RUST
solide-project,stylide,futures-util,rust-lang,futures-rs,RUST
offchainlabs,nitro,github.com/aws/aws-sdk-go-v2,aws,aws-sdk-go-v2,GO
theblokc,arbdevbootcamp-reference,brorand,indutny,brorand,NPM
alt-research,nitro-contracts-2.1.0,github.com/google/go-querystring,google,go-querystring,GO
cryptosmartnow,bitsave_stylus,serde_derive,serde-rs,serde,RUST
offchainlabs,stylus-erc20,@ethereumjs/rlp,ethereumjs,ethereumjs-monorepo,NPM
offchainlabs,stylus-erc721,@ethereumjs/rlp,ethereumjs,ethereumjs-monorepo,NPM
offchainlabs,nitro,github.com/stackexchange/wmi,stackexchange,wmi,GO
fluidity-money,long.so,heck,withoutboats,heck,RUST
offchainlabs,stylus-erc20,p-locate,sindresorhus,p-locate,NPM
fluidity-money,long.so,@babel/plugin-transform-optional-chaining,babel,babel,NPM
fluidity-money,long.so,universalify,ryanzim,universalify,NPM
offchainlabs,stylus-by-example,@xtuc/ieee754,feross,ieee754,NPM
alt-research,nitro-contracts-2.1.0,github.com/rogpeppe/go-internal,rogpeppe,go-internal,GO
offchainlabs,stylus-vending-machine,ripemd,rustcrypto,hashes,RUST
fluidity-money,long.so,@svgr/babel-plugin-svg-em-dimensions,gregberge,svgr,NPM
offchainlabs,stylus-by-example,@types/estree,definitelytyped,definitelytyped,NPM
alt-research,nitro,deranged,jhpratt,deranged,RUST
alt-research,nitro,lru,jeromefroe,lru-rs,RUST
cryptosmartnow,bs_arbitrum_main,bytes,tokio-rs,bytes,RUST
offchainlabs,stylus-quickstart-vending-machine,bytes,tokio-rs,bytes,RUST
fluidity-money,long.so,@nodelib/fs.walk,nodelib,nodelib,NPM
alt-research,nitro-contracts-2.1.0,github.com/rivo/uniseg,rivo,uniseg,GO
theblokc,arbdevbootcamp-reference,windows_aarch64_gnullvm,microsoft,windows-rs,RUST
offchainlabs,stylus-hello-world,windows_aarch64_gnullvm,microsoft,windows-rs,RUST
offchainlabs,nitro,uint,paritytech,parity-common,RUST
offchainlabs,stylus-erc721,extendable-error,vilic,extendable-error,NPM
offchainlabs,stylus-workshop-rust-solidity,sha2,rustcrypto,hashes,RUST
offchainlabs,stylus-workshop-counter,quick-error,tailhook,quick-error,RUST
offchainlabs,stylus-hello-world,quick-error,tailhook,quick-error,RUST
blockscout,cargo-stylus-test-examples,keccak-const,offchainlabs,keccak-const,RUST
cryptosmartnow,bs_arbitrum_main,keccak-const,offchainlabs,keccak-const,RUST
alt-research,nitro,keccak-const,offchainlabs,keccak-const,RUST
alt-research,nitro,github.com/rhnvrm/simples3,rhnvrm,simples3,GO
theblokc,arbdevbootcamp-reference,@scure/base,paulmillr,scure-base,NPM
offchainlabs,stylus-by-example,react-dom,facebook,react,NPM
theblokc,arbdevbootcamp-reference,@humanwhocodes/object-schema,humanwhocodes,object-schema,NPM
offchainlabs,stylus-by-example,webpack,webpack,webpack,NPM
fluidity-money,long.so,content-disposition,jshttp,content-disposition,NPM
offchainlabs,stylus-tutorials,hasown,inspect-js,hasown,NPM
offchainlabs,stylus-by-example,@next/swc-linux-arm64-musl,vercel,next.js,NPM
offchainlabs,stylus-quickstart-vending-machine,rustls-pemfile,rustls,pemfile,RUST
offchainlabs,stylus-by-example,getrandom,rust-random,getrandom,RUST
offchainlabs,stylus-erc20-oz,getrandom,rust-random,getrandom,RUST
solide-project,stylide,getrandom,rust-random,getrandom,RUST
alt-research,nitro,mach,fitzgen,mach,RUST
fluidity-money,long.so,data-view-byte-offset,inspect-js,data-view-byte-offset,NPM
solide-project,stylide,react-resizable-panels,bvaughn,react-resizable-panels,NPM
solide-project,stylide,viem,wevm,viem,NPM
fluidity-money,long.so,viem,wevm,viem,NPM
cryptosmartnow,bitsave_stylus,pin-project-internal,taiki-e,pin-project,RUST
offchainlabs,stylus-quickstart-vending-machine,pin-project-internal,taiki-e,pin-project,RUST
offchainlabs,stylus-by-example,pin-project-internal,taiki-e,pin-project,RUST
theblokc,arbdevbootcamp-reference,amdefine,jrburke,amdefine,NPM
seabrick,seabrick-contracts,thiserror-impl,dtolnay,thiserror,RUST
offchainlabs,stylus-by-example,fast-uri,fastify,fast-uri,NPM
offchainlabs,stylus-workshop-proxy-update,proc-macro2,dtolnay,proc-macro2,RUST
offchainlabs,stylus-quickstart-vending-machine,proc-macro2,dtolnay,proc-macro2,RUST
offchainlabs,nitro,proc-macro2,dtolnay,proc-macro2,RUST
offchainlabs,stylus-workshop-counter,rusty-fork,altsysrq,rusty-fork,RUST
cryptosmartnow,stylus_bitsave,rusty-fork,altsysrq,rusty-fork,RUST
fluidity-money,long.so,rusty-fork,altsysrq,rusty-fork,RUST
offchainlabs,stylus-tutorials,rusty-fork,altsysrq,rusty-fork,RUST
alt-research,nitro-contracts-2.1.0,anstyle-query,rust-cli,anstyle,RUST
seabrick,seabrick-contracts,radium,ferrilab,ferrilab,RUST
offchainlabs,stylus-workshop-counter,radium,ferrilab,ferrilab,RUST
fluidity-money,long.so,@sentry/core,getsentry,sentry-javascript,NPM
fluidity-money,long.so,react-native-webview,react-native-community,react-native-webview,NPM
offchainlabs,stylus-erc20,http2-wrapper,szmarczak,http2-wrapper,NPM
theblokc,arbdevbootcamp-reference,hmac,rustcrypto,macs,RUST
offchainlabs,stylus-by-example,hmac,rustcrypto,macs,RUST
fluidity-money,long.so,update-browserslist-db,browserslist,update-db,NPM
fluidity-money,long.so,wcwidth,timoxley,wcwidth,NPM
alt-research,nitro,rustversion,dtolnay,rustversion,RUST
offchainlabs,nitro,mach2,johntitor,mach2,RUST
offchainlabs,nitro,num-conv,jhpratt,num-conv,RUST
teeeeeo9,basket-swap-stylus,zeroize_derive,rustcrypto,utils,RUST
theblokc,arbdevbootcamp-reference,@rollup/rollup-win32-arm64-msvc,rollup,rollup,NPM
offchainlabs,stylus-erc20,object-inspect,inspect-js,object-inspect,NPM
offchainlabs,stylus-erc721,object-inspect,inspect-js,object-inspect,NPM
fluidity-money,long.so,is-array-buffer,inspect-js,is-array-buffer,NPM
solide-project,stylide,spin,mvdnes,spin-rs,RUST
solide-project,stylide,cmdk,pacocoursey,cmdk,NPM
blockscout,cargo-stylus-test-examples,static_assertions,nvzqz,static-assertions-rs,RUST
fluidity-money,long.so,safe-array-concat,ljharb,safe-array-concat,NPM
blockscout,cargo-stylus-test-examples,k256,rustcrypto,elliptic-curves,RUST
offchainlabs,stylus-erc20,min-document,raynos,min-document,NPM
offchainlabs,stylus-erc20,highlightjs-solidity,highlightjs,highlightjs-solidity,NPM
offchainlabs,stylus-erc20-oz,anstream,rust-cli,anstyle,RUST
fluidity-money,long.so,@stablelib/sha256,stablelib,stablelib,NPM
offchainlabs,nitro,regex,rust-lang,regex,RUST
alt-research,nitro,block-padding,rustcrypto,utils,RUST
offchainlabs,stylus-by-example,typescript,microsoft,typescript,NPM
offchainlabs,stylus-erc20-oz,wasm-bindgen-backend,rustwasm,wasm-bindgen,RUST
teeeeeo9,basket-swap-stylus,wasm-bindgen-backend,rustwasm,wasm-bindgen,RUST
offchainlabs,stylus-erc20-oz,wast,bytecodealliance,wasm-tools,RUST
offchainlabs,stylus-english-auction,elliptic-curve,rustcrypto,traits,RUST
offchainlabs,stylus-by-example,argparse,nodeca,argparse,NPM
offchainlabs,stylus-vending-machine,scale-info-derive,paritytech,scale-info,RUST
theblokc,arbdevbootcamp-reference,primitive-types,paritytech,parity-common,RUST
seabrick,seabrick-contracts,primitive-types,paritytech,parity-common,RUST
offchainlabs,stylus-chess,primitive-types,paritytech,parity-common,RUST
