seed_repo_owner,seed_repo_name,package_name,package_repo_owner,package_repo_name,package_source
offchainlabs,stylus-erc721,which-typed-array,inspect-js,which-typed-array,NPM
offchainlabs,stylus-by-example,form_urlencoded,servo,rust-url,RUST
cryptosmartnow,bs_arbitrum_main,form_urlencoded,servo,rust-url,RUST
offchainlabs,stylus-erc20,buffer-xor,crypto-browserify,buffer-xor,NPM
offchainlabs,stylus-vending-machine,hashers,tmmcguire,hashers,RUST
alt-research,nitro,github.com/prometheus/client_model,prometheus,client_model,GO
offchainlabs,stylus-hello-world,signature,rustcrypto,traits,RUST
fluidity-money,long.so,decamelize,sindresorhus,decamelize,NPM
solide-project,stylide,tailwindcss,tailwindlabs,tailwindcss,NPM
offchainlabs,stylus-vending-machine,path-slash,rhysd,path-slash,RUST
cryptosmartnow,stylus_bitsave,rustls-webpki,rustls,webpki,RUST
cryptosmartnow,bitsave_stylus,rustls-webpki,rustls,webpki,RUST
theblokc,arbdevbootcamp-reference,rustls-webpki,rustls,webpki,RUST
offchainlabs,stylus-erc20,require-from-string,floatdrop,require-from-string,NPM
seabrick,seabrick-contracts,webpki-roots,rustls,webpki-roots,RUST
theblokc,arbdevbootcamp-reference,webpki-roots,rustls,webpki-roots,RUST
teeeeeo9,basket-swap-stylus,parking_lot,amanieu,parking_lot,RUST
offchainlabs,stylus-erc20,hardhat-gas-reporter,cgewecke,hardhat-gas-reporter,NPM
blockscout,cargo-stylus-test-examples,undici-types,nodejs,undici,NPM
offchainlabs,stylus-by-example,undici-types,nodejs,undici,NPM
fluidity-money,long.so,json-rpc-engine,metamask,json-rpc-engine,NPM
fluidity-money,long.so,client-only,facebook,react,NPM
cryptosmartnow,bs_arbitrum_main,bit-set,contain-rs,bit-set,RUST
alt-research,nitro-contracts-2.1.0,bit-set,contain-rs,bit-set,RUST
alt-research,nitro-near,bit-set,contain-rs,bit-set,RUST
offchainlabs,stylus-erc721,js-sdsl,js-sdsl,js-sdsl,NPM
offchainlabs,stylus-erc20,js-sdsl,js-sdsl,js-sdsl,NPM
fluidity-money,long.so,eslint-plugin-jsx-a11y,jsx-eslint,eslint-plugin-jsx-a11y,NPM
theblokc,arbdevbootcamp-reference,eslint-plugin-jsx-a11y,jsx-eslint,eslint-plugin-jsx-a11y,NPM
alt-research,nitro-near,wat,bytecodealliance,wasm-tools,RUST
fluidity-money,long.so,filter-obj,sindresorhus,filter-obj,NPM
cryptosmartnow,stylus_bitsave,strum,peternator7,strum,RUST
offchainlabs,stylus-hello-world,gloo-timers,rustwasm,gloo,RUST
cryptosmartnow,stylus_bitsave,gloo-timers,rustwasm,gloo,RUST
teeeeeo9,basket-swap-stylus,gloo-timers,rustwasm,gloo,RUST
theblokc,arbdevbootcamp-reference,esquery,estools,esquery,NPM
offchainlabs,stylus-by-example,@types/eslint,definitelytyped,definitelytyped,NPM
dsrvlabs,arbiturm-stylus-solidity-compare,smallvec,servo,rust-smallvec,RUST
offchainlabs,stylus-erc721,pump,mafintosh,pump,NPM
offchainlabs,stylus-erc721,es5-ext,medikoo,es5-ext,NPM
theblokc,arbdevbootcamp-reference,tracing-futures,tokio-rs,tracing,RUST
offchainlabs,stylus-workshop-rust-solidity,unicode-segmentation,unicode-rs,unicode-segmentation,RUST
offchainlabs,stylus-erc20,unicode-segmentation,unicode-rs,unicode-segmentation,RUST
solide-project,stylide,unicode-segmentation,unicode-rs,unicode-segmentation,RUST
offchainlabs,nitro,clap_derive,clap-rs,clap,RUST
offchainlabs,stylus-erc721,asynckit,alexindigo,asynckit,NPM
blockscout,cargo-stylus-test-examples,tweetnacl,dchest,tweetnacl-js,NPM
cryptosmartnow,bs_arbitrum_main,dotenv,dotenv-rs,dotenv,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,dotenv,dotenv-rs,dotenv,RUST
theblokc,arbdevbootcamp-reference,fp-ts,gcanti,fp-ts,NPM
teeeeeo9,basket-swap-stylus,fixedbitset,petgraph,fixedbitset,RUST
offchainlabs,stylus-chess,futures-core,rust-lang,futures-rs,RUST
fracton-ventures,nitro-gacha,winnow,winnow-rs,winnow,RUST
offchainlabs,stylus-erc20-oz,unicode-ident,dtolnay,unicode-ident,RUST
theblokc,arbdevbootcamp-reference,queue-microtask,feross,queue-microtask,NPM
offchainlabs,stylus-by-example,web-vitals,googlechrome,web-vitals,NPM
fluidity-money,long.so,is-docker,sindresorhus,is-docker,NPM
fluidity-money,long.so,postgres-array,bendrucker,postgres-array,NPM
offchainlabs,stylus-by-example,wasm-bindgen-macro,rustwasm,wasm-bindgen,RUST
solide-project,stylide,futures-sink,rust-lang,futures-rs,RUST
cryptosmartnow,bs_arbitrum_main,futures-sink,rust-lang,futures-rs,RUST
offchainlabs,stylus-quickstart-vending-machine,futures-sink,rust-lang,futures-rs,RUST
fluidity-money,long.so,saxes,lddubeau,saxes,NPM
alt-research,nitro-near,github.com/klauspost/compress,klauspost,compress,GO
alt-research,nitro-near,tap,myrrlyn,tap,RUST
fracton-ventures,nitro-gacha,pin-project-lite,taiki-e,pin-project-lite,RUST
offchainlabs,stylus-hello-world,pin-project-lite,taiki-e,pin-project-lite,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,pin-utils,rust-lang-nursery,pin-utils,RUST
solide-project,stylide,pin-utils,rust-lang-nursery,pin-utils,RUST
offchainlabs,stylus-quickstart-vending-machine,tracing-attributes,tokio-rs,tracing,RUST
fluidity-money,long.so,babel-plugin-polyfill-corejs2,babel,babel-polyfills,NPM
offchainlabs,stylus-by-example,supports-color,chalk,supports-color,NPM
theblokc,arbdevbootcamp-reference,is-callable,inspect-js,is-callable,NPM
offchainlabs,stylus-by-example,bzip2,trifectatechfoundation,bzip2-rs,RUST
offchainlabs,stylus-erc20,cacheable-request,jaredwray,cacheable-request,NPM
alt-research,nitro,either,rayon-rs,either,RUST
offchainlabs,stylus-workshop-counter,either,rayon-rs,either,RUST
fluidity-money,long.so,dijkstrajs,tcort,dijkstrajs,NPM
offchainlabs,stylus-chess,bumpalo,fitzgen,bumpalo,RUST
offchainlabs,stylus-erc20,@ethersproject/solidity,ethers-io,ethers.js,NPM
theblokc,arbdevbootcamp-reference,try-lock,seanmonstar,try-lock,RUST
fluidity-money,long.so,@types/shimmer,definitelytyped,definitelytyped,NPM
offchainlabs,stylus-tutorials,@next/eslint-plugin-next,vercel,next.js,NPM
offchainlabs,stylus-vending-machine,dirs,soc,dirs-rs,RUST
cryptosmartnow,bs_arbitrum_main,dirs,soc,dirs-rs,RUST
offchainlabs,stylus-english-auction,dirs,soc,dirs-rs,RUST
offchainlabs,stylus-hello-world,const-oid,rustcrypto,formats,RUST
offchainlabs,stylus-english-auction,const-oid,rustcrypto,formats,RUST
offchainlabs,stylus-vending-machine,phf_macros,rust-phf,rust-phf,RUST
offchainlabs,nitro,simdutf8,rusticstuff,simdutf8,RUST
alt-research,nitro-near,github.com/go-sourcemap/sourcemap,go-sourcemap,sourcemap,GO
offchainlabs,stylus-tutorials,crunchy,eira-fransham,crunchy,RUST
fluidity-money,long.so,eslint-config-next,vercel,next.js,NPM
offchainlabs,stylus-erc721,cors,expressjs,cors,NPM
offchainlabs,stylus-by-example,@types/react,definitelytyped,definitelytyped,NPM
offchainlabs,stylus-erc721,normalize-package-data,npm,normalize-package-data,NPM
fluidity-money,long.so,callsites,sindresorhus,callsites,NPM
alt-research,nitro-near,miniz_oxide,frommi,miniz_oxide,RUST
offchainlabs,stylus-erc20-oz,num_cpus,seanmonstar,num_cpus,RUST
alt-research,nitro-near,num_cpus,seanmonstar,num_cpus,RUST
offchainlabs,stylus-quickstart-vending-machine,socket2,rust-lang,socket2,RUST
offchainlabs,stylus-vending-machine,socket2,rust-lang,socket2,RUST
fluidity-money,long.so,@humanwhocodes/config-array,humanwhocodes,config-array,NPM
offchainlabs,stylus-by-example,acorn,acornjs,acorn,NPM
fracton-ventures,nitro-gacha,stylus-proc,offchainlabs,stylus-sdk-rs,RUST
offchainlabs,stylus-workshop-counter,stylus-proc,offchainlabs,stylus-sdk-rs,RUST
alt-research,nitro-near,iana-time-zone-haiku,strawlab,iana-time-zone,RUST
offchainlabs,stylus-by-example,vfile-message,vfile,vfile-message,NPM
cryptosmartnow,stylus_bitsave,prettyplease,dtolnay,prettyplease,RUST
seabrick,seabrick-contracts,prettyplease,dtolnay,prettyplease,RUST
offchainlabs,stylus-english-auction,prettyplease,dtolnay,prettyplease,RUST
cryptosmartnow,bs_arbitrum_main,prettyplease,dtolnay,prettyplease,RUST
teeeeeo9,basket-swap-stylus,chrono,chronotope,chrono,RUST
fluidity-money,long.so,@radix-ui/react-select,radix-ui,primitives,NPM
blockscout,cargo-stylus-test-examples,@sentry/minimal,getsentry,sentry-javascript,NPM
teeeeeo9,basket-swap-stylus,libm,rust-lang,libm,RUST
offchainlabs,stylus-workshop-rust-solidity,libm,rust-lang,libm,RUST
offchainlabs,stylus-workshop-basic-nft,libm,rust-lang,libm,RUST
theblokc,arbdevbootcamp-reference,@isaacs/cliui,yargs,cliui,NPM
offchainlabs,stylus-erc20,window-size,jonschlinkert,window-size,NPM
fluidity-money,long.so,import-fresh,sindresorhus,import-fresh,NPM
fluidity-money,long.so,shell-quote,ljharb,shell-quote,NPM
fluidity-money,long.so,fresh,jshttp,fresh,NPM
offchainlabs,stylus-tutorials,eslint-import-resolver-typescript,import-js,eslint-import-resolver-typescript,NPM
offchainlabs,stylus-quickstart-vending-machine,salsa20,rustcrypto,stream-ciphers,RUST
cryptosmartnow,bitsave_stylus,futures,rust-lang,futures-rs,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,futures,rust-lang,futures-rs,RUST
alt-research,nitro-near,eyre,eyre-rs,eyre,RUST
offchainlabs,stylus-vending-machine,eyre,eyre-rs,eyre,RUST
theblokc,arbdevbootcamp-reference,escape-string-regexp,sindresorhus,escape-string-regexp,NPM
offchainlabs,stylus-vending-machine,ethers,gakonst,ethers-rs,RUST
fluidity-money,long.so,syn-solidity,alloy-rs,core,RUST
blockscout,cargo-stylus-test-examples,syn-solidity,alloy-rs,core,RUST
fluidity-money,long.so,@next/swc-darwin-arm64,vercel,next.js,NPM
offchainlabs,stylus-by-example,@pandacss/preset-panda,chakra-ui,panda,NPM
fluidity-money,long.so,object-is,es-shims,object-is,NPM
offchainlabs,stylus-by-example,@pandacss/error,chakra-ui,panda,NPM
fluidity-money,long.so,@istanbuljs/load-nyc-config,istanbuljs,load-nyc-config,NPM
theblokc,arbdevbootcamp-reference,semver,dtolnay,semver,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,semver,dtolnay,semver,RUST
teeeeeo9,basket-swap-stylus,ethers-providers,gakonst,ethers-rs,RUST
theblokc,arbdevbootcamp-reference,to-regex-range,micromatch,to-regex-range,NPM
offchainlabs,stylus-erc20-oz,tinyvec_macros,soveu,tinyvec_macros,RUST
offchainlabs,stylus-tutorials,braces,micromatch,braces,NPM
fluidity-money,long.so,typed-array-length,inspect-js,typed-array-length,NPM
offchainlabs,stylus-erc20,yargs-parser,yargs,yargs-parser,NPM
offchainlabs,stylus-erc721,@ethersproject/properties,ethers-io,ethers.js,NPM
offchainlabs,stylus-erc20,rustc_version,djc,rustc-version-rs,RUST
fluidity-money,long.so,jest-mock,facebook,jest,NPM
theblokc,arbdevbootcamp-reference,crossbeam-epoch,crossbeam-rs,crossbeam,RUST
offchainlabs,stylus-erc20-oz,serde_urlencoded,nox,serde_urlencoded,RUST
alt-research,nitro,plotters-svg,plotters-rs,plotters,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,byte-slice-cast,sdroege,bytes-num-slice-cast,RUST
theblokc,arbdevbootcamp-reference,deep-eql,chaijs,deep-eql,NPM
cryptosmartnow,stylus_bitsave,alloy-rlp,alloy-rs,rlp,RUST
offchainlabs,nitro,alloy-rlp,alloy-rs,rlp,RUST
offchainlabs,stylus-workshop-counter,idna,servo,rust-url,RUST
fluidity-money,long.so,@react-native/metro-babel-transformer,facebook,react-native,NPM
offchainlabs,stylus-chess,tracing-core,tokio-rs,tracing,RUST
cryptosmartnow,stylus_bitsave,tracing-core,tokio-rs,tracing,RUST
teeeeeo9,basket-swap-stylus,tracing-core,tokio-rs,tracing,RUST
alt-research,nitro,tracing-core,tokio-rs,tracing,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,tracing-core,tokio-rs,tracing,RUST
offchainlabs,stylus-quickstart-vending-machine,zeroize,rustcrypto,utils,RUST
offchainlabs,stylus-erc721,zeroize,rustcrypto,utils,RUST
alt-research,nitro-near,fallible-iterator,sfackler,rust-fallible-iterator,RUST
fluidity-money,long.so,json-to-pretty-yaml,alexcrist,json-to-pretty-yaml,NPM
offchainlabs,stylus-erc721,jsprim,joyent,node-jsprim,NPM
offchainlabs,stylus-erc721,web3-core-subscriptions,ethereum,web3.js,NPM
offchainlabs,stylus-by-example,is-hexadecimal,wooorm,is-hexadecimal,NPM
offchainlabs,stylus-erc721,ghost-testrpc,sc-forks,ghost-testrpc,NPM
fracton-ventures,nitro-gacha,ruint-macro,recmo,uint,RUST
offchainlabs,stylus-workshop-rust-solidity,ruint-macro,recmo,uint,RUST
offchainlabs,stylus-erc20,assertion-error,chaijs,assertion-error,NPM
fluidity-money,long.so,toml_edit,toml-rs,toml,RUST
alt-research,nitro-contracts-2.1.0,toml_edit,toml-rs,toml,RUST
offchainlabs,stylus-erc20-oz,toml_edit,toml-rs,toml,RUST
theblokc,arbdevbootcamp-reference,es-abstract,ljharb,es-abstract,NPM
offchainlabs,stylus-vending-machine,term,stebalien,term,RUST
alt-research,nitro,libfuzzer-sys,rust-fuzz,libfuzzer,RUST
offchainlabs,stylus-tutorials,json-stable-stringify-without-jsonify,samn,json-stable-stringify,NPM
offchainlabs,stylus-erc20,json-schema-traverse,epoberezkin,json-schema-traverse,NPM
alt-research,nitro-near,derivative,mcarton,rust-derivative,RUST
offchainlabs,stylus-vending-machine,ryu,dtolnay,ryu,RUST
offchainlabs,stylus-hello-world,ryu,dtolnay,ryu,RUST
blockscout,cargo-stylus-test-examples,@sentry/tracing,getsentry,sentry-javascript,NPM
alt-research,nitro-contracts-2.1.0,num_enum_derive,illicitonion,num_enum,RUST
offchainlabs,stylus-by-example,num_enum_derive,illicitonion,num_enum,RUST
solide-project,stylide,num_enum_derive,illicitonion,num_enum,RUST
theblokc,arbdevbootcamp-reference,globals,sindresorhus,globals,NPM
alt-research,nitro-contracts-2.1.0,bytecheck_derive,rkyv,bytecheck,RUST
offchainlabs,stylus-vending-machine,send_wrapper,thk1,send_wrapper,RUST
offchainlabs,stylus-workshop-proxy-update,num-traits,rust-num,num-traits,RUST
offchainlabs,stylus-erc721,@ethersproject/keccak256,ethers-io,ethers.js,NPM
fluidity-money,long.so,regenerator-transform,facebook,regenerator,NPM
fluidity-money,long.so,@radix-ui/react-menu,radix-ui,primitives,NPM
fluidity-money,long.so,which-builtin-type,inspect-js,which-builtin-type,NPM
theblokc,arbdevbootcamp-reference,depd,dougwilson,nodejs-depd,NPM
offchainlabs,stylus-workshop-counter,cranelift-codegen,bytecodealliance,wasmtime,RUST
fluidity-money,long.so,@babel/helper-plugin-utils,babel,babel,NPM
cryptosmartnow,bitsave_stylus,num_enum,illicitonion,num_enum,RUST
offchainlabs,stylus-vending-machine,num_enum,illicitonion,num_enum,RUST
cryptosmartnow,stylus_bitsave,bech32,rust-bitcoin,rust-bech32,RUST
offchainlabs,nitro,mini-alloc,offchainlabs,stylus-sdk-rs,RUST
lit-protocol,lit-precompiles,mini-alloc,offchainlabs,stylus-sdk-rs,RUST
fluidity-money,long.so,@svgr/babel-plugin-transform-react-native-svg,gregberge,svgr,NPM
cryptosmartnow,stylus_bitsave,aes,rustcrypto,block-ciphers,RUST
offchainlabs,stylus-erc721,@changesets/get-dependents-graph,changesets,changesets,NPM
offchainlabs,stylus-workshop-rust-solidity,thiserror,dtolnay,thiserror,RUST
offchainlabs,stylus-workshop-rust-solidity,bitflags,bitflags,bitflags,RUST
alt-research,nitro-contracts-2.1.0,github.com/hashicorp/go-bexpr,hashicorp,go-bexpr,GO
alt-research,nitro-near,inkwell,thedan64,inkwell,RUST
offchainlabs,stylus-by-example,stylus-sdk,offchainlabs,stylus-sdk-rs,RUST
offchainlabs,stylus-hello-world-minimal,stylus-sdk,offchainlabs,stylus-sdk-rs,RUST
offchainlabs,stylus-erc721,outdent,cspotcode,outdent,NPM
offchainlabs,stylus-hello-world-minimal,cpufeatures,rustcrypto,utils,RUST
theblokc,arbdevbootcamp-reference,cpufeatures,rustcrypto,utils,RUST
offchainlabs,nitro,cpufeatures,rustcrypto,utils,RUST
offchainlabs,stylus-english-auction,cpufeatures,rustcrypto,utils,RUST
theblokc,arbdevbootcamp-reference,http-errors,jshttp,http-errors,NPM
blockscout,cargo-stylus-test-examples,rustix,bytecodealliance,rustix,RUST
offchainlabs,stylus-tutorials,rustix,bytecodealliance,rustix,RUST
blockscout,cargo-stylus-test-examples,stacktrace-parser,errwischt,stacktrace-parser,NPM
offchainlabs,stylus-erc20,stacktrace-parser,errwischt,stacktrace-parser,NPM
offchainlabs,stylus-erc721,cosmiconfig,cosmiconfig,cosmiconfig,NPM
offchainlabs,nitro,jobserver,rust-lang,jobserver-rs,RUST
fracton-ventures,nitro-gacha,jobserver,rust-lang,jobserver-rs,RUST
fracton-ventures,nitro-gacha,funty,ferrilab,ferrilab,RUST
seabrick,seabrick-contracts,funty,ferrilab,ferrilab,RUST
offchainlabs,stylus-vending-machine,funty,ferrilab,ferrilab,RUST
offchainlabs,stylus-quickstart-vending-machine,syn,dtolnay,syn,RUST
alt-research,nitro-near,syn,dtolnay,syn,RUST
offchainlabs,stylus-workshop-counter,syn,dtolnay,syn,RUST
offchainlabs,stylus-by-example,futures-executor,rust-lang,futures-rs,RUST
offchainlabs,stylus-erc20,web3-eth-iban,chainsafe,web3.js,NPM
blockscout,cargo-stylus-test-examples,picomatch,micromatch,picomatch,NPM
solide-project,stylide,num-integer,rust-num,num-integer,RUST
teeeeeo9,basket-swap-stylus,async-trait,dtolnay,async-trait,RUST
offchainlabs,stylus-hello-world,async-trait,dtolnay,async-trait,RUST
offchainlabs,stylus-erc721,@humanwhocodes/module-importer,humanwhocodes,module-importer,NPM
blockscout,cargo-stylus-test-examples,commander,tj,commander.js,NPM
alt-research,nitro-near,github.com/vmihailenco/tagparser/v2,vmihailenco,tagparser,GO
offchainlabs,nitro,github.com/vmihailenco/tagparser/v2,vmihailenco,tagparser,GO
theblokc,arbdevbootcamp-reference,@rollup/rollup-darwin-x64,rollup,rollup,NPM
fluidity-money,long.so,neo-async,suguru03,neo-async,NPM
offchainlabs,stylus-erc20,req-cwd,sindresorhus,req-cwd,NPM
offchainlabs,stylus-english-auction,equivalent,indexmap-rs,equivalent,RUST
offchainlabs,stylus-chess,hex,kokakiwi,rust-hex,RUST
teeeeeo9,basket-swap-stylus,hex,kokakiwi,rust-hex,RUST
offchainlabs,stylus-vending-machine,phf,rust-phf,rust-phf,RUST
solide-project,stylide,rayon,rayon-rs,rayon,RUST
offchainlabs,stylus-erc20,agent-base,tootallnate,proxy-agents,NPM
solide-project,stylide,utf-8,simonsapin,rust-utf8,RUST
offchainlabs,stylus-hello-world,futures-macro,rust-lang,futures-rs,RUST
alt-research,nitro-near,bit-vec,contain-rs,bit-vec,RUST
offchainlabs,stylus-workshop-rust-solidity,bit-vec,contain-rs,bit-vec,RUST
offchainlabs,stylus-hello-world,bit-vec,contain-rs,bit-vec,RUST
offchainlabs,stylus-by-example,parse-entities,wooorm,parse-entities,NPM
cryptosmartnow,bs_arbitrum_main,mio,tokio-rs,mio,RUST
teeeeeo9,basket-swap-stylus,wee_alloc,rustwasm,wee_alloc,RUST
alt-research,nitro-contracts-2.1.0,github.com/kr/pretty,kr,pretty,GO
solide-project,stylide,new_debug_unreachable,mbrubeck,rust-debug-unreachable,RUST
offchainlabs,stylus-quickstart-vending-machine,new_debug_unreachable,mbrubeck,rust-debug-unreachable,RUST
offchainlabs,stylus-vending-machine,new_debug_unreachable,mbrubeck,rust-debug-unreachable,RUST
offchainlabs,stylus-erc20,node-emoji,omnidan,node-emoji,NPM
alt-research,nitro,github.com/aws/aws-sdk-go-v2/internal/v4a,aws,aws-sdk-go-v2,GO
offchainlabs,stylus-by-example,block-buffer,rustcrypto,utils,RUST
theblokc,arbdevbootcamp-reference,block-buffer,rustcrypto,utils,RUST
alt-research,nitro-near,ptr_meta_derive,rkyv,ptr_meta,RUST
offchainlabs,stylus-quickstart-vending-machine,ecdsa,rustcrypto,signatures,RUST
fracton-ventures,nitro-gacha,serde_spanned,toml-rs,toml,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,serde_spanned,toml-rs,toml,RUST
alt-research,nitro-near,serde_json,serde-rs,json,RUST
offchainlabs,stylus-erc20-oz,serde_json,serde-rs,json,RUST
offchainlabs,stylus-erc721,@nomicfoundation/ethereumjs-rlp,ethereumjs,ethereumjs-monorepo,NPM
fluidity-money,long.so,github.com/pmezard/go-difflib,pmezard,go-difflib,GO
offchainlabs,stylus-tutorials,debug,debug-js,debug,NPM
dsrvlabs,arbiturm-stylus-solidity-compare,ark-serialize,arkworks-rs,algebra,RUST
theblokc,arbdevbootcamp-reference,function.prototype.name,es-shims,function.prototype.name,NPM
cryptosmartnow,stylus_bitsave,httparse,seanmonstar,httparse,RUST
teeeeeo9,basket-swap-stylus,httparse,seanmonstar,httparse,RUST
cryptosmartnow,bitsave_stylus,httparse,seanmonstar,httparse,RUST
alt-research,nitro-contracts-2.1.0,toml_datetime,toml-rs,toml,RUST
blockscout,cargo-stylus-test-examples,@ethersproject/bytes,ethers-io,ethers.js,NPM
fluidity-money,long.so,@babel/code-frame,babel,babel,NPM
offchainlabs,stylus-erc20,interpret,gulpjs,interpret,NPM
offchainlabs,stylus-erc20-oz,cfg-if,alexcrichton,cfg-if,RUST
offchainlabs,stylus-hello-world-minimal,cfg-if,alexcrichton,cfg-if,RUST
offchainlabs,stylus-english-auction,core-foundation-sys,servo,core-foundation-rs,RUST
blockscout,cargo-stylus-test-examples,@nomicfoundation/ignition-core,nomicfoundation,hardhat,NPM
solide-project,stylide,time,time-rs,time,RUST
offchainlabs,nitro,time,time-rs,time,RUST
offchainlabs,stylus-by-example,time,time-rs,time,RUST
teeeeeo9,basket-swap-stylus,percent-encoding,servo,rust-url,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,percent-encoding,servo,rust-url,RUST
offchainlabs,stylus-erc721,typed-array-buffer,inspect-js,typed-array-buffer,NPM
offchainlabs,nitro,windows-targets,microsoft,windows-rs,RUST
offchainlabs,stylus-erc20,death,jprichardson,node-death,NPM
offchainlabs,stylus-by-example,@radix-ui/react-use-size,radix-ui,primitives,NPM
theblokc,arbdevbootcamp-reference,cross-spawn,moxystudio,node-cross-spawn,NPM
alt-research,nitro-near,crypto-common,rustcrypto,traits,RUST
cryptosmartnow,bs_arbitrum_main,crypto-common,rustcrypto,traits,RUST
blockscout,cargo-stylus-test-examples,@nomicfoundation/solidity-analyzer-darwin-x64,nomicfoundation,solidity-analyzer,NPM
offchainlabs,stylus-erc721,@nomicfoundation/solidity-analyzer-darwin-x64,nomicfoundation,solidity-analyzer,NPM
fluidity-money,long.so,koa-convert,gyson,koa-convert,NPM
offchainlabs,stylus-erc20,multibase,multiformats,js-multibase,NPM
dsrvlabs,arbiturm-stylus-solidity-compare,base64,marshallpierce,rust-base64,RUST
offchainlabs,stylus-chess,base64,marshallpierce,rust-base64,RUST
cryptosmartnow,bs_arbitrum_main,base64,marshallpierce,rust-base64,RUST
alt-research,nitro,base64,marshallpierce,rust-base64,RUST
offchainlabs,stylus-vending-machine,rand_core,rust-random,rand,RUST
offchainlabs,stylus-hello-world,rand_core,rust-random,rand,RUST
lit-protocol,lit-precompiles,@tsconfig/node16,tsconfig,bases,NPM
offchainlabs,stylus-by-example,is-plain-obj,sindresorhus,is-plain-obj,NPM
offchainlabs,stylus-by-example,vfile,vfile,vfile,NPM
offchainlabs,stylus-erc20-oz,uuid,uuid-rs,uuid,RUST
theblokc,arbdevbootcamp-reference,uuid,uuid-rs,uuid,RUST
offchainlabs,stylus-workshop-counter,uuid,uuid-rs,uuid,RUST
offchainlabs,stylus-vending-machine,once_cell,matklad,once_cell,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,once_cell,matklad,once_cell,RUST
offchainlabs,stylus-erc20-oz,once_cell,matklad,once_cell,RUST
offchainlabs,stylus-vending-machine,web-sys,rustwasm,wasm-bindgen,RUST
teeeeeo9,basket-swap-stylus,lalrpop,lalrpop,lalrpop,RUST
offchainlabs,stylus-erc20,http-response-object,forbeslindesay,http-response-object,NPM
fluidity-money,long.so,@babel/plugin-transform-modules-umd,babel,babel,NPM
cryptosmartnow,bitsave_stylus,scale-info,paritytech,scale-info,RUST
offchainlabs,stylus-hello-world,scale-info,paritytech,scale-info,RUST
offchainlabs,stylus-erc721,process,shtylman,node-process,NPM
theblokc,arbdevbootcamp-reference,hash-base,crypto-browserify,hash-base,NPM
offchainlabs,stylus-by-example,@jridgewell/trace-mapping,jridgewell,trace-mapping,NPM
theblokc,arbdevbootcamp-reference,@jridgewell/trace-mapping,jridgewell,trace-mapping,NPM
cryptosmartnow,bitsave_stylus,same-file,burntsushi,same-file,RUST
alt-research,nitro-contracts-2.1.0,memchr,burntsushi,memchr,RUST
fluidity-money,long.so,constant-case,blakeembrey,change-case,NPM
offchainlabs,stylus-by-example,scrypt,rustcrypto,password-hashes,RUST
fracton-ventures,nitro-gacha,ethers-middleware,gakonst,ethers-rs,RUST
fracton-ventures,nitro-gacha,tempfile,stebalien,tempfile,RUST
offchainlabs,stylus-chess,cargo_metadata,oli-obk,cargo_metadata,RUST
offchainlabs,stylus-erc20,spdx-expression-parse,jslicense,spdx-expression-parse.js,NPM
offchainlabs,stylus-erc721,spdx-expression-parse,jslicense,spdx-expression-parse.js,NPM
offchainlabs,stylus-erc20-oz,group,zkcrypto,group,RUST
fluidity-money,long.so,group,zkcrypto,group,RUST
offchainlabs,stylus-by-example,mdast-util-to-markdown,syntax-tree,mdast-util-to-markdown,NPM
offchainlabs,stylus-erc20-oz,rand,rust-random,rand,RUST
offchainlabs,stylus-english-auction,version_check,sergiobenitez,version_check,RUST
offchainlabs,stylus-erc20-oz,slice-group-by,kerollmops,slice-group-by,RUST
alt-research,nitro-contracts-2.1.0,github.com/andybalholm/brotli,andybalholm,brotli,GO
alt-research,nitro-contracts-2.1.0,errno,lambda-fairy,rust-errno,RUST
cryptosmartnow,stylus_bitsave,errno,lambda-fairy,rust-errno,RUST
offchainlabs,stylus-vending-machine,errno,lambda-fairy,rust-errno,RUST
offchainlabs,stylus-erc20,global-prefix,jonschlinkert,global-prefix,NPM
fluidity-money,long.so,shallow-clone,jonschlinkert,shallow-clone,NPM
offchainlabs,stylus-workshop-counter,wasmer-derive,wasmerio,wasmer,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,typenum,paholg,typenum,RUST
offchainlabs,stylus-tutorials,typenum,paholg,typenum,RUST
offchainlabs,stylus-by-example,aho-corasick,burntsushi,aho-corasick,RUST
cryptosmartnow,stylus_bitsave,aho-corasick,burntsushi,aho-corasick,RUST
offchainlabs,stylus-workshop-counter,aho-corasick,burntsushi,aho-corasick,RUST
cryptosmartnow,stylus_bitsave,wasm-bindgen-macro-support,rustwasm,wasm-bindgen,RUST
cryptosmartnow,bitsave_stylus,wasm-bindgen-macro-support,rustwasm,wasm-bindgen,RUST
offchainlabs,stylus-tutorials,aria-query,a11yance,aria-query,NPM
fluidity-money,long.so,aria-query,a11yance,aria-query,NPM
offchainlabs,stylus-erc20,browser-stdout,kumavis,browser-stdout,NPM
