Name,Metric,Date,Value
thirdweb,GITHUB_merged_pull_requests_weekly,2024-10-28,86.0
Runtime Verification,GITHUB_merged_pull_requests_weekly,2024-10-28,22.0
Redstone Finance,GITHUB_opened_pull_requests_daily,2024-10-28,2.0
Pyth Network,GITHUB_opened_pull_requests_daily,2024-10-28,4.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-10-28,27.0
Debid - Fairblock,GITHUB_opened_pull_requests_daily,2024-10-28,1.0
Pyth Network,GITHUB_merged_pull_requests_daily,2024-10-28,7.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2024-10-28,23.0
Debid - Fairblock,GITHUB_merged_pull_requests_daily,2024-10-28,2.0
Enclave,GITHUB_opened_issues_weekly,2024-10-28,8.0
Passport XYZ,GITHUB_opened_issues_weekly,2024-10-28,6.0
Trail of Bits Security Reviews,GITHUB_closed_issues_weekly,2024-10-28,4.0
thirdweb,GITHUB_closed_issues_daily,2024-10-28,3.0
Pyth Network,GITHUB_comments_daily,2024-10-11,9.0
Enclave,GITHUB_comments_daily,2024-10-11,3.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-10-11,19.0
Open Source Observer,GITHUB_stars_daily,2024-10-11,1.0
Pyth Network,GITHUB_commits_daily,2024-10-11,11.0
Open Source Observer,GITHUB_commits_daily,2024-10-11,6.0
thirdweb,GITHUB_releases_daily,2024-10-11,2.0
Runtime Verification,GITHUB_releases_daily,2024-10-11,3.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-10-11,8.0
Arbos Foundry,GITHUB_repositories_daily,2024-10-11,1.0
thirdweb,GITHUB_repositories_daily,2024-10-11,4.0
Pyth Network,GITHUB_repositories_daily,2024-10-11,3.0
Arbos Foundry,GITHUB_contributors_daily,2024-10-11,1.0
Debid - Fairblock,GITHUB_contributors_daily,2024-10-11,1.0
Pyth Network,GITHUB_contributors_daily,2024-10-11,6.0
Redstone Finance,GITHUB_contributors_daily,2024-10-11,2.0
Open Source Observer,GITHUB_contributors_daily,2024-10-11,4.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-10-11,5.0
thirdweb,GITHUB_active_developers_daily,2024-10-11,5.0
Arbos Foundry,GITHUB_active_developers_daily,2024-10-11,1.0
Open Source Observer,GITHUB_active_developers_daily,2024-10-11,2.0
Passport XYZ,GITHUB_opened_pull_requests_daily,2024-10-11,8.0
Enclave,GITHUB_opened_pull_requests_daily,2024-10-11,1.0
Debid - Fairblock,GITHUB_merged_pull_requests_daily,2024-10-11,1.0
thirdweb,GITHUB_comments_daily,2024-08-27,109.0
Open Source Observer,GITHUB_comments_daily,2024-08-27,15.0
Runtime Verification,GITHUB_stars_daily,2024-08-27,2.0
thirdweb,GITHUB_forks_daily,2024-08-27,4.0
Open Source Observer,GITHUB_repositories_daily,2024-08-27,2.0
thirdweb,GITHUB_repositories_daily,2024-08-27,5.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-08-27,16.0
Passport XYZ,GITHUB_repositories_daily,2024-08-27,2.0
Walnut,GITHUB_contributors_daily,2024-08-27,2.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-08-27,9.0
Passport XYZ,GITHUB_contributors_daily,2024-08-27,3.0
Redstone Finance,GITHUB_contributors_daily,2024-08-27,1.0
Pyth Network,GITHUB_active_developers_daily,2024-08-27,5.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-08-27,2.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2024-08-27,6.0
Walnut,GITHUB_opened_issues_daily,2024-08-27,2.0
Passport XYZ,GITHUB_closed_issues_daily,2024-08-27,10.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-07-20,14.0
Open Source Observer,GITHUB_stars_daily,2024-07-20,1.0
Redstone Finance,GITHUB_stars_daily,2024-07-20,2.0
thirdweb,GITHUB_commits_daily,2024-07-20,7.0
Runtime Verification,GITHUB_commits_daily,2024-07-20,4.0
thirdweb,GITHUB_releases_daily,2024-07-20,2.0
Open Source Observer,GITHUB_forks_daily,2024-07-20,1.0
Open Source Observer,GITHUB_repositories_daily,2024-07-20,2.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-07-20,9.0
Runtime Verification,GITHUB_repositories_daily,2024-07-20,3.0
Runtime Verification,GITHUB_contributors_daily,2024-07-20,3.0
Open Source Observer,GITHUB_contributors_daily,2024-07-20,2.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2024-07-20,2.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-07-20,1.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2024-07-20,2.0
Trail of Bits Security Reviews,GITHUB_closed_issues_daily,2024-07-20,2.0
Passport XYZ,GITHUB_comments_daily,2025-02-05,9.0
Runtime Verification,GITHUB_stars_daily,2025-02-05,1.0
thirdweb,GITHUB_commits_daily,2025-02-05,10.0
Runtime Verification,GITHUB_commits_daily,2025-02-05,6.0
thirdweb,GITHUB_repositories_daily,2025-02-05,3.0
Redstone Finance,GITHUB_repositories_daily,2025-02-05,3.0
Pyth Network,GITHUB_contributors_daily,2025-02-05,7.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2025-02-05,4.0
Runtime Verification,GITHUB_opened_pull_requests_daily,2025-02-05,4.0
Walnut,GITHUB_opened_pull_requests_daily,2025-02-05,7.0
Pyth Network,GITHUB_merged_pull_requests_daily,2025-02-05,7.0
Trail of Bits Security Reviews,GITHUB_opened_issues_daily,2025-02-05,1.0
Passport XYZ,GITHUB_opened_issues_daily,2025-02-05,6.0
Open Source Observer,GITHUB_closed_issues_daily,2025-02-05,4.0
Open Source Observer,GITHUB_comments_daily,2024-10-31,21.0
Pyth Network,GITHUB_comments_daily,2024-10-31,17.0
Debid - Fairblock,GITHUB_comments_daily,2024-10-31,3.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-10-31,18.0
thirdweb,GITHUB_commits_daily,2024-10-31,7.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_commits_daily,2024-10-31,1.0
Open Source Observer,GITHUB_commits_daily,2024-10-31,26.0
Runtime Verification,GITHUB_commits_daily,2024-10-31,8.0
thirdweb,GITHUB_releases_daily,2024-10-31,5.0
Walnut,GITHUB_repositories_daily,2024-10-31,1.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_daily,2024-10-31,1.0
Redstone Finance,GITHUB_repositories_daily,2024-10-31,2.0
Enclave,GITHUB_contributors_daily,2024-10-31,2.0
Runtime Verification,GITHUB_contributors_daily,2024-10-31,4.0
Open Source Observer,GITHUB_contributors_daily,2024-10-31,7.0
Walnut,GITHUB_active_developers_daily,2024-10-31,1.0
Passport XYZ,GITHUB_active_developers_daily,2024-10-31,1.0
Runtime Verification,GITHUB_active_developers_daily,2024-10-31,2.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_active_developers_daily,2024-10-31,1.0
Debid - Fairblock,GITHUB_opened_pull_requests_daily,2024-10-31,1.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-10-31,8.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-10-31,9.0
Enclave,GITHUB_merged_pull_requests_daily,2024-10-31,2.0
Enclave,GITHUB_opened_issues_daily,2024-10-31,1.0
Open Source Observer,GITHUB_opened_issues_daily,2024-10-31,2.0
Open Source Observer,GITHUB_closed_issues_daily,2024-10-31,3.0
Pyth Network,GITHUB_comments_daily,2024-11-03,4.0
Enclave,GITHUB_comments_daily,2024-11-03,17.0
Open Source Observer,GITHUB_repositories_daily,2024-11-03,3.0
Redstone Finance,GITHUB_repositories_daily,2024-11-03,1.0
Redstone Finance,GITHUB_active_developers_daily,2024-11-03,1.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-11-03,5.0
thirdweb,GITHUB_closed_issues_daily,2024-11-03,1.0
thirdweb,GITHUB_comments_daily,2025-01-09,41.0
Open Source Observer,GITHUB_comments_daily,2025-01-09,15.0
Pyth Network,GITHUB_comments_daily,2025-01-09,10.0
Open Source Observer,GITHUB_stars_daily,2025-01-09,1.0
Solang,GITHUB_stars_daily,2025-01-09,1.0
thirdweb,GITHUB_stars_daily,2025-01-09,5.0
Open Source Observer,GITHUB_commits_daily,2025-01-09,3.0
Redstone Finance,GITHUB_commits_daily,2025-01-09,4.0
Sylow,GITHUB_commits_daily,2025-01-09,20.0
Runtime Verification,GITHUB_forks_daily,2025-01-09,1.0
Pyth Network,GITHUB_repositories_daily,2025-01-09,6.0
Walnut,GITHUB_repositories_daily,2025-01-09,6.0
Sylow,GITHUB_repositories_daily,2025-01-09,1.0
9Lives,GITHUB_repositories_daily,2025-01-09,1.0
thirdweb,GITHUB_releases_daily,2025-01-09,2.0
Solang,GITHUB_contributors_daily,2025-01-09,1.0
thirdweb,GITHUB_contributors_daily,2025-01-09,9.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2025-01-09,1.0
Open Source Observer,GITHUB_contributors_daily,2025-01-09,3.0
Redstone Finance,GITHUB_contributors_daily,2025-01-09,1.0
Sylow,GITHUB_contributors_daily,2025-01-09,1.0
Runtime Verification,GITHUB_contributors_daily,2025-01-09,3.0
Sylow,GITHUB_active_developers_daily,2025-01-09,1.0
Walnut,GITHUB_opened_pull_requests_daily,2025-01-09,3.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2025-01-09,1.0
Walnut,GITHUB_comments_daily,2024-04-23,3.0
thirdweb,GITHUB_comments_daily,2024-04-23,74.0
Arbos Foundry,GITHUB_commits_daily,2024-04-23,20.0
Open Source Observer,GITHUB_commits_daily,2024-04-23,3.0
Runtime Verification,GITHUB_commits_daily,2024-04-23,8.0
Open Source Observer,GITHUB_repositories_daily,2024-04-23,2.0
Arbos Foundry,GITHUB_contributors_daily,2024-04-23,1.0
Open Source Observer,GITHUB_active_developers_daily,2024-04-23,1.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-04-23,3.0
Pyth Network,GITHUB_active_developers_daily,2024-04-23,5.0
Redstone Finance,GITHUB_active_developers_daily,2024-04-23,1.0
Walnut,GITHUB_active_developers_daily,2024-04-23,1.0
Walnut,GITHUB_opened_pull_requests_daily,2024-04-23,2.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2024-04-23,5.0
Runtime Verification,GITHUB_opened_issues_daily,2024-04-23,3.0
Open Source Observer,GITHUB_closed_issues_daily,2024-04-23,3.0
Pyth Network,GITHUB_closed_issues_daily,2024-04-23,1.0
thirdweb,GITHUB_comments_daily,2024-01-20,4.0
thirdweb,GITHUB_stars_daily,2024-01-20,3.0
Debid - Fairblock,GITHUB_stars_daily,2024-01-20,1.0
thirdweb,GITHUB_commits_daily,2024-01-20,2.0
Runtime Verification,GITHUB_commits_daily,2024-01-20,2.0
thirdweb,GITHUB_forks_daily,2024-01-20,4.0
Runtime Verification,GITHUB_repositories_daily,2024-01-20,4.0
Debid - Fairblock,GITHUB_repositories_daily,2024-01-20,1.0
thirdweb,GITHUB_contributors_daily,2024-01-20,3.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-01-20,2.0
Runtime Verification,GITHUB_opened_pull_requests_daily,2024-01-20,1.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-01-20,4.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2024-01-20,6.0
Redstone Finance,GITHUB_stars_daily,2024-05-11,4.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-05-11,10.0
Redstone Finance,GITHUB_commits_daily,2024-05-11,1.0
thirdweb,GITHUB_releases_daily,2024-05-11,8.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-05-11,1.0
Pyth Network,GITHUB_contributors_daily,2024-05-11,1.0
Open Source Observer,GITHUB_contributors_daily,2024-05-11,3.0
thirdweb,GITHUB_contributors_daily,2024-05-11,6.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-05-11,1.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-05-11,1.0
Solang,GITHUB_new_contributors_quarterly,2024-09-01,2.0
Trail of Bits Security Reviews,GITHUB_new_contributors_quarterly,2024-09-01,16.0
Pyth Network,GITHUB_part_time_contributors_quarterly,2024-09-01,17.0
Passport XYZ,GITHUB_new_contributors_quarterly,2024-09-01,7.0
thirdweb,GITHUB_active_contributors_quarterly,2024-09-01,50.0
Sylow,GITHUB_part_time_contributors_quarterly,2024-09-01,2.0
WakeUp Labs,GITHUB_part_time_contributors_quarterly,2024-09-01,2.0
Sylow,GITHUB_active_contributors_quarterly,2024-09-01,2.0
Passport XYZ,GITHUB_active_contributors_quarterly,2024-09-01,7.0
Redstone Finance,GITHUB_releases_biannually,2024-09-01,3.0
thirdweb,GITHUB_releases_quarterly,2024-09-01,46.0
Trail of Bits Security Reviews,GITHUB_releases_quarterly,2024-09-01,23.0
Enclave,GITHUB_commits_biannually,2024-09-01,94.0
Open Source Observer,GITHUB_commits_biannually,2024-09-01,218.0
Pyth Network,GITHUB_commits_biannually,2024-09-01,244.0
Trail of Bits Security Reviews,GITHUB_commits_biannually,2024-09-01,277.0
Runtime Verification,GITHUB_commits_biannually,2024-09-01,336.0
Syndicate Protocol,GITHUB_commits_biannually,2024-09-01,1.0
Walnut,GITHUB_active_developers_biannually,2024-09-01,4.0
Trail of Bits Security Reviews,GITHUB_active_developers_biannually,2024-09-01,20.0
Pyth Network,GITHUB_active_developers_biannually,2024-09-01,13.0
thirdweb,GITHUB_active_developers_biannually,2024-09-01,12.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_quarterly,2024-09-01,2.0
Passport XYZ,GITHUB_repositories_quarterly,2024-09-01,13.0
Syndicate Protocol,GITHUB_repositories_quarterly,2024-09-01,1.0
Walnut,GITHUB_repositories_quarterly,2024-09-01,7.0
thirdweb,GITHUB_active_developers_quarterly,2024-09-01,12.0
Enclave,GITHUB_active_developers_quarterly,2024-09-01,3.0
Solang,GITHUB_active_developers_quarterly,2024-09-01,1.0
Open Source Observer,GITHUB_forks_monthly,2024-09-01,17.0
Trail of Bits Security Reviews,GITHUB_forks_monthly,2024-09-01,35.0
Solang,GITHUB_forks_monthly,2024-09-01,1.0
Passport XYZ,GITHUB_part_time_developers_quarterly,2024-09-01,6.0
Walnut,GITHUB_part_time_developers_quarterly,2024-09-01,4.0
Runtime Verification,GITHUB_part_time_developers_quarterly,2024-09-01,16.0
Enclave,GITHUB_part_time_developers_quarterly,2024-09-01,3.0
WakeUp Labs,GITHUB_part_time_developers_quarterly,2024-09-01,1.0
Trail of Bits Security Reviews,GITHUB_part_time_developers_quarterly,2024-09-01,20.0
Syndicate Protocol,GITHUB_part_time_developers_quarterly,2024-09-01,1.0
Sylow,GITHUB_stars_biannually,2024-09-01,16.0
Solang,GITHUB_stars_biannually,2024-09-01,2.0
Open Source Observer,GITHUB_stars_biannually,2024-09-01,13.0
Trail of Bits Security Reviews,GITHUB_stars_biannually,2024-09-01,335.0
thirdweb,GITHUB_comments_daily,2024-09-01,66.0
Pyth Network,GITHUB_comments_daily,2024-09-01,3.0
Runtime Verification,GITHUB_stars_monthly,2024-09-01,16.0
Enclave,GITHUB_stars_monthly,2024-09-01,3.0
Pyth Network,GITHUB_stars_monthly,2024-09-01,57.0
Trail of Bits Security Reviews,GITHUB_stars_monthly,2024-09-01,335.0
Debid - Fairblock,GITHUB_commits_monthly,2024-09-01,32.0
Runtime Verification,GITHUB_comments_monthly,2024-09-01,421.0
Redstone Finance,GITHUB_comments_monthly,2024-09-01,78.0
Sylow,GITHUB_commits_monthly,2024-09-01,1.0
Solang,GITHUB_comments_monthly,2024-09-01,4.0
Open Source Observer,GITHUB_comments_monthly,2024-09-01,502.0
Enclave,GITHUB_stars_quarterly,2024-09-01,3.0
thirdweb,GITHUB_stars_quarterly,2024-09-01,43.0
Redstone Finance,GITHUB_releases_monthly,2024-09-01,3.0
Trail of Bits Security Reviews,GITHUB_releases_monthly,2024-09-01,23.0
Pyth Network,GITHUB_commits_quarterly,2024-09-01,244.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_commits_quarterly,2024-09-01,33.0
Runtime Verification,GITHUB_commits_quarterly,2024-09-01,336.0
Trail of Bits Security Reviews,GITHUB_commits_quarterly,2024-09-01,277.0
Walnut,GITHUB_forks_biannually,2024-09-01,1.0
Pyth Network,GITHUB_forks_biannually,2024-09-01,42.0
Open Source Observer,GITHUB_forks_biannually,2024-09-01,17.0
Open Source Observer,GITHUB_forks_quarterly,2024-09-01,17.0
Passport XYZ,GITHUB_forks_quarterly,2024-09-01,9.0
Debid - Fairblock,GITHUB_forks_quarterly,2024-09-01,1.0
Solang,GITHUB_forks_quarterly,2024-09-01,1.0
Solang,GITHUB_forks_biannually,2024-09-01,1.0
Debid - Fairblock,GITHUB_forks_biannually,2024-09-01,1.0
thirdweb,GITHUB_repositories_monthly,2024-09-01,15.0
Open Source Observer,GITHUB_repositories_monthly,2024-09-01,7.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_monthly,2024-09-01,2.0
Enclave,GITHUB_repositories_monthly,2024-09-01,1.0
Sylow,GITHUB_repositories_monthly,2024-09-01,1.0
Passport XYZ,GITHUB_repositories_monthly,2024-09-01,13.0
Arbos Foundry,GITHUB_repositories_monthly,2024-09-01,1.0
Walnut,GITHUB_repositories_biannually,2024-09-01,7.0
Runtime Verification,GITHUB_repositories_biannually,2024-09-01,33.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_biannually,2024-09-01,2.0
Debid - Fairblock,GITHUB_repositories_biannually,2024-09-01,5.0
Open Source Observer,GITHUB_contributors_monthly,2024-09-01,24.0
Syndicate Protocol,GITHUB_contributors_monthly,2024-09-01,1.0
Trail of Bits Security Reviews,GITHUB_contributors_monthly,2024-09-01,40.0
Pyth Network,GITHUB_contributors_monthly,2024-09-01,17.0
Runtime Verification,GITHUB_contributors_monthly,2024-09-01,29.0
Debid - Fairblock,GITHUB_contributors_monthly,2024-09-01,3.0
Redstone Finance,GITHUB_contributors_monthly,2024-09-01,12.0
Trail of Bits Security Reviews,GITHUB_contributors_quarterly,2024-09-01,40.0
Solang,GITHUB_contributors_quarterly,2024-09-01,2.0
Passport XYZ,GITHUB_contributors_biannually,2024-09-01,7.0
Arbos Foundry,GITHUB_contributors_biannually,2024-09-01,2.0
Syndicate Protocol,GITHUB_contributors_biannually,2024-09-01,1.0
Runtime Verification,GITHUB_contributors_quarterly,2024-09-01,29.0
Sylow,GITHUB_contributors_quarterly,2024-09-01,2.0
Runtime Verification,GITHUB_contributors_biannually,2024-09-01,29.0
Enclave,GITHUB_active_developers_monthly,2024-09-01,3.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_part_time_developers_monthly,2024-09-01,2.0
Trail of Bits Security Reviews,GITHUB_full_time_developers_monthly,2024-09-01,2.0
WakeUp Labs,GITHUB_active_developers_monthly,2024-09-01,1.0
Walnut,GITHUB_part_time_developers_monthly,2024-09-01,4.0
Pyth Network,GITHUB_contributors_quarterly,2024-09-01,17.0
Passport XYZ,GITHUB_active_developers_monthly,2024-09-01,6.0
Redstone Finance,GITHUB_active_developers_monthly,2024-09-01,8.0
Solang,GITHUB_part_time_developers_monthly,2024-09-01,1.0
Arbos Foundry,GITHUB_part_time_developers_monthly,2024-09-01,1.0
Passport XYZ,GITHUB_part_time_developers_biannually,2024-09-01,6.0
Enclave,GITHUB_part_time_developers_biannually,2024-09-01,3.0
Sylow,GITHUB_part_time_developers_biannually,2024-09-01,1.0
WakeUp Labs,GITHUB_part_time_developers_biannually,2024-09-01,1.0
thirdweb,GITHUB_part_time_contributors_biannually,2024-09-01,50.0
Passport XYZ,GITHUB_active_contributors_biannually,2024-09-01,7.0
Enclave,GITHUB_new_contributors_biannually,2024-09-01,4.0
Syndicate Protocol,GITHUB_part_time_contributors_biannually,2024-09-01,1.0
thirdweb,GITHUB_active_contributors_biannually,2024-09-01,50.0
Passport XYZ,GITHUB_part_time_contributors_biannually,2024-09-01,7.0
Redstone Finance,GITHUB_new_contributors_biannually,2024-09-01,6.0
Trail of Bits Security Reviews,GITHUB_active_contributors_biannually,2024-09-01,40.0
WakeUp Labs,GITHUB_part_time_contributors_biannually,2024-09-01,2.0
Trail of Bits Security Reviews,GITHUB_active_contributors_monthly,2024-09-01,40.0
Pyth Network,GITHUB_new_contributors_monthly,2024-09-01,9.0
Open Source Observer,GITHUB_active_contributors_monthly,2024-09-01,24.0
Open Source Observer,GITHUB_new_contributors_monthly,2024-09-01,19.0
Runtime Verification,GITHUB_full_time_contributors_monthly,2024-09-01,6.0
Runtime Verification,GITHUB_new_contributors_monthly,2024-09-01,3.0
Trail of Bits Security Reviews,GITHUB_full_time_contributors_monthly,2024-09-01,2.0
Enclave,GITHUB_part_time_contributors_monthly,2024-09-01,2.0
thirdweb,GITHUB_active_contributors_monthly,2024-09-01,50.0
Runtime Verification,GITHUB_part_time_contributors_monthly,2024-09-01,23.0
Solang,GITHUB_new_contributors_monthly,2024-09-01,2.0
Pyth Network,GITHUB_full_time_contributors_monthly,2024-09-01,8.0
WakeUp Labs,GITHUB_active_contributors_monthly,2024-09-01,2.0
Solang,GITHUB_part_time_contributors_monthly,2024-09-01,2.0
Sylow,GITHUB_part_time_contributors_biannually,2024-09-01,2.0
Trail of Bits Security Reviews,GITHUB_new_contributors_biannually,2024-09-01,16.0
Passport XYZ,GITHUB_change_in_full_time_contributors_monthly,2024-09-01,-3.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_change_in_active_developers_monthly,2024-09-01,0.0
Runtime Verification,GITHUB_change_in_part_time_contributors_monthly,2024-09-01,4.0
Pyth Network,GITHUB_change_in_part_time_contributors_quarterly,2024-09-01,8.0
Enclave,GITHUB_change_in_part_time_contributors_monthly,2024-09-01,2.0
thirdweb,GITHUB_change_in_active_developers_monthly,2024-09-01,1.0
Solang,GITHUB_change_in_part_time_contributors_monthly,2024-09-01,
Trail of Bits Security Reviews,GITHUB_change_in_part_time_contributors_monthly,2024-09-01,6.0
Enclave,GITHUB_change_in_full_time_contributors_monthly,2024-09-01,
Walnut,GITHUB_change_in_part_time_contributors_monthly,2024-09-01,12.0
Redstone Finance,GITHUB_change_in_full_time_contributors_monthly,2024-09-01,0.0
Runtime Verification,GITHUB_change_in_part_time_contributors_quarterly,2024-09-01,4.0
Enclave,GITHUB_change_in_part_time_contributors_quarterly,2024-09-01,0.0
