,project_slug,quarter,full-time,part-time
732,proof-of-humanity,2022Q3,0,4
733,proof-of-humanity,2022Q4,0,4
734,proof-of-humanity,2023Q1,0,4
735,proof-of-humanity,2023Q2,0,2
736,proof-of-humanity,2023Q3,0,2
737,proof-of-humanity,2023Q4,0,2
738,prysmaticlabs,2018Q1,2,4
739,prysmaticlabs,2018Q2,3,6
740,prysmaticlabs,2018Q3,5,8
741,prysmaticlabs,2018Q4,4,10
742,prysmaticlabs,2019Q1,5,11
743,prysmaticlabs,2019Q2,5,30
744,prysmaticlabs,2019Q3,5,14
745,prysmaticlabs,2019Q4,6,28
746,prysmaticlabs,2020Q1,8,30
747,prysmaticlabs,2020Q2,9,55
748,prysmaticlabs,2020Q3,9,59
749,prysmaticlabs,2020Q4,10,67
750,prysmaticlabs,2021Q1,8,35
751,prysmaticlabs,2021Q2,6,35
752,prysmaticlabs,2021Q3,6,28
753,prysmaticlabs,2021Q4,6,21
754,prysmaticlabs,2022Q1,8,28
755,prysmaticlabs,2022Q2,8,33
756,prysmaticlabs,2022Q3,7,69
757,prysmaticlabs,2022Q4,4,35
758,prysmaticlabs,2023Q1,5,43
759,prysmaticlabs,2023Q2,6,35
760,prysmaticlabs,2023Q3,7,41
761,prysmaticlabs,2023Q4,7,32
762,punk-domains,2022Q1,1,1
763,punk-domains,2022Q2,1,1
764,punk-domains,2022Q3,1,1
765,punk-domains,2022Q4,1,1
766,punk-domains,2023Q1,1,1
767,punk-domains,2023Q2,1,0
768,punk-domains,2023Q3,1,3
769,punk-domains,2023Q4,1,0
770,rekthq,2020Q4,0,2
771,rekthq,2021Q1,0,7
772,rekthq,2021Q2,1,2
773,rekthq,2021Q3,1,2
774,rekthq,2021Q4,1,2
775,rekthq,2022Q1,0,2
776,rekthq,2022Q2,0,2
777,rekthq,2022Q3,0,3
778,rekthq,2022Q4,0,2
779,rekthq,2023Q1,0,2
780,rekthq,2023Q2,0,2
781,rekthq,2023Q3,0,3
782,rekthq,2023Q4,0,1
783,revert-finance,2022Q1,0,2
784,revert-finance,2022Q2,0,2
785,revert-finance,2022Q3,1,3
786,revert-finance,2022Q4,0,2
787,revert-finance,2023Q1,1,2
788,revert-finance,2023Q2,0,2
789,revert-finance,2023Q3,0,3
790,revert-finance,2023Q4,0,1
791,revoke-cash,2019Q4,0,2
792,revoke-cash,2020Q1,0,2
793,revoke-cash,2020Q2,0,1
794,revoke-cash,2020Q3,0,3
795,revoke-cash,2020Q4,0,2
796,revoke-cash,2021Q1,0,2
797,revoke-cash,2021Q2,0,2
798,revoke-cash,2021Q3,0,2
799,revoke-cash,2021Q4,0,3
800,revoke-cash,2022Q1,0,3
801,revoke-cash,2022Q2,0,4
802,revoke-cash,2022Q3,1,1
803,revoke-cash,2022Q4,1,7
804,revoke-cash,2023Q1,1,7
805,revoke-cash,2023Q2,1,9
806,revoke-cash,2023Q3,1,18
807,revoke-cash,2023Q4,1,16
808,rotki,2018Q1,1,5
809,rotki,2018Q2,1,4
810,rotki,2018Q3,1,6
811,rotki,2018Q4,1,5
812,rotki,2019Q1,1,2
813,rotki,2019Q2,1,4
814,rotki,2019Q3,1,8
815,rotki,2019Q4,1,5
816,rotki,2020Q1,1,15
817,rotki,2020Q2,3,9
818,rotki,2020Q3,3,18
819,rotki,2020Q4,3,22
820,rotki,2021Q1,3,48
821,rotki,2021Q2,3,22
822,rotki,2021Q3,4,27
823,rotki,2021Q4,4,21
824,rotki,2022Q1,4,18
825,rotki,2022Q2,6,13
826,rotki,2022Q3,7,12
827,rotki,2022Q4,6,11
828,rotki,2023Q1,8,15
829,rotki,2023Q2,7,11
830,rotki,2023Q3,7,12
831,rotki,2023Q4,7,27
832,scope-lift,2020Q1,0,3
833,scope-lift,2020Q2,2,6
834,scope-lift,2020Q3,3,4
835,scope-lift,2020Q4,0,3
836,scope-lift,2021Q1,1,6
837,scope-lift,2021Q2,2,3
838,scope-lift,2021Q3,1,6
839,scope-lift,2021Q4,0,3
840,scope-lift,2022Q1,1,6
841,scope-lift,2022Q2,0,4
842,scope-lift,2022Q3,1,7
843,scope-lift,2022Q4,1,6
844,scope-lift,2023Q1,3,10
845,scope-lift,2023Q2,3,9
846,scope-lift,2023Q3,3,7
847,scope-lift,2023Q4,4,4
848,shambadynamic,2021Q4,0,1
849,shambadynamic,2022Q1,0,1
850,shambadynamic,2022Q2,0,1
851,shambadynamic,2022Q3,0,1
852,shambadynamic,2022Q4,0,1
853,shambadynamic,2023Q1,0,1
854,shambadynamic,2023Q2,0,1
855,shambadynamic,2023Q3,0,1
856,snapshot-labs,2020Q3,2,120
857,snapshot-labs,2020Q4,4,138
858,snapshot-labs,2021Q1,3,114
859,snapshot-labs,2021Q2,4,132
860,snapshot-labs,2021Q3,4,82
861,snapshot-labs,2021Q4,8,114
862,snapshot-labs,2022Q1,7,122
863,snapshot-labs,2022Q2,9,97
864,snapshot-labs,2022Q3,7,83
865,snapshot-labs,2022Q4,6,75
866,snapshot-labs,2023Q1,6,64
867,snapshot-labs,2023Q2,7,53
868,snapshot-labs,2023Q3,8,45
869,snapshot-labs,2023Q4,7,37
870,spect-ai,2022Q1,2,2
871,spect-ai,2022Q2,1,4
872,spect-ai,2022Q3,0,2
873,spect-ai,2022Q4,0,2
874,spect-ai,2023Q1,0,3
875,spect-ai,2023Q2,0,2
876,spect-ai,2023Q3,0,2
877,spect-ai,2023Q4,0,1
878,stake-house,2021Q1,1,4
879,stake-house,2021Q2,1,3
880,stake-house,2021Q3,2,8
881,stake-house,2021Q4,1,6
882,stake-house,2022Q1,1,7
883,stake-house,2022Q2,0,3
884,stake-house,2022Q3,1,7
885,stake-house,2022Q4,0,4
886,stake-house,2023Q1,0,5
887,stake-house,2023Q2,1,5
888,stake-house,2023Q3,0,2
889,stake-house,2023Q4,0,2
890,tapexyz,2022Q3,1,2
891,tapexyz,2022Q4,1,12
892,tapexyz,2023Q1,1,4
893,tapexyz,2023Q2,1,2
894,tapexyz,2023Q3,1,1
895,tapexyz,2023Q4,1,5
896,tor-project,2015Q1,0,11
897,tor-project,2015Q2,0,7
898,tor-project,2015Q3,0,3
899,tor-project,2015Q4,0,12
900,tor-project,2016Q1,0,9
901,tor-project,2016Q2,0,5
902,tor-project,2016Q3,0,7
903,tor-project,2016Q4,0,9
904,tor-project,2017Q1,0,10
905,tor-project,2017Q2,0,9
906,tor-project,2017Q3,0,4
907,tor-project,2017Q4,0,9
908,tor-project,2018Q1,0,10
909,tor-project,2018Q2,5,18
910,tor-project,2018Q3,5,35
911,tor-project,2018Q4,5,24
912,tor-project,2019Q1,5,24
913,tor-project,2019Q2,4,16
914,tor-project,2019Q3,5,36
915,tor-project,2019Q4,6,44
916,tor-project,2020Q1,3,34
917,tor-project,2020Q2,3,43
918,tor-project,2020Q3,3,40
919,tor-project,2020Q4,4,42
920,tor-project,2021Q1,0,21
921,tor-project,2021Q2,2,47
922,tor-project,2021Q3,1,22
923,tor-project,2021Q4,1,20
924,tor-project,2022Q1,1,13
925,tor-project,2022Q2,1,10
926,tor-project,2022Q3,1,4
927,tor-project,2022Q4,1,14
928,tor-project,2023Q1,2,14
929,tor-project,2023Q2,1,9
930,tor-project,2023Q3,1,14
931,tor-project,2023Q4,1,19
932,treejer,2020Q2,0,1
933,treejer,2020Q3,0,3
934,treejer,2020Q4,0,2
935,treejer,2021Q1,0,3
936,treejer,2021Q2,0,2
937,treejer,2021Q4,0,1
938,treejer,2022Q1,0,5
939,treejer,2022Q2,0,5
940,treejer,2022Q3,0,4
941,treejer,2022Q4,0,3
942,treejer,2023Q1,0,1
943,treejer,2023Q3,0,2
944,treejer,2023Q4,0,1
945,trueblocks,2016Q3,0,2
946,trueblocks,2016Q4,0,1
947,trueblocks,2017Q2,1,2
948,trueblocks,2017Q3,2,1
949,trueblocks,2017Q4,2,4
950,trueblocks,2018Q1,1,1
951,trueblocks,2018Q2,1,3
952,trueblocks,2018Q3,1,3
953,trueblocks,2018Q4,1,5
954,trueblocks,2019Q1,2,2
955,trueblocks,2019Q2,2,2
956,trueblocks,2019Q3,2,1
957,trueblocks,2019Q4,1,3
958,trueblocks,2020Q1,1,2
959,trueblocks,2020Q2,1,3
960,trueblocks,2020Q3,1,4
961,trueblocks,2020Q4,0,2
962,trueblocks,2021Q1,1,4
963,trueblocks,2021Q2,3,7
964,trueblocks,2021Q3,2,8
965,trueblocks,2021Q4,2,4
966,trueblocks,2022Q1,1,9
967,trueblocks,2022Q2,2,6
968,trueblocks,2022Q3,1,10
969,trueblocks,2022Q4,1,13
970,trueblocks,2023Q1,1,14
971,trueblocks,2023Q2,1,5
972,trueblocks,2023Q3,2,7
973,trueblocks,2023Q4,1,4
974,urbanika,2022Q2,0,2
975,urbanika,2022Q3,0,2
976,urbanika,2023Q3,0,1
977,urbanika,2023Q4,0,1
978,via-protocol,2021Q4,0,1
979,via-protocol,2022Q1,1,4
980,via-protocol,2022Q2,1,7
981,via-protocol,2022Q3,3,7
982,via-protocol,2022Q4,0,6
983,via-protocol,2023Q1,0,5
984,via-protocol,2023Q2,0,3
985,via-protocol,2023Q3,0,3
986,via-protocol,2023Q4,0,3
987,wagmi-dev,2022Q1,1,28
988,wagmi-dev,2022Q2,2,35
989,wagmi-dev,2022Q3,2,40
990,wagmi-dev,2022Q4,2,59
991,wagmi-dev,2023Q1,2,115
992,wagmi-dev,2023Q2,3,161
993,wagmi-dev,2023Q3,3,127
994,wagmi-dev,2023Q4,2,105
995,walletconnect,2016Q2,0,1
996,walletconnect,2016Q3,0,2
997,walletconnect,2017Q1,0,1
998,walletconnect,2017Q2,0,1
999,walletconnect,2018Q1,0,7
1000,walletconnect,2018Q2,1,10
1001,walletconnect,2018Q3,1,8
1002,walletconnect,2018Q4,1,10
1003,walletconnect,2019Q1,1,8
1004,walletconnect,2019Q2,1,19
1005,walletconnect,2019Q3,1,28
1006,walletconnect,2019Q4,1,18
1007,walletconnect,2020Q1,1,22
1008,walletconnect,2020Q2,1,36
1009,walletconnect,2020Q3,1,40
1010,walletconnect,2020Q4,1,52
1011,walletconnect,2021Q1,1,51
1012,walletconnect,2021Q2,1,84
1013,walletconnect,2021Q3,1,94
1014,walletconnect,2021Q4,0,116
1015,walletconnect,2022Q1,5,140
1016,walletconnect,2022Q2,8,91
1017,walletconnect,2022Q3,11,85
1018,walletconnect,2022Q4,11,100
1019,walletconnect,2023Q1,15,120
1020,walletconnect,2023Q2,20,194
1021,walletconnect,2023Q3,22,231
1022,walletconnect,2023Q4,16,158
1023,weekinethnews,2021Q2,0,1
1024,weekinethnews,2023Q1,0,1
1025,weekinethnews,2023Q2,0,1
1026,weekinethnews,2023Q3,0,1
1027,weekinethnews,2023Q4,0,1
1028,wighawag,2020Q1,0,1
1029,wighawag,2020Q2,1,4
1030,wighawag,2020Q3,1,8
1031,wighawag,2020Q4,1,6
1032,wighawag,2021Q1,0,10
1033,wighawag,2021Q2,0,16
1034,wighawag,2021Q3,0,18
1035,wighawag,2021Q4,0,17
1036,wighawag,2022Q1,1,15
1037,wighawag,2022Q2,0,13
1038,wighawag,2022Q3,0,13
1039,wighawag,2022Q4,0,10
1040,wighawag,2023Q1,1,12
1041,wighawag,2023Q2,1,13
1042,wighawag,2023Q3,0,10
1043,wighawag,2023Q4,0,21
1044,zeropoolnetwork,2019Q3,0,2
1045,zeropoolnetwork,2019Q4,0,2
1046,zeropoolnetwork,2020Q1,2,5
1047,zeropoolnetwork,2020Q2,1,3
1048,zeropoolnetwork,2020Q3,1,3
1049,zeropoolnetwork,2020Q4,1,4
1050,zeropoolnetwork,2021Q1,0,5
1051,zeropoolnetwork,2021Q2,1,3
1052,zeropoolnetwork,2021Q3,2,4
1053,zeropoolnetwork,2021Q4,2,5
1054,zeropoolnetwork,2022Q1,1,4
1055,zeropoolnetwork,2022Q2,1,4
1056,zeropoolnetwork,2022Q3,2,3
1057,zeropoolnetwork,2022Q4,1,5
1058,zeropoolnetwork,2023Q1,0,3
1059,zeropoolnetwork,2023Q2,1,5
1060,zeropoolnetwork,2023Q3,0,4
1061,zeropoolnetwork,2023Q4,0,4
1062,zk-block-elefria-labs,2022Q1,0,1
1063,zk-block-elefria-labs,2022Q2,0,1
1064,zk-block-elefria-labs,2022Q3,0,3
1065,zk-block-elefria-labs,2022Q4,0,2
1066,zk-block-elefria-labs,2023Q1,0,1
1067,zk-block-elefria-labs,2023Q2,0,2
1068,zk-block-elefria-labs,2023Q3,0,1
1069,zk-block-elefria-labs,2023Q4,1,2
