chain_id,round_id,round_name,project_name,project_github,payout_address,status
42161,25,dApps & Apps ,Eppie: Web3 native email,Eppie-io,0x26938B1A8f0B70e78a9FE03810eddeb03E4D1fE3,APPROVED
42161,25,dApps & Apps ,Stratagems,etherplay,0xAdDbc936aB952B6dC5C5Fe090c55269a1174D173,APPROVED
42161,25,dApps & Apps ,Revoke.cash,RevokeCash,0xe126b3E5d052f1F575828f61fEBA4f4f2603652a,APPROVED
42161,25,dApps & Apps ,Yoki Finance,yokifinance,0xd9d0aa3FC1616Ee96Fe38F3EBaf9EAc3862a9d4e,APPROVED
42161,25,dApps & Apps ,Armitage,armitage-labs,0xB5E5559C6b85e8e867405bFFf3D15f59693eBE2f,APPROVED
42161,25,dApps & Apps ,PoSciDonDAO,PoSciDonDAO,0x681237e285d8630e992D2DbbDd8F2FAf1435bD36,APPROVED
42161,25,dApps & Apps ,viaPrize,viaprize,0x1f00DD750aD3A6463F174eD7d63ebE1a7a930d0c,APPROVED
42161,25,dApps & Apps ,dm3 protocol - the interoperability initiative ,corpus-io,0x11Ee133A1408FE2d7c62296D7eB33F234b774503,APPROVED
42161,25,dApps & Apps ,Grateful,Grateful-protocol,0xfF284BADB6f6030C726782767fe45770570Ca381,APPROVED
42161,25,dApps & Apps ,Stormbit,Quantum3-Labs,0xF99aF52Ab7bbd7535797538946aBa7958a2DAD8c,APPROVED
42161,25,dApps & Apps ,Revolte,irruptionlab,0x9743f723C8cBd9eEA522e9feb2656a0DB8457497,APPROVED
42161,25,dApps & Apps ,DexKit,DexKit,0x5265Bde27F57E738bE6c1F6AB3544e82cdc92a8f,APPROVED
42161,25,dApps & Apps ,Mirror,zaratanDotWorld,0x93333D14011cAF8911b00E0bF882F26676Df28d1,APPROVED
42161,25,dApps & Apps ,Starksheet,the-candy-shop,0x7a1c6F616E39575db4581875c9E3E95405D46015,APPROVED
42161,25,dApps & Apps ,"C–ATTS, Composite Attestations",c-atts,0xdC81d807F0e1A638DDd5CBF37f1320D86D0dE30C,APPROVED
42161,25,dApps & Apps ,Decentraclasses,DecentraSchool,0x72FdC25331Cd34579c5Dd8DbbABe0a38cdCcb97F,APPROVED
42161,25,dApps & Apps ,Mississippi,Mississippi-Labs,0x31ea6CBF52D92720997322A2620844e91d169694,APPROVED
42161,25,dApps & Apps ,Nextme,0xNextLabs,0xE0964682F12385abCC8AFD2C8eA90e50eA9594F6,APPROVED
42161,25,dApps & Apps ,WUW Whatever Fi,WUW-WhateverYouWant,0x26d27D784aed2a6d1b4C24f63846a17be899ef2d,APPROVED
42161,25,dApps & Apps ,M3tering Protocol,M3tering,0xACd46d2988C44613b4EF9909b6E3D736C8Bce945,APPROVED
42161,25,dApps & Apps ,DefiLab.xyz,DefiLab-xyz,0x9fe6764778db6AD5c5ED86242485d1a868a8c52A,APPROVED
42161,25,dApps & Apps ,ScoreFront,Nomis-cc,0xD587404cd28Bf4eE059ac84a6B7C0219d05EA6CF,APPROVED
