,project_name,project_github,oso_github_slug,grant_address,oso_address_slug,round_id,round_name,chain_id,program_address,round_date,amount_usd,match_usd,total_usd,oso_slug
5872,"Minerva Wallet (the mobile Metamask alternative, Panvala League)",lab10-coop,minerva-wallet-lab10-coop,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,3147.91,1725.65,4873.5599999999995,minerva-wallet-lab10-coop
5876,MintBot | Polygon NFT Minter + ENS SubDomains (no gas),stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,9,[],,,2021-03-10T00:00:00Z,1.73,0.0,1.73,optinames-optimismresolver
5890,Nethermind,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,13786.92,5315.69,19102.61,nethermindeth
5903,🎨 nifty.ink,buidlguidl,buidlguidl,0x4985ad3d7d81c9e9a4cb2cc080f0c6baa55d8f74,,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,280.03,19.19,299.21999999999997,buidlguidl
5923,OptiNames | ENS on Optimism,stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,9,[],,,2021-03-10T00:00:00Z,0.18,0.0,0.18,optinames-optimismresolver
5936,Pepemon: Degen Battleground,pepem00n,,0xe71fbb197bc8fd11090fa657c100d52dbb407662,pepemon-dao,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,10760.01,1265.46,12025.470000000001,pepemon-dao
5957,Proof of Humanity,proof-of-humanity,proof-of-humanity,0x99126d641ba3924c8af4dca4e3b2c33a41718913,,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,208.23,7.27,215.5,proof-of-humanity
5959,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,22223.65,7320.77,29544.420000000002,prysmaticlabs
5975,rekt.news - The dark web of DeFi journalism,rekthq,rekthq,0x3c5c2f4bcec51a36494682f91dbc6ca7c63b514c,,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,14445.16,28372.42,42817.58,rekthq
5977,Rekt- The dark web of DeFi journalism,rekthq,rekthq,0x3c5c2f4bcec51a36494682f91dbc6ca7c63b514c,,9,[],,,2021-03-10T00:00:00Z,3.62,0.0,3.62,rekthq
5983,Revoke.cash - Helping you stay safe in web3,revokecash,"revokecash, revoke-cash",0xe126b3e5d052f1f575828f61feba4f4f2603652a,revoke-cash,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,310.27,8.06,318.33,revoke-cash
5987,Ronan Sandford (a.k.a. @wighawag) Open Source And Research Grant,wighawag,wighawag,0xf78cd306b23031de9e739a5bcde61764e82ad5ef,,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,56.24,0.54,56.78,wighawag
5988,Rotki - The portfolio tracker and accounting tool that protects your privacy,rotki,rotki,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,14119.0,5375.8,19494.8,rotki
6013,Snapshot,snapshot-labs,snapshot-labs,0x8c28cf33d9fd3d0293f963b1cd27e3ff422b425c,,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,12070.14,5446.98,17517.12,snapshot-labs
6049,The Daily Gwei by Anthony Sassano (sassal0x),,,0x648aa14e4424e0825a5ce739c8c68610e143fb79,ethhub-io,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,5821.24,4877.9,10699.14,ethhub-io
6064,The MoonMath Manual to zk-SNARKs,leastauthority,leastauthority,0xa8a4912938549d50ef3e7c698c890e18d73408ee,,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,2288.4,226.25,2514.65,leastauthority
6087,Treejer: A Climate Action Protocol,treejer,treejer,0x81c776d0d7f7d9d3699851993ecaa88a46187f11,treejer,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,171.63,1.74,173.37,treejer
6091,TrueBlocks - Indexing any EVM-Based Chain,trueblocks,trueblocks,0xf503017d7baf7fbc0fff7492b751025c6a78179b,trueblocks,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,639.39,38.6,677.99,trueblocks
6097,Umbra:  Privacy Preserving Stealth Payments,scopelift,"umbra, scope-lift",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,11765.67,11101.37,22867.04,scope-lift
6123,WalletConnect,walletconnect,walletconnect,0xcbec15583a21c3ddad5fab658be5b4fe85df730b,,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,23760.24,6868.98,30629.22,walletconnect
6130,Week in Ethereum News,weekinethnews,weekinethnews,0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,weekinethnews,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,6448.59,2412.98,8861.57,weekinethnews
6154,ZeroPool - Scaling anonymous transactions for blockchains,zeropoolnetwork,zeropoolnetwork,0x947f8a49640b4770a8c7fe3c1e69ffc974295448,zeropoolnetwork,9,['gitcoin-main'],,,2021-03-10T00:00:00Z,11311.68,9542.32,20854.0,zeropoolnetwork
6239,✨ Astral — Spatial data on the decentralized web,astralprotocol,astralprotocol,0x41dde2dc7f718d5f764fc97e8d122864587642d4,astralprotocol,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,2154.24,574.08,2728.3199999999997,astralprotocol
6263,BanklessDAO,banklessdao,banklessdao,0xf26d1bb347a59f6c283c53156519cc1b1abaca51,,10,"['community', 'gitcoin-main']",,,2021-06-16T15:00:00Z,1697.83,301.67,1999.5,banklessdao
6277,beaconcha.in - Open source Eth2 blockchain explorer,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,11515.36,9954.54,21469.9,beacon-chain
6328,"Blockhead: portfolio tracker, tx visualizer and data explorer for crypto/DeFi/NFTs/web3",darrylyeo,blockhead-darryl-yeo,0x048669c431230a9a8298b7ec045f1e1137827cca,blockhead-darryl-yeo,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,47.57,0.13,47.7,blockhead-darryl-yeo
6331,BlockScout Blockchain Explorer,blockscout,blockscout,0x86edd0c110d1fc7f8a5e1108623b3b1b4e3740f9,,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,,0.0,,blockscout
6338,Bloom Network,bloomnetwork,bloomnetwork,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,bloomnetwork,10,"['community', 'gitcoin-main']",,,2021-06-16T15:00:00Z,681.31,70.57,751.8799999999999,bloomnetwork
6347,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,18171.44,30032.74,48204.18,brightid
6354,BuidlGuidl,austintgriffith,,0x97843608a00e2bbc75ab0c1911387e002565dede,buidlguidl,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,9704.53,4076.47,13781.0,buidlguidl
6401,clr.fund,clrfund,clrfund,0xfcc41c4614bd464ba28ad96f93aadaa7ba6c8680,clrfund,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,14001.35,18408.34,32409.690000000002,clrfund
6422,Commons Simulator: Level Up,commons-stack,commons-stack,0xa0527ba80d811cd45d452481caf902dfd6f5b8c2,,10,"['dapp', 'gitcoin-main', 'latin-america']",,,2021-06-16T15:00:00Z,7473.9,39154.82,46628.72,commons-stack
6423,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,10,"['gitcoin-main', 'dgov']",,,2021-06-16T15:00:00Z,6144.88,5193.16,11338.04,commons-stack
6424,Commons Stack Community Fund - Panvala League,commons-stack,commons-stack,0x1251a94b6d800979d2d933b8bd5914b892772ac6,,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,3279.49,176.18,3455.6699999999996,commons-stack
6487,CryptoStats/CryptoFees.info,dmihal,crypto-fees-dmihal,0x392acfd0792c32222edf31c20dd0cc51528bb9ea,,10,"['community', 'gitcoin-main']",,,2021-06-16T15:00:00Z,883.86,9.04,892.9,crypto-fees-dmihal
6523,DAO Internal Dispute Resolution Open Handbook by LexDAO (Panvala League),lexdao,lexdao,0x24801de57f065d95d741dff0f419dc5004777c87,,10,"['community', 'gitcoin-main']",,,2021-06-16T15:00:00Z,87.4,0.54,87.94000000000001,lexdao
6533,DApp Learning developer group,dapp-learning-dao,dapp-learning-dao,0x1f7b953113f4dfcbf56a1688529cc812865840e1,dapp-learning-dao,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,,0.0,,dapp-learning-dao
6534,DAppNode  - Panvala League,dappnode,dappnode,0x53390590476dc98860316e4b46bb9842af55efc4,dappnode,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,19561.52,17248.6,36810.119999999995,dappnode
6543,Dataverse: your ownable personal space,ownership-labs,,0x2d1036d679f3cdca0ea86bb0e29540d52346cbc9,dataverse-os,10,[],,,2021-06-16T15:00:00Z,20.57,0.0,20.57,dataverse-os
6557,Decentralize Gitcoin Grants,gitcoinco,gitcoin,0x6bf1eba9740441d0a8822eda4e116a74f850d81b,,10,"['gitcoindao', 'gitcoin-main']",,,2021-06-16T15:00:00Z,4941.93,29973.91,34915.84,gitcoin
6735,Ethereum Staking Guides (Ubuntu),someresat,,0x32b74b90407309f6637245292cd90347de658a37,someresatguides,10,"['community', 'gitcoin-main']",,,2021-06-16T15:00:00Z,1739.62,232.28,1971.8999999999999,someresatguides
6741,"ethers.js - Complete, Simple and Tiny",ethers-io,ethers-io,0x8ba1f109551bd432803012645ac136ddd64dba72,ethers-io,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,23501.24,25753.96,49255.2,ethers-io
6762,ethstaker,superphiz,,0xd165df4296c85e780509fa1eace0150d945d49fd,ethstaker,10,"['community', 'gitcoin-main']",,,2021-06-16T15:00:00Z,16382.65,6081.53,22464.18,ethstaker
6804,Frame: Privacy Focused Native Ethereum Wallet,floating,frame-floating,0xb120c885f1527394c78d50e7c7da57defb24f612,,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,4106.26,1657.64,5763.900000000001,frame-floating
6839,Geo Web [Panvala League],geo-web-project,geo-web,0xde798cd9c53f4806b9cc7dd27adf7c641540167c,geo-web,10,"['gitcoin-main', 'nft']",,,2021-06-16T15:00:00Z,9116.75,5134.67,14251.42,geo-web
6848,Gitcoin Champions Program,gitcoinco,gitcoin,0xc29fb1d0c0ad2078e909b0bd629b512eb6bcb008,,10,"['community', 'gitcoin-main']",,,2021-06-16T15:00:00Z,,0.0,,gitcoin
6865,Giveth.io - Panvala League,giveth,giveth,0x4d9339dd97db55e3b9bcbe65de39ff9c04d1c2cd,giveth,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,5327.81,2866.74,8194.55,giveth
6866,GivethTRACE,giveth,giveth,0x97222b6ed77c17cd6cfc288ea363a688f57fb242,,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,1200.43,10.68,1211.1100000000001,giveth
6895,Hardhat by Nomic Foundation,nomicfoundation,hardhat-nomicfoundation,0x587fb98e404a18503a24cf19abb1887704beb407,,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,14945.35,6327.15,21272.5,hardhat-nomicfoundation
6896,hardhat-deploy and jolly-roger,wighawag,wighawag,0xf0d7a8198d75e10517f035cf11b928e9e2ab20f4,wighawag,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,6199.72,672.59,6872.31,wighawag
6908,History as a Service / Untrusted DB,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,27.19,0.0,27.19,nethermindeth
6927,Idena: The first Proof-of-Person blockchain,,,0x8917418abe36e6e788068e96ef5a47d7484c06b1,idena-network,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,8000.91,7318.95,15319.86,idena-network
7015,Li.Finance - Cross-Chain Bridge Aggregator + Smart Routing,lifinance,lifinance,0x8932eb23bad9bddb5cf81426f78279a53c6c3b71,,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,3413.61,39.94,3453.55,lifinance
7016,Lighthouse: Ethereum Consensus Client,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,30726.61,21853.86,52580.47,lighthouse-sigp
7091,"Minerva Wallet (the mobile Metamask alternative, Panvala League)",lab10-coop,minerva-wallet-lab10-coop,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,8110.59,6368.16,14478.75,minerva-wallet-lab10-coop
7095,MintBot | Polygon NFT Minter + ENS SubDomains (no gas),stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,10,"['gitcoin-main', 'nft']",,,2021-06-16T15:00:00Z,567.64,20.64,588.28,optinames-optimismresolver
7124,Nethermind,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,9662.52,4496.91,14159.43,nethermindeth
7155,🎨 nifty.ink,buidlguidl,buidlguidl,0x4985ad3d7d81c9e9a4cb2cc080f0c6baa55d8f74,,10,"['gitcoin-main', 'nft']",,,2021-06-16T15:00:00Z,6078.74,2395.21,8473.95,buidlguidl
7202,OptiNames | ENS on Optimism,stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,10,[],,,2021-06-16T15:00:00Z,6.37,0.0,6.37,optinames-optimismresolver
7226,Pepemon: Degen Battleground,pepem00n,,0xe71fbb197bc8fd11090fa657c100d52dbb407662,pepemon-dao,10,"['dapp', 'gitcoin-main', 'nft']",,,2021-06-16T15:00:00Z,1466.62,116.44,1583.06,pepemon-dao
7264,Proof of Humanity,proof-of-humanity,proof-of-humanity,0x99126d641ba3924c8af4dca4e3b2c33a41718913,,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,13685.01,16682.07,30367.08,proof-of-humanity
7271,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,31031.11,23312.07,54343.18,prysmaticlabs
7304,rekt.news - The dark web of DeFi journalism,rekthq,rekthq,0x3c5c2f4bcec51a36494682f91dbc6ca7c63b514c,,10,"['community', 'gitcoin-main']",,,2021-06-16T15:00:00Z,13098.67,20961.63,34060.3,rekthq
7306,Rekt- The dark web of DeFi journalism,rekthq,rekthq,0x3c5c2f4bcec51a36494682f91dbc6ca7c63b514c,,10,[],,,2021-06-16T15:00:00Z,31.28,0.0,31.28,rekthq
7316,Revert,mariorz,,0x8cadb20a4811f363dadb863a190708bed26245f8,revert-finance,10,"['dapp', 'gitcoin-main', 'latin-america']",,,2021-06-16T15:00:00Z,2794.49,5875.79,8670.279999999999,revert-finance
7318,Revoke.cash - Helping you stay safe in web3,revokecash,"revokecash, revoke-cash",0xe126b3e5d052f1f575828f61feba4f4f2603652a,revoke-cash,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,1790.7,198.19,1988.89,revoke-cash
7323,Ronan Sandford (a.k.a. @wighawag) Open Source And Research Grant,wighawag,wighawag,0xf78cd306b23031de9e739a5bcde61764e82ad5ef,,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,7.98,0.02,8.0,wighawag
7324,Rosco Kalis,,,0xe126b3e5d052f1f575828f61feba4f4f2603652a,revoke-cash,10,[],,,2021-06-16T15:00:00Z,10.03,0.0,10.03,revoke-cash
7325,Rotki - The portfolio tracker and accounting tool that protects your privacy,rotki,rotki,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,19139.72,26173.8,45313.520000000004,rotki
7344,🏗  Scaffold-ETH,scaffold-eth,buidlguidl,0x97843608a00e2bbc75ab0c1911387e002565dede,buidlguidl,10,"['dapp', 'ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,7820.69,1301.89,9122.58,buidlguidl
7394,Snapshot,snapshot-labs,snapshot-labs,0x8c28cf33d9fd3d0293f963b1cd27e3ff422b425c,,10,"['gitcoin-main', 'dgov']",,,2021-06-16T15:00:00Z,24898.41,40837.01,65735.42,snapshot-labs
7478,The Daily Gwei by Anthony Sassano (sassal0x),,,0x648aa14e4424e0825a5ce739c8c68610e143fb79,ethhub-io,10,"['community', 'gitcoin-main']",,,2021-06-16T15:00:00Z,7229.7,5578.95,12808.65,ethhub-io
7499,The MoonMath Manual to zk-SNARKs,leastauthority,leastauthority,0xa8a4912938549d50ef3e7c698c890e18d73408ee,,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,367.27,14.65,381.91999999999996,leastauthority
7514,The Tor Project,torproject,tor-project,0x532fb5d00f40ced99b16d1e295c77cda2eb1bb4f,,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,4678.1,1308.68,5986.780000000001,tor-project
7554,Treejer: A Climate Action Protocol,treejer,treejer,0x81c776d0d7f7d9d3699851993ecaa88a46187f11,treejer,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,109.61,2.58,112.19,treejer
7562,TrueBlocks - Indexing any EVM-Based Chain,trueblocks,trueblocks,0xf503017d7baf7fbc0fff7492b751025c6a78179b,trueblocks,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,20790.75,5323.8,26114.55,trueblocks
7573,Umbra:  Privacy Preserving Stealth Payments,scopelift,"umbra, scope-lift",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,10,"['ethinfra', 'gitcoin-main']",,,2021-06-16T15:00:00Z,10542.7,7478.28,18020.98,scope-lift
7620,WalletConnect,walletconnect,walletconnect,0xcbec15583a21c3ddad5fab658be5b4fe85df730b,,10,[],,,2021-06-16T15:00:00Z,13749.43,0.0,13749.43,walletconnect
7637,Week in Ethereum News,weekinethnews,weekinethnews,0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,weekinethnews,10,"['community', 'gitcoin-main']",,,2021-06-16T15:00:00Z,4345.99,1028.14,5374.13,weekinethnews
7681,ZeroAlpha - EFFICIENT ART MARKET,,,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,65.39,2.23,67.62,minerva-wallet-lab10-coop
7684,ZeroPool - Scaling anonymous transactions for blockchains,zeropoolnetwork,zeropoolnetwork,0x947f8a49640b4770a8c7fe3c1e69ffc974295448,zeropoolnetwork,10,"['dapp', 'gitcoin-main']",,,2021-06-16T15:00:00Z,390.71,30.11,420.82,zeropoolnetwork
7714,7Energy - Energy Communities without Banks,d10r,,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,11,[],,,2021-09-08T15:00:00Z,1.2,0.0,1.2,minerva-wallet-lab10-coop
7785,✨ Astral — Spatial data on the decentralized web,astralprotocol,astralprotocol,0x41dde2dc7f718d5f764fc97e8d122864587642d4,astralprotocol,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,157.57,0.87,158.44,astralprotocol
7812,Bankless Academy,banklessdao,banklessdao,0xf80cd14ec747b2adf7b1a9911b38c65a885daeea,,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,7254.38,3894.88,11149.26,banklessdao
7814,BanklessDAO,banklessdao,banklessdao,0xf26d1bb347a59f6c283c53156519cc1b1abaca51,,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,7122.31,3686.65,10808.960000000001,banklessdao
7831,beaconcha.in - Open source Eth2 blockchain explorer,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,11062.89,5736.55,16799.44,beacon-chain
7882,"Blockhead: portfolio tracker, tx visualizer and data explorer for crypto/DeFi/NFTs/web3",darrylyeo,blockhead-darryl-yeo,0x048669c431230a9a8298b7ec045f1e1137827cca,blockhead-darryl-yeo,11,"['dapp', 'uniswap', 'gitcoin-main']",,,2021-09-08T15:00:00Z,6346.45,5123.65,11470.099999999999,blockhead-darryl-yeo
7885,"Blockscout - Open-source, Multi-chain, Transparent Block Explorer",blockscout,blockscout,0x242ba6d68ffeb4a098b591b32d370f973ff882b7,blockscout,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,5560.11,2410.78,7970.889999999999,blockscout
7893,Bloom Network,bloomnetwork,bloomnetwork,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,bloomnetwork,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,3997.24,11.85,4009.0899999999997,bloomnetwork
7904,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,12220.61,7746.75,19967.36,brightid
7910,BuidlGuidl,austintgriffith,,0x97843608a00e2bbc75ab0c1911387e002565dede,buidlguidl,11,"['opengaming', 'dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,9246.37,25042.69,34289.06,buidlguidl
7959,clr.fund,clrfund,clrfund,0xfcc41c4614bd464ba28ad96f93aadaa7ba6c8680,clrfund,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,13976.38,13743.27,27719.65,clrfund
7980,Commons Simulator: Level Up,commons-stack,commons-stack,0xa0527ba80d811cd45d452481caf902dfd6f5b8c2,,11,"['dapp', 'gitcoin-main', 'latin-america']",,,2021-09-08T15:00:00Z,1345.13,204.78,1549.91,commons-stack
7981,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,11,"['gitcoin-main', 'dgov']",,,2021-09-08T15:00:00Z,4209.16,6793.17,11002.33,commons-stack
7982,Commons Stack Community Fund - Panvala League,commons-stack,commons-stack,0x1251a94b6d800979d2d933b8bd5914b892772ac6,,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,2358.77,39.9,2398.67,commons-stack
8048,CryptoStats/CryptoFees.info,dmihal,crypto-fees-dmihal,0x392acfd0792c32222edf31c20dd0cc51528bb9ea,,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,4167.94,402.7,4570.639999999999,crypto-fees-dmihal
8084,DAO Internal Dispute Resolution Open Handbook by LexDAO (Panvala League),lexdao,lexdao,0x24801de57f065d95d741dff0f419dc5004777c87,,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,69.37,0.65,70.02000000000001,lexdao
8095,DApp Learning developer group,dapp-learning-dao,dapp-learning-dao,0x1f7b953113f4dfcbf56a1688529cc812865840e1,dapp-learning-dao,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,573.3,1.86,575.16,dapp-learning-dao
8096,DAppNode  - Panvala League,dappnode,dappnode,0x53390590476dc98860316e4b46bb9842af55efc4,dappnode,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,9899.96,3794.45,13694.41,dappnode
8105,Dataverse: your ownable personal space,ownership-labs,,0x2d1036d679f3cdca0ea86bb0e29540d52346cbc9,dataverse-os,11,"['gitcoin-main', 'nft']",,,2021-09-08T15:00:00Z,30290.36,17682.56,47972.92,dataverse-os
8119,Decentralize Gitcoin Grants,gitcoinco,gitcoin,0x6bf1eba9740441d0a8822eda4e116a74f850d81b,,11,"['gitcoindao', 'gitcoin-main']",,,2021-09-08T15:00:00Z,6367.1,4634.9,11002.0,gitcoin
8303,Ethereum Staking Guides (Ubuntu),someresat,,0x32b74b90407309f6637245292cd90347de658a37,someresatguides,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,5072.68,1301.43,6374.110000000001,someresatguides
8310,"ethers.js - Complete, Simple and Tiny",ethers-io,ethers-io,0x8ba1f109551bd432803012645ac136ddd64dba72,ethers-io,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,9792.04,3930.9,13722.94,ethers-io
8329,ethstaker,superphiz,,0xd165df4296c85e780509fa1eace0150d945d49fd,ethstaker,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,7088.08,4106.72,11194.8,ethstaker
8333,eth-wizard: An Ethereum validator installation wizard,stake-house,"stake-house, eth-wizard-stake-house",0xdbb16c68aa373229db9f37d85087264361691ab9,eth-wizard-stake-house,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,2118.63,79.32,2197.9500000000003,eth-wizard-stake-house
8380,Frame: Privacy Focused Native Ethereum Wallet,floating,frame-floating,0xb120c885f1527394c78d50e7c7da57defb24f612,,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,24747.78,26344.88,51092.66,frame-floating
8383,Freedom of the Press Foundation,freedomofpress,freedom-of-the-press-foundation,0x998f25be40241ca5d8f5fcaf3591b5ed06ef3be7,,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,433.18,6.55,439.73,freedom-of-the-press-foundation
8424,Geo Web [Panvala League],geo-web-project,geo-web,0xde798cd9c53f4806b9cc7dd27adf7c641540167c,geo-web,11,"['gitcoin-main', 'nft']",,,2021-09-08T15:00:00Z,13234.75,6486.73,19721.48,geo-web
8434,Gitcoin Champions Program,gitcoinco,gitcoin,0xc29fb1d0c0ad2078e909b0bd629b512eb6bcb008,,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,3.28,0.0,3.28,gitcoin
8451,Giveth.io - Panvala League,giveth,giveth,0x4d9339dd97db55e3b9bcbe65de39ff9c04d1c2cd,giveth,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,3081.01,236.12,3317.13,giveth
8452,GivethTRACE,giveth,giveth,0x97222b6ed77c17cd6cfc288ea363a688f57fb242,,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,219.49,0.47,219.96,giveth
8483,Hardhat by Nomic Foundation,nomicfoundation,hardhat-nomicfoundation,0x587fb98e404a18503a24cf19abb1887704beb407,,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,18805.21,451.1,19256.309999999998,hardhat-nomicfoundation
8484,hardhat-deploy and jolly-roger,wighawag,wighawag,0xf0d7a8198d75e10517f035cf11b928e9e2ab20f4,wighawag,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,10045.87,3708.35,13754.220000000001,wighawag
8517,Idena: The first Proof-of-Person blockchain,,,0x8917418abe36e6e788068e96ef5a47d7484c06b1,idena-network,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,10654.81,6335.55,16990.36,idena-network
