,project_name,project_github,oso_github_slug,grant_address,oso_address_slug,round_id,round_name,chain_id,program_address,round_date,amount_usd,match_usd,total_usd,oso_slug,dune_deployer_mapping
10544,@PaulRBerg Open-Source Engineering,paulrberg,,0x0298f4332e3857631385b39766325058a93e249f,sablier,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,1729.51,18.32,1747.83,sablier,Sablier
10576,PoolTogether,pooltogether,pool-together,0x42cd8312d2bce04277dd5161832460e95b24262e,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,1.1,0.0,1.1,pool-together,"PoolTogether, Pooltogether"
10654,Revert,mariorz,,0x8cadb20a4811f363dadb863a190708bed26245f8,revert-finance,12,"['uniswap', 'gitcoin-main']",,,2021-12-01T15:00:00Z,10528.61,17898.38,28426.99,revert-finance,Revert Finance
10950,Umbra:  Privacy Preserving Stealth Payments,scopelift,"scope-lift, umbra",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,56517.68,25000.0,81517.68,scope-lift,ScopeLift
11236,Bankless Academy,banklessdao,banklessdao,0xf80cd14ec747b2adf7b1a9911b38c65a885daeea,,13,"['uniswap', 'gitcoin-main', 'nft', 'polygon']",,,2022-03-09T15:00:00Z,2317.13,9818.41,12135.54,banklessdao,Bankless DAO
11621,Decentralize Gitcoin Grants,gitcoinco,gitcoin,0x6bf1eba9740441d0a8822eda4e116a74f850d81b,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,,0.0,,gitcoin,"Gitcoin, Gitcoin Passport, Allo Protocol (Gitcoin)"
11649,DefiLlama,defillama,"defi-llama, chainlist-defillama",0xf6b171b1d778194b4bde6af91ce0cdeb01825a9b,defi-llama,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,45768.17,30000.0,75768.17,defi-llama,DefiLlama
12017,Geo Web [Panvala League],geo-web-project,geo-web,0xde798cd9c53f4806b9cc7dd27adf7c641540167c,geo-web,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,5854.97,22339.14,28194.11,geo-web,Geo Web
12028,Gitcoin Champions Program,gitcoinco,gitcoin,0xc29fb1d0c0ad2078e909b0bd629b512eb6bcb008,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,,0.0,,gitcoin,"Gitcoin, Gitcoin Passport, Allo Protocol (Gitcoin)"
12274,Li.Finance - Cross-Chain Bridge Aggregator + Smart Routing,lifinance,lifinance,0x8932eb23bad9bddb5cf81426f78279a53c6c3b71,,13,[],,,2022-03-09T15:00:00Z,17.99,0.0,17.99,lifinance,LiFi
12539,Orbiter Finance,orbitercross,,0x10c7eebf2ff90807ca24347cd9c7d4a42345d583,orbiter-finance,13,[],,,2022-03-09T15:00:00Z,59772.83,0.0,59772.83,orbiter-finance,Orbiter Finance
12566,@PaulRBerg Open-Source Engineering,paulrberg,,0x0298f4332e3857631385b39766325058a93e249f,sablier,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,5.0,0.0,5.0,sablier,Sablier
12609,PoolTogether,pooltogether,pool-together,0x42cd8312d2bce04277dd5161832460e95b24262e,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,,0.0,,pool-together,"PoolTogether, Pooltogether"
12642,Punk Domains (Domains for DAOs),punk-domains,punk-domains,0xbcedb3e27f2650f4698e1cc6a02bbd2cef123b4b,,13,"['gitcoin-main', 'nft', 'polygon']",,,2022-03-09T15:00:00Z,841.86,660.29,1502.15,punk-domains,Punk Domains
12713,Revert,mariorz,,0x8cadb20a4811f363dadb863a190708bed26245f8,revert-finance,13,"['uniswap', 'gitcoin-main', 'polygon']",,,2022-03-09T15:00:00Z,5399.64,12816.82,18216.46,revert-finance,Revert Finance
13061,Umbra:  Privacy Preserving Stealth Payments,scopelift,"scope-lift, umbra",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,13,"['gitcoin-main', 'ens']",,,2022-03-09T15:00:00Z,18440.13,36942.0,55382.130000000005,scope-lift,ScopeLift
13117,Via - UX-first one-stop DEX & Bridges aggregator,viaprotocol,via-protocol,0x3ccb0f1f6cc0709f491a2d25b4fbca5fe78870e8,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,8425.39,30000.0,38425.39,via-protocol,Via Protocol
13434,Bankless Academy,banklessdao,banklessdao,0xf80cd14ec747b2adf7b1a9911b38c65a885daeea,,14,"['gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,3341.83,2689.92,6031.75,banklessdao,Bankless DAO
13436,BanklessDAO,banklessdao,banklessdao,0xf26d1bb347a59f6c283c53156519cc1b1abaca51,,14,[],,,2022-06-08T15:00:00Z,6.88,0.0,6.88,banklessdao,Bankless DAO
13903,DefiLlama,defillama,"defi-llama, chainlist-defillama",0xf6b171b1d778194b4bde6af91ce0cdeb01825a9b,defi-llama,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,53791.05,25000.0,78791.05,defi-llama,DefiLlama
14247,"freeCodeCamp 32 Hour Hardhat, Solidity, & Full Stack Course",smartcontractkit,"chainlink, smartcontractkit",0x874437b5a42aa6e6419ec2447c9e36c278c46532,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,231.09,1.76,232.85,"chainlink, smartcontractkit",Chainlink
14303,Geo Web [Panvala League],geo-web-project,geo-web,0xde798cd9c53f4806b9cc7dd27adf7c641540167c,geo-web,14,"['opengaming', 'protocollabs', 'gitcoin-main', 'subgraphscholarships']",,,2022-06-08T15:00:00Z,3100.52,23625.29,26725.81,geo-web,Geo Web
14314,Gitcoin Champions Program,gitcoinco,gitcoin,0xc29fb1d0c0ad2078e909b0bd629b512eb6bcb008,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,,0.0,,gitcoin,"Gitcoin, Gitcoin Passport, Allo Protocol (Gitcoin)"
14384,Hats Protocol: DAO Role NFTs,hats-protocol,hats-protocol,0x2d785497c6c8ce3f4ccff4937d321c37e80705e8,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,630.78,21.18,651.9599999999999,hats-protocol,Hats Protocol
14899,Orbiter Finance,orbitercross,,0x10c7eebf2ff90807ca24347cd9c7d4a42345d583,orbiter-finance,14,[],,,2022-06-08T15:00:00Z,26.0,0.0,26.0,orbiter-finance,Orbiter Finance
14931,@PaulRBerg Open-Source Engineering,paulrberg,,0x0298f4332e3857631385b39766325058a93e249f,sablier,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,33.12,0.09,33.21,sablier,Sablier
14982,PoolTogether,pooltogether,pool-together,0x42cd8312d2bce04277dd5161832460e95b24262e,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,84.71,1.72,86.42999999999999,pool-together,"PoolTogether, Pooltogether"
15028,Punk Domains (Domains for DAOs),punk-domains,punk-domains,0xbcedb3e27f2650f4698e1cc6a02bbd2cef123b4b,,14,"['gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,15914.33,35000.0,50914.33,punk-domains,Punk Domains
15044,Quest3,quest3,quest-3,0x4345978d86bcd1e32c2f253fc0b5ba1c89b51f01,,14,[],,,2022-06-08T15:00:00Z,19767.66,0.0,19767.66,quest-3,Quest3
15113,Revert,mariorz,,0x8cadb20a4811f363dadb863a190708bed26245f8,revert-finance,14,"['gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,258.12,7.86,265.98,revert-finance,Revert Finance
15336,Synpress - web3-enabled e2e testing tool,synthetixio,"synthetix-node-synthetixio, kwenta, synpress-synthexio, synthetixio, synthetix",0xd35e119782059a27fead4edda8b555f393650bc8,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,18.65,0.03,18.68,"synthetix-node-synthetixio, kwenta, synpress-synthexio, synthetixio, synthetix","Kwenta, Synthetix"
15520,Umbra:  Privacy Preserving Stealth Payments,scopelift,"scope-lift, umbra",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,14,"['gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,30083.7,35000.0,65083.7,scope-lift,ScopeLift
15576,Via - UX-first one-stop DEX & Bridges aggregator,viaprotocol,via-protocol,0x3ccb0f1f6cc0709f491a2d25b4fbca5fe78870e8,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,35262.46,25000.0,60262.46,via-protocol,Via Protocol
15949,Bankless Academy,banklessdao,banklessdao,0xf80cd14ec747b2adf7b1a9911b38c65a885daeea,,15,[],,,2022-09-07T15:00:00Z,1021.81,0.0,1021.81,banklessdao,Bankless DAO
16148,Chainlist,defillama,"defi-llama, chainlist-defillama",0x08a3c2a819e3de7aca384c798269b3ce1cd0e437,defi-llama,15,"['ethinfra', 'gitcoin-main', 'polygon']",,,2022-09-07T15:00:00Z,956.03,4979.74,5935.7699999999995,defi-llama,DefiLlama
16485,DefiLlama,defillama,"defi-llama, chainlist-defillama",0xf6b171b1d778194b4bde6af91ce0cdeb01825a9b,defi-llama,15,"['gitcoin-main', 'polygon', 'a16z']",,,2022-09-07T15:00:00Z,31654.6,43500.0,75154.6,defi-llama,DefiLlama
16887,"freeCodeCamp 32 Hour Hardhat, Solidity, & Full Stack Course",smartcontractkit,"chainlink, smartcontractkit",0x874437b5a42aa6e6419ec2447c9e36c278c46532,,15,['gitcoin-main'],,,2022-09-07T15:00:00Z,8.21,0.13,8.340000000000002,"chainlink, smartcontractkit",Chainlink
16952,Geo Web [Panvala League],geo-web-project,geo-web,0xde798cd9c53f4806b9cc7dd27adf7c641540167c,geo-web,15,"['opengaming', 'gitcoin-main']",,,2022-09-07T15:00:00Z,1111.34,4791.46,5902.8,geo-web,Geo Web
16965,Gitcoin Champions Program,gitcoinco,gitcoin,0xc29fb1d0c0ad2078e909b0bd629b512eb6bcb008,,15,['gitcoin-main'],,,2022-09-07T15:00:00Z,,0.0,,gitcoin,"Gitcoin, Gitcoin Passport, Allo Protocol (Gitcoin)"
17050,Hats Protocol: DAO Role NFTs,hats-protocol,hats-protocol,0x2d785497c6c8ce3f4ccff4937d321c37e80705e8,,15,['gitcoin-main'],,,2022-09-07T15:00:00Z,41.16,0.23,41.38999999999999,hats-protocol,Hats Protocol
17305,Li.Finance - Cross-Chain Bridge Aggregator + Smart Routing,lifinance,lifinance,0x8932eb23bad9bddb5cf81426f78279a53c6c3b71,,15,[],,,2022-09-07T15:00:00Z,1.1,0.0,1.1,lifinance,LiFi
17322,LlamaPay,llamapay,defi-llama,0xaecaedc21c3ea0d84c596c126e2fd2e51e54d274,chainlist-defillama,15,['gitcoin-main'],,,2022-09-07T15:00:00Z,9894.38,12500.0,22394.379999999997,"chainlist-defillama, defi-llama",DefiLlama
17670,ORBIT DeFi,fiveelementslabs,tide-protocol-fiveelementslabs,0x5eea6bf30c8b15c6c77e57f8fb82a12bbf40a50c,,15,[],,,2022-09-07T15:00:00Z,3.66,0.0,3.66,tide-protocol-fiveelementslabs,Tide Protocol
17712,@PaulRBerg Open-Source Engineering,paulrberg,,0x0298f4332e3857631385b39766325058a93e249f,sablier,15,['gitcoin-main'],,,2022-09-07T15:00:00Z,55.0,0.27,55.27,sablier,Sablier
17773,PoolTogether,pooltogether,pool-together,0x42cd8312d2bce04277dd5161832460e95b24262e,,15,['gitcoin-main'],,,2022-09-07T15:00:00Z,1.0,0.0,1.0,pool-together,"PoolTogether, Pooltogether"
17836,Punk Domains (Domains for DAOs),punk-domains,punk-domains,0xbcedb3e27f2650f4698e1cc6a02bbd2cef123b4b,,15,"['gitcoin-main', 'polygon']",,,2022-09-07T15:00:00Z,1482.28,2040.04,3522.3199999999997,punk-domains,Punk Domains
17854,Quest3,quest3,quest-3,0x4345978d86bcd1e32c2f253fc0b5ba1c89b51f01,,15,[],,,2022-09-07T15:00:00Z,1.5,0.0,1.5,quest-3,Quest3
17936,Revert,mariorz,,0x8cadb20a4811f363dadb863a190708bed26245f8,revert-finance,15,"['gitcoin-main', 'polygon']",,,2022-09-07T15:00:00Z,137.4,11.29,148.69,revert-finance,Revert Finance
18212,Synpress - web3-enabled e2e testing tool,synthetixio,"synthetix-node-synthetixio, kwenta, synpress-synthexio, synthetixio, synthetix",0xd35e119782059a27fead4edda8b555f393650bc8,,15,['gitcoin-main'],,,2022-09-07T15:00:00Z,284.99,8.01,293.0,"synthetix-node-synthetixio, kwenta, synpress-synthexio, synthetixio, synthetix","Kwenta, Synthetix"
18426,Tubby Lending,0xngmi,,0x3754a10c1ca723961068b2653109e6201982dd9c,defi-llama,15,['gitcoin-main'],,,2022-09-07T15:00:00Z,1.0,0.0,1.0,defi-llama,DefiLlama
18437,Umbra:  Privacy Preserving Stealth Payments,scopelift,"scope-lift, umbra",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,15,"['gitcoin-main', 'polygon']",,,2022-09-07T15:00:00Z,11068.04,22500.0,33568.04,scope-lift,ScopeLift
18501,Via - UX-first one-stop DEX & Bridges aggregator,viaprotocol,via-protocol,0x3ccb0f1f6cc0709f491a2d25b4fbca5fe78870e8,,15,[],,,2022-09-07T15:00:00Z,29275.69,0.0,29275.69,via-protocol,Via Protocol
18746,Chainlist,defillama,"defi-llama, chainlist-defillama",0x08a3c2a819e3de7aca384c798269b3ce1cd0e437,defi-llama,16,['ethinfra'],,,2023-01-17T15:00:00Z,16168.59,33333.33,49501.92,defi-llama,DefiLlama
18755,DefiLlama,defillama,"defi-llama, chainlist-defillama",0x08a3c2a819e3de7aca384c798269b3ce1cd0e437,defi-llama,16,['oss'],,,2023-01-17T15:00:00Z,72238.3,16666.67,88904.97,defi-llama,DefiLlama
18775,Geo Web,geo-web-project,geo-web,0xde798cd9c53f4806b9cc7dd27adf7c641540167c,geo-web,16,['oss'],,,2023-01-17T15:00:00Z,662.55,693.93,1356.48,geo-web,Geo Web
18816,Punk Domains - Modular Web3 Names Protocol,punk-domains,punk-domains,0x12e838f846ffdade34b2e006f84117a370d71687,punk-domains,16,['oss'],,,2023-01-17T15:00:00Z,1797.6,2720.69,4518.29,punk-domains,Punk Domains
18850,Umbra,scopelift,"scope-lift, umbra",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,16,['oss'],,,2023-01-17T15:00:00Z,16248.61,16609.22,32857.83,scope-lift,ScopeLift
