date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-compound_finance,forecasted_TVL_opchain-compound_finance,forecasted_TVL-compound_v1_protocol,forecasted_TVL_opchain-compound_v1_protocol,forecasted_TVL-compound_v2_protocol,forecasted_TVL_opchain-compound_v2_protocol
2024-12-25 22:54:35,0.0,0.0,0.0,0.0,0.0,0.2080584895843894,681120416.9975106,,,,,
2024-12-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.13414721121898374,,,2081362.0611534473,4299112.420460202,261009554.5334328,808772480.9739933
2024-12-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1841236891074723,,,1939710.0596680224,4028152.009568014,245426159.4588324,754968064.9959195
2024-12-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.13651089689413337,,,2222759.954814194,3882501.0570449205,274622227.86397684,726269087.1155052
2024-12-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3473271319607015,,,1985533.9851228583,4239997.882239636,244526105.36320788,723770185.1401706
2024-12-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.23248757643121515,,,2057718.0473900605,3959541.227618925,256844192.3817591,686586182.774637
2024-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3439466420323699,,,2120680.4823022657,3685383.2102085943,259288387.80176625,729879114.3520027
2025-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.19791570925165505,,,2048375.8495003888,3569064.0260977256,252035190.83835146,741340923.7116606
2025-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.23405587122026497,,,2039776.583577018,3626452.531967071,252585615.4488692,706916327.5906241
2025-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2641846385657213,,,1989943.169356279,3741465.3906893134,266984027.93433136,722922481.6152283
2025-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.16665601872080052,,,1865954.2459291168,4288785.770073527,237990727.38582253,786786416.512328
2025-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.19091160741077334,,,1965551.9716670099,4418822.460123815,262067212.78230006,818097330.2812849
